pawnKindDef,raceThingDef,appears,cut,intelligence
GR_BearBug,GR_BearBug,biomes:BMT_FungalForest=0.18000000715255737,,Animal
GR_Bearalope,GR_Bearalope,biomes:Wasteland=0.4000000059604645,,Animal
GR_Bearcat,GR_Bearcat,biomes:Wasteland=0.18000000715255737,,Animal
GR_Bearffalo,GR_Bearffalo,biomes:BMT_FungalForest=0.4000000059604645,,Animal
GR_Bearhorse,GR_Bearhorse,biomes:Wasteland=0.3499999940395355,,Animal
GR_Bearmole,GR_Bearmole,biomes:ZBiome_Badlands=0.4000000059604645,,Animal
GR_Bearodile,GR_Bearodile,biomes:ZBiome_Grasslands=0.05000000074505806,,Animal
GR_Bearscarab,GR_Bearscarab,biomes:Wasteland=0.3499999940395355,,Animal
GR_Beetlefleet,GR_Beetlefleet,biomes:Wasteland=0.699999988079071;PoisonForest=0.699999988079071,,Animal
GR_Boomabear,GR_Boomabear,biomes:Desert=0.18000000715255737,,Animal
GR_Boomalisk,GR_Boomalisk,biomes:AB_OcularForest=0.18000000715255737,,Animal
GR_Boombeetle,GR_Boombeetle,biomes:Desert=0.4000000059604645;ZBiome_Grasslands=0.4000000059604645,,Animal
GR_Boomcat,GR_Boomcat,biomes:Desert=0.4000000059604645,,Animal
GR_Boomffalo,GR_Boomffalo,biomes:Desert=0.18000000715255737,,Animal
GR_Boomsnake,GR_Boomsnake,biomes:Desert=0.4000000059604645,,Animal
GR_Boomsquirrel,GR_Boomsquirrel,biomes:Desert=0.4000000059604645;BMT_FungalForest=0.4000000059604645,,Animal
GR_Catalope,GR_Catalope,biomes:Desert=1;AB_FeraliskInfestedJungle=1,,Animal
GR_Catchicken,GR_Catchicken,biomes:AB_TarPits=1,,Animal
GR_Chickenhorse,GR_Chickenhorse,biomes:ZBiome_Badlands=0.4000000059604645,,Animal
GR_Chickenlizard,GR_Chickenlizard,biomes:AB_RockyCrags=0.699999988079071;BMT_CrystalCaverns=0.699999988079071,,Animal
GR_Chickenlope,GR_Chickenlope,biomes:Desert=1;ZBiome_DesertOasis=1,,Animal
GR_Chickenrabbit,GR_Chickenrabbit,biomes:AB_GelatinousSuperorganism=1,,Animal
GR_Chickenspider,GR_Chickenspider,biomes:ZBiome_Grasslands=0.4000000059604645;Scarlands=0.4000000059604645,,Animal
GR_Crocorse,GR_Crocorse,biomes:AB_FeraliskInfestedJungle=0.18000000715255737,,Animal
GR_Doedicoon,GR_Doedicoon,biomes:AB_MycoticJungle=0.699999988079071;BMT_FungalForest=0.699999988079071,,Animal
GR_Elasmobearium,GR_Elasmobearium,biomes:AB_RockyCrags=0.07000000029802322,,Animal
GR_FleshGrowth,GR_FleshGrowth,biomes:Desert=0.3149999976158142,,Animal
GR_FleshMonstrosity,GR_FleshMonstrosity,biomes:AB_OcularForest=0.05000000074505806,,Animal
GR_Fleshling,GR_Fleshling,biomes:AridShrubland=1;LavaField=1,,Animal
GR_Groundffalo,GR_Groundffalo,biomes:ZBiome_Badlands=0.20999999344348907,,Animal
GR_Hurseman,GR_Hurseman,biomes:ZBiome_Badlands=0.18000000715255737,,Animal
GR_Lizardochs,GR_Lizardochs,biomes:AridShrubland=0.07000000029802322,,Animal
GR_Manalope,GR_Manalope,biomes:AB_OcularForest=0.699999988079071,,Animal
GR_Manbear,GR_Manbear,biomes:AB_GelatinousSuperorganism=0.699999988079071,,Animal
GR_Mancat,GR_Mancat,biomes:ZBiome_Badlands=0.4000000059604645,,Animal
GR_Manffalo,GR_Manffalo,biomes:ZBiome_Badlands=0.18000000715255737,,Animal
GR_Manscarab,GR_Manscarab,biomes:ExtremeDesert=0.4000000059604645;ZBiome_DesertOasis=0.4000000059604645,,Animal
GR_Mantistanis,GR_Mantistanis,biomes:ZBiome_Grasslands=0.05000000074505806,,Animal
GR_Manwolf,GR_Manwolf,biomes:Desert=0.18000000715255737,,Animal
GR_Molebear,GR_Molebear,biomes:Wasteland=0.4000000059604645,,Animal
GR_Muffalokomodo,GR_Muffalokomodo,biomes:AB_FeraliskInfestedJungle=0.05000000074505806,,Animal
GR_Muffaloman,GR_Muffaloman,biomes:AB_TarPits=0.4000000059604645,,Animal
GR_Muffalope,GR_Muffalope,biomes:BMT_CrystalCaverns=0.18000000715255737,,Animal
GR_Muffalopede,GR_Muffalopede,biomes:AB_RockyCrags=0.4000000059604645;AB_PyroclasticConflagration=0.4000000059604645,,Animal
GR_Muffalorat,GR_Muffalorat,biomes:AB_RockyCrags=0.4000000059604645;AB_PropaneLakes=0.4000000059604645,,Animal
GR_Needlechicken,GR_Needlechicken,biomes:Desert=1;ZBiome_Grasslands=1,,Animal
GR_Paraceramuffalo,GR_Paraceramuffalo,biomes:AB_PropaneLakes=0.04320000112056732,,Animal
GR_ParagonBoomalope,GR_ParagonBoomalope,biomes:Desert=0.18000000715255737,,Animal
GR_ParagonIguana,GR_ParagonIguana,biomes:AB_RockyCrags=0.699999988079071;AB_PropaneLakes=0.699999988079071;BMT_CrystalCaverns=0.699999988079071,,Animal
GR_ParagonInsectoid,GR_ParagonInsectoid,biomes:ExtremeDesert=0.18000000715255737,,Animal
GR_ParagonMuffalo,GR_ParagonMuffalo,biomes:AB_MycoticJungle=0.18000000715255737,,Animal
GR_ParagonRat,GR_ParagonRat,biomes:Wasteland=0.699999988079071;PoisonForest=0.699999988079071,,Animal
GR_ParagonThrumbo,GR_ParagonThrumbo,biomes:AB_PropaneLakes=0.25200000405311584,,Animal
GR_Rabbitchicken,GR_Rabbitchicken,biomes:AB_MycoticJungle=1;BMT_FungalForest=1,,Animal
GR_Ratffalo,GR_Ratffalo,biomes:PoisonForest=0.18000000715255737,,Animal
GR_Snakecat,GR_Snakecat,biomes:AB_RockyCrags=0.4000000059604645,,Animal
GR_Spidercat,GR_Spidercat,biomes:Wasteland=0.4000000059604645;LavaField=0.4000000059604645,,Animal
GR_Spiderhorse,GR_Spiderhorse,biomes:Wasteland=0.18000000715255737,,Animal
GR_Spidersnake,GR_Spidersnake,biomes:AB_RockyCrags=1;AB_PropaneLakes=1;BMT_CrystalCaverns=1,,Animal
GR_Squirralope,GR_Squirralope,biomes:Desert=1;AB_PyroclasticConflagration=1,,Animal
GR_Thrumbalope,GR_Thrumbalope,biomes:AB_MycoticJungle=0.06629999727010727,,Animal
GR_Thrumbear,GR_Thrumbear,biomes:AB_TarPits=0.00800000037997961,,Animal
GR_Thrumbocat,GR_Thrumbocat,biomes:Wasteland=0.18000000715255737,,Animal
GR_Thrumbochicken,GR_Thrumbochicken,biomes:AB_MycoticJungle=0.06629999727010727,,Animal
GR_Thrumbolizard,GR_Thrumbolizard,biomes:AB_FeraliskInfestedJungle=0.05000000074505806,,Animal
GR_Thrumborat,GR_Thrumborat,biomes:AB_MycoticJungle=0.4000000059604645,,Animal
GR_Thrumbospider,GR_Thrumbospider,biomes:AB_RockyCrags=0.07000000029802322,,Animal
GR_Thrumffalo,GR_Thrumffalo,biomes:BMT_CrystalCaverns=0.00860000029206276,,Animal
GR_Wolfhorse,GR_Wolfhorse,biomes:Volcano=0.18000000715255737,,Animal
GR_Wolfscarab,GR_Wolfscarab,biomes:Wasteland=0.4000000059604645;LavaField=0.4000000059604645,,Animal
GRimLavaSnail,GRimLavaSnail,biomes:Scarlands=0.4000000059604645,,Animal
GRimPinkbird,GRimPinkbird,biomes:AB_GelatinousSuperorganism=1,,Animal
GRimQuail,GRimQuail,biomes:AB_GelatinousSuperorganism=1,,Animal
GRimStoneCrab,GRimStoneCrab,biomes:AB_MiasmicMangrove=0.699999988079071,,Animal
GiantToad,GiantToad,biomes:AridShrubland=0.18000000715255737;Desert=0.029999999329447746,,Animal
Gizka,Gizka,biomes:ZBiome_Grasslands=1;AridShrubland=0.4000000059604645;Desert=0.10000000149011612;ExtremeDesert=0.009999999776482582,,Animal
Gomphotaria,Gomphotaria,biomes:BMT_CrystalCaverns=0.05040000006556511,,Animal
Gorg,Gorg,biomes:AridShrubland=1;AB_MechanoidIntrusion=0.699999988079071;Desert=0.4000000059604645;ExtremeDesert=0.20000000298023224,,Animal
Gornt,Gornt,biomes:ZBiome_Badlands=0.4000000059604645,,Animal
GraniteSlug,GraniteSlug,biomes:Wasteland=1;AB_PropaneLakes=1;ExtremeDesert=0.10000000149011612;AridShrubland=0.10000000149011612;Desert=0.10000000149011612,,Animal
Grank,Grank,biomes:ZBiome_Grasslands=0.4000000059604645;AridShrubland=0.20000000298023224;Desert=0.10000000149011612,,Animal
Grazer,Grazer,biomes:AB_MycoticJungle=0.18000000715255737,,Animal
GreaterKraytDragon,GreaterKraytDragon,biomes:AB_MechanoidIntrusion=0.20000000298023224;ExtremeDesert=0.0010000000474974513;Desert=0.0010000000474974513,,Animal
Gullipud,Gullipud,biomes:AB_GelatinousSuperorganism=0.699999988079071,,Animal
Gundark,Gundark,biomes:AridShrubland=0.10000000149011612;Desert=0.009999999776482582,,Animal
Gutkurr,Gutkurr,biomes:AridShrubland=0.800000011920929;Desert=0.800000011920929;ExtremeDesert=0.03999999910593033,,Animal
Harvester,Harvester,biomes:AB_GelatinousSuperorganism=0.01080000028014183,,Animal
Hawkbat,Hawkbat,biomes:AridShrubland=0.009999999776482582,,Animal
HermitCrab,HermitCrab,biomes:ExtremeDesert=1;ZBiome_Grasslands=1,,Animal
HiveQueen,HiveQueen,biomes:AB_MycoticJungle=0.06629999727010727,,Animal
Horax,Horax,biomes:AridShrubland=0.009999999776482582,,Animal
Hrumph,Hrumph,biomes:AridShrubland=0.5;ZBiome_Badlands=0.18000000715255737;Desert=0.009999999776482582,,Animal
Igitz,Igitz,biomes:AridShrubland=0.699999988079071,,Animal
Insectomorph,Insectomorph,biomes:AridShrubland=0.800000011920929;ZBiome_Grasslands=0.18000000715255737;Desert=0.07999999821186066,,Animal
Iriaz,Iriaz,biomes:AridShrubland=1;Volcano=0.699999988079071;LavaField=0.699999988079071;Desert=0.03999999910593033;ExtremeDesert=0.009999999776482582,,Animal
IridonianReek,IridonianReek,biomes:AridShrubland=0.800000011920929;AB_MechanoidIntrusion=0.3499999940395355;Desert=0.07999999821186066;ExtremeDesert=0.009999999776482582,,Animal
JOE_Cephalope,JOE_Cephalope,biomes:Desert=0.4000000059604645,,Animal
JOE_Landopus,JOE_Landopus,biomes:AB_OcularForest=1,,Animal
JRWArchaeopteryx,JRWArchaeopteryx,biomes:AB_OcularForest=0.4000000059604645;ZBiome_Badlands=0.05000000074505806,,Animal
JRWArthropleura,JRWArthropleura,biomes:AB_GelatinousSuperorganism=0.06300000101327896;ZBiome_Badlands=0.02500000037252903,,Animal
JRWBagaceratops,JRWBagaceratops,biomes:AridShrubland=0.18000000715255737;ZBiome_Grasslands=0.11249999701976776;Desert=0.07500000298023224;ZBiome_DesertOasis=0.07500000298023224;ZBiome_Badlands=0.03750000149011612,,Animal
JRWBaseopsis,JRWBaseopsis,biomes:ExtremeDesert=0.10000000149011612;AridShrubland=0.10000000149011612;Desert=0.10000000149011612;ZBiome_DesertOasis=0.10000000149011612;ZBiome_Grasslands=0.05000000074505806,,Animal
JRWBrachytrachelopan,JRWBrachytrachelopan,biomes:ZBiome_Grasslands=0.13500000536441803;AridShrubland=0.09000000357627869;Desert=0.09000000357627869;ZBiome_DesertOasis=0.09000000357627869;ZBiome_Badlands=0.04500000178813934,,Animal
JRWCaihong,JRWCaihong,biomes:AridShrubland=0.4000000059604645;ZBiome_Badlands=0.05000000074505806,,Animal
JRWDilophosaurus,JRWDilophosaurus,biomes:AB_GelatinousSuperorganism=0.4000000059604645,,Animal
JRWDiplocaulus,JRWDiplocaulus,biomes:AridShrubland=0.4000000059604645,,Animal
JRWEuoplocephalus,JRWEuoplocephalus,biomes:ZBiome_Badlands=0.20999999344348907;ZBiome_Grasslands=0.15000000596046448;AridShrubland=0.10000000149011612;Desert=0.10000000149011612;ZBiome_DesertOasis=0.10000000149011612,,Animal
JRWEuphoberia,JRWEuphoberia,biomes:AB_OcularForest=0.4000000059604645;ZBiome_Badlands=0.02500000037252903,,Animal
JRWGeosternbergia,JRWGeosternbergia,biomes:AB_OcularForest=0.18000000715255737;ZBiome_Badlands=0.10000000149011612,,Animal
JRWGeralinura,JRWGeralinura,biomes:AB_GelatinousSuperorganism=0.4000000059604645;ExtremeDesert=0.10000000149011612;AridShrubland=0.10000000149011612;Desert=0.10000000149011612;ZBiome_DesertOasis=0.10000000149011612;ZBiome_Grasslands=0.05000000074505806;ZBiome_Badlands=0.02500000037252903,,Animal
JRWGorgonops,JRWGorgonops,biomes:AB_MiasmicMangrove=0.18000000715255737;AridShrubland=0.07500000298023224;Desert=0.07500000298023224;ZBiome_Badlands=0.07500000298023224;ZBiome_DesertOasis=0.07500000298023224;ZBiome_Grasslands=0.03750000149011612,,Animal
JRWHynerpeton,JRWHynerpeton,biomes:AB_OcularForest=0.4000000059604645,,Animal
JRWIschigualastia,JRWIschigualastia,biomes:ZBiome_Grasslands=0.11249999701976776;AridShrubland=0.07500000298023224;ZBiome_Badlands=0.03750000149011612,,Animal
JRWMacrelcana,JRWMacrelcana,biomes:AB_TarPits=0.4000000059604645,,Animal
JRWMeganeura,JRWMeganeura,biomes:AridShrubland=0.4000000059604645,,Animal
JRWNyctosaurus,JRWNyctosaurus,biomes:ZBiome_Badlands=0.10000000149011612,,Animal
JRWPlatyhystrix,JRWPlatyhystrix,biomes:AB_OcularForest=0.4000000059604645,,Animal
JRWProtosolpuga,JRWProtosolpuga,biomes:AB_MiasmicMangrove=0.4000000059604645;ExtremeDesert=0.10000000149011612;AridShrubland=0.10000000149011612;Desert=0.10000000149011612;ZBiome_DesertOasis=0.10000000149011612;ZBiome_Grasslands=0.05000000074505806;ZBiome_Badlands=0.02500000037252903,,Animal
JRWProtovermes,JRWProtovermes,biomes:AridShrubland=1,,Animal
JRWPteranodon,JRWPteranodon,biomes:AB_GelatinousSuperorganism=0.18000000715255737;ZBiome_Badlands=0.10000000149011612,,Animal
JRWPulmonoscorpius,JRWPulmonoscorpius,biomes:AB_OcularForest=0.4000000059604645,,Animal
JRWQantassaurus,JRWQantassaurus,biomes:AridShrubland=0.4000000059604645;Desert=0.10000000149011612;ZBiome_DesertOasis=0.10000000149011612;ZBiome_Grasslands=0.05000000074505806;ZBiome_Badlands=0.02500000037252903,,Animal
JRWQuetzalcoatlus,JRWQuetzalcoatlus,biomes:ZBiome_Badlands=0.10000000149011612,,Animal
Jakobeast,Jakobeast,biomes:AB_PropaneLakes=0.18000000715255737;BMT_CrystalCaverns=0.18000000715255737;AridShrubland=0.03999999910593033,,Animal
Jamel,Jamel,biomes:AridShrubland=0.800000011920929;Desert=0.4000000059604645;ExtremeDesert=0.07999999821186066,,Animal
Jerbal,Jerbal,biomes:AridShrubland=0.30000001192092896;Desert=0.30000001192092896;AB_OcularForest=0.18000000715255737;ExtremeDesert=0.15000000596046448,,Animal
Jimvu,Jimvu,biomes:AridShrubland=0.6000000238418579,,Animal
JungleRancor,JungleRancor,biomes:AB_PyroclasticConflagration=0.017999999225139618,,Animal
Kaadu,Kaadu,biomes:Volcano=0.4000000059604645,,Animal
Katarn,Katarn,biomes:LavaField=0.05730000138282776;AridShrubland=0.009999999776482582,,Animal
KellDragon,KellDragon,biomes:AB_PyroclasticConflagration=0.10499999672174454;ExtremeDesert=0.07999999821186066;Desert=0.03999999910593033,,Animal
Kinrath,Kinrath,biomes:ZBiome_DesertOasis=0.4000000059604645;ExtremeDesert=0.009999999776482582;AridShrubland=0.009999999776482582;Desert=0.009999999776482582,,Animal
Klorslug,Klorslug,biomes:ZBiome_Grasslands=0.4000000059604645;AridShrubland=0.20000000298023224;Desert=0.07999999821186066;ExtremeDesert=0.009999999776482582,,Animal
KowakianMonkeyLizard,KowakianMonkeyLizard,biomes:Volcano=0.699999988079071;AridShrubland=0.009999999776482582,,Animal
KraytDragon,KraytDragon,biomes:ExtremeDesert=0.15000000596046448;Desert=0.07999999821186066;AridShrubland=0.03999999910593033;ZBiome_Grasslands=0.00800000037997961,,Animal
Kreetle,Kreetle,biomes:AB_FeraliskInfestedJungle=1;AB_MiasmicMangrove=1;AridShrubland=0.800000011920929;Desert=0.800000011920929;ExtremeDesert=0.20000000298023224,,Animal
Krykna,Krykna,biomes:AB_PropaneLakes=0.4000000059604645;BMT_CrystalCaverns=0.4000000059604645;ExtremeDesert=0.009999999776482582;AridShrubland=0.009999999776482582;Desert=0.009999999776482582,,Animal
KwazelMaw,KwazelMaw,biomes:ExtremeDesert=0.3499999940395355,,Animal
Kwi,Kwi,biomes:AridShrubland=0.6000000238418579;Desert=0.03999999910593033,,Animal
Kybuck,Kybuck,biomes:AridShrubland=0.6000000238418579;BMT_FungalForest=0.4000000059604645;LavaField=0.4000000059604645,,Animal
LavaFlea,LavaFlea,biomes:ExtremeDesert=0.800000011920929;Scarlands=0.18000000715255737;AridShrubland=0.009999999776482582;Desert=0.009999999776482582,,Animal
LavaSnail,LavaSnail,biomes:AB_FeraliskInfestedJungle=0.4000000059604645;AB_MiasmicMangrove=0.4000000059604645,,Animal
Leaftail,Leaftail,biomes:AB_MycoticJungle=1,,Animal
Ling_Cockroach,Ling_Cockroach,biomes:AB_PropaneLakes=0.18000000715255737;ExtremeDesert=0.003000000026077032;AridShrubland=0.003000000026077032;Desert=0.003000000026077032,,Animal
Locust,Locust,biomes:ExtremeDesert=0.699999988079071,,Animal
LongtailGorg,LongtailGorg,biomes:AridShrubland=1;AB_MechanoidIntrusion=0.699999988079071;Desert=0.4000000059604645;ExtremeDesert=0.20000000298023224,,Animal
LothWolf,LothWolf,biomes:AridShrubland=0.009999999776482582,,Animal
Lothcat,Lothcat,biomes:AridShrubland=0.800000011920929;AB_TarPits=0.699999988079071;Desert=0.03999999910593033,,Animal
Lylek,Lylek,biomes:ExtremeDesert=0.800000011920929;Desert=0.4000000059604645;AridShrubland=0.07999999821186066,,Animal
MA_Aminox,MA_Aminox,biomes:BMT_CrystalCaverns=0.05040000006556511,,Animal
MA_Gnaut,MA_Gnaut,biomes:BMT_FungalForest=0.4000000059604645,,Animal
MA_Hellboar,MA_Hellboar,biomes:AridShrubland=0.11999999731779099;ZBiome_DesertOasis=0.08399999886751175;Desert=0.07999999821186066;ExtremeDesert=0.07000000029802322,,Animal
MA_Narkospider,MA_Narkospider,biomes:ZBiome_DesertOasis=0.18000000715255737,,Animal
MA_PlastemmothAlpha,MA_PlastemmothAlpha,biomes:AB_RockyCrags=0.07000000029802322,,Animal
MA_Raptorkhan,MA_Raptorkhan,biomes:PoisonForest=0.18000000715255737;AridShrubland=0.10000000149011612;ExtremeDesert=0.05000000074505806;Desert=0.05000000074505806,,Animal
MA_Sivatherium,MA_Sivatherium,biomes:AridShrubland=0.07000000029802322,,Animal
MA_Sporemole,MA_Sporemole,biomes:AB_FeraliskInfestedJungle=0.18000000715255737,,Animal
MA_Worhin,MA_Worhin,biomes:AridShrubland=0.03999999910593033,,Animal
Maalraas,Maalraas,biomes:AridShrubland=0.07999999821186066,,Animal
Macrauchenia,Macrauchenia,biomes:ZBiome_Grasslands=0.014999999664723873;AridShrubland=0.009999999776482582;ZBiome_Badlands=0.003000000026077032,,Animal
Manka,Manka,biomes:AridShrubland=0.800000011920929,,Animal
MarshHaunt,MarshHaunt,biomes:AB_PyroclasticConflagration=0.18000000715255737,,Animal
Massiff,Massiff,biomes:AridShrubland=0.6000000238418579;Desert=0.4000000059604645;AB_FeraliskInfestedJungle=0.4000000059604645;LavaField=0.4000000059604645;ExtremeDesert=0.07999999821186066,,Animal
MastiffPhalone,MastiffPhalone,biomes:AridShrubland=0.800000011920929;AB_PyroclasticConflagration=0.18000000715255737,,Animal
Mawvorr,Mawvorr,biomes:AridShrubland=0.6000000238418579,,Animal
Meganeura,Meganeura,biomes:Desert=0.699999988079071;AB_MechanoidIntrusion=0.009999999776482582;AB_GelatinousSuperorganism=0.009999999776482582;AB_MycoticJungle=0.00800000037997961;AB_FeraliskInfestedJungle=0.00800000037997961;AB_MiasmicMangrove=0.004000000189989805;AB_OcularForest=0.0010000000474974513,,Animal
Megascarab,Megascarab,biomes:ZBiome_Grasslands=1;AB_PyroclasticConflagration=1,,Animal
Megasloth,Megasloth,biomes:Desert=0.3149999976158142,,Animal
Megaspider,Megaspider,biomes:AB_PyroclasticConflagration=0.4000000059604645,,Animal
Megavole,Megavole,biomes:AridShrubland=0.4000000059604645,,Animal
Mott,Mott,biomes:LavaField=0.699999988079071,,Animal
Mudhorn,Mudhorn,biomes:AridShrubland=0.800000011920929;Desert=0.4000000059604645;AB_PyroclasticConflagration=0.10499999672174454,,Animal
Mynock,Mynock,biomes:AB_PropaneLakes=0.699999988079071;ExtremeDesert=0.10000000149011612;AridShrubland=0.10000000149011612;Desert=0.10000000149011612,,Animal
Narglatch,Narglatch,biomes:PoisonForest=0.1574999988079071;AridShrubland=0.009999999776482582,,Animal
Neebray,Neebray,biomes:PoisonForest=1;BMT_CrystalCaverns=1;ExtremeDesert=0.10000000149011612;AridShrubland=0.10000000149011612;Desert=0.10000000149011612,,Animal
Nerf,Nerf,biomes:AB_TarPits=0.18000000715255737;AridShrubland=0.029999999329447746;Desert=0.029999999329447746,,Animal
Nexu,Nexu,biomes:AridShrubland=0.07000000029802322;Desert=0.019999999552965164,,Animal
Nuna,Nuna,biomes:ZBiome_Grasslands=0.699999988079071;AridShrubland=0.4000000059604645;Desert=0.009999999776482582,,Animal
Ollopom,Ollopom,biomes:ZBiome_DesertOasis=0.699999988079071,,Animal
Orray,Orray,biomes:AridShrubland=0.18000000715255737;Desert=0.05999999865889549;ExtremeDesert=0.03999999910593033,,Animal
PaintedSpat,PaintedSpat,biomes:AridShrubland=0.4000000059604645;Desert=0.03999999910593033;ExtremeDesert=0.019999999552965164,,Animal
PekoPeko,PekoPeko,biomes:AB_MechanoidIntrusion=0.18000000715255737;AridShrubland=0.07999999821186066,,Animal
Pikobis,Pikobis,biomes:Volcano=0.699999988079071;AridShrubland=0.03999999910593033,,Animal
Platybelodon,Platybelodon,biomes:BMT_FungalForest=0.05000000074505806;ZBiome_Badlands=0.0024999999441206455,,Animal
PoisonButterfly,PoisonButterfly,biomes:PoisonForest=1;BMT_FungalForest=1,,Animal
PoisonRat,PoisonRat,biomes:AB_TarPits=1,,Animal
Porg,Porg,biomes:AridShrubland=0.03999999910593033,,Animal
Pufferpig,Pufferpig,biomes:AridShrubland=0.699999988079071,,Animal
Pulmonoscorpius,Pulmonoscorpius,biomes:AB_TarPits=0.4000000059604645;AB_MechanoidIntrusion=0.009999999776482582;AB_GelatinousSuperorganism=0.009999999776482582;ExtremeDesert=0.00800000037997961;Desert=0.00800000037997961;AB_MycoticJungle=0.00800000037997961;AB_FeraliskInfestedJungle=0.00800000037997961;ZBiome_DesertOasis=0.00800000037997961;Scarlands=0.00800000037997961;AridShrubland=0.007000000216066837;ZBiome_Badlands=0.0035000001080334187;ZBiome_Grasslands=0.0035000001080334187;AB_OcularForest=0.0010000000474974513,,Animal
Qormot,Qormot,biomes:AridShrubland=0.20000000298023224,,Animal
RG_Rimclaw,RG_Rimclaw,biomes:AB_MechanoidIntrusion=0.4000000059604645;Scarlands=0.25;Desert=0.009999999776482582,,Animal
Rabbuck,Rabbuck,biomes:AB_PropaneLakes=0.4000000059604645;BMT_CrystalCaverns=0.4000000059604645,,Animal
Rancor,Rancor,biomes:ZBiome_DesertOasis=0.014399999752640724;AridShrubland=0.009999999776482582;Desert=0.009999999776482582,,Animal
Raxshir,Raxshir,biomes:AridShrubland=0.10000000149011612,,Animal
Reek,Reek,biomes:AridShrubland=0.019999999552965164,,Animal
Rikknit,Rikknit,biomes:AB_OcularForest=0.699999988079071,,Animal
Roggwart,Roggwart,biomes:AB_PyroclasticConflagration=0.10499999672174454;ExtremeDesert=0.009999999776482582;Desert=0.009999999776482582,,Animal
Ronto,Ronto,biomes:AridShrubland=0.800000011920929;Desert=0.4000000059604645;ExtremeDesert=0.20000000298023224;AB_FeraliskInfestedJungle=0.00800000037997961,,Animal
Runyip,Runyip,biomes:AB_MiasmicMangrove=0.4000000059604645;AridShrubland=0.009999999776482582,,Animal
Rycrit,Rycrit,biomes:Scarlands=0.4000000059604645,,Animal
SW_Electricfish,SW_Electricfish,biomes:AB_MechanoidIntrusion=0.4000000059604645;Scarlands=0.4000000059604645,,Animal
SW_Electricgryllotalpa,SW_Electricgryllotalpa,biomes:AB_MycoticJungle=0.4000000059604645;Scarlands=0.4000000059604645,,Animal
SW_Electrictick,SW_Electrictick,biomes:Wasteland=1;Scarlands=1,,Animal
SW_Emperorisopod,SW_Emperorisopod,biomes:Scarlands=0.12600000202655792,,Animal
SW_Grenadierworm,SW_Grenadierworm,biomes:PoisonForest=0.18000000715255737,,Animal
SW_Juggernautbeetles,SW_Juggernautbeetles,biomes:Scarlands=0.12600000202655792,,Animal
Scavrat,Scavrat,biomes:Volcano=0.699999988079071;AridShrubland=0.6000000238418579;Desert=0.4000000059604645;ExtremeDesert=0.30000001192092896,,Animal
Scurrier,Scurrier,biomes:ExtremeDesert=1;Scarlands=1;AridShrubland=0.800000011920929;Desert=0.800000011920929,,Animal
Scuttlebug,Scuttlebug,biomes:AB_GelatinousSuperorganism=1;AB_OcularForest=1,,Animal
Shaak,Shaak,biomes:BMT_FungalForest=0.18000000715255737;AridShrubland=0.07999999821186066,,Animal
Shiro,Shiro,biomes:AB_MiasmicMangrove=0.699999988079071;AridShrubland=0.03999999910593033,,Animal
ShiroTrap,ShiroTrap,biomes:AB_FeraliskInfestedJungle=0.699999988079071;AridShrubland=0.03999999910593033,,Animal
Shyrack,Shyrack,biomes:ExtremeDesert=0.800000011920929;AB_FeraliskInfestedJungle=0.699999988079071;AB_PyroclasticConflagration=0.699999988079071;Desert=0.6000000238418579;AridShrubland=0.4000000059604645,,Animal
Silooth,Silooth,biomes:AridShrubland=0.07999999821186066,,Animal
Sivatherium,Sivatherium,biomes:ZBiome_Grasslands=0.014999999664723873;AridShrubland=0.009999999776482582,,Animal
Skalder,Skalder,biomes:Volcano=0.3499999940395355;AridShrubland=0.07999999821186066;Desert=0.03999999910593033;ExtremeDesert=0.019999999552965164,,Animal
Sketto,Sketto,biomes:AridShrubland=0.800000011920929;ExtremeDesert=0.699999988079071;AB_TarPits=0.699999988079071;Desert=0.4000000059604645,,Animal
Snoruuk,Snoruuk,biomes:AB_GelatinousSuperorganism=0.699999988079071;AridShrubland=0.009999999776482582;Desert=0.009999999776482582,,Animal
Spelopede,Spelopede,biomes:AB_PyroclasticConflagration=0.4000000059604645,,Animal
Squall,Squall,biomes:LavaField=0.699999988079071,,Animal
Stintaril,Stintaril,biomes:ExtremeDesert=0.699999988079071,,Animal
StoneCrab,StoneCrab,biomes:ExtremeDesert=0.699999988079071;AB_OcularForest=0.699999988079071,,Animal
Strill,Strill,biomes:AB_MycoticJungle=0.4000000059604645;AridShrubland=0.20000000298023224,,Animal
TYR_HotfootRat,TYR_HotfootRat,biomes:AB_FeraliskInfestedJungle=1;AB_MechanoidIntrusion=1;AB_PyroclasticConflagration=1;Volcano=1;AB_TarPits=0.20000000298023224;LavaField=0.20000000298023224;Desert=0.10000000149011612,,Animal
TYR_Lemming,TYR_Lemming,biomes:PoisonForest=1;AB_PropaneLakes=1,,Animal
TYR_MousePoison,TYR_MousePoison,biomes:PoisonForest=1;AB_TarPits=1;AB_MycoticJungle=0.20000000298023224;AB_MiasmicMangrove=0.20000000298023224,,Animal
Tach,Tach,biomes:AB_MechanoidIntrusion=0.699999988079071;AB_PyroclasticConflagration=0.699999988079071,,Animal
Taozin,Taozin,biomes:LavaField=0.009800000116229057,,Animal
Tauntaun,Tauntaun,biomes:AB_TarPits=0.4000000059604645,,Animal
TeeMuss,TeeMuss,biomes:BMT_FungalForest=0.18000000715255737;AridShrubland=0.07999999821186066,,Animal
