defName,mod,package_id,bodySize,mass,drawSize,meleeDPS_best,tools,wildness,moveSpeed,mass_per_body,dps_per_body
GR_WoolyWolf,Vanilla Genetics Expanded,vanillaexpanded.vgeneticse,1.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.27,left claw:9/1.649999976158142|right claw:9/1.649999976158142|?:11/2.0999999046325684|tusk:16/2.200000047683716,1,6,40.0,4.85
GRimBullfrog,GRiNDTerra Biomes,grimterra.biomesmod,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.5,?:5/2|head:2/2,0.75,2.799999952316284,300.0,12.5
GRimCobra,GRiNDTerra Biomes,grimterra.biomesmod,0.25,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.0,venom-fangs:12/2|head:3/2,0.75,3.5,240.0,24.0
GRimLavaSnail,GRiNDTerra Biomes,grimterra.biomesmod,0.8999999761581421,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.25,?:9/4|head:6/4,0.25,0.8500000238418579,66.7,2.5
GRimMonitorLizard,GRiNDTerra Biomes,grimterra.biomesmod,0.6000000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.62,left claw:8/2|right claw:8/2|?:12/2.5999999046325684|head:5/2,0.5,3.5999999046325684,100.0,7.69
GRimPinkbird,GRiNDTerra Biomes,grimterra.biomesmod,0.15000000596046448,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.4,claws:1.5/1.5|beak:2.799999952316284/2|head:1/1.5,0.6000000238418579,3.0999999046325684,400.0,9.33
GRimQuail,GRiNDTerra Biomes,grimterra.biomesmod,0.25,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.4,claws:1.5/1.5|beak:2.799999952316284/2|head:1/1.5,0.6000000238418579,3.0999999046325684,240.0,5.6
GRimStoneCrab,GRiNDTerra Biomes,grimterra.biomesmod,0.30000001192092896,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.5,right claw:9/2|left claw:9/2|head:4/2,0.75,2.200000047683716,200.0,15.0
GRimTortoise,GRiNDTerra Biomes,grimterra.biomesmod,0.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.08,beak:8/2.5999999046325684|head:3/2.5999999046325684,0.75,1,120.0,6.15
Gazelle,Core,ludeon.rimworld,0.699999988079071,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.67,left hoof:5.5/1.5|right hoof:5.5/1.5|?:7/2|head:7/2,1,6,85.7,5.24
Gelagrub,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2.4000000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.0,mandibles:12/2|head:14/2,0.4000000059604645,3.700000047683716,25.0,2.92
GiantAnt_Race,They! (Giant Ants),sapiently.theyatomicmonsters,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),11.43,mandibles:18/1.600000023841858|head:12/2|venomous sting:40/3.5,UNMEASURED,3.799999952316284,30.0,5.71
GiantToad,Giant Toads (Continued),zal.gianttoads,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.0,tongue:18/2|head:11/2,0.800000011920929,6,30.0,4.5
Giantala,Beasts of the Rim (Continued),mlie.beastsoftherim,4,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),11.0,left claw:22/2|right claw:22/2|head:3/2,0.9700000286102295,3.5,15.0,2.75
Gigantelope,Beasts of the Rim (Continued),mlie.beastsoftherim,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.06,head:10/1.649999976158142,0.5,3.5999999046325684,30.0,3.03
Gigantophis,Megafauna,spino.megafauna,11,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),11.25,?:45/4,1,4.239999771118164,5.5,1.02
Gigantopithecus,Megafauna,spino.megafauna,3.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),12.57,left fist:22/1.75|right fist:22/1.75|?:13/1.5,1,4.199999809265137,17.1,3.59
Gizka,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.18000000715255737,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.54,left foot:2/2|right foot:2/2|?:4/2.5999999046325684|head:3/2,0.5,3,333.3,8.55
Goat,Core,ludeon.rimworld,0.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.65,?:7.300000190734863/2|head:6/2,0,3.9000000953674316,80.0,4.87
Gomphotaria,Megafauna,spino.megafauna,5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),15.0,?:30/2,0.75,2.5,12.0,3.0
Goose,Core,ludeon.rimworld,0.6000000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.8,claws:3/1.5|beak:5.599999904632568/2|head:2/1.5,0.6000000238418579,2.299999952316284,100.0,4.67
Gorg,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.30000001192092896,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.5,claws:2/1.5|claws:2/1.5|?:3/2|head:1/1.5,0,2.9000000953674316,200.0,5.0
Gorilla,Odyssey,ludeon.rimworld.odyssey,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.33,left fist:14/1.5|right fist:14/1.5|?:10/2|head:6/2,1,4.699999809265137,30.0,4.67
Gornt,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.8500000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.5,horn:9/2|?:8/2|head:5/2,0,4.599999904632568,70.6,5.29
GraniteSlug,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),0.5,head:1/2,0.75,1,300.0,2.5
Grank,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.8500000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,left claw:10/2|right claw:10/2|?:16/2|head:6/2,0.10000000149011612,5,70.6,9.41
Grazer,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,head:10/2,0,1.75,21.8,1.82
GreaterKraytDragon,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,15,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),22.5,front left leg:35/2|front right leg:35/2|teeth:45/2|Tail:45/3|head:35/2,0.949999988079071,6,4.0,1.5
Gualaar,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,3,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),10.0,horn:20/2|left hoof:15/2|right hoof:15/2|?:18/2,0.75,5,20.0,3.33
GuineaPig,Core,ludeon.rimworld,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.9,left claw:3.5999999046325684/1.5|right claw:3.5999999046325684/1.5|?:5.800000190734863/2|head:2/2,0.6000000238418579,5,300.0,14.5
Gullipud,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.4000000059604645,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.67,claws:4/1.5|claws:4/1.5|?:3/2|head:1/1.5,0.5,2,150.0,6.67
Gundark,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,3,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),13.0,left arm:20/2|right arm:20/2|left middle claw:10/1|right middle claw:10/1|teeth:26/2,0.949999988079071,5,20.0,4.33
Gutkurr,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.67,left sickled claw:13/1.5|right sickled claw:13/1.5|beaked maw:16/2|head:15/2,0.800000011920929,4.5,30.0,4.33
Hare,Core,ludeon.rimworld,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.7,?:3.4000000953674316/2|head:1.5/2,0.75,6,300.0,8.5
Harvester,Horrors (Continued),mlie.horrors,13.199999809265137,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),UNMEASURED,,0.949999988079071,8.850000381469727,4.5,
HarvesterBeetle,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),12.5,mandibles:25/2|head:24/2,0.4000000059604645,4,12.0,2.5
Hawkbat,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,tail:7/2|beak:10/2|head:4/1.5,0.800000011920929,3.5,30.0,2.5
HermitCrab,Odyssey,ludeon.rimworld.odyssey,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.2,right claw:4/1.25|left claw:4/1.25|head:2/2,0.75,2,300.0,16.0
Heron,Odyssey,ludeon.rimworld.odyssey,0.6000000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.33,claws:5/1.5|beak:6/2|head:4/2,1,3.4000000953674316,100.0,5.56
Hippo,Odyssey,ludeon.rimworld.odyssey,2.799999952316284,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.23,?:24/2.5999999046325684|head:15/2,1,4.199999809265137,21.4,3.3
HiveQueen,Odyssey,ludeon.rimworld.odyssey,4.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),11.54,head claw:30/2.5999999046325684|head:14/2,0.9900000095367432,3.4000000953674316,13.3,2.56
Horax,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,15,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),16.0,left foot:22/1.5|right foot:22/1.5|?:25/2|head:32/2|spiked club-tail:26/2.4000000953674316,0.8500000238418579,2,4.0,1.07
Horse,Core,ludeon.rimworld,2.4000000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.5,head:10/2.9000000953674316|left hoof:7/2|right hoof:7/2|?:5/2,0.3499999940395355,5.800000190734863,25.0,1.46
Hrumph,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),10.0,left hoof:12/1.5|right hoof:12/1.5|?:14/2|head:20/2,0.75,4.5,24.0,4.0
Hssiss,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,poisonous fangs:18/2.5999999046325684|tusk:14/2|tail:16/2.200000047683716|left claw:12/1.5|right claw:12/1.5,0.75,2.75,21.8,2.91
Husky,Core,ludeon.rimworld,0.8600000143051147,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.46,left claw:9.699999809265137/2|right claw:9.699999809265137/2|?:14.199999809265137/2.5999999046325684|head:6/2,1,5,69.8,6.35
Ibex,Core,ludeon.rimworld,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.0,left hoof:8/2|right hoof:8/2|?:8/2|head:10/2.5999999046325684,0.550000011920929,4.599999904632568,60.0,4.0
Igitz,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.3199999928474426,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.0,left paw:3/2|right paw:3/2|fish teeth:4.800000190734863/2|head:6/2,0.30000001192092896,4,187.5,9.38
Iguana,Core,ludeon.rimworld,0.4000000059604645,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.0,left claw:8/2|right claw:8/2|?:10/2.5999999046325684|head:5/2,0.5,3,150.0,10.0
Insectomorph,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.0,teeth:12/2|left foot:6/1.5|right foot:6/1.5|head:10/2,0.20000000298023224,5,30.0,3.0
Iriaz,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.699999988079071,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.0,left hoof:6/1.5|right hoof:6/1.5|?:6/2|head:8/2,0.75,4,85.7,5.71
IridonianReek,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,3,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),12.0,horn:24/2|horn:24/2|horn:24/2|?:15/2.5999999046325684|head:19/2|front left hoof:9/2|front right hoof:9/2,0.8999999761581421,5.5,20.0,4.0
IronScruff_Flatworm,Primordial Geysers,ironscruff.primordialgeysers,0.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.0,bite:12/2|head:3/2,1,4.099999904632568,80.0,8.0
IronScruff_Hydrazoa,Primordial Geysers,ironscruff.primordialgeysers,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.57,?:14/2|lashing tentacle:12/1.399999976158142,1,5,60.0,8.57
IronScruff_Jellybird,Primordial Geysers,ironscruff.primordialgeysers,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.57,stinging tentacle:3.5999999046325684/1.399999976158142|head:2/2,1,5.099999904632568,300.0,12.86
IronScruff_Tardigrade,Primordial Geysers,ironscruff.primordialgeysers,2.4000000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.5,head:10/2.9000000953674316|?:15/2|left claw:12/1.7999999523162842|right claw:12/1.7999999523162842,1,4,25.0,3.12
IthorianReek,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,4.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.5,horn:15/2|horn:15/2|horn:15/2|?:11/2.5999999046325684|head:15/2|front left hoof:5/2|front right hoof:5/2,0.10000000149011612,4.5,13.3,1.67
JOE_Cephalope,Cephaloids,joe.cephaloids,1.2000000476837158,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),64.0,?:64/1|?:10/0.75|?:10/0.75,0.8999999761581421,8.800000190734863,50.0,53.33
JOE_Landopus,Cephaloids,joe.cephaloids,0.15000000596046448,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),64.0,?:32/0.5,0.8999999761581421,1.7999999523162842,400.0,426.67
JOE_Nautilant,Cephaloids,joe.cephaloids,8.199999809265137,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),555.33,?:833/1.5|?:40/1|?:40/1,0.8999999761581421,0.009999999776482582,7.3,67.72
JRWAbrictosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,2.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.4,left claw:3.5999999046325684/2|right claw:3.5999999046325684/2|teeth:4.800000190734863/2|head:2/2,1,4.5,24.0,0.96
JRWAcrocanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),13.46,?:35/2.5999999046325684,1,6,10.4,2.34
JRWAdalia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,1.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.5,mandibles:5/2|head:7/2,1,2.5,40.0,2.33
JRWAgilisaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,2.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.4,left claw:3.5999999046325684/2|right claw:3.5999999046325684/2|teeth:4.800000190734863/2|head:2/2,1,4.5,24.0,0.96
JRWAlbertosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,3.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.69,?:20/2.5999999046325684,1,6,17.1,2.2
JRWAllosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),13.46,?:35/2.5999999046325684,1,6,10.4,2.34
JRWAnkylosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.5,?:10/2|tail:15/2,1,4,12.0,1.5
JRWAntarctopelta,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.5,?:15/2|head:15/2,1,4,12.0,1.5
JRWApatosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),15.0,left foot:30/2|right foot:30/2|head:17/2,1,1.5,10.4,2.61
JRWArchaeopteryx,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,1.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.4,left claw:3.5999999046325684/2|right claw:3.5999999046325684/2|teeth:4.800000190734863/2|head:2/2,0,4.5,40.0,1.6
JRWArgentinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),15.0,left foot:30/2|right foot:30/2|head:17/2,1,1.5,10.4,2.61
JRWArthropleura,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,4.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.5,mandibles:5/2|head:4/2,0.5,2.5,13.3,0.56
JRWBagaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.85,nose:5/2|?:10/2.5999999046325684|head:5/2,0.6499999761581421,4,30.0,1.92
JRWBaryonyx,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,3.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.69,?:20/2.5999999046325684,1,6,17.1,2.2
JRWBaseopsis,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,3,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),12.0,mandibles:12/1,0.5,6,20.0,4.0
JRWBecklespinax,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,3.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.69,?:20/2.5999999046325684,1,6,17.1,2.2
JRWBeelzebufo,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,1.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.5,jaw:3/2|maxillary teeth:3/2,0.5,4.5,40.0,1.0
JRWBernicia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,1.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.5,head:7/2,0.5,1,40.0,2.33
JRWBrachiosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),15.0,left foot:30/2|right foot:30/2|head:17/2,1,1.5,10.4,2.61
JRWBrachytrachelopan,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),15.0,left foot:30/2|right foot:30/2|head:17/2,0.8500000238418579,2,10.4,2.61
JRWCaihong,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,1.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.4,left claw:3.5999999046325684/2|right claw:3.5999999046325684/2|teeth:4.800000190734863/2|head:2/2,0,4.5,40.0,1.6
JRWCamarasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),15.0,left foot:30/2|right foot:30/2|head:17/2,1,1.5,10.4,2.61
JRWCamptosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.5,?:15/2|head:15/2,1,5,12.0,1.5
JRWCarcharodontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),13.46,?:35/2.5999999046325684,1,6,10.4,2.34
JRWCarnotaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,3.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.69,?:20/2.5999999046325684,1,6,17.1,2.2
JRWCeratosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,3.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.69,?:20/2.5999999046325684,1,6,17.1,2.2
JRWCoahuilaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.5,horn:19/2|horn:19/2|?:19/2.5999999046325684|head:15/2,1,4,12.0,1.9
JRWCoelophysis,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,1.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.5,left claw:5/2|right claw:5/2|teeth:5/2|head:2/2,1,5,40.0,1.67
JRWCompsognathus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,0.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.4,left claw:3.5999999046325684/2|right claw:3.5999999046325684/2|teeth:4.800000190734863/2|head:2/2,1,6,120.0,4.8
JRWCorythosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.5,?:15/2|head:15/2,1,5,12.0,1.5
JRWCryolophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,3.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.69,?:20/2.5999999046325684,1,6,17.1,2.2
JRWCyclosphaeroma,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,1.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.5,head:7/2,1,2.5,40.0,2.33
JRWDeinonychus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,4,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,left claw:8/2|right claw:8/2|teeth:10/2,1,7.5,15.0,1.25
JRWDeinosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),13.46,?:35/2.5999999046325684,1,4,12.0,2.69
JRWDesmatosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,3.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,?:10/2|head:10/2,1,4,17.1,1.43
JRWDilophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,1.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.0,left claw:3.5999999046325684/2|right claw:3.5999999046325684/2|venom-fangs:12/2|head:2/2,0.5,4.5,40.0,4.0
JRWDimetrodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,3.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.4,left claw:3.5999999046325684/2|right claw:3.5999999046325684/2|teeth:4.800000190734863/2|head:2/2,1,4,17.1,0.69
