tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution
77361,18.4664,5.2651,BiomeGRuquoise,56,25.4,2673,Flat,0.0588,0
77362,18.0651,5.5249,BiomeGRuquoise,86,25.6,2525,Flat,0.0627,0
77363,18.2111,5.7894,BiomeGRuquoise,83,25.6,2593,Flat,0.0706,0
77364,18.484,5.792,BiomeGRuquoise,77,25.5,2705,Flat,0.0706,0
77365,18.6111,5.5298,BiomeGRuquoise,60,25.4,2732,Flat,0.0667,0
77366,18.8825,5.5323,PoisonForest,60,25.4,2805,Flat,0.0667,0
77367,19.0093,5.2699,PoisonForest,70,25.3,2809,LargeHills,0,0
77368,19.2792,5.2724,PoisonForest,90,25.2,2826,SmallHills,0.0667,0
77369,19.4221,5.5375,PoisonForest,85,25.2,2859,LargeHills,0,0
77370,19.0267,5.7974,PoisonForest,56,25.5,2843,SmallHills,0.0745,0
77371,19.2965,5.8001,PoisonForest,71,25.4,2867,LargeHills,0,0
77372,18.6255,8.9551,Ocean,-15,26.1,3159,Flat,0.1216,0
77373,18.7484,8.6926,Ocean,-5,26.1,3141,Flat,0.1373,0
77374,18.598,8.4276,Ocean,-10,26.1,3092,Flat,0.1412,0
77375,18.3247,8.4242,Ocean,-40,26.1,3058,Flat,0.1294,0
77376,18.2017,8.6859,Ocean,-83,26.1,3087,Flat,0.1216,0
77377,18.3524,8.9515,Ocean,-49,26.1,3140,Flat,0.1098,0
77378,19.1742,8.9587,AB_GelatinousSuperorganism,13,26,3245,Flat,0.1451,0
77379,19.4498,8.9587,AB_GelatinousSuperorganism,40,26,3275,Flat,0.1529,0
77380,19.0223,8.6946,AB_GelatinousSuperorganism,3,26.1,3187,Flat,0.1451,0
77381,19.1448,8.432,AB_GelatinousSuperorganism,11,26.1,3159,Flat,0.149,0
77382,19.5711,8.6959,AB_GelatinousSuperorganism,49,26.1,3240,Flat,0.1569,0
77383,19.4184,8.4331,AB_GelatinousSuperorganism,29,26.1,3174,Flat,0.1569,0
77384,18.2305,9.2131,Ocean,-71,26,3203,Flat,0.098,0
77385,18.3827,9.4783,Ocean,-33,25.9,3262,Flat,0.0941,0
77386,17.9567,9.2088,Ocean,-113,25.9,3205,Flat,0.098,0
77387,17.8347,9.47,Ocean,-103,25.9,3256,Flat,0.098,0
77388,17.9883,9.7352,Ocean,-56,25.9,3299,Flat,0.0941,0
77389,18.2629,9.739,Ocean,-28,25.9,3303,Flat,0.0941,0
77390,18.4182,10.003,Ocean,-8,25.8,3319,Flat,0.0941,0
77391,18.6931,10.0058,BiomeAreeb,3,25.8,3291,Flat,0.0941,0
77392,18.299,10.2638,Ocean,-17,25.9,3351,Flat,0.0941,0
77393,18.4563,10.5272,Ocean,-7,25.8,3376,Flat,0.098,0
77394,18.7332,10.5289,BiomeAreeb,16,25.7,3355,Flat,0.098,0
77395,18.8512,10.2679,BiomeAreeb,24,25.7,3309,Flat,0.098,0
77396,19.1279,10.2687,BiomeAreeb,58,25.6,3336,Flat,0.098,0
77397,19.2455,10.0077,BiomeAreeb,61,25.6,3320,Flat,0.102,0
77398,19.2874,10.53,BiomeAreeb,78,25.5,3422,Flat,0.098,0
77399,19.5646,10.5295,BiomeAreeb,111,25.5,3487,Flat,0.1176,0
77400,19.6822,10.2676,BiomeAreeb,121,25.5,3464,Flat,0.1294,0
77401,19.5229,10.0069,BiomeAreeb,87,25.6,3389,Flat,0.1137,0
77402,19.6415,9.7448,BiomeAreeb,87,25.7,3379,Flat,0.1176,0
77403,19.4838,9.4838,BiomeAreeb,69,25.8,3333,Flat,0.1255,0
77404,19.6045,9.2209,AB_GelatinousSuperorganism,63,25.9,3325,Flat,0.149,0
77405,19.8803,9.2198,AB_GelatinousSuperorganism,92,25.8,3333,Flat,0.1647,0
77406,19.9183,9.7433,BiomeAreeb,109,25.6,3394,Flat,0.1373,0
77407,20.0367,9.4809,BiomeAreeb,110,25.7,3358,Flat,0.1608,0
77408,22.3229,11.7956,AB_MycoticJungle,366,23.2,3447,LargeHills,0,0
77409,22.1592,11.5374,AB_MycoticJungle,366,23.2,3505,Flat,0.102,0
77410,21.8801,11.5448,BiomeAreeb,327,23.8,3534,Flat,0.0784,0
77411,21.7637,11.8107,BiomeAreeb,311,24,3546,Flat,0.0549,0
77412,21.9265,12.0702,BiomeAreeb,349,23.6,3530,Flat,0.0392,0
77413,22.2066,12.0625,AB_MycoticJungle,385,23.2,3466,Flat,0.0667,0
77414,22.5529,11.2635,AB_MycoticJungle,414,22.5,3522,Flat,0.1608,0
77415,22.6665,10.9983,AB_MycoticJungle,432,22.1,3581,Flat,0.1804,0
77416,22.2743,11.2718,AB_MycoticJungle,396,22.9,3553,Flat,0.1216,0
77417,22.1102,11.0146,BiomeAreeb,377,23.1,3628,Flat,0.1255,0
77418,22.5015,10.7425,AB_MycoticJungle,426,22.2,3657,Flat,0.1843,0
77419,22.2239,10.7504,AB_MycoticJungle,382,22.9,3671,Flat,0.1529,0
77420,23.2113,12.2929,AB_OcularForest,361,22.8,3292,Flat,0.1294,0
77421,23.0951,12.5618,AB_OcularForest,400,22.7,3331,Flat,0.0784,0
77422,23.2593,12.8206,AB_OcularForest,311,23.5,3325,Flat,0.0745,0
77423,23.5407,12.8093,AB_OcularForest,200,23.9,3277,SmallHills,0.1098,0
77424,23.6569,12.5394,AB_OcularForest,205,23.7,3234,Flat,0.149,0
77425,23.4917,12.2818,AB_OcularForest,256,23.5,3247,Flat,0.1765,0
77426,22.3698,12.3218,AB_MycoticJungle,494,22.3,3454,Flat,0.0588,0
77427,22.6504,12.3129,AB_MycoticJungle,453,22.5,3382,Flat,0.0863,0
77428,22.8141,12.5719,AB_OcularForest,483,22.2,3380,Flat,0.0549,0
77429,22.6964,12.8411,AB_OcularForest,538,22,3403,Flat,0.0235,0
77430,22.2521,12.59,AB_MycoticJungle,515,22.4,3519,Flat,0.0157,0
77431,22.415,12.8503,AB_OcularForest,523,22.3,3508,Flat,0.0078,0
77432,23.6065,12.0133,AB_MycoticJungle,251,23.4,3213,Flat,0.2314,0
77433,23.441,11.7568,AB_MycoticJungle,346,22.5,3259,Flat,0.2235,0
77434,23.8864,12.0013,AB_OcularForest,218,23.2,3132,Flat,0.298,0
77435,23.9998,11.733,AB_OcularForest,286,22.7,3112,Flat,0.3216,0
77436,23.8334,11.4779,AB_MycoticJungle,355,22.1,3209,Flat,0.2863,0
77437,23.5544,11.4896,AB_MycoticJungle,366,22.2,3276,Flat,0.2667,0
77438,23.3885,11.2342,AB_MycoticJungle,426,21.6,3374,Flat,0.2941,0
77439,23.11,11.2447,AB_MycoticJungle,441,21.7,3435,SmallHills,0.2392,0
77440,22.9445,10.9891,AB_MycoticJungle,446,21.7,3537,SmallHills,0.2118,0
77441,23.0567,10.7243,AB_MycoticJungle,473,21.3,3567,LargeHills,0,0
77442,23.5006,10.9684,AB_MycoticJungle,477,21,3403,LargeHills,0,0
77443,23.3343,10.7141,AB_MycoticJungle,507,20.7,3488,LargeHills,0,0
77444,26.147,9.7904,BiomeGRimphire,1634,10.5,1972,LargeHills,0,0
77445,25.8727,9.8073,Volcano,1515,11.5,2126,SmallHills,0,0
77446,25.7667,10.0731,AB_MycoticJungle,1031,15.6,2592,Mountainous,0,0
77447,25.9366,10.3221,BiomeCypreJungle,981,16,2569,LargeHills,0,0
77448,26.213,10.3041,BiomeMist,1058,15.3,2437,LargeHills,0,0
77449,26.3178,10.0379,BiomeMist,1245,13.7,2280,LargeHills,0,0
77450,25.8113,9.2924,Volcano,1690,10,2033,SmallHills,0,0
77451,25.6463,9.0421,Volcano,1712,9.8,2084,LargeHills,0,0
77452,25.7047,9.558,Volcano,1561,11.1,2139,LargeHills,0,0
77453,25.4305,9.5738,Volcano,1271,13.5,2471,LargeHills,0,0
77454,25.3732,9.0576,Volcano,1490,11.8,2337,LargeHills,0,0
77455,25.2643,9.3235,BiomeMist,1247,13.7,2562,SmallHills,0,0
77456,26.0273,8.7594,Wasteland,1997,7.5,1800,Flat,0,0.05
77457,26.1367,8.492,Wasteland,2227,5.6,1618,Mountainous,0,0.05
77458,25.755,8.7758,AB_GallatrossGraveyard,1806,9.1,2020,Mountainous,0,0
77459,25.5916,8.5253,Wasteland,1631,10.6,2235,Flat,0,0.05
77460,25.9735,8.2422,Wasteland,2145,6.3,1732,LargeHills,0,0.05
77461,25.7012,8.2589,AB_GallatrossGraveyard,1776,9.5,2098,Flat,0,0
77462,26.5741,8.7227,Wasteland,1905,8.1,1811,Mountainous,0,0.05
77463,26.8485,8.7023,AB_GallatrossGraveyard,1647,10,2011,Impassable,0,0
77464,26.4096,8.4738,Wasteland,2089,6.6,1703,Mountainous,0,0.05
77465,26.5183,8.2061,Wasteland,2286,4.8,1551,Mountainous,0,0.05
77466,26.956,8.4343,BiomeMist,1516,11,2162,Impassable,0,0
77467,26.7906,8.1868,Wasteland,1882,8,1885,Impassable,0,0.05
77468,26.5937,10.0188,BiomeMist,1336,12.8,2161,Flat,0,0
77469,26.6979,9.7524,BiomeGRimberlands,1597,10.6,1958,Flat,0,0
77470,26.7659,10.2657,BiomeMist,1166,14.2,2242,Mountainous,0,0
77471,27.0424,10.2451,AB_GallatrossGraveyard,1219,13.6,2156,Flat,0,0
77472,27.1463,9.9776,BiomeGRimberlands,1532,10.9,1909,Mountainous,0,0
77473,26.9744,9.7315,BiomeGRimberlands,1631,10.1,1888,Mountainous,0,0
77474,27.0793,9.4639,BiomeGRimberlands,1543,10.7,1977,Impassable,0,0
77475,26.9089,9.2178,AB_GallatrossGraveyard,1554,10.7,2030,Mountainous,0,0
77476,27.0159,8.9495,AB_GallatrossGraveyard,1410,11.8,2172,Impassable,0,0
77477,27.2905,8.9279,BiomeAreeb,1140,13.9,2363,Mountainous,0,0
77478,27.3549,9.442,AB_GallatrossGraveyard,1325,12.3,2114,Impassable,0,0
77479,27.4595,9.174,BiomeGrindland,1020,14.8,2394,Mountainous,0,0
77480,39.2375,-0.3527,ZBiome_Grasslands,156,14.5,780,Flat,0.0863,0
77481,39.4647,-0.1773,ZBiome_Grasslands,154,14.4,752,Flat,0.0431,0
77482,39.6911,-0.3566,ZBiome_Grasslands,123,14.3,745,Flat,0.0275,0
77483,39.6866,-0.7132,ZBiome_Grasslands,74,14.3,759,Flat,0.0353,0
77484,39.4558,-0.8865,ZBiome_Grasslands,52,14.3,785,Flat,0.0667,0
77485,39.2331,-0.7053,ZBiome_Grasslands,95,14.4,802,Flat,0.102,0
77486,39.0051,-0.8767,ZBiome_Grasslands,94,14.4,838,Impassable,0,0
77487,38.7853,-0.6976,ZBiome_Grasslands,143,14.5,857,Impassable,0,0
77488,38.9963,-1.2273,ZBiome_Grasslands,49,14.3,848,Impassable,0,0
77489,38.7676,-1.3948,ZBiome_Grasslands,67,14.4,876,Impassable,0,0
77490,38.5514,-1.2139,ZBiome_Grasslands,119,14.6,906,Impassable,0,0
77491,38.5602,-0.8672,ZBiome_Grasslands,160,14.6,897,Impassable,0,0
77492,38.3475,0.345,ZBiome_Grasslands,323,14.4,822,SmallHills,0.2314,0
77493,38.1297,0.1716,ZBiome_Grasslands,299,14.6,838,Flat,0.2745,0
77494,37.9111,0.3413,ZBiome_Grasslands,335,14.4,844,Flat,0.302,0
77495,37.9067,0.6826,ZBiome_Grasslands,399,13.9,833,SmallHills,0.2745,0
77496,38.1209,0.8578,ZBiome_Grasslands,436,13.7,806,Flat,0.1961,0
77497,38.3431,0.69,ZBiome_Grasslands,399,13.9,806,Flat,0.1922,0
77498,38.3431,-0.69,ZBiome_Grasslands,198,14.7,907,Impassable,0,0
77499,38.3475,-0.345,ZBiome_Grasslands,226,14.7,870,Mountainous,0,0
77500,38.1297,-0.1716,ZBiome_Grasslands,259,14.8,859,Mountainous,0,0
77501,37.9111,-0.3413,ZBiome_Grasslands,259,14.9,887,Mountainous,0,0
77502,38.1209,-0.8578,ZBiome_Grasslands,210,14.8,945,Mountainous,0,0
77503,37.9067,-0.6826,ZBiome_Grasslands,232,14.9,936,Mountainous,0,0
77504,38.5602,0.8671,ZBiome_Grasslands,459,13.4,780,Flat,0.1333,0
77505,38.7853,0.6976,ZBiome_Grasslands,384,13.9,761,Flat,0.0902,0
77506,38.5514,1.2139,BiomeGrindland,545,12.8,740,Mountainous,0,0
77507,38.7676,1.3948,BiomeGrindland,537,12.8,695,Flat,0,0
77508,38.9963,1.2273,ZBiome_Grasslands,427,13.6,683,Flat,0,0
77509,39.0051,0.8767,ZBiome_Grasslands,360,14.1,717,Flat,0,0
77510,39.2331,0.7053,ZBiome_Grasslands,296,14.4,700,Flat,0,0
77511,39.2375,0.3527,ZBiome_Grasslands,239,14.7,727,Flat,0.0039,0
77512,39.4647,0.1773,ZBiome_Grasslands,194,14.5,726,Flat,0,0
77513,39.6911,0.3566,ZBiome_Grasslands,198,14.4,697,Flat,0,0
77514,39.4558,0.8865,ZBiome_Grasslands,294,14.3,661,Flat,0,0
77515,39.6866,0.7132,ZBiome_Grasslands,249,14.5,667,Flat,0,0
77516,40.1472,4.5194,ZBiome_Grasslands,162,13.8,584,Flat,0,0
77517,40.1818,4.1598,ZBiome_Grasslands,158,14,538,Flat,0,0
77518,39.9691,3.9575,ZBiome_Grasslands,178,14.2,513,Flat,0,0
77519,39.7238,4.1133,ZBiome_Grasslands,191,14.3,524,Flat,0,0
77520,39.6882,4.4689,ZBiome_Grasslands,190,14.1,556,Flat,0,0
77521,39.8984,4.6726,ZBiome_Grasslands,175,13.9,588,Flat,0,0
77522,40.6406,4.2072,ZBiome_Grasslands,150,13.5,553,Flat,0,0
77523,40.8853,4.0481,ZBiome_Grasslands,150,13.4,548,Flat,0,0
77524,40.4274,4.0024,ZBiome_Grasslands,153,13.8,527,Flat,0,0
77525,40.458,3.6401,ZBiome_Grasslands,160,14,507,Flat,0,0
77526,40.9161,3.6817,ZBiome_Grasslands,151,13.6,528,Flat,0,0
77527,40.7016,3.4785,ZBiome_Grasslands,157,13.9,513,Flat,0,0
77528,39.858,5.0293,ZBiome_Grasslands,179,13.7,616,Flat,0,0
77529,40.0661,5.2368,ZBiome_Grasslands,177,13.5,649,Flat,0,0
77530,39.6077,5.1783,ZBiome_Grasslands,198,13.7,602,Flat,0,0
77531,39.5629,5.5321,BiomeMist,210,13.6,609,Flat,0,0
77532,39.7673,5.7408,BiomeMist,202,13.4,631,Flat,0,0
77533,40.0197,5.5945,ZBiome_Grasslands,187,13.3,653,Flat,0,0
77534,40.2241,5.8056,ZBiome_Grasslands,188,13.1,682,Flat,0,0
77535,40.4773,5.6579,ZBiome_Grasslands,177,13,697,Flat,0,0
77536,40.1733,6.1642,ZBiome_Grasslands,199,13,703,Flat,0,0
77537,40.3751,6.379,ZBiome_Grasslands,195,12.7,738,Flat,0.0431,0
77538,40.6292,6.234,ZBiome_Grasslands,182,12.6,735,Flat,0.0314,0
77539,40.6804,5.8714,ZBiome_Grasslands,175,12.8,716,Flat,0,0
77540,40.9327,5.7221,ZBiome_Grasslands,152,12.7,719,Flat,0,0
77541,40.9797,5.3565,ZBiome_Grasslands,142,12.8,708,Flat,0,0
77542,41.1361,5.9383,ZBiome_Grasslands,143,12.4,717,Flat,0,0
77543,41.3887,5.7876,BiomeCypreJungle,142,12.4,701,Flat,0,0
77544,41.4349,5.4177,ZBiome_Grasslands,133,12.6,697,Flat,0,0
77545,41.2289,5.2028,ZBiome_Grasslands,140,12.7,696,Flat,0,0
77546,41.2702,4.8339,ZBiome_Grasslands,148,12.9,659,Flat,0,0
77547,41.0621,4.6229,BiomeMist,150,13.1,626,Flat,0,0
77548,41.0973,4.2552,ZBiome_Grasslands,158,13.2,580,Flat,0,0
77549,41.3426,4.0944,ZBiome_Grasslands,163,13.1,580,Flat,0,0
77550,41.5179,4.6759,ZBiome_Grasslands,149,12.8,640,Flat,0,0
77551,41.5546,4.3041,BiomeMist,164,12.9,608,Flat,0,0
77552,41.0621,-4.6229,Ocean,-10,12.3,671,Flat,0,0
77553,41.0973,-4.2552,Ocean,-15,12.4,657,Flat,0,0
77554,41.3426,-4.0944,ZBiome_Grasslands,10,12.3,669,Flat,0,0
77555,41.5546,-4.3041,ZBiome_Grasslands,32,12.1,693,Flat,0,0
77556,41.5179,-4.6759,ZBiome_Grasslands,64,12,700,Flat,0,0
77557,41.2702,-4.8339,ZBiome_Grasslands,25,12,685,Flat,0,0
77558,41.2289,-5.2028,ZBiome_Grasslands,10,11.9,691,Mountainous,0,0
77559,40.9797,-5.3565,Ocean,-33,12,691,Flat,0,0
77560,41.4349,-5.4177,ZBiome_Grasslands,13,11.6,701,LargeHills,0,0
77561,41.3887,-5.7876,ZBiome_Grasslands,3,11.4,691,SmallHills,0,0
77562,41.1361,-5.9383,Ocean,-20,11.5,682,Flat,0,0
77563,40.9327,-5.7221,Ocean,-38,11.8,689,Flat,0,0
77564,40.6406,-4.2072,Ocean,-56,12.8,650,Flat,0,0
77565,40.4275,-4.0024,Ocean,-77,13.1,639,Flat,0,0
77566,40.8853,-4.0481,Ocean,-57,12.7,642,Flat,0,0
77567,40.9161,-3.6817,Ocean,-76,12.8,641,Flat,0,0
77568,40.458,-3.6401,Ocean,-90,13.1,625,Flat,0,0
77569,40.7016,-3.4785,Ocean,-64,13,632,Flat,0,0
77570,40.1472,-4.5194,Ocean,-79,13,695,Flat,0,0
77571,39.8984,-4.6726,Ocean,-108,13.1,722,Flat,0,0
77572,40.1819,-4.1598,Ocean,-81,13.1,661,Flat,0,0
77573,39.9691,-3.9575,Ocean,-90,13.3,658,Flat,0,0
77574,39.6882,-4.4689,Ocean,-103,13.3,714,Flat,0,0
77575,39.7238,-4.1133,Ocean,-108,13.4,685,Flat,0,0
77576,40.0661,-5.2368,Ocean,-97,12.7,744,Flat,0.0157,0
77577,40.0197,-5.5945,Ocean,-113,12.6,745,Flat,0.0157,0
77578,39.858,-5.0293,Ocean,-111,13,751,Flat,0.0196,0
77579,39.6077,-5.1783,Ocean,-112,13.2,777,Flat,0.0353,0
77580,39.7673,-5.7408,Ocean,-131,12.8,775,Flat,0.0392,0
77581,39.5629,-5.5321,Ocean,-143,13,799,Flat,0.0549,0
77582,40.6804,-5.8714,Ocean,-54,11.9,694,Flat,0,0
77583,40.4773,-5.6579,Ocean,-72,12.2,710,Flat,0,0
77584,40.2241,-5.8056,Ocean,-96,12.3,718,Flat,0,0
77585,40.1733,-6.1642,Ocean,-77,12.2,714,Flat,0,0
77586,40.6292,-6.234,Ocean,-61,11.8,689,Flat,0,0
77587,40.3751,-6.379,Ocean,-42,12,697,Flat,0,0
77588,44.7833,-4.6722,BiomeGRuquoise,87,9,770,LargeHills,0,0
77589,44.5679,-4.4435,BiomeGRuquoise,77,9.2,788,LargeHills,0,0
77590,44.6008,-4.0416,BiomeGRuquoise,47,9.2,796,SmallHills,0.1373,0
77591,44.848,-3.8635,BiomeGRuquoise,40,9.1,768,Flat,0.0824,0
77592,45.0648,-4.0904,BiomeGRuquoise,69,8.8,745,Flat,0.0471,0
77593,45.0329,-4.4972,BiomeGRuquoise,71,8.7,757,Flat,0.0784,0
77594,45.2496,-4.7288,Wasteland,60,8.5,745,Flat,0.051,0.05
77595,45.2152,-5.1373,Wasteland,84,8.6,737,Flat,0.0314,0.05
77596,45.4996,-4.5519,Wasteland,74,8.2,722,Flat,0,0.05
77597,45.7176,-4.7867,Wasteland,49,8,702,Flat,0,0.05
77598,45.6842,-5.2002,Wasteland,25,8,702,Flat,0,0.05
77599,45.4318,-5.3738,Wasteland,60,8.3,719,Flat,0,0.05
77600,44.2824,-5.0152,BiomeGRuquoise,160,9.5,754,SmallHills,0.0745,0
77601,44.0312,-5.1834,BiomeGRuquoise,181,9.8,744,SmallHills,0.0471,0
77602,44.3187,-4.6166,BiomeGRuquoise,139,9.5,790,SmallHills,0.1529,0
77603,44.1046,-4.3908,BiomeGRuquoise,98,9.8,819,SmallHills,0.2078,0
77604,43.8186,-4.956,BiomeGRuquoise,168,10.1,772,LargeHills,0,0
77605,43.8557,-4.5621,BiomeGRuquoise,131,10.1,810,SmallHills,0.2157,0
77606,44.2041,-5.8107,BiomeGRuquoise,169,9.5,715,SmallHills,0,0
77607,44.1621,-6.2074,Wasteland,149,9.4,723,Flat,0,0.05
77608,43.9916,-5.5787,BiomeGRuquoise,188,9.7,718,LargeHills,0,0
77609,43.7385,-5.742,BiomeGRuquoise,220,10,712,Flat,0,0
77610,43.9067,-6.3674,BiomeGRuquoise,171,9.7,719,Flat,0,0
77611,43.6956,-6.134,BiomeGRuquoise,186,10,708,Flat,0,0
77612,44.6302,-6.2824,Wasteland,96,9,721,Flat,0,0.05
77613,44.8438,-6.5221,BiomeMist,60,8.8,718,Flat,0,0
77614,44.3744,-6.444,BiomeMist,113,9.2,726,Flat,0.0039,0
77615,44.3299,-6.8421,BiomeMist,76,9.2,724,Flat,0,0
77616,44.8001,-6.925,BiomeMist,41,8.9,719,Flat,0,0
77617,44.542,-7.0833,BiomeMist,56,9.1,724,Flat,0,0
77618,45.3948,-5.7838,Wasteland,59,8.3,714,Flat,0,0.05
77619,45.1404,-5.9523,Wasteland,76,8.6,719,Flat,0,0.05
77620,45.1001,-6.3588,Wasteland,44,8.6,715,Flat,0,0.05
77621,45.3149,-6.6018,BiomeMist,28,8.3,706,Flat,0,0
77622,45.6112,-6.0252,Ocean,0,7.9,701,Flat,0,0
77623,45.5716,-6.4368,Wasteland,1,8,696,Flat,0,0.05
77624,44.2041,5.8107,Wasteland,109,10.4,811,Flat,0.2196,0.05
77625,43.9916,5.5787,Wasteland,98,10.5,786,SmallHills,0.1529,0.05
77626,43.7385,5.742,Wasteland,95,10.6,780,LargeHills,0,0.05
77627,43.6956,6.134,Wasteland,90,10.7,810,LargeHills,0,0.05
77628,43.9067,6.3674,Wasteland,101,10.5,827,LargeHills,0,0.05
77629,44.1621,6.2074,Wasteland,112,10.3,827,Flat,0.2745,0.05
77630,44.2824,5.0152,BiomeMist,122,10.4,792,Flat,0.1294,0
77631,44.3187,4.6166,BiomeMist,110,10.4,787,Flat,0.1098,0
77632,44.0312,5.1834,Wasteland,110,10.5,771,LargeHills,0,0.05
77633,43.8186,4.956,Wasteland,125,10.7,741,SmallHills,0.0353,0.05
77634,44.1046,4.3908,Wasteland,122,10.6,752,Flat,0.0471,0.05
77635,43.8558,4.5621,Wasteland,136,10.8,734,Flat,0.0157,0.05
77636,45.1405,5.9523,Wasteland,184,9.5,808,Flat,0.1725,0.05
77637,45.1001,6.3588,Wasteland,180,9.5,824,Flat,0.2118,0.05
77638,45.3149,6.6018,Wasteland,192,9.2,812,Flat,0.1725,0.05
77639,45.5716,6.4368,Wasteland,209,8.9,800,Flat,0.1255,0.05
77640,45.6112,6.0252,Wasteland,202,8.9,790,Flat,0.1059,0.05
77641,45.3948,5.7838,Wasteland,195,9.2,793,Flat,0.1216,0.05
77642,44.3744,6.444,Wasteland,120,10.1,838,Flat,0.3137,0.05
77643,44.6302,6.2824,Wasteland,147,9.9,840,Flat,0.2863,0.05
77644,44.8439,6.5221,Wasteland,151,9.7,842,Flat,0.298,0.05
77645,44.8001,6.925,Wasteland,133,9.6,840,Flat,0.3176,0.05
77646,44.3299,6.8421,Wasteland,114,10.1,836,Flat,0.3333,0.05
77647,44.542,7.0833,Wasteland,114,9.8,838,Flat,0.3451,0.05
77648,45.4318,5.3738,Wasteland,177,9.2,793,Flat,0.1137,0.05
77649,45.2152,5.1373,Wasteland,139,9.4,805,Flat,0.1451,0.05
77650,45.6842,5.2002,Wasteland,163,8.8,789,Flat,0.098,0.05
77651,45.7177,4.7867,Wasteland,121,8.8,806,Flat,0.1255,0.05
77652,45.4997,4.5519,Wasteland,85,9.1,829,Flat,0.1608,0.05
77653,45.2496,4.7288,Wasteland,104,9.4,822,Flat,0.1647,0.05
77654,45.0329,4.4972,BiomeMist,73,9.8,833,Flat,0.1804,0
77655,44.7833,4.6722,BiomeMist,90,10,820,Flat,0.1608,0
77656,44.5679,4.4435,BiomeMist,89,10.2,804,Flat,0.1294,0
77657,44.6008,4.0416,Wasteland,77,10.2,789,Flat,0.098,0.05
77658,45.0648,4.0904,Wasteland,40,9.8,845,Flat,0.1843,0.05
77659,44.848,3.8635,Wasteland,45,10.1,822,Flat,0.1451,0.05
77660,47.0844,0.8612,Ocean,-2,6.7,732,Flat,0.0157,0
77661,46.8462,1.0698,BiomeMist,15,7,761,Flat,0.0706,0
77662,46.8349,1.4974,Wasteland,18,7,792,Flat,0.1333,0.05
77663,47.0613,1.7218,Wasteland,18,6.6,779,Flat,0.1059,0.05
77664,47.3007,1.5161,Wasteland,22,6.3,746,Flat,0.0431,0.05
77665,47.3121,1.0832,BiomeMist,13,6.3,729,Flat,0.0078,0
77666,46.6237,0.4254,BiomeMist,8,7.2,728,Flat,0.0039,0
77667,46.3908,0.2114,Wasteland,22,7.5,734,Flat,0.0157,0.05
77668,46.6172,0.8506,Ocean,-1,7.3,752,Flat,0.0471,0
77669,46.3796,1.0567,Ocean,-19,7.7,775,Flat,0.0824,0
77670,46.1557,0.4202,Ocean,-6,7.9,750,Flat,0.0314,0
77671,46.1506,0.8403,Ocean,-15,8,767,Flat,0.0588,0
77672,46.6237,-0.4254,Wasteland,36,7,724,Flat,0,0.05
77673,46.6172,-0.8506,Wasteland,67,7.1,729,Flat,0.0078,0.05
77674,46.3908,-0.2114,Wasteland,13,7.5,736,Flat,0.0196,0.05
77675,46.1557,-0.4202,Wasteland,13,7.9,758,Flat,0.0431,0.05
77676,46.3796,-1.0567,Wasteland,49,7.5,745,Flat,0.0314,0.05
77677,46.1505,-0.8403,Wasteland,56,7.8,762,Flat,0.051,0.05
77678,47.0844,-0.8612,Wasteland,51,6.4,684,Flat,0,0.05
77679,47.3121,-1.0832,BiomeMist,26,6.2,651,Flat,0,0
77680,46.8462,-1.0698,Wasteland,54,6.8,702,Flat,0,0.05
77681,46.8349,-1.4974,Wasteland,67,6.9,679,Flat,0,0.05
77682,47.3007,-1.5161,BiomeMist,51,6.3,629,Flat,0,0
77683,47.0613,-1.7218,Wasteland,75,6.7,641,Flat,0,0.05
77684,47.549,0.872,BiomeMist,16,6,705,Flat,0,0
77685,47.5556,0.4361,BiomeMist,31,6,690,Flat,0,0
77686,47.7771,1.0968,BiomeMist,1,5.7,690,Flat,0,0
77687,48.014,0.883,BiomeMist,4,5.5,656,Flat,0,0
77688,48.0194,0.4415,BiomeMist,4,5.5,635,Flat,0,0
77689,47.7886,0.2194,BiomeMist,13,5.8,656,Flat,0,0
77690,47.7886,-0.2194,Ocean,-2,5.8,633,Flat,0,0
77691,47.5556,-0.4361,Ocean,-16,6,647,Flat,0,0
77692,47.549,-0.872,Ocean,-10,6,629,Flat,0,0
77693,47.7771,-1.0968,Ocean,-3,5.8,588,Flat,0,0
77694,48.0194,-0.4415,Ocean,-28,5.6,589,Flat,0,0
77695,48.014,-0.883,Ocean,-43,5.6,561,Flat,0,0
77696,30.9621,11.1448,BiomeCypreJungle,1393,8.6,1499,Mountainous,0,0
77697,31.1403,11.3858,BiomeCypreJungle,1411,8.3,1470,Mountainous,0,0
77698,31.4162,11.3404,BiomeCypreJungle,1405,8.2,1461,Mountainous,0,0
77699,31.5125,11.0523,BiomeGRimethyst,1443,7.8,1440,Mountainous,0,0
77700,31.3331,10.8115,Wasteland,1404,8.2,1483,Mountainous,0,0.05
77701,31.0586,10.8581,Wasteland,1483,7.7,1456,Mountainous,0,0.05
77702,30.8798,10.617,Wasteland,1458,8.1,1481,Mountainous,0,0.05
77703,30.6054,10.6609,BiomeMist,1484,8,1476,Mountainous,0,0
77704,30.9745,10.3308,Wasteland,1436,8.3,1485,Mountainous,0,0.05
77705,30.7953,10.091,Wasteland,1401,8.7,1540,Mountainous,0,0.05
