defName,label,mod,intelligence,bodySize,status,px,w,h,aspect,fill,spiky,symmetry,hue,hue_conc,sat,val,contrast,hist,biomes_now
GR_Catrabbit,catrabbit,Vanilla Genetics Expanded,Animal,0.30000001192092896,dormant,336,16,24,0.667,0.875,0.954,1.0,0.1531,0.998,0.163,0.288,0.209,0.001 0.946 0.052 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Catwolf,catwolf,Vanilla Genetics Expanded,Animal,0.4000000059604645,dormant,429,16,39,0.41,0.688,1.171,0.998,0.0966,0.986,0.093,0.272,0.194,0.174 0.818 0.006 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001,
GR_Chickenbear,chickenbear,Vanilla Genetics Expanded,Animal,0.30000001192092896,dormant,6742,92,98,0.939,0.748,0.945,1.0,0.0548,0.997,0.37,0.263,0.249,0.999 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Chickencat,chickencat,Vanilla Genetics Expanded,Animal,0.30000001192092896,dormant,6488,92,98,0.939,0.72,0.956,1.0,0.025,0.96,0.039,0.481,0.433,0.940 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.059 0.000,
GR_Chickenffalo,chickenffalo,Vanilla Genetics Expanded,Animal,0.20000000298023224,dormant,6624,92,103,0.893,0.699,0.936,0.998,0.5379,0.999,0.086,0.446,0.346,0.000 0.000 0.000 0.000 0.000 0.000 0.999 0.001 0.000 0.000 0.000 0.000,
GR_Chickenhorse,chickenhorse,Vanilla Genetics Expanded,Animal,1,dormant,4246,83,97,0.856,0.527,1.502,0.962,0.1194,0.984,0.014,0.676,0.381,0.028 0.962 0.003 0.000 0.000 0.000 0.001 0.005 0.001 0.000 0.000 0.000,
GR_Chickenlizard,chickenlizard,Vanilla Genetics Expanded,Animal,0.30000001192092896,dormant,2301,50,63,0.794,0.73,0.9,0.994,0.1509,0.954,0.467,0.299,0.258,0.128 0.538 0.333 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Chickenlodon,chickenlodon,Vanilla Genetics Expanded,Animal,2,dormant,3570,49,102,0.48,0.714,1.492,0.899,0.0609,0.951,0.03,0.681,0.387,0.598 0.392 0.001 0.000 0.000 0.000 0.006 0.003 0.000 0.000 0.000 0.000,
GR_Chickenlope,chickenlope,Vanilla Genetics Expanded,Animal,0.18000000715255737,dormant,6879,92,99,0.929,0.755,0.942,0.965,0.1135,0.98,0.335,0.434,0.373,0.105 0.894 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Chickenrabbit,chickenrabbit,Vanilla Genetics Expanded,Animal,0.15000000596046448,dormant,2574,58,61,0.951,0.728,0.99,0.994,0.1531,0.999,0.161,0.289,0.223,0.000 0.984 0.015 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Chickenspider,chickenspider,Vanilla Genetics Expanded,Animal,1.100000023841858,dormant,1066,34,47,0.723,0.667,1.184,0.989,0.2834,0.993,0.066,0.275,0.237,0.000 0.000 0.011 0.970 0.017 0.000 0.000 0.000 0.000 0.000 0.001 0.000,
GR_Chickenwolf,chickenwolf,Vanilla Genetics Expanded,Animal,0.30000001192092896,dormant,6980,92,98,0.939,0.774,0.993,0.997,0.1019,0.987,0.15,0.346,0.274,0.099 0.896 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.002 0.000,
GR_Crocorse,crocorse,Vanilla Genetics Expanded,Animal,2.75,dormant,4803,56,123,0.455,0.697,1.172,0.92,0.2002,1.0,0.452,0.346,0.179,0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Doedicoon,doedicoon,Vanilla Genetics Expanded,Animal,0.30000001192092896,dormant,2579,64,55,1.164,0.733,1.15,0.834,0.1135,0.998,0.382,0.358,0.188,0.000 0.999 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Dogman,dogman,Vanilla Genetics Expanded,Animal,0.75,dormant,4827,66,100,0.66,0.731,1.043,0.998,0.0196,0.999,0.227,0.707,0.315,1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Elasmobearium,elasmobearium,Vanilla Genetics Expanded,Animal,4,dormant,3928,72,90,0.8,0.606,1.107,0.995,0.0873,0.992,0.168,0.29,0.182,0.521 0.476 0.003 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_FleshGrowth,flesh growth,Vanilla Genetics Expanded,Animal,5,dormant,5097,93,103,0.903,0.532,3.035,0.747,0.0067,0.999,0.461,0.488,0.254,0.997 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.002,
GR_FleshMonstrosity,flesh monstrosity,Vanilla Genetics Expanded,Animal,5,dormant,3471,58,88,0.659,0.68,1.685,0.921,0.0063,1.0,0.453,0.426,0.249,0.999 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001,
GR_Fleshling,fleshling,Vanilla Genetics Expanded,Animal,0.20000000298023224,dormant,3538,56,78,0.718,0.81,1.072,0.98,0.0062,1.0,0.462,0.505,0.287,0.999 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001,
GR_Groundffalo,groundffalo,Vanilla Genetics Expanded,Animal,3,dormant,2744,76,57,1.333,0.633,1.572,0.802,0.5338,0.833,0.079,0.52,0.309,0.005 0.075 0.001 0.000 0.010 0.002 0.904 0.001 0.001 0.000 0.000 0.000,
GR_Hurseman,hurseman,Vanilla Genetics Expanded,Animal,2.4000000953674316,dormant,4018,52,98,0.531,0.788,1.073,0.99,0.0182,1.0,0.22,0.7,0.321,1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Lizardman,lizardman,Vanilla Genetics Expanded,Animal,1.5,dormant,2910,49,86,0.57,0.691,1.218,0.825,0.1946,0.993,0.456,0.311,0.172,0.000 0.043 0.957 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Lizardochs,lizardochs,Vanilla Genetics Expanded,Animal,3,dormant,3253,54,70,0.771,0.861,0.994,0.992,0.1389,0.995,0.413,0.547,0.256,0.000 0.997 0.002 0.000 0.000 0.000 0.000 0.001 0.000 0.000 0.000 0.000,
GR_Manalope,manalope,Vanilla Genetics Expanded,Animal,0.5,dormant,3154,44,93,0.473,0.771,1.08,0.911,0.1084,0.94,0.368,0.673,0.335,0.284 0.712 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.002,
GR_Manbear,manbear,Vanilla Genetics Expanded,Animal,0.3499999940395355,dormant,1646,38,55,0.691,0.788,1.015,1.0,0.0635,0.999,0.453,0.267,0.163,0.998 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Mancat,mancat,Vanilla Genetics Expanded,Animal,1.5,dormant,1928,40,59,0.678,0.817,1.041,0.955,0.0374,0.99,0.183,0.515,0.344,0.996 0.003 0.001 0.000 0.000 0.001 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Manchicken,manchicken,Vanilla Genetics Expanded,Animal,2,dormant,4720,66,106,0.623,0.675,1.043,0.998,0.1048,0.981,0.439,0.785,0.339,0.156 0.843 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Manffalo,manffalo,Vanilla Genetics Expanded,Animal,2.4000000953674316,dormant,5315,68,98,0.694,0.798,0.998,1.0,0.0128,0.241,0.157,0.522,0.281,0.537 0.085 0.000 0.000 0.000 0.000 0.374 0.001 0.000 0.000 0.000 0.002,
GR_Manscarab,manscarab,Vanilla Genetics Expanded,Animal,1,dormant,5417,89,101,0.881,0.603,1.361,0.978,0.0839,0.999,0.359,0.412,0.221,0.172 0.827 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Mansquirrel,mansquirrel,Vanilla Genetics Expanded,Animal,0.30000001192092896,dormant,2169,44,66,0.667,0.747,0.999,0.827,0.0426,0.992,0.369,0.607,0.36,0.999 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Mantistanis,mantistanis,Vanilla Genetics Expanded,Animal,3,dormant,4411,87,103,0.845,0.492,1.848,0.965,0.2006,0.981,0.474,0.364,0.241,0.000 0.097 0.900 0.001 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Manwolf,manwolf,Vanilla Genetics Expanded,Animal,2,dormant,4832,66,97,0.68,0.755,1.079,0.963,0.0128,0.995,0.253,0.516,0.251,0.995 0.000 0.004 0.000 0.000 0.000 0.001 0.000 0.000 0.000 0.000 0.000,
GR_MeadowLizard,meadow lizard,Vanilla Genetics Expanded,Animal,1.5,dormant,3820,68,95,0.716,0.591,1.196,0.992,0.2349,0.987,0.708,0.203,0.143,0.021 0.004 0.950 0.025 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Mechabear,mechabear,Vanilla Genetics Expanded,Animal,2,dormant,4865,71,85,0.835,0.806,0.971,0.994,0.5358,0.592,0.223,0.352,0.224,0.069 0.000 0.164 0.003 0.001 0.002 0.679 0.083 0.000 0.000 0.000 0.000,
GR_Mechacat,mechacat,Vanilla Genetics Expanded,Animal,1.2999999523162842,dormant,1694,33,90,0.367,0.57,1.974,0.646,0.203,0.963,0.115,0.321,0.25,0.005 0.089 0.878 0.015 0.008 0.000 0.001 0.000 0.003 0.001 0.001 0.000,
GR_Mechachicken,mecha-chicken,Vanilla Genetics Expanded,Animal,0.75,dormant,4235,68,98,0.694,0.636,1.391,0.969,0.2078,0.993,0.023,0.596,0.415,0.000 0.000 0.983 0.013 0.002 0.000 0.000 0.000 0.001 0.000 0.000 0.000,
GR_Mechahorse,mecha-horse,Vanilla Genetics Expanded,Animal,4,dormant,3198,44,84,0.524,0.865,1.097,0.995,0.2113,0.952,0.093,0.417,0.254,0.001 0.000 0.970 0.002 0.001 0.000 0.000 0.000 0.001 0.004 0.021 0.000,
GR_Mechalope,mechalope,Vanilla Genetics Expanded,Animal,1.5,dormant,3223,43,98,0.439,0.765,1.366,0.989,0.1581,0.947,0.129,0.39,0.282,0.000 0.612 0.364 0.013 0.004 0.001 0.004 0.002 0.000 0.000 0.000 0.000,
GR_Mechamime,mecha-mime,Vanilla Genetics Expanded,Animal,1,dormant,3672,60,100,0.6,0.612,1.196,0.993,0.1908,0.932,0.091,0.357,0.264,0.037 0.154 0.785 0.008 0.003 0.000 0.000 0.000 0.001 0.002 0.008 0.001,
GR_Mechamuffalo,mecha-muffalo,Vanilla Genetics Expanded,Animal,13,dormant,4170,78,74,1.054,0.722,1.048,0.988,0.2313,0.738,0.085,0.424,0.257,0.002 0.000 0.815 0.008 0.003 0.002 0.144 0.000 0.002 0.003 0.020 0.001,
GR_Mecharat,mecha-rat,Vanilla Genetics Expanded,Animal,0.20000000298023224,dormant,2429,50,93,0.538,0.522,1.402,0.897,0.2062,0.994,0.068,0.328,0.304,0.000 0.000 0.975 0.021 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Mechaspider,mechaspider,Vanilla Genetics Expanded,Animal,2,dormant,5102,72,106,0.679,0.669,1.667,0.979,0.2062,0.961,0.082,0.404,0.276,0.001 0.003 0.958 0.016 0.002 0.000 0.000 0.000 0.001 0.004 0.015 0.001,
GR_Mechathrumbo,mechathrumbo,Vanilla Genetics Expanded,Animal,10,dormant,4625,83,106,0.783,0.526,1.506,0.981,0.2066,0.974,0.077,0.414,0.278,0.001 0.000 0.966 0.018 0.003 0.000 0.000 0.000 0.001 0.002 0.009 0.000,
GR_Mechaturtle,mechaturtle,Vanilla Genetics Expanded,Animal,1,dormant,3576,82,63,1.302,0.692,1.17,0.998,0.2132,0.997,0.085,0.446,0.296,0.000 0.000 0.980 0.018 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Mechawolf,mechawolf,Vanilla Genetics Expanded,Animal,1.5,dormant,3776,52,119,0.437,0.61,1.322,0.98,0.1568,0.86,0.076,0.341,0.244,0.203 0.112 0.628 0.008 0.001 0.000 0.000 0.000 0.001 0.009 0.022 0.017,
GR_Molebear,molebear,Vanilla Genetics Expanded,Animal,1,dormant,2587,46,86,0.535,0.654,1.642,0.913,0.0486,0.998,0.255,0.283,0.201,0.996 0.003 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Molehorse,molehorse,Vanilla Genetics Expanded,Animal,1,dormant,3631,52,85,0.612,0.821,1.039,0.999,0.0304,0.998,0.161,0.564,0.293,0.995 0.003 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Moleman,moleman,Vanilla Genetics Expanded,Animal,1.5,dormant,5303,74,94,0.787,0.762,0.953,0.978,0.0168,0.986,0.217,0.661,0.325,0.952 0.017 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.026 0.005,
GR_Muffalobear,muffalobear,Vanilla Genetics Expanded,Animal,2.5,dormant,3824,70,70,1.0,0.78,0.953,0.996,0.5419,0.999,0.136,0.469,0.221,0.000 0.000 0.000 0.000 0.000 0.000 0.999 0.001 0.000 0.000 0.000 0.000,
GR_Muffalocat,muffalocat,Vanilla Genetics Expanded,Animal,1.850000023841858,dormant,3797,70,67,1.045,0.81,0.943,0.999,0.017,0.998,0.114,0.356,0.177,0.965 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.034,
GR_Muffalochicken,muffalochicken,Vanilla Genetics Expanded,Animal,1.7999999523162842,dormant,3786,70,68,1.029,0.795,0.958,0.984,0.0281,0.963,0.025,0.717,0.313,0.980 0.001 0.000 0.000 0.000 0.000 0.018 0.001 0.000 0.000 0.000 0.000,
GR_Muffalohorse,muffalohorse,Vanilla Genetics Expanded,Animal,3.4000000953674316,dormant,3214,54,70,0.771,0.85,0.975,1.0,0.4269,0.252,0.171,0.421,0.247,0.001 0.416 0.001 0.000 0.001 0.000 0.570 0.004 0.001 0.000 0.006 0.001,
GR_Muffalokomodo,muffalokomodo,Vanilla Genetics Expanded,Animal,3.5,dormant,3878,70,85,0.824,0.652,1.101,0.966,0.1872,0.989,0.457,0.265,0.14,0.000 0.053 0.946 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Muffaloman,muffaloman,Vanilla Genetics Expanded,Animal,1.5,dormant,5182,78,83,0.94,0.8,1.027,0.986,0.3707,0.215,0.211,0.423,0.232,0.001 0.467 0.000 0.000 0.000 0.000 0.530 0.002 0.000 0.000 0.000 0.000,
GR_Muffalope,muffalope,Vanilla Genetics Expanded,Animal,2,dormant,4195,70,72,0.972,0.832,1.019,0.96,0.158,0.998,0.608,0.531,0.26,0.000 0.958 0.042 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Muffalopede,muffalopede,Vanilla Genetics Expanded,Animal,1.5,dormant,4369,70,85,0.824,0.734,1.319,0.991,0.1279,0.999,0.237,0.267,0.157,0.000 0.996 0.004 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Muffalorat,muffalorat,Vanilla Genetics Expanded,Animal,1,dormant,1792,45,64,0.703,0.622,1.446,0.892,0.5605,0.781,0.14,0.415,0.248,0.058 0.000 0.000 0.000 0.000 0.004 0.850 0.002 0.002 0.024 0.054 0.005,
GR_Muffalowolf,muffalowolf,Vanilla Genetics Expanded,Animal,2,dormant,3785,70,67,1.045,0.807,0.958,0.992,0.1288,0.996,0.027,0.402,0.207,0.002 0.984 0.012 0.000 0.000 0.000 0.000 0.000 0.001 0.000 0.000 0.000,
GR_Needlechicken,needlechicken,Vanilla Genetics Expanded,Animal,0.25,dormant,5847,96,106,0.906,0.575,1.513,0.993,0.1219,0.868,0.36,0.432,0.373,0.466 0.001 0.533 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Nighthrumbo,nighthrumbo,Vanilla Genetics Expanded,Animal,3,dormant,2371,41,102,0.402,0.567,1.419,0.919,0.0333,0.355,0.031,0.174,0.135,0.009 0.504 0.014 0.000 0.005 0.000 0.001 0.154 0.086 0.001 0.186 0.039,
GR_Paraceramuffalo,paraceramuffalo,Vanilla Genetics Expanded,Animal,16,dormant,2214,40,85,0.471,0.651,1.295,0.986,0.4891,0.857,0.051,0.706,0.304,0.000 0.000 0.002 0.012 0.234 0.015 0.738 0.000 0.000 0.000 0.000 0.000,
GR_ParagonBear,ursine paragon,Vanilla Genetics Expanded,Animal,2.950000047683716,dormant,4318,58,99,0.586,0.752,1.073,0.999,0.0585,0.999,0.483,0.337,0.136,0.999 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_ParagonBoomalope,boomalope paragon,Vanilla Genetics Expanded,Animal,2.200000047683716,dormant,3492,50,91,0.549,0.767,1.026,0.962,0.122,0.993,0.413,0.575,0.284,0.001 0.998 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_ParagonChicken,avian paragon,Vanilla Genetics Expanded,Animal,0.5,dormant,2279,52,67,0.776,0.654,1.235,0.986,0.0337,0.998,0.138,0.57,0.44,0.998 0.001 0.000 0.000 0.000 0.000 0.001 0.000 0.000 0.000 0.000 0.000,
GR_ParagonFeline,feline paragon,Vanilla Genetics Expanded,Animal,1.7999999523162842,dormant,3115,53,94,0.564,0.625,1.203,0.715,0.0589,0.889,0.022,0.562,0.359,0.873 0.016 0.003 0.000 0.031 0.000 0.003 0.000 0.005 0.002 0.064 0.003,
GR_ParagonHorse,equine paragon,Vanilla Genetics Expanded,Animal,3,dormant,4010,48,103,0.466,0.811,1.114,0.995,0.9907,0.453,0.008,0.662,0.351,0.334 0.045 0.005 0.000 0.202 0.000 0.001 0.000 0.002 0.000 0.409 0.002,
GR_ParagonHumanoid,humanoid paragon,Vanilla Genetics Expanded,Animal,2.299999952316284,dormant,4969,68,89,0.764,0.821,0.944,0.988,0.0503,0.998,0.253,0.56,0.23,0.998 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_ParagonIguana,reptile paragon,Vanilla Genetics Expanded,Animal,0.4000000059604645,dormant,2298,38,99,0.384,0.611,1.318,0.937,0.1944,0.993,0.43,0.265,0.182,0.000 0.074 0.925 0.000 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_ParagonInsectoid,insectoid paragon,Vanilla Genetics Expanded,Animal,2.5,dormant,5999,70,122,0.574,0.702,1.18,0.963,0.0858,1.0,0.355,0.423,0.234,0.045 0.954 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_ParagonMuffalo,muffalo paragon,Vanilla Genetics Expanded,Animal,2.5,dormant,4633,70,76,0.921,0.871,1.177,0.985,0.235,0.088,0.257,0.399,0.22,0.006 0.403 0.000 0.000 0.000 0.000 0.472 0.000 0.000 0.000 0.000 0.118,
GR_ParagonRat,rodent paragon,Vanilla Genetics Expanded,Animal,0.30000001192092896,dormant,1106,25,66,0.379,0.67,1.544,0.91,0.0718,0.998,0.282,0.222,0.192,0.979 0.017 0.003 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_ParagonThrumbo,colossal paragon,Vanilla Genetics Expanded,Animal,4.5,dormant,5119,58,115,0.504,0.767,1.368,0.985,0.5767,0.975,0.044,0.654,0.354,0.002 0.000 0.001 0.000 0.014 0.001 0.351 0.629 0.001 0.000 0.000 0.000,
GR_ParagonWolf,canine paragon,Vanilla Genetics Expanded,Animal,1,dormant,3519,50,112,0.446,0.628,1.403,0.971,0.0855,0.955,0.087,0.274,0.202,0.382 0.580 0.003 0.000 0.000 0.000 0.000 0.000 0.002 0.002 0.016 0.016,
GR_Rabbitcat,rabbitcat,Vanilla Genetics Expanded,Animal,2.5,dormant,2444,44,78,0.564,0.712,1.17,0.98,0.0381,0.996,0.127,0.29,0.206,0.995 0.004 0.001 0.000 0.000 0.000 0.001 0.000 0.000 0.000 0.000 0.000,
GR_Rabbitchicken,rabbitchicken,Vanilla Genetics Expanded,Animal,0.10000000149011612,dormant,2362,55,72,0.764,0.596,0.981,0.982,0.101,0.955,0.189,0.334,0.331,0.329 0.668 0.001 0.000 0.000 0.000 0.001 0.000 0.000 0.000 0.000 0.000,
GR_Ratffalo,ratffalo,Vanilla Genetics Expanded,Animal,1.75,dormant,2271,40,100,0.4,0.568,1.391,0.93,0.0717,0.999,0.291,0.29,0.203,0.991 0.008 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Snakecat,snakecat,Vanilla Genetics Expanded,Animal,1.5,dormant,3387,64,86,0.744,0.615,1.517,0.739,0.2185,0.999,0.376,0.253,0.167,0.000 0.000 0.998 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Spidercat,spidercat,Vanilla Genetics Expanded,Animal,0.8500000238418579,dormant,3308,50,94,0.532,0.704,1.138,0.993,0.0868,0.999,0.33,0.336,0.24,0.094 0.905 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Spiderhorse,spiderhorse,Vanilla Genetics Expanded,Animal,2.4000000953674316,dormant,3173,46,95,0.484,0.726,1.152,0.963,0.0851,1.0,0.343,0.365,0.239,0.151 0.849 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Spidersnake,spidersnake,Vanilla Genetics Expanded,Animal,0.25,dormant,6754,89,116,0.767,0.654,1.328,0.795,0.1089,0.999,0.509,0.386,0.227,0.000 0.999 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Squirralope,squirralope,Vanilla Genetics Expanded,Animal,0.20000000298023224,dormant,3549,50,112,0.446,0.634,1.198,0.795,0.1178,0.995,0.36,0.517,0.322,0.001 0.998 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Thrumbalope,thrumbalope,Vanilla Genetics Expanded,Animal,4,dormant,2184,37,78,0.474,0.757,1.219,0.961,0.1778,0.434,0.166,0.533,0.329,0.001 0.699 0.002 0.000 0.000 0.000 0.138 0.158 0.002 0.000 0.000 0.000,
GR_Thrumbear,thrumbear,Vanilla Genetics Expanded,Animal,6,dormant,3665,64,87,0.736,0.658,1.249,0.997,0.5814,0.997,0.077,0.607,0.281,0.001 0.000 0.000 0.000 0.000 0.000 0.607 0.392 0.000 0.000 0.000 0.000,
GR_Thrumbocat,thrumbocat,Vanilla Genetics Expanded,Animal,2,dormant,1914,30,104,0.288,0.613,1.509,0.925,0.0853,0.997,0.358,0.331,0.233,0.195 0.802 0.001 0.000 0.000 0.000 0.000 0.001 0.000 0.000 0.000 0.000,
GR_Thrumbochicken,thrumbochicken,Vanilla Genetics Expanded,Animal,3,dormant,2016,55,83,0.663,0.442,2.061,0.234,0.5745,0.825,0.083,0.488,0.346,0.084 0.001 0.001 0.000 0.000 0.000 0.699 0.214 0.001 0.000 0.000 0.000,
GR_Thrumbolizard,thrumbolizard,Vanilla Genetics Expanded,Animal,3.5,dormant,2324,39,105,0.371,0.568,1.469,0.943,0.1755,0.991,0.459,0.312,0.202,0.000 0.365 0.633 0.000 0.000 0.000 0.000 0.001 0.001 0.000 0.000 0.000,
GR_Thrumboman,thrumboman,Vanilla Genetics Expanded,Animal,4,dormant,6182,78,99,0.788,0.801,1.008,0.996,0.5691,0.955,0.08,0.647,0.277,0.003 0.005 0.006 0.011 0.002 0.000 0.888 0.083 0.001 0.000 0.000 0.000,
GR_Thrumborat,thrumborat,Vanilla Genetics Expanded,Animal,1.5,dormant,3200,74,72,1.028,0.601,1.86,0.722,0.7779,0.232,0.117,0.53,0.328,0.491 0.001 0.001 0.000 0.000 0.000 0.452 0.055 0.001 0.000 0.000 0.000,
GR_Thrumbospider,thrumbospider,Vanilla Genetics Expanded,Animal,4.5,dormant,2359,47,81,0.58,0.62,1.475,0.976,0.1303,0.997,0.232,0.28,0.175,0.000 0.994 0.005 0.000 0.000 0.000 0.000 0.000 0.001 0.000 0.000 0.000,
GR_Thrumdraeodon,thrumdraeodon,Vanilla Genetics Expanded,Animal,4.5,dormant,3139,53,90,0.589,0.658,1.037,0.974,0.5667,0.928,0.052,0.642,0.298,0.001 0.002 0.006 0.004 0.051 0.004 0.788 0.143 0.002 0.000 0.000 0.000,
GR_Thrumffalo,thrumffalo,Vanilla Genetics Expanded,Animal,8.399999618530273,dormant,5170,72,93,0.774,0.772,1.04,0.996,0.5672,0.964,0.068,0.552,0.272,0.000 0.000 0.002 0.000 0.027 0.011 0.880 0.078 0.001 0.000 0.000 0.000,
GR_Thrumhorse,thrumhorse,Vanilla Genetics Expanded,Animal,4.5,dormant,3637,55,95,0.579,0.696,1.118,0.991,0.5654,0.985,0.065,0.601,0.301,0.000 0.000 0.001 0.000 0.013 0.000 0.977 0.008 0.000 0.000 0.000 0.000,
GR_Thrumwolf,thrumwolf,Vanilla Genetics Expanded,Animal,2.200000047683716,dormant,2734,45,100,0.45,0.608,1.316,0.975,0.1056,0.985,0.072,0.524,0.336,0.092 0.902 0.004 0.000 0.000 0.000 0.001 0.000 0.001 0.000 0.000 0.000,
GR_Turkeyman,turkeyman,Vanilla Genetics Expanded,Animal,0.6000000238418579,dormant,4701,78,86,0.907,0.701,1.103,0.986,0.0414,0.645,0.335,0.488,0.288,0.426 0.398 0.001 0.000 0.000 0.000 0.000 0.174 0.000 0.000 0.000 0.002,
GR_WolfShrimp,wolf shrimp,Vanilla Genetics Expanded,Animal,2,dormant,3273,85,63,1.349,0.611,1.706,0.984,0.238,0.587,0.099,0.339,0.229,0.089 0.457 0.022 0.005 0.096 0.325 0.003 0.000 0.000 0.000 0.001 0.002,
GR_Wolfalope,wolfalope,Vanilla Genetics Expanded,Animal,0.8500000238418579,dormant,3075,45,99,0.455,0.69,1.17,0.98,0.1189,0.96,0.192,0.388,0.265,0.086 0.885 0.001 0.000 0.000 0.000 0.000 0.000 0.005 0.003 0.004 0.015,
GR_Wolfbear,wolfbear,Vanilla Genetics Expanded,Animal,1,dormant,3790,49,105,0.467,0.737,1.178,0.997,0.0701,0.913,0.089,0.317,0.201,0.328 0.531 0.001 0.000 0.000 0.000 0.000 0.000 0.002 0.001 0.042 0.094,
GR_Wolfbeaver,wolfbeaver,Vanilla Genetics Expanded,Animal,0.8500000238418579,dormant,3587,50,120,0.417,0.598,1.484,0.991,0.0544,0.999,0.279,0.466,0.266,0.999 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
GR_Wolfcat,wolfcat,Vanilla Genetics Expanded,Animal,1,dormant,2095,36,108,0.333,0.539,1.639,0.826,0.0677,0.923,0.067,0.251,0.189,0.416 0.442 0.005 0.000 0.000 0.000 0.000 0.000 0.001 0.000 0.032 0.104,
GR_Wolfchicken,wolfchicken,Vanilla Genetics Expanded,Animal,0.6499999761581421,dormant,3396,50,109,0.459,0.623,1.36,0.982,0.0331,0.951,0.068,0.649,0.351,0.975 0.001 0.000 0.000 0.000 0.000 0.024 0.000 0.000 0.000 0.000 0.000,
GR_Wolffalo,wolffalo,Vanilla Genetics Expanded,Animal,1.5,dormant,5723,78,106,0.736,0.692,1.081,0.99,0.0503,0.266,0.092,0.345,0.215,0.188 0.286 0.000 0.000 0.000 0.000 0.324 0.000 0.000 0.000 0.046 0.156,
