biome,defName,label,mod,bodySize,status,belong,standout
AB_FeraliskInfestedJungle,Ronto,ronto,Star Wars Animal Collection (Continued),6,ours,0.8056,0.1944
AB_FeraliskInfestedJungle,Runyip,runyip,Star Wars Animal Collection (Continued),1.5,ours,0.7403,0.2597
AB_FeraliskInfestedJungle,Rycrit,rycrit,Star Wars Animal Collection (Continued),0.8500000238418579,ours,0.4274,0.5726
AB_FeraliskInfestedJungle,SWPotF_RaceDef_ysalamir,ysalamir,Star Wars KotOR Resources and Materials,0.4000000059604645,dormant,0.6494,0.3506
AB_FeraliskInfestedJungle,SW_Electricfish,Electricfish,Insectoids 2 - Isopoda geneline,1,dormant,0.7052,0.2948
AB_FeraliskInfestedJungle,SW_Electricgryllotalpa,Electricgryllotalpa,Insectoids 2 - Isopoda geneline,1.5,dormant,0.6781,0.3219
AB_FeraliskInfestedJungle,SW_Electrictick,Electrictick,Insectoids 2 - Isopoda geneline,0.25,dormant,0.7114,0.2886
AB_FeraliskInfestedJungle,SW_Emperorisopod,Emperorisopod,Insectoids 2 - Isopoda geneline,5,dormant,0.7029,0.2971
AB_FeraliskInfestedJungle,SW_Grenadierworm,Grenadierworm,Insectoids 2 - Isopoda geneline,2.5,dormant,0.7192,0.2808
AB_FeraliskInfestedJungle,SW_Juggernautbeetles,Juggernautbeetles,Insectoids 2 - Isopoda geneline,3,dormant,0.6581,0.3419
AB_FeraliskInfestedJungle,Scavrat,Scavrats,Star Wars Animal Collection (Continued),0.5,ours,0.6487,0.3513
AB_FeraliskInfestedJungle,Scurrier,scurrier,Star Wars Animal Collection (Continued),0.20000000298023224,ours,0.7325,0.2675
AB_FeraliskInfestedJungle,Scuttlebug,Space Worm,Space Worms (Continued),0.20000000298023224,dormant,0.8601,0.1399
AB_FeraliskInfestedJungle,SeaLion,sea lion,Odyssey,1.2000000476837158,dormant,0.9148,0.0852
AB_FeraliskInfestedJungle,SeaTurtle,sea turtle,Odyssey,0.5,dormant,0.8088,0.1912
AB_FeraliskInfestedJungle,Seal,seal,Odyssey,0.800000011920929,dormant,0.5207,0.4793
AB_FeraliskInfestedJungle,Shaak,shaak,Star Wars Animal Collection (Continued),2,ours,0.5936,0.4064
AB_FeraliskInfestedJungle,Sheep,sheep,Core,0.75,dormant,0.5709,0.4291
AB_FeraliskInfestedJungle,Shiro,shiro,Star Wars Animal Collection (Continued),0.5,ours,0.6728,0.3272
AB_FeraliskInfestedJungle,ShiroTrap,shiro-trap,Star Wars Animal Collection (Continued),0.75,ours,0.8732,0.1268
AB_FeraliskInfestedJungle,ShortfacedBear,Short-faced bear,Megafauna,4.5,dormant,0.8106,0.1894
AB_FeraliskInfestedJungle,Shyrack,shyrack,Star Wars Animal Collection (Continued),0.75,ours,0.9289,0.0711
AB_FeraliskInfestedJungle,Sightstealer,sightstealer,Anomaly,0.800000011920929,dormant,0.7649,0.2351
AB_FeraliskInfestedJungle,Silooth,silooth,Star Wars Animal Collection (Continued),3,ours,0.6607,0.3393
AB_FeraliskInfestedJungle,Sivatherium,sivatherium ,Megafauna,8,ours,0.5979,0.4021
AB_FeraliskInfestedJungle,Skalder,skalder,Star Wars Animal Collection (Continued),4,ours,0.7401,0.2599
AB_FeraliskInfestedJungle,Sketto,sketto,Star Wars Animal Collection (Continued),0.4000000059604645,ours,0.7083,0.2917
AB_FeraliskInfestedJungle,Smilodon,smilodon,Megafauna,2.5,dormant,0.7262,0.2738
AB_FeraliskInfestedJungle,Snoruuk,snoruuk,Star Wars Animal Collection (Continued),0.5,ours,0.5441,0.4559
AB_FeraliskInfestedJungle,Snowhare,snowhare,Core,0.20000000298023224,ours,0.5542,0.4458
AB_FeraliskInfestedJungle,Sparrow,sparrow,Odyssey,0.11999999731779099,dormant,0.8833,0.1167
AB_FeraliskInfestedJungle,Spelopede,spelopede,Core,0.800000011920929,ours,0.6703,0.3297
AB_FeraliskInfestedJungle,Squall,squall,Star Wars Animal Collection (Continued),0.30000001192092896,ours,0.4692,0.5308
AB_FeraliskInfestedJungle,Squirrel,squirrel,Core,0.20000000298023224,ours,0.5694,0.4306
AB_FeraliskInfestedJungle,Stintaril,stintaril,Star Wars Animal Collection (Continued),0.5,foreign,0.5247,0.4753
AB_FeraliskInfestedJungle,StoneCrab,stone crab,Odyssey,0.30000001192092896,dormant,0.6115,0.3885
AB_FeraliskInfestedJungle,Strill,strill,Star Wars Animal Collection (Continued),1,ours,0.7642,0.2358
AB_FeraliskInfestedJungle,Swan,swan,Odyssey,0.6000000238418579,dormant,0.4766,0.5234
AB_FeraliskInfestedJungle,TYR_HotfootRat,hotfoot rat,Little Critters,0.20000000298023224,ours,0.6729,0.3271
AB_FeraliskInfestedJungle,TYR_KangarooRat,kangaroo rat,Little Critters,0.20000000298023224,dormant,0.6729,0.3271
AB_FeraliskInfestedJungle,TYR_Lemming,lemming,Little Critters,0.20000000298023224,ours,0.5489,0.4511
AB_FeraliskInfestedJungle,TYR_Mouse,mouse,Little Critters,0.20000000298023224,dormant,0.6244,0.3756
AB_FeraliskInfestedJungle,TYR_MousePoison,poison mouse,Little Critters,0.20000000298023224,ours,0.6244,0.3756
AB_FeraliskInfestedJungle,Tach,tach,Star Wars Animal Collection (Continued),0.5,ours,0.7918,0.2082
AB_FeraliskInfestedJungle,Taozin,taozin,Star Wars Animal Collection (Continued),6,ours,0.6185,0.3815
AB_FeraliskInfestedJungle,Tauntaun,tauntaun,Star Wars Animal Collection (Continued),1,foreign,0.5635,0.4365
AB_FeraliskInfestedJungle,TeeMuss,tee muss,Star Wars Animal Collection (Continued),2.0999999046325684,ours,0.6048,0.3952
AB_FeraliskInfestedJungle,Terrorworm,terrorworm,Horrors (Continued),0.6000000238418579,foreign,0.7972,0.2028
AB_FeraliskInfestedJungle,TetnissCrab,tet'niss crab,Star Wars Animal Collection (Continued),0.5,foreign,0.6346,0.3654
AB_FeraliskInfestedJungle,Thranta,thranta,Star Wars Animal Collection (Continued),4,ours,0.6204,0.3796
AB_FeraliskInfestedJungle,ThrumbaToad,Thrumba toad,GRiNDTerra Biomes,3,foreign,0.7256,0.2744
AB_FeraliskInfestedJungle,Thrumbo,thrumbo,Core,4,dormant,0.5138,0.4862
AB_FeraliskInfestedJungle,Tibidee,tibidee,Star Wars Animal Collection (Continued),12,ours,0.5067,0.4933
AB_FeraliskInfestedJungle,Tiger,tiger,Odyssey,1.399999976158142,dormant,0.8202,0.1798
AB_FeraliskInfestedJungle,Titan,titan,Titans,5,ours,0.5808,0.4192
AB_FeraliskInfestedJungle,Titanis,titanis,Megafauna,3,ours,0.7012,0.2988
AB_FeraliskInfestedJungle,Titanoboa,titanoboa,Megafauna,12,dormant,0.5841,0.4159
AB_FeraliskInfestedJungle,Tooke,tooke,Star Wars Animal Collection (Continued),0.10000000149011612,ours,0.6425,0.3575
AB_FeraliskInfestedJungle,Toraton,toraton,Beasts of the Rim (Continued),3,ours,0.8636,0.1364
AB_FeraliskInfestedJungle,Tortoise,tortoise,Core,0.5,dormant,0.9643,0.0357
AB_FeraliskInfestedJungle,Torton,torton,Star Wars Animal Collection (Continued),6,ours,0.7321,0.2679
AB_FeraliskInfestedJungle,Toughspike,toughspike,Anomaly,1,dormant,0.8004,0.1996
AB_FeraliskInfestedJungle,Toxalope,toxalope,Biotech,1.399999976158142,dormant,0.8009,0.1991
AB_FeraliskInfestedJungle,Trispike,trispike,Anomaly,1,dormant,0.6729,0.3271
AB_FeraliskInfestedJungle,Tukata,tuk'ata,Star Wars Animal Collection (Continued),4,ours,0.8785,0.1215
AB_FeraliskInfestedJungle,Turkey,turkey,Core,0.6000000238418579,ours,0.8995,0.1005
AB_FeraliskInfestedJungle,TuskCat,tusk cat,Star Wars Animal Collection (Continued),3,ours,0.5122,0.4878
AB_FeraliskInfestedJungle,Uintatherium,uintatherium,Megafauna,4.5,ours,0.6331,0.3669
AB_FeraliskInfestedJungle,Urusai,urusai,Star Wars Animal Collection (Continued),0.75,ours,0.8203,0.1797
AB_FeraliskInfestedJungle,Uvak,uvak,Star Wars Animal Collection (Continued),3,ours,0.8068,0.1932
AB_FeraliskInfestedJungle,VAEWaste_Hydra,hydra,Vanilla Animals Expanded — Waste Animals,0.3499999940395355,dormant,0.8291,0.1709
AB_FeraliskInfestedJungle,VAEWaste_Megatardi,megatardi,Vanilla Animals Expanded — Waste Animals,2,dormant,0.7002,0.2998
AB_FeraliskInfestedJungle,VAEWaste_Pestigator,pestigator,Vanilla Animals Expanded — Waste Animals,3,dormant,0.6931,0.3069
AB_FeraliskInfestedJungle,VAEWaste_Toxafox,toxafox,Vanilla Animals Expanded — Waste Animals,0.550000011920929,dormant,0.765,0.235
AB_FeraliskInfestedJungle,VAEWaste_Toxbear,toxbear,Vanilla Animals Expanded — Waste Animals,4,dormant,0.8601,0.1399
AB_FeraliskInfestedJungle,VAEWaste_Toxiguana,toxiguana,Vanilla Animals Expanded — Waste Animals,1.399999976158142,dormant,0.9236,0.0764
AB_FeraliskInfestedJungle,VAEWaste_Toxlion,toxlion,Vanilla Animals Expanded — Waste Animals,1.649999976158142,dormant,0.6414,0.3586
AB_FeraliskInfestedJungle,VAEWaste_Toxscorpion,toxscorpion,Vanilla Animals Expanded — Waste Animals,2.5,dormant,0.9028,0.0972
AB_FeraliskInfestedJungle,VAEWaste_Wasteboar,wasteboar,Vanilla Animals Expanded — Waste Animals,1.2999999523162842,dormant,0.8256,0.1744
AB_FeraliskInfestedJungle,VAEWaste_Wastedeer,wastedeer,Vanilla Animals Expanded — Waste Animals,1.2000000476837158,dormant,0.7652,0.2348
AB_FeraliskInfestedJungle,VAEWaste_Wasteffalo,wasteffalo,Vanilla Animals Expanded — Waste Animals,2.4000000953674316,dormant,0.872,0.128
AB_FeraliskInfestedJungle,VFEI2_Acidspitter,acidspitter,Vanilla Factions Expanded - Insectoids 2,1.7999999523162842,dormant,0.5669,0.4331
AB_FeraliskInfestedJungle,VFEI2_BlackEmpress,black empress,Alpha Animals,4,dormant,0.7755,0.2245
AB_FeraliskInfestedJungle,VFEI2_BlackQueen,black insectoid queen,Alpha Animals,4,dormant,0.7809,0.2191
AB_FeraliskInfestedJungle,VFEI2_BlackSwarmling,black swarmlings,Alpha Animals,0.20000000298023224,dormant,0.7677,0.2323
AB_FeraliskInfestedJungle,VFEI2_Boomtick,boomtick,Vanilla Factions Expanded - Insectoids 2,0.18000000715255737,dormant,0.5204,0.4796
AB_FeraliskInfestedJungle,VFEI2_Durapod,durapod,Vanilla Factions Expanded - Insectoids 2,0.800000011920929,dormant,0.4699,0.5301
AB_FeraliskInfestedJungle,VFEI2_Empress,empress,Vanilla Factions Expanded - Insectoids 2,4,dormant,0.4332,0.5668
AB_FeraliskInfestedJungle,VFEI2_Fuelmite,fuelmite,Vanilla Factions Expanded - Insectoids 2,1.350000023841858,dormant,0.5309,0.4691
AB_FeraliskInfestedJungle,VFEI2_Gigalocust,gigalocust,Vanilla Factions Expanded - Insectoids 2,2.200000047683716,dormant,0.4885,0.5115
AB_FeraliskInfestedJungle,VFEI2_Gigamite,gigamite,Vanilla Factions Expanded - Insectoids 2,4,dormant,0.5511,0.4489
AB_FeraliskInfestedJungle,VFEI2_Hellbeetle,hellbeetle,Vanilla Factions Expanded - Insectoids 2,1.2000000476837158,dormant,0.486,0.514
AB_FeraliskInfestedJungle,VFEI2_Ironclad,ironclad,Vanilla Factions Expanded - Insectoids 2,3,dormant,0.3852,0.6148
AB_FeraliskInfestedJungle,VFEI2_Macrofly,macrofly,Vanilla Factions Expanded - Insectoids 2,0.800000011920929,dormant,0.6611,0.3389
AB_FeraliskInfestedJungle,VFEI2_Megapede,megapede,Vanilla Factions Expanded - Insectoids 2,1.7999999523162842,dormant,0.3589,0.6411
AB_FeraliskInfestedJungle,VFEI2_Megathrips,megathrips,Vanilla Factions Expanded - Insectoids 2,0.3499999940395355,dormant,0.5934,0.4066
AB_FeraliskInfestedJungle,VFEI2_Megawasp,megawasp,Vanilla Factions Expanded - Insectoids 2,1.350000023841858,dormant,0.5314,0.4686
AB_FeraliskInfestedJungle,VFEI2_Patriarch,patriarch,Vanilla Factions Expanded - Insectoids 2,4,dormant,0.3725,0.6275
AB_FeraliskInfestedJungle,VFEI2_Queen,insectoid princess,Vanilla Factions Expanded - Insectoids 2,4,dormant,0.4916,0.5084
AB_FeraliskInfestedJungle,VFEI2_RoyalMegascarab,royal megascarab,Vanilla Factions Expanded - Insectoids 2,0.800000011920929,dormant,0.5164,0.4836
AB_FeraliskInfestedJungle,VFEI2_RoyalMegaspider,royal megaspider,Vanilla Factions Expanded - Insectoids 2,1.7999999523162842,dormant,0.417,0.583
AB_FeraliskInfestedJungle,VFEI2_RoyalSpelopede,royal spelopede,Vanilla Factions Expanded - Insectoids 2,1.2000000476837158,dormant,0.4611,0.5389
AB_FeraliskInfestedJungle,VFEI2_Silverfish,silverfish,Vanilla Factions Expanded - Insectoids 2,5,dormant,0.4152,0.5848
AB_FeraliskInfestedJungle,VFEI2_Swarmling,swarmlings,Vanilla Factions Expanded - Insectoids 2,0.20000000298023224,dormant,0.7259,0.2741
AB_FeraliskInfestedJungle,VFEI2_Tankroach,tankroach,Vanilla Factions Expanded - Insectoids 2,1.7999999523162842,dormant,0.4481,0.5519
AB_FeraliskInfestedJungle,VFEI2_Teramantis,teramantis,Vanilla Factions Expanded - Insectoids 2,3.799999952316284,dormant,0.4909,0.5091
AB_FeraliskInfestedJungle,VFEI2_Titantick,titantick,Vanilla Factions Expanded - Insectoids 2,4,dormant,0.4225,0.5775
AB_FeraliskInfestedJungle,VFEI2_Venomite,venomite,Vanilla Factions Expanded - Insectoids 2,1.2000000476837158,dormant,0.5086,0.4914
AB_FeraliskInfestedJungle,VFEP_Mech_Spidermine,spidermine,Vanilla Factions Expanded - Pirates,0.25,dormant,0.8276,0.1724
AB_FeraliskInfestedJungle,VFEP_Mech_Wardrone,wardrone,Vanilla Factions Expanded - Pirates,0.25,dormant,0.6314,0.3686
AB_FeraliskInfestedJungle,VGE_Astronaut,astronaut,Vanilla Gravship Expanded - Chapter 1,1,dormant,0.6655,0.3345
AB_FeraliskInfestedJungle,VGE_Astropede,astropede,Vanilla Gravship Expanded - Chapter 1,3,dormant,0.6659,0.3341
AB_FeraliskInfestedJungle,VGE_Hunter,hunter,Vanilla Gravship Expanded - Chapter 1,1,dormant,0.695,0.305
AB_FeraliskInfestedJungle,VQEA_Splicefiend,splicefiend,Vanilla Quests Expanded - Ancients,4,dormant,0.632,0.368
AB_FeraliskInfestedJungle,VQEA_Splicehulk,splicehulk,Vanilla Quests Expanded - Ancients,3,dormant,0.6018,0.3982
AB_FeraliskInfestedJungle,VQEA_Spliceling,spliceling,Vanilla Quests Expanded - Ancients,2,dormant,0.5986,0.4014
AB_FeraliskInfestedJungle,VQEA_Splicetoot,splicetoot,Vanilla Quests Expanded - Ancients,0.800000011920929,dormant,0.7253,0.2747
AB_FeraliskInfestedJungle,VQE_IceCrawler,ice crawler,Vanilla Quests Expanded - Cryptoforge,0.800000011920929,dormant,0.5772,0.4228
AB_FeraliskInfestedJungle,VQE_Megamidge,megamidge,Vanilla Quests Expanded - Cryptoforge,1.2000000476837158,dormant,0.5603,0.4397
AB_FeraliskInfestedJungle,VRE_CompanionDryad,companion dryad,Vanilla Races Expanded - Phytokin,2.4000000953674316,dormant,0.5285,0.4715
AB_FeraliskInfestedJungle,VVE_BangBus,Bang Bus,Vanilla Vehicles Expanded,3.5,dormant,0.505,0.495
AB_FeraliskInfestedJungle,VVE_Bulldog,Bulldog,Vanilla Vehicles Expanded,4.5,dormant,0.3146,0.6854
AB_FeraliskInfestedJungle,VVE_Bunsen,Bunsen,Vanilla Vehicles Expanded,3.5,dormant,0.465,0.535
AB_FeraliskInfestedJungle,VVE_Charley,Charley,Vanilla Vehicles Expanded,1,dormant,0.6427,0.3573
AB_FeraliskInfestedJungle,VVE_Dinghy,Dinghy,Vanilla Vehicles Expanded,2,dormant,0.6871,0.3129
AB_FeraliskInfestedJungle,VVE_Dirtbike,Dirtbike,Vanilla Vehicles Expanded,1,dormant,0.6627,0.3373
AB_FeraliskInfestedJungle,VVE_Frog,Frog,Vanilla Vehicles Expanded,1.5,dormant,0.619,0.381
AB_FeraliskInfestedJungle,VVE_Highwayman,Highwayman,Vanilla Vehicles Expanded,2.75,dormant,0.4306,0.5694
AB_FeraliskInfestedJungle,VVE_Mosquito,Mosquito,Vanilla Vehicles Expanded,2.25,dormant,0.6501,0.3499
AB_FeraliskInfestedJungle,VVE_Mule,Mule,Vanilla Vehicles Expanded,3.5,dormant,0.5888,0.4112
AB_FeraliskInfestedJungle,VVE_Prowler,Prowler,Vanilla Vehicles Expanded,2.5,dormant,0.6479,0.3521
AB_FeraliskInfestedJungle,VVE_Roadkill,Roadkill,Vanilla Vehicles Expanded,3.5,dormant,0.4508,0.5492
AB_FeraliskInfestedJungle,VVE_Roadrunner,Roadrunner,Vanilla Vehicles Expanded,3.25,dormant,0.4464,0.5536
AB_FeraliskInfestedJungle,VVE_Scytheman,Scytheman,Vanilla Vehicles Expanded,1,dormant,0.5101,0.4899
AB_FeraliskInfestedJungle,VVE_Smuggler,Smuggler,Vanilla Vehicles Expanded,5.5,dormant,0.3952,0.6048
AB_FeraliskInfestedJungle,VVE_Snatcher,Snatcher,Vanilla Vehicles Expanded,3.25,dormant,0.482,0.518
AB_FeraliskInfestedJungle,VVE_Tango,Tango,Vanilla Vehicles Expanded,4.5,dormant,0.2817,0.7183
AB_FeraliskInfestedJungle,VVE_Toad,Toad,Vanilla Vehicles Expanded,1.5,dormant,0.478,0.522
AB_FeraliskInfestedJungle,VVE_Traveller,Traveller,Vanilla Vehicles Expanded,3.25,dormant,0.4999,0.5001
AB_FeraliskInfestedJungle,VVE_Trawler,Trawler,Vanilla Vehicles Expanded,3.25,dormant,0.4826,0.5174
AB_FeraliskInfestedJungle,VVE_Wagon,Wagon,Vanilla Vehicles Expanded,3.5,dormant,0.4783,0.5217
AB_FeraliskInfestedJungle,VVE_Warbird,Warbird,Vanilla Vehicles Expanded,6.5,dormant,0.4196,0.5804
AB_FeraliskInfestedJungle,VVE_Wisent,Wisent,Vanilla Vehicles Expanded,3.5,dormant,0.5064,0.4936
AB_FeraliskInfestedJungle,Vapaad,vapaad,Star Wars Animal Collection (Continued),4,ours,0.6865,0.3135
AB_FeraliskInfestedJungle,Varactyl,varactyl,Star Wars Animal Collection (Continued),3,ours,0.8143,0.1857
AB_FeraliskInfestedJungle,Veermok,veermok,Star Wars Animal Collection (Continued),2,ours,0.7458,0.2542
AB_FeraliskInfestedJungle,Visceral,visceral,Horrors (Continued),1.2000000476837158,foreign,0.7291,0.2709
AB_FeraliskInfestedJungle,Voorpak,voorpak,Star Wars Animal Collection (Continued),0.3499999940395355,ours,0.5813,0.4187
AB_FeraliskInfestedJungle,Vornskyr,vornskyr,Star Wars Animal Collection (Continued),2,ours,0.7912,0.2088
AB_FeraliskInfestedJungle,Vulptex,vulptex,Star Wars Animal Collection (Continued),0.550000011920929,ours,0.5408,0.4592
AB_FeraliskInfestedJungle,Vulture,vulture,Odyssey,0.6000000238418579,ours,0.7244,0.2756
AB_FeraliskInfestedJungle,Walrus,walrus,Odyssey,2,dormant,0.895,0.105
AB_FeraliskInfestedJungle,Wampa,Wampa,Star Wars Animal Collection (Continued),6,foreign,0.3438,0.6562
AB_FeraliskInfestedJungle,WarWyrm,war wyrm,Star Wars Animal Collection (Continued),15,foreign,0.6463,0.3537
AB_FeraliskInfestedJungle,Warbird,Warbird,Star Wars Animal Collection (Continued),5,ours,0.5117,0.4883
AB_FeraliskInfestedJungle,Warg,warg,Core,1.399999976158142,ours,0.5229,0.4771
AB_FeraliskInfestedJungle,WasteRat,waste rat,Biotech,0.30000001192092896,dormant,0.8647,0.1353
AB_FeraliskInfestedJungle,Whisperbird,whisperbird,Star Wars Animal Collection (Continued),0.4000000059604645,ours,0.5061,0.4939
AB_FeraliskInfestedJungle,WildBoar,wild boar,Core,0.8500000238418579,ours,0.9625,0.0375
AB_FeraliskInfestedJungle,Wolf_Arctic,arctic wolf,Core,0.8500000238418579,ours,0.5601,0.4399
AB_FeraliskInfestedJungle,Wolf_Great,greatwolf,Odyssey,1.5,foreign,0.769,0.231
AB_FeraliskInfestedJungle,Wolf_Timber,timber wolf,Core,0.8500000238418579,ours,0.8276,0.1724
AB_FeraliskInfestedJungle,Wolverine,wolverine,Odyssey,0.699999988079071,ours,0.8493,0.1507
AB_FeraliskInfestedJungle,WompRat,womp rat,Star Wars Animal Collection (Continued),0.75,ours,0.9616,0.0384
AB_FeraliskInfestedJungle,Woolamander,woolamander,Star Wars Animal Collection (Continued),0.75,ours,0.5069,0.4931
AB_FeraliskInfestedJungle,WoollyMammoth,woolly mammoth,Megafauna,5,dormant,0.9342,0.0658
AB_FeraliskInfestedJungle,Worm,worm,Beasts of the Rim (Continued),1,foreign,0.8704,0.1296
AB_FeraliskInfestedJungle,Worrt,worrt,Star Wars Animal Collection (Continued),0.6000000238418579,ours,0.6918,0.3082
AB_FeraliskInfestedJungle,Wraid,wraid,Star Wars Animal Collection (Continued),3,ours,0.5243,0.4757
AB_FeraliskInfestedJungle,Wyyyschokk,wyyyschokk,Star Wars Animal Collection (Continued),3,ours,0.7012,0.2988
AB_FeraliskInfestedJungle,Yak,yak,Core,2.0999999046325684,foreign,0.7951,0.2049
AB_FeraliskInfestedJungle,Yippa,yippa,Beasts of the Rim (Continued),0.8999999761581421,foreign,0.5178,0.4822
AB_FeraliskInfestedJungle,Yobshrimp,yobshrimp,Star Wars Animal Collection (Continued),0.4000000059604645,foreign,0.7572,0.2428
AB_FeraliskInfestedJungle,YorkshireTerrier,yorkshire terrier,Core,0.3199999928474426,dormant,0.9054,0.0946
AB_FeraliskInfestedJungle,Zakkeg,zakkeg,Star Wars Animal Collection (Continued),5,ours,0.883,0.117
AB_FeraliskInfestedJungle,Zarander,zarander,Beasts of the Rim (Continued),0.800000011920929,foreign,0.7388,0.2612
AB_FeraliskInfestedJungle,Zebra,zebra,Beasts of the Rim (Continued),0.8999999761581421,dormant,0.6623,0.3377
AB_FeraliskInfestedJungle,Zeer,zeer,Star Wars Animal Collection (Continued),3,ours,0.799,0.201
AB_FeraliskInfestedJungle,Zygolophodon,zygolophodon,Megafauna,5.300000190734863,foreign,0.6832,0.3168
BMT_FungalForest,AA_AcanthamoebaGiganteaHuge,"acanthamoeba gigantea, huge",Alpha Animals,1.5,dormant,0.6337,0.3663
BMT_FungalForest,AA_AcanthamoebaGiganteaLarge,"acanthamoeba gigantea, large",Alpha Animals,0.800000011920929,dormant,0.6337,0.3663
BMT_FungalForest,AA_AcanthamoebaGiganteaSmall,"acanthamoeba gigantea, small",Alpha Animals,0.20000000298023224,ours,0.6337,0.3663
BMT_FungalForest,AA_Aerofleet,aerofleet,Alpha Animals,0.20000000298023224,ours,0.6029,0.3971
BMT_FungalForest,AA_Agaripawn,agaripawn,Alpha Animals,1.399999976158142,ours,0.8124,0.1876
BMT_FungalForest,AA_Agaripod,agaripod,Alpha Animals,4,ours,0.7621,0.2379
BMT_FungalForest,AA_AngelMoth,angel moth,Alpha Animals,0.75,ours,0.801,0.199
BMT_FungalForest,AA_AngelMothLarva,angel moth larva,Alpha Animals,0.10000000149011612,ours,0.935,0.065
BMT_FungalForest,AA_AnimaColossus,anima colossus,Alpha Animals,6,ours,0.9051,0.0949
BMT_FungalForest,AA_Animalisk,animalisk,Alpha Animals,1,dormant,0.9117,0.0883
BMT_FungalForest,AA_AnimusVox,animus vox,Alpha Animals,0.6499999761581421,ours,0.6101,0.3899
BMT_FungalForest,AA_ArcticLion,arctic lion,Alpha Animals,2,ours,0.4674,0.5326
BMT_FungalForest,AA_Atispec,atispec,Alpha Animals,7,dormant,0.8038,0.1962
BMT_FungalForest,AA_AuroraSylph,Aurora sylph,Alpha Animals,0.5,ours,0.8318,0.1682
BMT_FungalForest,AA_Barbslinger,barbslinger,Alpha Animals,2.5,ours,0.8737,0.1263
BMT_FungalForest,AA_BedBug,bedbug,Alpha Animals,0.5,ours,0.7976,0.2024
BMT_FungalForest,AA_Behemoth,Behemoth,Alpha Animals,8,dormant,0.8254,0.1746
BMT_FungalForest,AA_BlackScarab,black scarab,Alpha Animals,0.30000001192092896,dormant,0.7492,0.2508
BMT_FungalForest,AA_BlackSpelopede,black spelopede,Alpha Animals,1,dormant,0.7444,0.2556
BMT_FungalForest,AA_BlackSpider,blackspider,Alpha Animals,1.5,dormant,0.7643,0.2357
BMT_FungalForest,AA_Blizzarisk,blizzarisk,Alpha Animals,2,ours,0.5484,0.4516
BMT_FungalForest,AA_BlizzariskClutchMother,blizzarisk clutch mother,Alpha Animals,3,dormant,0.5472,0.4528
BMT_FungalForest,AA_BloodShrimp,blood shrimp,Alpha Animals,1,ours,0.8555,0.1445
BMT_FungalForest,AA_Bobeene,bobeene,Alpha Animals,2.0999999046325684,foreign,0.6102,0.3898
BMT_FungalForest,AA_BoulderMit,bouldermit,Alpha Animals,4,ours,0.9103,0.0897
BMT_FungalForest,AA_Bumbledrone,bumbledrone,Alpha Animals,0.7900000214576721,ours,0.7431,0.2569
BMT_FungalForest,AA_BumbledroneHierophant,bumbledrone hierophant,Alpha Animals,0.7900000214576721,ours,0.7489,0.2511
BMT_FungalForest,AA_BumbledroneQueen,bumbledrone queen,Alpha Animals,0.7900000214576721,dormant,0.7282,0.2718
BMT_FungalForest,AA_Cactipine,cactipine,Alpha Animals,0.5,ours,0.7197,0.2803
BMT_FungalForest,AA_ChameleonYak,chameleon yak,Alpha Animals,2.5,ours,0.874,0.126
BMT_FungalForest,AA_ChemfuelMyrmidon,chemfuel myrmidon,Alpha Animals,1.5,ours,0.8094,0.1906
BMT_FungalForest,AA_Cinderlisk,cinderlisk,Alpha Animals,2.5,ours,0.8127,0.1873
BMT_FungalForest,AA_ColossalAerofleet,colossal aerofleet,Alpha Animals,2,dormant,0.5978,0.4022
BMT_FungalForest,AA_CrepuscularBeetle,Crepuscular Beetle,Alpha Animals,3,ours,0.7097,0.2903
BMT_FungalForest,AA_CrescendoAnole,crescendo anole,Alpha Animals,0.30000001192092896,ours,0.83,0.17
BMT_FungalForest,AA_CrystalMit,crystalmit,Alpha Animals,0.5,ours,0.616,0.384
BMT_FungalForest,AA_CrystallineCaracal,crystalline caracal,Alpha Animals,0.800000011920929,dormant,0.6685,0.3315
BMT_FungalForest,AA_DarkVandal,dark vandal,Alpha Animals,1.2000000476837158,ours,0.7245,0.2755
BMT_FungalForest,AA_Darkbeast,darkbeast,Alpha Animals,1.5,ours,0.6232,0.3768
BMT_FungalForest,AA_DecayDrake,decay drake,Alpha Animals,1,ours,0.8614,0.1386
BMT_FungalForest,AA_DesertAve,desert ave,Alpha Animals,1,ours,0.8181,0.1819
BMT_FungalForest,AA_DevilSheep,devil sheep,Alpha Animals,0.5,dormant,0.7901,0.2099
BMT_FungalForest,AA_Drainer,drainer,Alpha Animals,0.5,ours,0.3108,0.6892
BMT_FungalForest,AA_DrainerLarva,drainer larva,Alpha Animals,0.10000000149011612,ours,0.6627,0.3373
BMT_FungalForest,AA_Dunealisk,dunealisk,Alpha Animals,2,ours,0.7385,0.2615
BMT_FungalForest,AA_DunealiskClutchMother,dunealisk clutch mother,Alpha Animals,3,dormant,0.7404,0.2596
BMT_FungalForest,AA_DuskProwler,dusk prowler,Alpha Animals,1.5,ours,0.6947,0.3053
BMT_FungalForest,AA_DuskRat,dusk rat,Alpha Animals,0.15000000596046448,ours,0.6981,0.3019
BMT_FungalForest,AA_EmpressButterfly,Empress butterfly,Alpha Animals,0.75,foreign,0.6674,0.3326
