defName,label,mod,bodySize,status,cluster,hue,sat,val,aspect,spiky
GR_Bearwolf,bearwolf,Vanilla Genetics Expanded,1,dormant,14,0.0611,0.443,0.292,0.625,1.096
GR_Beaverwolf,beaverwolf,Vanilla Genetics Expanded,0.8999999761581421,dormant,2,0.0457,0.242,0.306,0.558,1.235
GR_Beetlefleet,beetlefleet,Vanilla Genetics Expanded,0.30000001192092896,dormant,5,0.0972,0.37,0.332,0.597,1.329
GR_Boomabear,boomabear,Vanilla Genetics Expanded,2.5,dormant,22,0.1259,0.392,0.55,0.867,1.021
GR_Boomachicken,boomachicken,Vanilla Genetics Expanded,0.75,dormant,22,0.1193,0.393,0.551,0.958,0.938
GR_Boomalisk,boomalisk,Vanilla Genetics Expanded,2,dormant,5,0.1106,0.475,0.529,0.611,1.209
GR_Booman,booman,Vanilla Genetics Expanded,1.25,dormant,22,0.1265,0.43,0.557,0.713,1.014
GR_Boombeetle,boombeetle,Vanilla Genetics Expanded,1.5,dormant,22,0.1215,0.337,0.457,0.608,0.99
GR_Boomcat,boomcat,Vanilla Genetics Expanded,1.5,dormant,22,0.1285,0.383,0.52,0.736,1.015
GR_Boomffalo,boomffalo,Vanilla Genetics Expanded,2.25,dormant,22,0.1232,0.329,0.446,0.756,1.368
GR_Boomhorse,boomhorse,Vanilla Genetics Expanded,2,dormant,22,0.1222,0.4,0.499,0.567,1.082
GR_Boomnotherium,boomnotherium,Vanilla Genetics Expanded,5.5,dormant,22,0.1078,0.395,0.576,0.8,0.979
GR_Boomsnake,boomsnake,Vanilla Genetics Expanded,1.5,dormant,2,0.1108,0.362,0.433,0.829,1.822
GR_Boomsquirrel,boomsquirrel,Vanilla Genetics Expanded,1.2999999523162842,dormant,5,0.1108,0.364,0.454,0.346,1.601
GR_Boomwolf,boomwolf,Vanilla Genetics Expanded,1.5,dormant,22,0.1248,0.393,0.517,0.659,1.059
GR_Catalope,catalope,Vanilla Genetics Expanded,0.2549999952316284,dormant,22,0.114,0.411,0.443,0.583,1.025
GR_Catbear,catbear,Vanilla Genetics Expanded,0.4000000059604645,dormant,14,0.0621,0.463,0.28,0.483,1.005
GR_Catchicken,catchicken,Vanilla Genetics Expanded,0.2549999952316284,dormant,0,0.0245,0.037,0.537,0.8,0.924
GR_Catffalo,catffalo,Vanilla Genetics Expanded,0.4000000059604645,dormant,19,0.538,0.13,0.55,0.619,1.025
GR_Cathorse,cathorse,Vanilla Genetics Expanded,2,dormant,5,0.0929,0.455,0.475,0.485,1.263
GR_Catman,catman,Vanilla Genetics Expanded,0.2549999952316284,dormant,21,0.0743,0.189,0.364,0.351,1.357
GR_Catrabbit,catrabbit,Vanilla Genetics Expanded,0.30000001192092896,dormant,21,0.1531,0.163,0.288,0.667,0.954
GR_Catwolf,catwolf,Vanilla Genetics Expanded,0.4000000059604645,dormant,21,0.0966,0.093,0.272,0.41,1.171
GR_Chickenbear,chickenbear,Vanilla Genetics Expanded,0.30000001192092896,dormant,14,0.0548,0.37,0.263,0.939,0.945
GR_Chickencat,chickencat,Vanilla Genetics Expanded,0.30000001192092896,dormant,0,0.025,0.039,0.481,0.939,0.956
GR_Chickenffalo,chickenffalo,Vanilla Genetics Expanded,0.20000000298023224,dormant,19,0.5379,0.086,0.446,0.893,0.936
GR_Chickenhorse,chickenhorse,Vanilla Genetics Expanded,1,dormant,11,0.1194,0.014,0.676,0.856,1.502
GR_Chickenlizard,chickenlizard,Vanilla Genetics Expanded,0.30000001192092896,dormant,22,0.1509,0.467,0.299,0.794,0.9
GR_Chickenlodon,chickenlodon,Vanilla Genetics Expanded,2,dormant,0,0.0609,0.03,0.681,0.48,1.492
GR_Chickenlope,chickenlope,Vanilla Genetics Expanded,0.18000000715255737,dormant,22,0.1135,0.335,0.434,0.929,0.942
GR_Chickenrabbit,chickenrabbit,Vanilla Genetics Expanded,0.15000000596046448,dormant,21,0.1531,0.161,0.289,0.951,0.99
GR_Chickenspider,chickenspider,Vanilla Genetics Expanded,1.100000023841858,dormant,1,0.2834,0.066,0.275,0.723,1.184
GR_Chickenwolf,chickenwolf,Vanilla Genetics Expanded,0.30000001192092896,dormant,21,0.1019,0.15,0.346,0.939,0.993
GR_Crocorse,crocorse,Vanilla Genetics Expanded,2.75,dormant,23,0.2002,0.452,0.346,0.455,1.172
GR_Doedicoon,doedicoon,Vanilla Genetics Expanded,0.30000001192092896,dormant,22,0.1135,0.382,0.358,1.164,1.15
GR_Dogman,dogman,Vanilla Genetics Expanded,0.75,dormant,0,0.0196,0.227,0.707,0.66,1.043
GR_Elasmobearium,elasmobearium,Vanilla Genetics Expanded,4,dormant,4,0.0873,0.168,0.29,0.8,1.107
GR_FleshGrowth,flesh growth,Vanilla Genetics Expanded,5,dormant,9,0.0067,0.461,0.488,0.903,3.035
GR_FleshMonstrosity,flesh monstrosity,Vanilla Genetics Expanded,5,dormant,15,0.0063,0.453,0.426,0.659,1.685
GR_Fleshling,fleshling,Vanilla Genetics Expanded,0.20000000298023224,dormant,14,0.0062,0.462,0.505,0.718,1.072
GR_Groundffalo,groundffalo,Vanilla Genetics Expanded,3,dormant,19,0.5338,0.079,0.52,1.333,1.572
GR_Hurseman,hurseman,Vanilla Genetics Expanded,2.4000000953674316,dormant,0,0.0182,0.22,0.7,0.531,1.073
GR_Lizardman,lizardman,Vanilla Genetics Expanded,1.5,dormant,23,0.1946,0.456,0.311,0.57,1.218
GR_Lizardochs,lizardochs,Vanilla Genetics Expanded,3,dormant,22,0.1389,0.413,0.547,0.771,0.994
GR_Manalope,manalope,Vanilla Genetics Expanded,0.5,dormant,22,0.1084,0.368,0.673,0.473,1.08
GR_Manbear,manbear,Vanilla Genetics Expanded,0.3499999940395355,dormant,14,0.0635,0.453,0.267,0.691,1.015
GR_Mancat,mancat,Vanilla Genetics Expanded,1.5,dormant,0,0.0374,0.183,0.515,0.678,1.041
GR_Manchicken,manchicken,Vanilla Genetics Expanded,2,dormant,22,0.1048,0.439,0.785,0.623,1.043
GR_Manffalo,manffalo,Vanilla Genetics Expanded,2.4000000953674316,dormant,0,0.0128,0.157,0.522,0.694,0.998
GR_Manscarab,manscarab,Vanilla Genetics Expanded,1,dormant,22,0.0839,0.359,0.412,0.881,1.361
GR_Mansquirrel,mansquirrel,Vanilla Genetics Expanded,0.30000001192092896,dormant,0,0.0426,0.369,0.607,0.667,0.999
GR_Mantistanis,mantistanis,Vanilla Genetics Expanded,3,dormant,23,0.2006,0.474,0.364,0.845,1.848
GR_Manwolf,manwolf,Vanilla Genetics Expanded,2,dormant,0,0.0128,0.253,0.516,0.68,1.079
GR_MeadowLizard,meadow lizard,Vanilla Genetics Expanded,1.5,dormant,23,0.2349,0.708,0.203,0.716,1.196
GR_Mechabear,mechabear,Vanilla Genetics Expanded,2,dormant,19,0.5358,0.223,0.352,0.835,0.971
GR_Mechacat,mechacat,Vanilla Genetics Expanded,1.2999999523162842,dormant,2,0.203,0.115,0.321,0.367,1.974
GR_Mechachicken,mecha-chicken,Vanilla Genetics Expanded,0.75,dormant,13,0.2078,0.023,0.596,0.694,1.391
GR_Mechahorse,mecha-horse,Vanilla Genetics Expanded,4,dormant,13,0.2113,0.093,0.417,0.524,1.097
GR_Mechalope,mechalope,Vanilla Genetics Expanded,1.5,dormant,21,0.1581,0.129,0.39,0.439,1.366
GR_Mechamime,mecha-mime,Vanilla Genetics Expanded,1,dormant,13,0.1908,0.091,0.357,0.6,1.196
GR_Mechamuffalo,mecha-muffalo,Vanilla Genetics Expanded,13,dormant,13,0.2313,0.085,0.424,1.054,1.048
GR_Mecharat,mecha-rat,Vanilla Genetics Expanded,0.20000000298023224,dormant,13,0.2062,0.068,0.328,0.538,1.402
GR_Mechaspider,mechaspider,Vanilla Genetics Expanded,2,dormant,13,0.2062,0.082,0.404,0.679,1.667
GR_Mechathrumbo,mechathrumbo,Vanilla Genetics Expanded,10,dormant,13,0.2066,0.077,0.414,0.783,1.506
GR_Mechaturtle,mechaturtle,Vanilla Genetics Expanded,1,dormant,13,0.2132,0.085,0.446,1.302,1.17
GR_Mechawolf,mechawolf,Vanilla Genetics Expanded,1.5,dormant,13,0.1568,0.076,0.341,0.437,1.322
GR_Molebear,molebear,Vanilla Genetics Expanded,1,dormant,4,0.0486,0.255,0.283,0.535,1.642
GR_Molehorse,molehorse,Vanilla Genetics Expanded,1,dormant,0,0.0304,0.161,0.564,0.612,1.039
GR_Moleman,moleman,Vanilla Genetics Expanded,1.5,dormant,0,0.0168,0.217,0.661,0.787,0.953
GR_Muffalobear,muffalobear,Vanilla Genetics Expanded,2.5,dormant,19,0.5419,0.136,0.469,1.0,0.953
GR_Muffalocat,muffalocat,Vanilla Genetics Expanded,1.850000023841858,dormant,4,0.017,0.114,0.356,1.045,0.943
GR_Muffalochicken,muffalochicken,Vanilla Genetics Expanded,1.7999999523162842,dormant,0,0.0281,0.025,0.717,1.029,0.958
GR_Muffalohorse,muffalohorse,Vanilla Genetics Expanded,3.4000000953674316,dormant,19,0.4269,0.171,0.421,0.771,0.975
GR_Muffalokomodo,muffalokomodo,Vanilla Genetics Expanded,3.5,dormant,23,0.1872,0.457,0.265,0.824,1.101
GR_Muffaloman,muffaloman,Vanilla Genetics Expanded,1.5,dormant,19,0.3707,0.211,0.423,0.94,1.027
GR_Muffalope,muffalope,Vanilla Genetics Expanded,2,dormant,22,0.158,0.608,0.531,0.972,1.019
GR_Muffalopede,muffalopede,Vanilla Genetics Expanded,1.5,dormant,21,0.1279,0.237,0.267,0.824,1.319
GR_Muffalorat,muffalorat,Vanilla Genetics Expanded,1,dormant,19,0.5605,0.14,0.415,0.703,1.446
GR_Muffalowolf,muffalowolf,Vanilla Genetics Expanded,2,dormant,21,0.1288,0.027,0.402,1.045,0.958
GR_Needlechicken,needlechicken,Vanilla Genetics Expanded,0.25,dormant,13,0.1219,0.36,0.432,0.906,1.513
GR_Nighthrumbo,nighthrumbo,Vanilla Genetics Expanded,3,dormant,21,0.0333,0.031,0.174,0.402,1.419
GR_Paraceramuffalo,paraceramuffalo,Vanilla Genetics Expanded,16,dormant,19,0.4891,0.051,0.706,0.471,1.295
GR_ParagonBear,ursine paragon,Vanilla Genetics Expanded,2.950000047683716,dormant,14,0.0585,0.483,0.337,0.586,1.073
GR_ParagonBoomalope,boomalope paragon,Vanilla Genetics Expanded,2.200000047683716,dormant,22,0.122,0.413,0.575,0.549,1.026
GR_ParagonChicken,avian paragon,Vanilla Genetics Expanded,0.5,dormant,0,0.0337,0.138,0.57,0.776,1.235
GR_ParagonFeline,feline paragon,Vanilla Genetics Expanded,1.7999999523162842,dormant,0,0.0589,0.022,0.562,0.564,1.203
GR_ParagonHorse,equine paragon,Vanilla Genetics Expanded,3,dormant,12,0.9907,0.008,0.662,0.466,1.114
GR_ParagonHumanoid,humanoid paragon,Vanilla Genetics Expanded,2.299999952316284,dormant,14,0.0503,0.253,0.56,0.764,0.944
GR_ParagonIguana,reptile paragon,Vanilla Genetics Expanded,0.4000000059604645,dormant,23,0.1944,0.43,0.265,0.384,1.318
GR_ParagonInsectoid,insectoid paragon,Vanilla Genetics Expanded,2.5,dormant,22,0.0858,0.355,0.423,0.574,1.18
GR_ParagonMuffalo,muffalo paragon,Vanilla Genetics Expanded,2.5,dormant,19,0.235,0.257,0.399,0.921,1.177
GR_ParagonRat,rodent paragon,Vanilla Genetics Expanded,0.30000001192092896,dormant,4,0.0718,0.282,0.222,0.379,1.544
GR_ParagonThrumbo,colossal paragon,Vanilla Genetics Expanded,4.5,dormant,18,0.5767,0.044,0.654,0.504,1.368
GR_ParagonWolf,canine paragon,Vanilla Genetics Expanded,1,dormant,21,0.0855,0.087,0.274,0.446,1.403
GR_Rabbitcat,rabbitcat,Vanilla Genetics Expanded,2.5,dormant,4,0.0381,0.127,0.29,0.564,1.17
GR_Rabbitchicken,rabbitchicken,Vanilla Genetics Expanded,0.10000000149011612,dormant,21,0.101,0.189,0.334,0.764,0.981
GR_Ratffalo,ratffalo,Vanilla Genetics Expanded,1.75,dormant,15,0.0717,0.291,0.29,0.4,1.391
GR_Snakecat,snakecat,Vanilla Genetics Expanded,1.5,dormant,23,0.2185,0.376,0.253,0.744,1.517
GR_Spidercat,spidercat,Vanilla Genetics Expanded,0.8500000238418579,dormant,21,0.0868,0.33,0.336,0.532,1.138
GR_Spiderhorse,spiderhorse,Vanilla Genetics Expanded,2.4000000953674316,dormant,5,0.0851,0.343,0.365,0.484,1.152
GR_Spidersnake,spidersnake,Vanilla Genetics Expanded,0.25,dormant,5,0.1089,0.509,0.386,0.767,1.328
GR_Squirralope,squirralope,Vanilla Genetics Expanded,0.20000000298023224,dormant,5,0.1178,0.36,0.517,0.446,1.198
GR_Thrumbalope,thrumbalope,Vanilla Genetics Expanded,4,dormant,11,0.1778,0.166,0.533,0.474,1.219
GR_Thrumbear,thrumbear,Vanilla Genetics Expanded,6,dormant,18,0.5814,0.077,0.607,0.736,1.249
GR_Thrumbocat,thrumbocat,Vanilla Genetics Expanded,2,dormant,5,0.0853,0.358,0.331,0.288,1.509
GR_Thrumbochicken,thrumbochicken,Vanilla Genetics Expanded,3,dormant,2,0.5745,0.083,0.488,0.663,2.061
GR_Thrumbolizard,thrumbolizard,Vanilla Genetics Expanded,3.5,dormant,23,0.1755,0.459,0.312,0.371,1.469
GR_Thrumboman,thrumboman,Vanilla Genetics Expanded,4,dormant,19,0.5691,0.08,0.647,0.788,1.008
GR_Thrumborat,thrumborat,Vanilla Genetics Expanded,1.5,dormant,2,0.7779,0.117,0.53,1.028,1.86
GR_Thrumbospider,thrumbospider,Vanilla Genetics Expanded,4.5,dormant,21,0.1303,0.232,0.28,0.58,1.475
GR_Thrumdraeodon,thrumdraeodon,Vanilla Genetics Expanded,4.5,dormant,19,0.5667,0.052,0.642,0.589,1.037
GR_Thrumffalo,thrumffalo,Vanilla Genetics Expanded,8.399999618530273,dormant,19,0.5672,0.068,0.552,0.774,1.04
GR_Thrumhorse,thrumhorse,Vanilla Genetics Expanded,4.5,dormant,19,0.5654,0.065,0.601,0.579,1.118
GR_Thrumwolf,thrumwolf,Vanilla Genetics Expanded,2.200000047683716,dormant,11,0.1056,0.072,0.524,0.45,1.316
GR_Turkeyman,turkeyman,Vanilla Genetics Expanded,0.6000000238418579,dormant,14,0.0414,0.335,0.488,0.907,1.103
GR_WolfShrimp,wolf shrimp,Vanilla Genetics Expanded,2,dormant,17,0.238,0.099,0.339,1.349,1.706
GR_Wolfalope,wolfalope,Vanilla Genetics Expanded,0.8500000238418579,dormant,21,0.1189,0.192,0.388,0.455,1.17
GR_Wolfbear,wolfbear,Vanilla Genetics Expanded,1,dormant,21,0.0701,0.089,0.317,0.467,1.178
GR_Wolfbeaver,wolfbeaver,Vanilla Genetics Expanded,0.8500000238418579,dormant,15,0.0544,0.279,0.466,0.417,1.484
GR_Wolfcat,wolfcat,Vanilla Genetics Expanded,1,dormant,4,0.0677,0.067,0.251,0.333,1.639
GR_Wolfchicken,wolfchicken,Vanilla Genetics Expanded,0.6499999761581421,dormant,0,0.0331,0.068,0.649,0.459,1.36
GR_Wolffalo,wolffalo,Vanilla Genetics Expanded,1.5,dormant,21,0.0503,0.092,0.345,0.736,1.081
GR_Wolfhorse,wolfhorse,Vanilla Genetics Expanded,2.799999952316284,dormant,21,0.0537,0.077,0.28,0.486,1.162
GR_Wolfscarab,wolfscarab,Vanilla Genetics Expanded,0.8500000238418579,dormant,9,0.0808,0.313,0.313,0.432,1.941
GR_Wolfsnake,wolfsnake,Vanilla Genetics Expanded,1,dormant,23,0.1869,0.451,0.246,0.509,1.634
GR_WoolyWolf,wooly Wolf,Vanilla Genetics Expanded,1.5,dormant,5,0.0949,0.344,0.304,0.467,1.374
GRimBullfrog,Colorful bullfrog,GRiNDTerra Biomes,0.20000000298023224,foreign,22,0.1181,0.839,0.578,1.269,0.979
GRimCobra,Colorful cobra,GRiNDTerra Biomes,0.25,foreign,5,0.095,0.508,0.306,0.577,1.401
GRimLavaSnail,Colorful lava snail,GRiNDTerra Biomes,0.8999999761581421,foreign,10,0.8277,0.352,0.518,0.5,1.03
GRimMonitorLizard,Colorful monitor lizard,GRiNDTerra Biomes,0.6000000238418579,foreign,15,0.0456,0.64,0.565,0.286,1.363
GRimPinkbird,pinkbird,GRiNDTerra Biomes,0.15000000596046448,foreign,14,0.0116,0.721,0.555,0.824,0.921
GRimQuail,Colorful quail,GRiNDTerra Biomes,0.25,foreign,23,0.2953,0.97,0.647,0.941,0.921
GRimStoneCrab,Colorful stone crab,GRiNDTerra Biomes,0.30000001192092896,foreign,3,0.9293,0.614,0.426,1.531,1.081
GRimTortoise,Colorful tortoise,GRiNDTerra Biomes,0.5,foreign,14,0.0725,0.596,0.522,1.053,0.923
Gazelle,gazelle,Core,0.699999988079071,dormant,15,0.0774,0.324,0.393,0.421,1.534
Gelagrub,gelagrub,Star Wars Animal Collection (Continued),2.4000000953674316,foreign,17,0.492,0.648,0.251,1.019,0.997
GiantAnt_Race,giant ant,They! (Giant Ants),2,dormant,9,0.1195,0.24,0.171,0.959,1.985
GiantToad,giant toad,Giant Toads (Continued),2,ours,22,0.1119,0.359,0.539,1.342,1.054
Giantala,giantala,Beasts of the Rim (Continued),4,foreign,10,0.9047,0.544,0.409,0.679,1.217
Gigantelope,gigantelope,Beasts of the Rim (Continued),2,foreign,11,0.129,0.007,0.639,0.639,1.127
Gigantophis,gigantophis,Megafauna,11,dormant,15,0.0939,0.325,0.408,0.515,1.162
Gigantopithecus,gigantopithecus,Megafauna,3.5,dormant,14,0.0689,0.472,0.481,1.0,1.058
Gizka,gizka,Star Wars Animal Collection (Continued),0.18000000715255737,ours,23,0.207,0.644,0.398,0.947,1.017
Goat,goat,Core,0.75,foreign,11,0.0945,0.131,0.465,0.564,1.225
Gomphotaria,gomphotaria,Megafauna,5,foreign,21,0.1319,0.17,0.332,1.587,1.025
Goose,goose,Core,0.6000000238418579,dormant,11,0.0875,0.035,0.644,0.796,1.057
Gorehulk,gorehulk,Anomaly,2,dormant,11,0.0968,0.255,0.681,0.933,1.542
Gorg,gorg,Star Wars Animal Collection (Continued),0.30000001192092896,ours,8,0.6067,0.258,0.424,1.167,1.122
Gorilla,gorilla,Odyssey,2,dormant,19,0.4927,0.057,0.26,0.909,1.009
Gornt,gornt,Star Wars Animal Collection (Continued),0.8500000238418579,dormant,12,0.3528,0.176,0.5,0.814,0.991
GraniteSlug,granite slug,Star Wars Animal Collection (Continued),0.20000000298023224,ours,5,0.105,0.498,0.421,0.594,1.512
Grank,Grank,Star Wars Animal Collection (Continued),0.8500000238418579,ours,3,0.9691,0.378,0.337,0.383,1.204
Grazer,grazer,Star Wars Animal Collection (Continued),2.75,dormant,11,0.0991,0.097,0.515,0.673,0.947
GreaterKraytDragon,greater krayt dragon,Star Wars Animal Collection (Continued),15,ours,8,0.6368,0.127,0.498,0.32,1.586
Gualaar,gualaar,Star Wars Animal Collection (Continued),3,foreign,11,0.126,0.131,0.662,0.425,1.183
GuineaPig,guinea pig,Core,0.20000000298023224,ours,12,0.0131,0.026,0.658,0.731,0.906
Gullipud,gullipud,Star Wars Animal Collection (Continued),0.4000000059604645,foreign,22,0.0781,0.431,0.749,0.795,1.067
Gundark,gundark,Star Wars Animal Collection (Continued),3,ours,3,0.9926,0.626,0.363,0.87,1.192
Gutkurr,gutkurr,Star Wars Animal Collection (Continued),2,ours,14,0.0671,0.698,0.661,0.909,1.009
Hare,hare,Core,0.20000000298023224,ours,0,0.0846,0.092,0.586,1.0,0.862
Harvester,harvester,Horrors (Continued),13.199999809265137,dormant,4,0.0188,0.009,0.239,0.957,1.654
HarvesterBeetle,harvester beetle,Star Wars Animal Collection (Continued),5,foreign,19,0.5575,0.553,0.255,1.315,1.71
Hawkbat,hawk-bat,Star Wars Animal Collection (Continued),2,ours,10,0.7884,0.455,0.523,1.089,1.684
HermitCrab,hermit crab,Odyssey,0.20000000298023224,dormant,14,0.0349,0.315,0.408,1.283,0.975
Heron,heron,Odyssey,0.6000000238418579,dormant,8,0.6101,0.268,0.435,0.688,1.005
Hippo,hippo,Odyssey,2.799999952316284,dormant,10,0.8122,0.123,0.32,0.952,0.913
HiveQueen,hive queen,Odyssey,4.5,dormant,21,0.1131,0.248,0.384,0.714,1.195
Horax,horax,Star Wars Animal Collection (Continued),15,ours,19,0.5787,0.424,0.411,1.205,1.018
Horse,horse,Core,2.4000000953674316,ours,12,0.1626,0.015,0.622,0.518,1.048
Hrumph,hrumph,Star Wars Animal Collection (Continued),2.5,ours,0,0.9781,0.115,0.493,0.632,1.053
Hssiss,hssiss,Star Wars Animal Collection (Continued),2.75,ours,23,0.2259,0.493,0.485,0.279,1.486
Husky,husky,Core,0.8600000143051147,dormant,18,0.6049,0.051,0.576,0.408,1.146
Ibex,ibex,Core,1,ours,11,0.0749,0.164,0.457,0.491,1.627
Igitz,igitz,Star Wars Animal Collection (Continued),0.3199999928474426,foreign,17,0.4533,0.506,0.38,0.903,1.067
Iguana,iguana,Core,0.4000000059604645,ours,23,0.1794,0.445,0.345,0.337,1.291
Insectomorph,insectomorph,Star Wars Animal Collection (Continued),2,ours,21,0.0713,0.352,0.39,0.9,1.33
Iriaz,iriaz,Star Wars Animal Collection (Continued),0.699999988079071,ours,23,0.1768,0.346,0.559,0.618,1.343
IridonianReek,iridonian reek,Star Wars Animal Collection (Continued),3,ours,4,0.0568,0.129,0.335,1.014,0.918
IronScruff_Flatworm,flatworm hound,Primordial Geysers,0.75,dormant,18,0.3322,0.002,0.686,0.561,1.222
IronScruff_Hydrazoa,hydrazoa,Primordial Geysers,1,dormant,2,0.7996,0.001,0.553,0.595,2.571
IronScruff_Jellybird,jellybird,Primordial Geysers,0.20000000298023224,dormant,0,0.2053,0.002,0.703,0.857,1.642
IronScruff_Tardigrade,giant tardigrade,Primordial Geysers,2.4000000953674316,dormant,10,0.8883,0.183,0.736,0.845,1.004
IthorianReek,ithorian reek,Star Wars Animal Collection (Continued),4.5,ours,22,0.1282,0.848,0.567,1.028,0.911
JDSCIS_AQ_Battle_Droid,AQ Battle Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,8,0.6061,0.074,0.267,1.046,2.024
JDSCIS_B1_Battle_Droid,B1 Battle Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,5,0.0905,0.438,0.447,0.383,1.325
JDSCIS_B1_Commander_Droid,B1 Commander Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,5,0.1081,0.496,0.466,0.383,1.325
JDSCIS_B1_Security_Droid,B1 Security Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,5,0.081,0.461,0.43,0.383,1.325
JDSCIS_B2_HA_Super_Battle_Droid,B2 HA Super Battle Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,4,0.9277,0.012,0.283,0.952,1.142
JDSCIS_B2_Super_Battle_Droid,B2 Super Battle Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,16,0.6719,0.014,0.272,0.961,1.248
JDSCIS_BX_Commando_Droid,BX Commando Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,4,0.0439,0.118,0.119,0.432,1.344
JDSCIS_DSD1_Dwarf_Spider_Droid,DSD1 Dwarf Spider Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,4,0.0227,0.063,0.267,0.62,1.59
JDSCIS_Demolition_Droid,Demolition Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,14,0.0714,0.306,0.301,1.245,1.412
JDSCIS_Droideka_Droid,Droideka Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,4,0.056,0.188,0.22,0.63,1.319
JDSCIS_Droideka_Sharpshooter_Droid,Droideka Sharpshooter Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,4,0.0573,0.31,0.21,0.713,1.27
JDSCIS_IG-100_MagnaGuards,IG-100 MagnaGuards,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,4,0.9887,0.055,0.368,0.614,1.285
JDSCIS_LR-57_Combat_Droid,LR-57 Combat Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,4,0.0323,0.279,0.316,0.661,1.145
JDSCIS_Pistoeka_Sotage_Droid,Pistoeka Sotage Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,9,0.1385,0.143,0.292,1.322,1.677
JDSCIS_ST_Super_Tactical_Droid,ST Super Tactical Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,21,0.219,0.112,0.281,0.577,1.273
JDSCIS_T1_Tactical_Droid,T1 Tactical Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,16,0.6443,0.136,0.274,0.505,1.153
JOE_Cephalope,cephalope,Cephaloids,1.2000000476837158,ours,22,0.1276,0.28,0.587,1.231,1.761
JOE_Landopus,landopus,Cephaloids,0.15000000596046448,foreign,11,0.1219,0.435,0.594,1.373,1.448
JOE_Nautilant,nautilant,Cephaloids,8.199999809265137,ours,0,0.036,0.217,0.682,0.856,1.469
JRWAbrictosaurus,Abrictosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,17,0.5731,0.282,0.422,0.309,1.46
JRWAcrocanthosaurus,Acrocanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,5,0.1036,0.514,0.391,0.395,1.429
JRWAdalia,Adalia,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,4,0.0071,0.069,0.206,1.053,1.198
JRWAgilisaurus,Agilisaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,15,0.0748,0.248,0.366,0.309,1.454
JRWAlbertosaurus,Albertosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,15,0.0889,0.356,0.219,0.382,1.312
JRWAllosaurus,Allosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,15,0.0332,0.709,0.264,0.333,1.473
JRWAnkylosaurus,Ankylosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,6,0.9076,0.219,0.189,0.708,1.389
JRWAntarctopelta,Antarctopelta,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,15,0.0515,0.431,0.357,0.48,1.305
JRWApatosaurus,Apatosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,13,0.318,0.155,0.34,0.427,1.244
JRWArchaeopteryx,Archaeopteryx,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,22,0.0723,0.39,0.455,0.623,1.134
JRWArgentinosaurus,Argentinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,23,0.1977,0.545,0.318,0.421,1.233
JRWArthropleura,Arthropleura,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,ours,4,0.0592,0.242,0.26,0.456,1.12
JRWBagaceratops,Bagaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,ours,5,0.1375,0.327,0.411,0.364,1.272
JRWBaryonyx,Baryonyx,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,21,0.0877,0.143,0.326,0.288,1.467
JRWBaseopsis,Baseopsis,Jurassic Rimworld - Dinosaurs Only (Continued),3,ours,16,0.8385,0.195,0.296,0.462,2.097
JRWBecklespinax,Becklespinax,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,23,0.2182,0.472,0.4,0.375,1.315
JRWBeelzebufo,Beelzebufo,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,17,0.3741,0.382,0.547,0.695,1.066
JRWBernicia,Bernicia,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,4,0.0857,0.088,0.114,0.764,1.135
