biome,animal,sources,direction,commonality,mod,file
TemperateForest,JRWNyctosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Nyctosaurus.xml
TemperateForest,JRWOphiacodon,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ophiacodon.xml
TemperateForest,JRWOrnithosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ornithosuchus.xml
TemperateForest,JRWOuranosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ouranosaurus.xml
TemperateForest,JRWPachycephalosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pachycephalosaurus.xml
TemperateForest,JRWPachyrhinosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pachyrhinosaurus.xml
TemperateForest,JRWParasaurolophus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Parasaurolophus.xml
TemperateForest,JRWParksosaurus,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Parksosaurus.xml
TemperateForest,JRWPlatyhystrix,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Platyhystrix.xml
TemperateForest,JRWPrestosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Prestosuchus.xml
TemperateForest,JRWProtoceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Protoceratops.xml
TemperateForest,JRWProtosolpuga,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Protosolpuga.xml
TemperateForest,JRWPsittacosaurus,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Psittacosaurus.xml
TemperateForest,JRWPteranodon,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pteranodon.xml
TemperateForest,JRWPulmonoscorpius,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pulmonoscorpius.xml
TemperateForest,JRWQantassaurus,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Qantassaurus.xml
TemperateForest,JRWQuetzalcoatlus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Quetzalcoatlus.xml
TemperateForest,JRWRajasaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Rajasaurus.xml
TemperateForest,JRWRhabdodon,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Rhabdodon.xml
TemperateForest,JRWRhamphorhynchus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Rhamphorhynchus.xml
TemperateForest,JRWSaltasaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Saltasaurus.xml
TemperateForest,JRWSarcosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Sarcosuchus.xml
TemperateForest,JRWScutosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Scutosaurus.xml
TemperateForest,JRWSegnosaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Segnosaurus.xml
TemperateForest,JRWStaurikosaurus,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Staurikosaurus.xml
TemperateForest,JRWStegosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Stegosaurus.xml
TemperateForest,JRWStygimoloch,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Stygimoloch.xml
TemperateForest,JRWStyracosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Styracosaurus.xml
TemperateForest,JRWSuchomimus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Suchomimus.xml
TemperateForest,JRWSupersaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Supersaurus.xml
TemperateForest,JRWTanystropheus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Tanystropheus.xml
TemperateForest,JRWTenontosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Tenontosaurus.xml
TemperateForest,JRWTherizinosaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Therizinosaurus.xml
TemperateForest,JRWTitanoboa,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Titanoboa.xml
TemperateForest,JRWTorosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Torosaurus.xml
TemperateForest,JRWTriceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Triceratops.xml
TemperateForest,JRWTupandactylus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Tupandactylus.xml
TemperateForest,JRWUdanoceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Udanoceratops.xml
TemperateForest,JRWValdosaurus,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Valdosaurus.xml
TemperateForest,JRWWonambi,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Wonambi.xml
TemperateForest,JRWYangchuanosaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Yangchuanosaurus.xml
TemperateForest,JRWYi,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Yi.xml
TemperateForest,JRWYurlunggur,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Yurlunggur.xml
TemperateForest,JRWZalmoxes,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Zalmoxes.xml
TemperateForest,JRWZephyrosaurus,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Zephyrosaurus.xml
TemperateForest,Jakobeast,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Jamel,1,animal.wildBiomes,0.6,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Jerbal,1,animal.wildBiomes,0.,Beasts of the Rim (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_Jerbal.xml
TemperateForest,Jimvu,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Josephoartigasia,1,animal.wildBiomes,0.004,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.4-.xml
TemperateForest,JungleRancor,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Kaadu,1,animal.wildBiomes,0.5,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Katarn,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,KellDragon,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Kinrath,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Klorslug,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,KowakianMonkeyLizard,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,KraytDragon,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Kreetle,1,animal.wildBiomes,0.6,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Krykna,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,KwazelMaw,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Kwi,1,animal.wildBiomes,0.6,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Kybuck,1,animal.wildBiomes,1.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,LavaFlea,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Leaftail,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Leprechaun,1,animal.wildBiomes,0.035,Mythological Creatures!,Defs\AnimalDefs\Leprechaun.xml
TemperateForest,Ling_Cockroach,1,animal.wildBiomes,0.005,Rim cockroach,1.6\Defs\Normal.xml
TemperateForest,LongtailGorg,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,LothWolf,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Lothcat,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Lylek,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Lynx,1,biome.wildAnimals,0.07,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,MA_Aminox,1,animal.wildBiomes,0.05,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Aminox.xml
TemperateForest,MA_Capryak,1,animal.wildBiomes,0.07,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Capryak.xml
TemperateForest,MA_Deermoss,1,animal.wildBiomes,0.06,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Deermoss.xml
TemperateForest,MA_Direhorse,1,animal.wildBiomes,0.4,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Direhorse.xml
TemperateForest,MA_Dunbear,1,animal.wildBiomes,0.01,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Dunbear.xml
TemperateForest,MA_Duskhorn,1,animal.wildBiomes,0.09,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Duskhorn.xml
TemperateForest,MA_Furpotamus,1,animal.wildBiomes,0.04,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Furpotamus.xml
TemperateForest,MA_Gnaut,1,animal.wildBiomes,0.7,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Gnaut.xml
TemperateForest,MA_Harpeagle,1,animal.wildBiomes,0.08,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Harpeagle.xml
TemperateForest,MA_Hellboar,1,animal.wildBiomes,0.02,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Hellboar.xml
TemperateForest,MA_Manehound,1,animal.wildBiomes,0.06,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Manehound.xml
TemperateForest,MA_Plastemmoth,1,animal.wildBiomes,0.08,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Plastemmoth.xml
TemperateForest,MA_Raptorkhan,1,animal.wildBiomes,0.06,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Raptorkhan.xml
TemperateForest,MA_Scarodon,1,animal.wildBiomes,0.06,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Scarodon.xml
TemperateForest,MA_Simbakub,1,animal.wildBiomes,0.06,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Simbakub.xml
TemperateForest,MA_SimbakubAlpha,1,animal.wildBiomes,0.03,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Simbakub_Alpha.xml
TemperateForest,MA_Sivatherium,1,animal.wildBiomes,0.05,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Sivatherium.xml
TemperateForest,MA_Sporemole,1,animal.wildBiomes,0.02,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Sporemole.xml
TemperateForest,MA_Worhin,1,animal.wildBiomes,0.04,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Worhin.xml
TemperateForest,Maalraas,1,animal.wildBiomes,0.6,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Macrauchenia,1,animal.wildBiomes,0.006,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.2-v1.3.1.xml
TemperateForest,Manka,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,MarshHaunt,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Massiff,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,MastiffPhalone,1,animal.wildBiomes,0.6,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Mastmot,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Mawvorr,1,animal.wildBiomes,0.2,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Megalania,1,animal.wildBiomes,0.003,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
TemperateForest,Megaloceros,1,animal.wildBiomes,0.01,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
TemperateForest,Megalochelys,1,animal.wildBiomes,0.003,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.4-.xml
TemperateForest,Meganeura,1,animal.wildBiomes,0.008,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.4-.xml
TemperateForest,Megasloth,1,biome.wildAnimals,0.2,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Megasquid,1,animal.wildBiomes,0.5,Beasts of the Rim (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_Megasquid.xml
TemperateForest,Mink,1,biome.wildAnimals,0.1,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Mott,1,animal.wildBiomes,0.5,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Mudhorn,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Muffalo,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Mynock,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Narglatch,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Neanderthal,1,animal.wildBiomes,0.1,Beasts of the Rim (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_Neanderthal.xml
TemperateForest,Neebray,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Nerf,1,animal.wildBiomes,0.03,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Nexu,1,animal.wildBiomes,0.06,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Nuna,1,animal.wildBiomes,0.5,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Ollopom,1,animal.wildBiomes,0.2,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Orray,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,PaintedSpat,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Paraceratherium,1,animal.wildBiomes,0.008,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
TemperateForest,PekoPeko,1,animal.wildBiomes,0.2,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Pikobis,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Platybelodon,1,animal.wildBiomes,0.005,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.4-.xml
TemperateForest,Porcupine,1,biome.wildAnimals,0.2,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Porg,1,animal.wildBiomes,0.08,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Procoptodon,1,animal.wildBiomes,0.003,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
TemperateForest,Pufferpig,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Pulmonoscorpius,1,animal.wildBiomes,0.007,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.4-.xml
TemperateForest,Qormot,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Quail,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Quinkana,1,animal.wildBiomes,0.007,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.2-v1.3.1.xml
TemperateForest,RG_Neutrolope,1,animal.wildBiomes,0.01,ReGrowth 2,1.6\Defs\ThingDefs_Races\Races_Animal_Special.xml
TemperateForest,RG_Rabbit,1,animal.wildBiomes,0.5,ReGrowth 2,1.6\Defs\ThingDefs_Races\Races_Animal_Hares.xml
TemperateForest,Rabbuck,1,animal.wildBiomes,0.5,Beasts of the Rim (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_Rabbuck.xml
TemperateForest,Raccoon,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Rancor,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Rat,1,biome.wildAnimals,1.0,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Raxshir,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Reek,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Rhinoceros,1,biome.wildAnimals,0.1,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Rikknit,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Roggwart,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Ronto,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Runyip,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Scavrat,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Scurrier,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Shaak,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Shiro,1,animal.wildBiomes,0.6,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,ShiroTrap,1,animal.wildBiomes,0.6,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,ShortfacedBear,1,animal.wildBiomes,0.007,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.2-v1.3.1.xml
TemperateForest,Shyrack,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Silooth,1,animal.wildBiomes,0.08,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Skalder,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Skeleton,1,animal.wildBiomes,0.025,Mythological Creatures!,Defs\AnimalDefs\Skeleton.xml
TemperateForest,Sketto,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Slime,1,animal.wildBiomes,0.7,Mythological Creatures!,Defs\AnimalDefs\Slime.xml
TemperateForest,Smilodon,1,animal.wildBiomes,0.006,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
TemperateForest,Snoruuk,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Sparrow,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Squirrel,1,biome.wildAnimals,1.0,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Stintaril,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Strill,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Swan,1,biome.wildAnimals,0.1,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,TYR_Mouse,1,animal.wildBiomes,1.0,Little Critters,1.6\Defs\ThingDefs_Races\Mouse.xml
TemperateForest,Tach,1,animal.wildBiomes,0.6,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Taozin,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Tauntaun,1,animal.wildBiomes,0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,TeeMuss,1,animal.wildBiomes,0.08,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,TetnissCrab,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Thranta,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Tibidee,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Titan,1,animal.wildBiomes,1.5,Titans,Defs\ThingDefs_Races\Races_Animal_Titan.xml
TemperateForest,Titanis,1,animal.wildBiomes,0.005,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
TemperateForest,Tooke,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Toraton,1,animal.wildBiomes,0.05,Beasts of the Rim (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_Toraton.xml
TemperateForest,Tortoise,1,biome.wildAnimals,0.3,Core,Defs\BiomeDefs\Biomes_Temperate.xml
TemperateForest,Torton,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TemperateForest,Troll,1,animal.wildBiomes,0.03,Mythological Creatures!,Defs\AnimalDefs\Troll.xml
