kind,old,new,tier,confidence,note
mod,src/Jawa/JawaPlantGrowth,src/RimUtinni/PlantGrowth,RimUtinni,HIGH,"VERIFY resolved: names the terminator, poison forest, water-limited farming - planet-specific tuning, NOT generic"
packageId,mandrake.jawaplantgrowth,mandrake.rut.plantgrowth,RimUtinni,HIGH,
def,JawaPlantGrowth_Settings,RUT_JawaPlantGrowth_Settings,RimUtinni,HIGH,
namespace,JawaPlantGrowth,RimUtinni.PlantGrowth,RimUtinni,HIGH,
mod,src/Jawa/JawaVoice,src/RimStarWars/JawaVoice,RimStarWars,HIGH,"VERIFY resolved: straddle CONFIRMED - 6 patch files (Ideology, Insults, CoreInteractions, weather, prisoners, Interactions) reference gods/ship/campaign; framework+generic Jawaese=RSW, those files extract to RUT in Phase 3"
packageId,mandrake.jawavoice,mandrake.rsw.jawavoice,RimStarWars,HIGH,
mod,src/Jawa/Jawa_Armoury,src/RimStarWars/Armoury,RimStarWars,HIGH,SW gun rebalance; doctrine patches extract to RUT in Phase 3
packageId,mandrake.jawa.armoury,mandrake.rsw.armoury,RimStarWars,HIGH,
def,12-blaster-pistol-sound-effect,RSW_12-blaster-pistol-sound-effect,RimStarWars,HIGH,
def,14_blaster_pistol_Shot,RSW_14_blaster_pistol_Shot,RimStarWars,HIGH,
def,16_Carbine_Rifle_Shot,RSW_16_Carbine_Rifle_Shot,RimStarWars,HIGH,
def,180Blaster_Pistol_Shot,RSW_180Blaster_Pistol_Shot,RimStarWars,HIGH,
def,1Mandalorian_Blaster_Weapon_Shot,RSW_1Mandalorian_Blaster_Weapon_Shot,RimStarWars,HIGH,
def,2Mandalorian_Blaster_Weapon_Shot,RSW_2Mandalorian_Blaster_Weapon_Shot,RimStarWars,HIGH,
def,38x-targeting-rifle-sound-effects-battlefront-ii,RSW_38x-targeting-rifle-sound-effects-battlefront-ii,RimStarWars,HIGH,
def,3Mandalorian_Blaster_Weapon_Shot,RSW_3Mandalorian_Blaster_Weapon_Shot,RimStarWars,HIGH,
def,4Mandalorian_Blaster_Weapon_Shot,RSW_4Mandalorian_Blaster_Weapon_Shot,RimStarWars,HIGH,
def,B-2_Wrist_Blaster_Shot,RSW_B-2_Wrist_Blaster_Shot,RimStarWars,HIGH,
def,B-2_Wrist_Cannon_Shot,RSW_B-2_Wrist_Cannon_Shot,RimStarWars,HIGH,
def,B2-HA_Droid_Wrist_Canno_shot,RSW_B2-HA_Droid_Wrist_Canno_shot,RimStarWars,HIGH,
def,Blaster_Burn,RSW_Blaster_Burn,RimStarWars,HIGH,
def,Blaster_Damage,RSW_Blaster_Damage,RimStarWars,HIGH,
def,Blue_Blaster_Bolt,RSW_Blue_Blaster_Bolt,RimStarWars,HIGH,
def,Bullet_ArchotechChargeBlasterHeavy,RSW_Bullet_ArchotechChargeBlasterHeavy,RimStarWars,HIGH,
def,Burn,RSW_Burn,RimStarWars,HIGH,
def,DC-15A_Blaster_Rifle_Shot,RSW_DC-15A_Blaster_Rifle_Shot,RimStarWars,HIGH,
def,DC-15S_Blaster_Carbine_Shot,RSW_DC-15S_Blaster_Carbine_Shot,RimStarWars,HIGH,
def,DC-17_Blaster_Pistol_Shot,RSW_DC-17_Blaster_Pistol_Shot,RimStarWars,HIGH,
def,DoBillsMakeBlastechWeapons,RSW_DoBillsMakeBlastechWeapons,RimStarWars,HIGH,
def,Droidek_Shot,RSW_Droidek_Shot,RimStarWars,HIGH,
def,E-5_Bblaster_Rifle_Shot,RSW_E-5_Bblaster_Rifle_Shot,RimStarWars,HIGH,
def,ECD_Grenade_Thowable,RSW_ECD_Grenade_Thowable,RimStarWars,HIGH,
def,EWebShot,RSW_EWebShot,RimStarWars,HIGH,
def,Electrostaff_Stun,RSW_Electrostaff_Stun,RimStarWars,HIGH,
def,Gun_ArchotechChargeBlasterHeavyTurret,RSW_Gun_ArchotechChargeBlasterHeavyTurret,RimStarWars,HIGH,
def,High_Blue_Blaster_Bolt,RSW_High_Blue_Blaster_Bolt,RimStarWars,HIGH,
def,High_Red_Blaster_Bolt,RSW_High_Red_Blaster_Bolt,RimStarWars,HIGH,
def,JDSA_AQ_Battle_Blaster,RSW_JDSA_AQ_Battle_Blaster,RimStarWars,HIGH,
def,JDSA_Amban_Blaster_Rifle,RSW_JDSA_Amban_Blaster_Rifle,RimStarWars,HIGH,
def,JDSA_B2_HA_Wrist_Cannon,RSW_JDSA_B2_HA_Wrist_Cannon,RimStarWars,HIGH,
def,JDSA_B2_Wrist_Blaster,RSW_JDSA_B2_Wrist_Blaster,RimStarWars,HIGH,
def,JDSA_DC-15A_Blaster_Rifle,RSW_JDSA_DC-15A_Blaster_Rifle,RimStarWars,HIGH,
def,JDSA_DC-15S_Blaster_Rifle,RSW_JDSA_DC-15S_Blaster_Rifle,RimStarWars,HIGH,
def,JDSA_DC-15x_Sniper_Rifle,RSW_JDSA_DC-15x_Sniper_Rifle,RimStarWars,HIGH,
def,JDSA_DC-17M_Blaster_Rifle,RSW_JDSA_DC-17M_Blaster_Rifle,RimStarWars,HIGH,
def,JDSA_DC-17S_Blaster_Pistol,RSW_JDSA_DC-17S_Blaster_Pistol,RimStarWars,HIGH,
def,JDSA_DC-17_Blaster_Pistol,RSW_JDSA_DC-17_Blaster_Pistol,RimStarWars,HIGH,
def,JDSA_DSD1_Dwarf_Spider_Blaster,RSW_JDSA_DSD1_Dwarf_Spider_Blaster,RimStarWars,HIGH,
def,JDSA_Droideka_Long_Blaster,RSW_JDSA_Droideka_Long_Blaster,RimStarWars,HIGH,
def,JDSA_Droidekas_Blaster,RSW_JDSA_Droidekas_Blaster,RimStarWars,HIGH,
def,JDSA_E-5C_Blaster_Rifle,RSW_JDSA_E-5C_Blaster_Rifle,RimStarWars,HIGH,
def,JDSA_E-5S_Sniper_Rifle,RSW_JDSA_E-5S_Sniper_Rifle,RimStarWars,HIGH,
def,JDSA_E-5_Blaster_Rifle,RSW_JDSA_E-5_Blaster_Rifle,RimStarWars,HIGH,
def,JDSA_E-60R_Missile_Launcher,RSW_JDSA_E-60R_Missile_Launcher,RimStarWars,HIGH,
def,JDSA_E-60R_Missile_shot,RSW_JDSA_E-60R_Missile_shot,RimStarWars,HIGH,
def,JDSA_ECD_Grenade,RSW_JDSA_ECD_Grenade,RimStarWars,HIGH,
def,JDSA_EE-3_Carbine_Rifle,RSW_JDSA_EE-3_Carbine_Rifle,RimStarWars,HIGH,
def,JDSA_Electrostaff,RSW_JDSA_Electrostaff,RimStarWars,HIGH,
def,JDSA_LR-57_Combat_Blaster,RSW_JDSA_LR-57_Combat_Blaster,RimStarWars,HIGH,
def,JDSA_M-56_Heavy_Blaster_Cannon,RSW_JDSA_M-56_Heavy_Blaster_Cannon,RimStarWars,HIGH,
def,JDSA_SE-14_Light_Blaster_Pistol,RSW_JDSA_SE-14_Light_Blaster_Pistol,RimStarWars,HIGH,
def,JDSA_Thermal_Detonator,RSW_JDSA_Thermal_Detonator,RimStarWars,HIGH,
def,JDSA_Vibroaxe,RSW_JDSA_Vibroaxe,RimStarWars,HIGH,
def,JDSA_Vibroblade,RSW_JDSA_Vibroblade,RimStarWars,HIGH,
def,JDSA_Vibrosword,RSW_JDSA_Vibrosword,RimStarWars,HIGH,
def,JDSA_Westar-33_Blaster_Pistol,RSW_JDSA_Westar-33_Blaster_Pistol,RimStarWars,HIGH,
def,JDSA_Westar-34_Blaster_Pistol,RSW_JDSA_Westar-34_Blaster_Pistol,RimStarWars,HIGH,
def,JDSA_Westar-35_Blaster_Pistol,RSW_JDSA_Westar-35_Blaster_Pistol,RimStarWars,HIGH,
def,JDSA_Westar-44_Heavy_Blaster_Pistol,RSW_JDSA_Westar-44_Heavy_Blaster_Pistol,RimStarWars,HIGH,
def,JDSA_Westar-M5_Blaster_Rifle,RSW_JDSA_Westar-M5_Blaster_Rifle,RimStarWars,HIGH,
def,JDSA_Z6_Rotary_Blaster_Cannon,RSW_JDSA_Z6_Rotary_Blaster_Cannon,RimStarWars,HIGH,
def,JDS_Blastech_Workbench,RSW_JDS_Blastech_Workbench,RimStarWars,HIGH,
def,Jawa_TD_GraserBeam,RSW_Jawa_TD_GraserBeam,RimStarWars,HIGH,
def,Jawa_TD_Turret_AutoChargeBlaster,RSW_Jawa_TD_Turret_AutoChargeBlaster,RimStarWars,HIGH,
def,Jawa_TD_Turret_AutoInferno,RSW_Jawa_TD_Turret_AutoInferno,RimStarWars,HIGH,
def,Jawa_TD_Turret_AutoMortar,RSW_Jawa_TD_Turret_AutoMortar,RimStarWars,HIGH,
def,Jawa_TD_Turret_BeamRepeater,RSW_Jawa_TD_Turret_BeamRepeater,RimStarWars,HIGH,
def,Jawa_TD_Turret_RocketswarmLauncher,RSW_Jawa_TD_Turret_RocketswarmLauncher,RimStarWars,HIGH,
def,Jawa_TD_VGE_HeavyChargeAnnihilator,RSW_Jawa_TD_VGE_HeavyChargeAnnihilator,RimStarWars,HIGH,
def,Jawa_TD_VGE_MassDriver,RSW_Jawa_TD_VGE_MassDriver,RimStarWars,HIGH,
def,Low_Blue_Blaster_Bolt,RSW_Low_Blue_Blaster_Bolt,RimStarWars,HIGH,
def,Low_Red_Blaster_Bolt,RSW_Low_Red_Blaster_Bolt,RimStarWars,HIGH,
def,Mid_Blue_Blaster_Bolt,RSW_Mid_Blue_Blaster_Bolt,RimStarWars,HIGH,
def,Mid_Red_Blaster_Bolt,RSW_Mid_Red_Blaster_Bolt,RimStarWars,HIGH,
def,RN2SWGun_EWebMounted_GPMG,RSW_RN2SWGun_EWebMounted_GPMG,RimStarWars,HIGH,
def,RN2SWGun_EWeb_MG,RSW_RN2SWGun_EWeb_MG,RimStarWars,HIGH,
def,RN2_SteelBall,RSW_RN2_SteelBall,RimStarWars,HIGH,
def,RN2_SteelBall_Hediff,RSW_RN2_SteelBall_Hediff,RimStarWars,HIGH,
def,RNShotEWebMG,RSW_RNShotEWebMG,RimStarWars,HIGH,
def,Red_Blaster_Bolt,RSW_Red_Blaster_Bolt,RimStarWars,HIGH,
def,Rifle_Shot1,RSW_Rifle_Shot1,RimStarWars,HIGH,
def,Thermal_Detonator_Thowable,RSW_Thermal_Detonator_Thowable,RimStarWars,HIGH,
def,Turret_AutoChargeBlaster_OP,RSW_Turret_AutoChargeBlaster_OP,RimStarWars,HIGH,
def,VFEP_Warcasket_Hazard,RSW_VFEP_Warcasket_Hazard,RimStarWars,HIGH,
def,Yellow_Bullet_Laser,RSW_Yellow_Bullet_Laser,RimStarWars,HIGH,
def,Z6_Rotary_Blaster_Cannon_Shot,RSW_Z6_Rotary_Blaster_Cannon_Shot,RimStarWars,HIGH,
mod,src/Jawa/Jawa_Doctrine,src/RimUtinni/Doctrine,RimUtinni,RULED,campaign doctrine
packageId,mandrake.jawa.doctrine,mandrake.rut.doctrine,RimUtinni,RULED,
namespace,JawaDoctrineCore,RimUtinni.Doctrine,RimUtinni,RULED,
mod,src/Jawa/Jawa_Patches,src/SPLIT_Phase3/Jawa_Patches,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
packageId,mandrake.jawa.patches,TBD_SPLIT,SPLIT,VERIFY,
def,Base_Player,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_AscendantHelix,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_BackgroundWater,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Blackstar_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Blackstar_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Blackstar_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Blackstar_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_ClaimRumour,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Colonist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Blackstar,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_DeepDesert,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Deepwater,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Droid,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Empire,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Geonosian,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Helix,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Homestead,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Hutt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Junkers,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_TradeMoot,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Culture_Wildsteam,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_DeepDesert_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_DeepDesert_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_DeepDesert_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_DeepDesert_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_DeepwaterCompact,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Deepwater_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Deepwater_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Deepwater_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Deepwater_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Droid_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Droid_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Droid_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Droid_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Empire_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Empire_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Empire_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Empire_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_FreeDroidEnclaves,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Gamorrean_Enforcer,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Gamorrean_Guard,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_GeonosianFoundryHive,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Geonosian_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Geonosian_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Geonosian_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Geonosian_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_GroundHulk,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Helix_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Helix_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Helix_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Helix_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Homestead_DesertRanger,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Homestead_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Homestead_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Homestead_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Homestead_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_HuttCartel,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Hutt_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Hutt_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Hutt_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Hutt_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_IndigenousTribes,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Junkers,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Junkers_Grunt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Junkers_Heavy,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Junkers_Leader,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_Junkers_Specialist,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Blackstar,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_DeepDesert,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Deepwater,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Droid,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Empire,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Geonosian,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Helix,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Homestead,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Hutt,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Junkers,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_TradeMoot,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_LeaderTitle_Wildsteam,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_NamerFactionAG_XenohumanPirates,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_NamerFactionBlackstar,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
def,Jawa_NamerFactionCannibalPirate,TBD_SPLIT,SPLIT,VERIFY,Phase 3 per-file triage: Ashkarr/Rakata/DeepDesert/Pyrelands files=RUT; animal/texture/generic fixes=RSW or RM
