defName,label,mod,isTree,treeCategory,purpose,growDays,harvestedThingDef,minGrowthTemp,maxGrowthTemp,minOptTemp,maxOptTemp,fertilityMin,ignoresFertility,cavePlant,pollution,wildOrder,wildClusterRadius,sowTags,texPath
Plant_RatPalm,rat palm tree,Biotech,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/RG_RatPalm
Plant_Ripthorn,ripthorn,Biotech,False,None,Misc,3,,0,58,6,42,0.05000000074505806,False,False,PollutedOnly,2,4,,Things/Plant/RG_Ripthorn
Plant_Toxipotato,toxipotato plant,Biotech,False,None,Food,4.900000095367432,RawToxipotato,0,58,6,42,0.5,False,False,PollutedOnly,2,-1,Ground|Hydroponic,Things/Plant/RG_Toxipotato
Plant_TreeGrayPine,gray pine tree,Biotech,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/RG_TreeGrayPine
Plant_TreePolux,polux tree,Biotech,True,Super,Misc,10,WoodLog,0,58,6,42,0.07999999821186066,False,False,Any,3,8,,Things/Plant/RG_PoluxTree
Plant_Witchwood,witchwood tree,Biotech,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/RG_Witchwood
SmashedStump_Polluted,smashed stump,Biotech,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/PollutedSmashed
SmashedStump_Polux,smashed polux stump,Biotech,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/TreePolux/Smashed
Agarilux,agarilux,Core,False,None,Food,60,RawFungus,0,58,6,42,0.009999999776482582,False,True,Any,1,-1,,Things/Plant/RG_Agarilux
Bryolux,bryolux,Core,False,None,Misc,60,,0,58,6,42,0.009999999776482582,False,True,Any,1,3,,Things/Plant/Bryolux
BurnedTree,burned stump,Core,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/BurnedTree
ChoppedStump,chopped stump,Core,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Chopped
Glowstool,glowstool,Core,False,None,Food,40,RawFungus,0,58,6,42,0.009999999776482582,False,True,Any,1,3,,Things/Plant/RG_Glowstool
Plant_Agave,agave,Core,False,None,Food,6,RawAgave,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,8,,Things/Plant/Agave
Plant_Alocasia,alocasia,Core,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/RG_Alocasia
Plant_Ambrosia,ambrosia bush,Core,False,None,Food,6,Ambrosia,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,,Things/Plant/Ambrosia
Plant_Astragalus,astragalus,Core,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/RG_Astragalus
Plant_Berry,berry bush,Core,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/RG_BerryPlant
Plant_Bush,bush,Core,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/RG_Bush
Plant_Chokevine,chokevine,Core,False,None,Misc,5,,0,58,6,42,0.699999988079071,False,False,Any,1,6,,Things/Plant/RG_Chokevine
Plant_Clivia,clivia,Core,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,3,,Things/Plant/RG_Clivia
Plant_Corn,corn plant,Core,False,None,Food,11.300000190734863,RawCorn,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground,Things/Plant/CornPlant
Plant_Cotton,cotton plant,Core,False,None,Misc,8,Cloth,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/CottonPlant
Plant_Dandelion,dandelions,Core,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_Dandelion
Plant_Daylily,daylily,Core,False,None,Beauty,1.5,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,Ground|Decorative,Things/Plant/Daylily
Plant_Devilstrand,devilstrand,Core,False,None,Misc,22.5,DevilstrandCloth,0,58,6,42,0.5,False,False,Any,2,5,Ground,Things/Plant/RG_Devilstrand
Plant_Haygrass,haygrass,Core,False,None,Food,7,Hay,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,Ground,Things/Plant/Haygrass
Plant_Healroot,healroot,Core,False,None,Health,7,MedicineHerbal,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/Healroot
Plant_HealrootWild,wild healroot,Core,False,None,Misc,10,MedicineHerbal,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/Healroot
Plant_Hops,hop plant,Core,False,None,Misc,5,RawHops,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/HopsPlant
Plant_Moss,moss,Core,False,None,Misc,4,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/RG_Moss
Plant_PincushionCactus,pincushion cactus,Core,False,None,Misc,2.5,,0,75,6,42,0.05000000074505806,False,False,CleanOnly,2,4,,Things/Plant/RG_PincushionCactus
Plant_Potato,potato plant,Core,False,None,Food,5.800000190734863,RawPotatoes,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/RG_PotatoPlant
Plant_Psychoid,psychoid plant,Core,False,None,Misc,9,PsychoidLeaves,0,58,6,42,0.5,False,False,Any,2,-1,Ground|Hydroponic,Things/Plant/PsychoidPlant
Plant_Rafflesia,giant rafflesia,Core,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,,Things/Plant/RG_Rafflesia
Plant_Rice,rice plant,Core,False,None,Food,3,RawRice,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/RG_RicePlant
Plant_Rose,rose,Core,False,None,Beauty,1.5,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,Ground|Decorative,Things/Plant/Rose
Plant_SaguaroCactus,saguaro cactus,Core,True,Full,Misc,5,WoodLog,0,75,6,42,0.05000000074505806,False,False,CleanOnly,3,-1,Ground,Things/Plant/RG_SaguaroCactus
Plant_ShrubLow,low shrubs,Core,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,3,,Things/Plant/RG_ShrubLow
Plant_Smokeleaf,smokeleaf plant,Core,False,None,Misc,7.5,SmokeleafLeaves,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/SmokeleafPlant
Plant_Strawberry,strawberry plant,Core,False,None,Food,4.599999904632568,RawBerries,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/RG_StrawberryPlant
Plant_Timbershroom,timbershroom,Core,True,Full,Misc,20,WoodLog,0,58,6,42,0.009999999776482582,False,True,Any,1,8,Ground,Things/Plant/RG_Timbershroom
Plant_Tinctoria,tinctoria,Core,False,None,Misc,2,Dye,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/Tinctoria
Plant_TreeBamboo,bamboo tree,Core,True,Full,Misc,12,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,5,Ground,Things/Plant/RG_TreeBamboo
Plant_TreeBirch,birch tree,Core,True,Full,Misc,20,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_TreeBirch
Plant_TreeCecropia,cecropia tree,Core,True,Full,Misc,14,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,10,Ground,Things/Plant/RG_TreeCecropia
Plant_TreeCocoa,cocoa tree,Core,True,Full,Misc,16,Chocolate,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground|Ground,Things/Plant/TreeCocoa
Plant_TreeCypress,cypress tree,Core,True,Full,Misc,35,WoodLog,0,58,6,42,0.699999988079071,True,False,CleanOnly,3,17,Ground,Things/Plant/RG_TreeCypress
Plant_TreeDrago,drago tree,Core,True,Full,Misc,15,WoodLog,0,75,6,42,0.699999988079071,False,False,CleanOnly,3,6,Ground,Things/Plant/RG_TreeDrago
Plant_TreeMaple,maple tree,Core,True,Full,Misc,27,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,17,Ground,Things/Plant/RG_TreeMaple
Plant_TreeOak,oak tree,Core,True,Full,Misc,30,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_TreeOak
Plant_TreePalm,palm tree,Core,True,Full,Misc,14,WoodLog,0,75,6,42,0.699999988079071,False,False,CleanOnly,3,10,Ground,Things/Plant/RG_TreePalm
Plant_TreePine,pine tree,Core,True,Full,Misc,20,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_TreePine
Plant_TreePoplar,poplar tree,Core,True,Full,Misc,15.050000190734863,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_TreePoplar
Plant_TreeTeak,teak tree,Core,True,Full,Misc,32.5,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_TreeTeak
Plant_TreeWillow,willow tree,Core,True,Full,Misc,13,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,17,Ground,Things/Plant/RG_TreeWillow
SmashedStump,smashed stump,Core,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Smashed
AreebianBush,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/AreebianBush
AreebianCactus,Cactus,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,3,,Things/Plant/AreebianCactus
BushDandys,bush,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,6,,Things/Plant/BushDandys
CaveCrystal,Cave crystals,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,True,Any,1,3,,Things/Plant/CaveCrystal
CaveShroom,Caveshrooms,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,True,Any,1,5,,Things/Plant/CaveShroom
CoralTreeBlack,Coral Tree,GRiNDTerra Biomes,False,None,Misc,4,,0,58,6,42,0.05000000074505806,False,False,Any,1,4,,Things/Plant/TreeGRimtacle3
CoralTreeBlue,Coral Tree,GRiNDTerra Biomes,False,None,Misc,4,,0,58,6,42,0.05000000074505806,False,False,Any,1,4,,Things/Plant/TreeGRimtacle2
CoralTreeOrange,Coral Tree,GRiNDTerra Biomes,False,None,Misc,4,,0,58,6,42,0.05000000074505806,False,False,Any,1,4,,Things/Plant/TreeGRimtacle
CrystalBig,Crystal Big,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,2,3,,Things/Plant/CrystalBig
CrystalShard,Crystal Shards,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,3,,Things/Plant/ShardBig
CrystalSmall,Crystal Small,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,3,,Things/Plant/CrystalSmall
DandyGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/DandyGrass
DandyTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/DandyGrassTall
Dandys,flowers,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/Dandys
GRim1Alocasia,alocasia,GRiNDTerra Biomes,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/GRim1Alocasia
GRim1BambooBush,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/GRim1BambooBush
GRim1BerryBush,berry bush,GRiNDTerra Biomes,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/GRim1BerryBush
GRim1Bush,bush,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/GRim1Bush
GRim1BushPoplar,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/GRim1BushPoplar
GRim1Chokevine,chokevine,GRiNDTerra Biomes,False,None,Misc,5,,0,58,6,42,0.699999988079071,False,False,Any,1,6,,Things/Plant/GRim1Chokevine
GRim1Fireweed,fireweed,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/GRim1Fireweed
GRim1Moss,moss,GRiNDTerra Biomes,False,None,Misc,4,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/GRim1Moss
GRim1PebbleCactus,pebble cactus,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,75,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRim1PebbleCactus
GRim1PincushionCactus,pincushion cactus,GRiNDTerra Biomes,False,None,Misc,2.5,,0,75,6,42,0.05000000074505806,False,False,CleanOnly,2,4,,Things/Plant/GRim1PincushionCactus
GRim1RatPalm,rat palm tree,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRim1RatPalm
GRim1Reeds,reeds,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.699999988079071,True,False,CleanOnly,2,-1,,Things/Plant/GRim1Reeds
GRim1Ripthorn,ripthorn,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.05000000074505806,False,False,PollutedOnly,2,4,,Things/Plant/GRim1Ripthorn
GRim1SaguaroCactus,saguaro cactus,GRiNDTerra Biomes,True,Full,Misc,5,WoodLog,0,75,6,42,0.05000000074505806,False,False,CleanOnly,3,-1,Ground,Things/Plant/GRim1SaguaroCactus
GRim1ShrubLow,low shrubs,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,3,,Things/Plant/GRim1ShrubLow
GRim1Thornvine,thornvine,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/GRim1Thornvine
GRim1TreeGrayPine,gray pine tree,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRim1TreeGrayPine
GRim1TreeSnagroot,snagroot tree,GRiNDTerra Biomes,True,Full,Misc,52,WoodLog,0,58,6,42,0.5,False,False,Any,3,8,Ground,Things/Plant/GRim1TreeSnagroot
GRim1Witchwood,witchwood tree,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRim1Witchwood
GRim2Alocasia,alocasia,GRiNDTerra Biomes,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/GRim2Alocasia
GRim2BerryBush,berry bush,GRiNDTerra Biomes,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/GRim2BerryBush
GRim2Bush,bush,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/GRim2Bush
GRim2BushPoplar,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/GRim2BushPoplar
GRim2Chokevine,chokevine,GRiNDTerra Biomes,False,None,Misc,5,,0,58,6,42,0.699999988079071,False,False,Any,1,6,,Things/Plant/GRim2Chokevine
GRim2Moss,moss,GRiNDTerra Biomes,False,None,Misc,4,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/GRim2Moss
GRim2RatPalm,rat palm tree,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRim2RatPalm
GRim2Ripthorn,ripthorn,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.05000000074505806,False,False,PollutedOnly,2,4,,Things/Plant/GRim2Ripthorn
GRim2ShrubLow,low shrubs,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,3,,Things/Plant/GRim2ShrubLow
GRim2Thornvine,thornvine,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/GRim2Thornvine
GRim2TreeGrayPine,gray pine tree,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRim2TreeGrayPine
GRim2Witchwood,witchwood tree,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRim2Witchwood
GRim3BerryBush,berry bush,GRiNDTerra Biomes,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/GRim3BerryBush
GRim3Bush,bush,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/GRim3Bush
GRim3Chokevine,chokevine,GRiNDTerra Biomes,False,None,Misc,5,,0,58,6,42,0.699999988079071,False,False,Any,1,6,,Things/Plant/GRim3Chokevine
GRim3Moss,moss,GRiNDTerra Biomes,False,None,Misc,4,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/GRim3Moss
GRim4BerryBush,berry bush,GRiNDTerra Biomes,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/GRim4BerryBush
GRim4Bush,bush,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/GRim4Bush
GRim4Moss,moss,GRiNDTerra Biomes,False,None,Misc,4,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/GRim4Moss
GRim5BerryBush,berry bush,GRiNDTerra Biomes,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/GRim5BerryBush
GRimAgave,agave,GRiNDTerra Biomes,False,None,Food,6,RawAgave,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,8,,Things/Plant/GRimAgave
GRimAgavePlant,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,6,,Things/Plant/GRimAgavePlant
GRimAlocasia,alocasia,GRiNDTerra Biomes,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/GRimAlocasia
GRimBambooBush,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/GRimBambooBush
GRimBerryBush,berry bush,GRiNDTerra Biomes,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/GRimBerryBush
GRimBlackGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/GRimBlackGrass
GRimBlackTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/GRimBlackTallGrass
GRimBlueGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/GRimBlueGrass
GRimBlueTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/GRimBlueTallGrass
GRimBrambles,brambles,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,Any,1,4,,Things/Plant/GRimBrambles
GRimBulrush,bulrush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.699999988079071,True,False,CleanOnly,2,-1,,Things/Plant/GRimBulrush
GRimBush,bush,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/GRimBush
GRimBushPoplar,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/GRimBushPoplar
GRimChokevine,chokevine,GRiNDTerra Biomes,False,None,Misc,5,,0,58,6,42,0.699999988079071,False,False,Any,1,6,,Things/Plant/GRimChokevine
GRimClivia,Cyprivia,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/GRimClivia
GRimFireweed,fireweed,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/GRimFireweed
GRimGreenGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/GRimGreenGrass
GRimGreenTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/GRimGreenTallGrass
GRimMagmaCactus,magma cactus,GRiNDTerra Biomes,False,None,Misc,2.5,,0,74,6,68,0.05000000074505806,False,False,CleanOnly,2,4,,Things/Plant/GRimMagmaCactus
GRimMoss,moss,GRiNDTerra Biomes,False,None,Misc,4,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/GRimMoss
GRimNavyGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/GRimNavyGrass
GRimNavyTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/GRimNavyTallGrass
GRimOrangeGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/GRimOrangeGrass
GRimOrangeTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/GRimOrangeTallGrass
GRimPebbleCactus,pebble cactus,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,75,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRimPebbleCactus
GRimPincushionCactus,pincushion cactus,GRiNDTerra Biomes,False,None,Misc,2.5,,0,75,6,42,0.05000000074505806,False,False,CleanOnly,2,4,,Things/Plant/GRimPincushionCactus
GRimPsilocap,pilocap,GRiNDTerra Biomes,False,None,Misc,20,,0,58,6,42,0.009999999776482582,False,False,Any,2,6,,Things/Plant/GRimPsilocap
GRimPurpleGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/GRimPurpleGrass
GRimPurpleTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/GRimPurpleTallGrass
GRimRatPalm,rat palm tree,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRimRatPalm
GRimRedGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/GRimRedGrass
GRimRedTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/GRimRedTallGrass
GRimReeds,reeds,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.699999988079071,True,False,CleanOnly,2,-1,,Things/Plant/GRimReeds
GRimRipthorn,ripthorn,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.05000000074505806,False,False,PollutedOnly,2,4,,Things/Plant/GRimRipthorn
GRimSaguaroCactus,saguaro cactus,GRiNDTerra Biomes,True,Full,Misc,5,WoodLog,0,75,6,42,0.05000000074505806,False,False,CleanOnly,3,-1,Ground,Things/Plant/GRimSaguaroCactus
GRimShrubLow,low shrubs,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,3,,Things/Plant/GRimShrubLow
GRimTealGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/GRimTealGrass
GRimTealTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/GRimTealTallGrass
GRimThornvine,thornvine,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/GRimThornvine
GRimTreeDead,Dead tree,GRiNDTerra Biomes,True,Full,Misc,14,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,10,Ground,Things/Plant/GRimTreeDead
GRimTreeGrayPine,gray pine tree,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRimTreeGrayPine
GRimTreePolux,GRim tree,GRiNDTerra Biomes,True,Full,Misc,15,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,6,Ground,Things/Plant/GRimTreePolux
GRimTreeSnagroot,snagroot tree,GRiNDTerra Biomes,True,Full,Misc,52,WoodLog,0,58,6,42,0.5,False,False,Any,3,8,Ground,Things/Plant/GRimTreeSnagroot
GRimTreeWillow,willow tree,GRiNDTerra Biomes,True,Full,Misc,13,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,17,Ground,Things/Plant/GRimTreeWillow
GRimWitchwood,witchwood tree,GRiNDTerra Biomes,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/GRimWitchwood
GRimYellowGrass,grass,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/GRimYellowGrass
GRimYellowTallGrass,tall grass,GRiNDTerra Biomes,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/GRimYellowTallGrass
