defName,modName,label,capacities,power,cooldownTime,dps,armorPenetration,linkedBodyPartsGroup,chanceFactor
Klorslug,Star Wars Animal Collection (Continued),,Cut;Stab,12,2.0,6.0,,SWLeftLegClawAttackTool,0.4
Klorslug,Star Wars Animal Collection (Continued),,Cut;Stab,12,2.0,6.0,,SWRightLegClawAttackTool,0.4
Klorslug,Star Wars Animal Collection (Continued),circular teeth,Bite,14,1.4,10.0,,Teeth,0.5
Klorslug,Star Wars Animal Collection (Continued),head,Blunt;Cut;Stab,6,2,3.0,,HeadAttackTool,0.2
Krykna,Star Wars Animal Collection (Continued),beak,Bite,10,2,5.0,,Beak,
Krykna,Star Wars Animal Collection (Continued),head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Kreetle,Star Wars Animal Collection (Continued),mandibles,Bite,5,2,2.5,,Mouth,
Kreetle,Star Wars Animal Collection (Continued),head,Blunt,3,2,1.5,,HeadAttackTool,0.1
KwazelMaw,Star Wars Animal Collection (Continued),,Bite,25,2.6,9.62,,Mouth,0.5
KwazelMaw,Star Wars Animal Collection (Continued),head,Blunt,30,2,15.0,,HeadAttackTool,0.2
Kwi,Star Wars Animal Collection (Continued),left claws,Scratch;Stab,8,1.5,5.33,,SWClaws,
Kwi,Star Wars Animal Collection (Continued),right claws,Scratch;Stab,8,1.5,5.33,,SWClaws,
Kwi,Star Wars Animal Collection (Continued),teeth,Bite,24,2,12.0,,Teeth,
Kwi,Star Wars Animal Collection (Continued),tail,Blunt,18,2,9.0,,SWTailAttackTool,
Kwi,Star Wars Animal Collection (Continued),head,Blunt,8,2,4.0,,HeadAttackTool,0.2
Kybuck,Star Wars Animal Collection (Continued),left hoof,Blunt;Poke,8,2,4.0,,SWLeftHoof,
Kybuck,Star Wars Animal Collection (Continued),right hoof,Blunt;Poke,8,2,4.0,,SWRightHoof,
Kybuck,Star Wars Animal Collection (Continued),,Bite,8,2,4.0,,Teeth,0.5
Kybuck,Star Wars Animal Collection (Continued),head,Blunt,20,2.6,7.69,,HeadAttackTool,
LavaFlea,Star Wars Animal Collection (Continued),trunked maw,Bite,12,2,6.0,,Mouth,
LavaFlea,Star Wars Animal Collection (Continued),head,Blunt,14,2,7.0,,HeadAttackTool,0.1
Leaftail,Star Wars Animal Collection (Continued),left claw,Scratch,4,2,2.0,,FrontLeftPaw,
Leaftail,Star Wars Animal Collection (Continued),right claw,Scratch,4,2,2.0,,FrontRightPaw,
Leaftail,Star Wars Animal Collection (Continued),,Bite,5,2,2.5,,Teeth,0.7
Leaftail,Star Wars Animal Collection (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
LongtailGorg,Star Wars Animal Collection (Continued),claws,Scratch,4,1.5,2.67,,FrontLeftClaws,
LongtailGorg,Star Wars Animal Collection (Continued),claws,Scratch,4,1.5,2.67,,FrontRightClaws,
LongtailGorg,Star Wars Animal Collection (Continued),,Bite,5,2,2.5,,Teeth,
LongtailGorg,Star Wars Animal Collection (Continued),head,Blunt,2,1.5,1.33,,HeadAttackTool,0.2
Lothcat,Star Wars Animal Collection (Continued),left claw,Scratch,7,1.5,4.67,,FrontLeftPaw,
Lothcat,Star Wars Animal Collection (Continued),right claw,Scratch,7,1.5,4.67,,FrontRightPaw,
Lothcat,Star Wars Animal Collection (Continued),,Bite,6,2,3.0,,Teeth,0.7
Lothcat,Star Wars Animal Collection (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.2
LothWolf,Star Wars Animal Collection (Continued),left claw,Scratch,16,1.5,10.67,,FrontLeftPaw,0.2
LothWolf,Star Wars Animal Collection (Continued),right claw,Scratch,16,1.5,10.67,,FrontRightPaw,0.2
LothWolf,Star Wars Animal Collection (Continued),,Bite,16,2,8.0,,Teeth,0.7
LothWolf,Star Wars Animal Collection (Continued),head,Blunt,8,2,4.0,,HeadAttackTool,0.2
Lylek,Star Wars Animal Collection (Continued),left tentacle,Blunt;Poke,28,2.0,14.0,,SWTentacleAttackTool,
Lylek,Star Wars Animal Collection (Continued),right tentacle,Blunt;Poke,28,2.0,14.0,,SWTentacleAttackTool,
Lylek,Star Wars Animal Collection (Continued),poison stinger,ScratchToxic,24,2.6,9.23,,SWToxicAppendage,0.8
Lylek,Star Wars Animal Collection (Continued),teeth,Bite,24,1.4,17.14,,Teeth,0.5
Lylek,Star Wars Animal Collection (Continued),head,Blunt,16,2.4,6.67,,HeadAttackTool,0.2
Maalraas,Star Wars Animal Collection (Continued),left paw,Scratch,12,2,6.0,,FrontLeftPaw,0.5
Maalraas,Star Wars Animal Collection (Continued),right paw,Scratch,12,2,6.0,,FrontRightPaw,0.5
Maalraas,Star Wars Animal Collection (Continued),,Bite,18,2,9.0,,Teeth,0.9
Maalraas,Star Wars Animal Collection (Continued),head,Blunt,8,2,4.0,,HeadAttackTool,0.2
Manka,Star Wars Animal Collection (Continued),tusks,Scratch;Stab,24,2,12.0,,TuskAttackTool,
Manka,Star Wars Animal Collection (Continued),left claw,Scratch,12,1.5,8.0,,FrontLeftPaw,
Manka,Star Wars Animal Collection (Continued),right claw,Scratch,12,1.5,8.0,,FrontRightPaw,
Manka,Star Wars Animal Collection (Continued),razor-fangs,Bite,14,2,7.0,,Teeth,0.9
Manka,Star Wars Animal Collection (Continued),head,Blunt,8,2,4.0,,HeadAttackTool,0.2
MarshHaunt,Star Wars Animal Collection (Continued),left fist,Blunt;Poke,18,1.5,12.0,,LeftHand,0.5
MarshHaunt,Star Wars Animal Collection (Continued),right fist,Blunt;Poke,18,1.5,12.0,,RightHand,0.5
MarshHaunt,Star Wars Animal Collection (Continued),,Bite,10,2,5.0,,Teeth,0.7
MarshHaunt,Star Wars Animal Collection (Continued),head,Blunt,16,2,8.0,,HeadAttackTool,0.2
Massiff,Star Wars Animal Collection (Continued),left claw,Scratch,9.9,2,4.95,,FrontLeftPaw,0.5
Massiff,Star Wars Animal Collection (Continued),right claw,Scratch,9.9,2,4.95,,FrontRightPaw,0.5
Massiff,Star Wars Animal Collection (Continued),,Bite,16,2,8.0,,Teeth,0.9
Massiff,Star Wars Animal Collection (Continued),head,Blunt,6,2,3.0,,HeadAttackTool,0.2
MastiffPhalone,Star Wars Animal Collection (Continued),beak,Bite,18,2,9.0,,Teeth,0.9
MastiffPhalone,Star Wars Animal Collection (Continued),left claw,Scratch,8,1.5,5.33,,FrontLeftPaw,0.2
MastiffPhalone,Star Wars Animal Collection (Continued),right claw,Scratch,8,1.5,5.33,,FrontRightPaw,0.2
MastiffPhalone,Star Wars Animal Collection (Continued),head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Mastmot,Star Wars Animal Collection (Continued),tusk,Scratch;Stab,28,2,14.0,,TuskAttackTool,
Mastmot,Star Wars Animal Collection (Continued),horn,Blunt,19,2,9.5,,HornAttackTool,
Mastmot,Star Wars Animal Collection (Continued),left foot,Blunt,15,2,7.5,,FrontLeftPaw,
Mastmot,Star Wars Animal Collection (Continued),right foot,Blunt,15,2,7.5,,FrontRightPaw,
Mawvorr,Star Wars Animal Collection (Continued),left claw,Scratch,8,2,4.0,,FrontLeftPaw,0.5
Mawvorr,Star Wars Animal Collection (Continued),right claw,Scratch,8,2,4.0,,FrontRightPaw,0.5
Mawvorr,Star Wars Animal Collection (Continued),,Bite,16,2,8.0,,Teeth,0.9
Mawvorr,Star Wars Animal Collection (Continued),head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Mott,Star Wars Animal Collection (Continued),left claw,Scratch,4,2,2.0,,FrontLeftPaw,
Mott,Star Wars Animal Collection (Continued),right claw,Scratch,4,2,2.0,,FrontRightPaw,
Mott,Star Wars Animal Collection (Continued),,Bite,9,2,4.5,,Teeth,0.7
Mott,Star Wars Animal Collection (Continued),head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Mudhorn,Star Wars Animal Collection (Continued),horn,Scratch;Blunt,26,2,13.0,,HornAttackTool,0.5
Mudhorn,Star Wars Animal Collection (Continued),,Bite,19,2.6,7.31,,Teeth,0.7
Mudhorn,Star Wars Animal Collection (Continued),head,Blunt,26,2,13.0,,HeadAttackTool,0.2
Mynock,Star Wars Animal Collection (Continued),head,Blunt,3,2,1.5,,HeadAttackTool,0.2
Narglatch,Star Wars Animal Collection (Continued),left claw,Scratch,18,1.5,12.0,,FrontLeftPaw,
Narglatch,Star Wars Animal Collection (Continued),right claw,Scratch,18,1.5,12.0,,FrontRightPaw,
Narglatch,Star Wars Animal Collection (Continued),,Bite,26,2,13.0,,Teeth,0.7
Narglatch,Star Wars Animal Collection (Continued),head,Blunt,12,2,6.0,,HeadAttackTool,0.2
Neebray,Star Wars Animal Collection (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Neebray,Star Wars Animal Collection (Continued),bite,Bite,2.5,2,1.25,,Teeth,
Nuna,Star Wars Animal Collection (Continued),claws,Scratch,5,1.5,3.33,,Feet,
Nuna,Star Wars Animal Collection (Continued),beak,Bite,6,2,3.0,,Beak,
Nuna,Star Wars Animal Collection (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Ollopom,Star Wars Animal Collection (Continued),claws,Scratch,6,1.5,4.0,,FrontLeftPaw,
Ollopom,Star Wars Animal Collection (Continued),claws,Scratch,6,1.5,4.0,,FrontRightPaw,
Ollopom,Star Wars Animal Collection (Continued),bite,Bite,8,2,4.0,,Teeth,
Ollopom,Star Wars Animal Collection (Continued),head,Blunt,5,2,2.5,,HeadAttackTool,0.2
Orray,Star Wars Animal Collection (Continued),left claw,Scratch,14,1.5,9.33,,FrontLeftPaw,
Orray,Star Wars Animal Collection (Continued),right claw,Scratch,14,1.5,9.33,,FrontRightPaw,
Orray,Star Wars Animal Collection (Continued),,Bite,28,2,14.0,,Teeth,0.7
Orray,Star Wars Animal Collection (Continued),head,Blunt,12,2,6.0,,HeadAttackTool,0.2
PaintedSpat,Star Wars Animal Collection (Continued),foot,Blunt,8,1.5,5.33,,Feet,
PaintedSpat,Star Wars Animal Collection (Continued),beak,Bite,16,2,8.0,,Beak,
PaintedSpat,Star Wars Animal Collection (Continued),head,Blunt,12,2,6.0,,HeadAttackTool,0.2
PekoPeko,Star Wars Animal Collection (Continued),left wing claws,Scratch;Cut,6,1.5,4.0,,Feet,
PekoPeko,Star Wars Animal Collection (Continued),wing claws,Scratch;Cut,6,1.5,4.0,,Feet,
PekoPeko,Star Wars Animal Collection (Continued),strong beak,Bite,16,2,8.0,,Beak,
PekoPeko,Star Wars Animal Collection (Continued),head,Blunt,12,2,6.0,,HeadAttackTool,0.2
Pikobis,Star Wars Animal Collection (Continued),claws,Scratch,6,1.5,4.0,,SWClaws,
Pikobis,Star Wars Animal Collection (Continued),beak,Bite,8,2,4.0,,Teeth,
Pikobis,Star Wars Animal Collection (Continued),head,Blunt,5,2,2.5,,HeadAttackTool,0.2
Pufferpig,Star Wars Animal Collection (Continued),head tusk,Scratch;Stab,6,2,3.0,,TuskAttackTool,
Pufferpig,Star Wars Animal Collection (Continued),head,Blunt,10,2,5.0,,HeadAttackTool,0.2
Qormot,Star Wars Animal Collection (Continued),left claw,Scratch,8,2,4.0,,FrontLeftPaw,
Qormot,Star Wars Animal Collection (Continued),right claw,Scratch,8,2,4.0,,FrontRightPaw,
Qormot,Star Wars Animal Collection (Continued),quills,Scratch;Stab,9.0,2,4.5,,SWHornAttackTool,
Qormot,Star Wars Animal Collection (Continued),,Bite,10.0,2,5.0,,Teeth,0.6
Qormot,Star Wars Animal Collection (Continued),head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Raxshir,Star Wars Animal Collection (Continued),left claw,Scratch;Cut,14,1.5,9.33,,FrontLeftPaw,0.2
Raxshir,Star Wars Animal Collection (Continued),right claw,Scratch;Cut,14,1.5,9.33,,FrontRightPaw,0.2
Raxshir,Star Wars Animal Collection (Continued),,Bite,16,2,8.0,,Teeth,0.7
Raxshir,Star Wars Animal Collection (Continued),head,Blunt,8,2,4.0,,HeadAttackTool,0.2
Rikknit,Star Wars Animal Collection (Continued),left claw,Scratch,8,2,4.0,,SWLeftLegClawAttackTool,
Rikknit,Star Wars Animal Collection (Continued),right claw,Scratch,8,2,4.0,,SWRightLegClawAttackTool,
Rikknit,Star Wars Animal Collection (Continued),tail,Cut;Scratch,6,2,3.0,,SWTailAttackTool,
Rikknit,Star Wars Animal Collection (Continued),,Bite,4,2,2.0,,Teeth,0.7
Rikknit,Star Wars Animal Collection (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Roggwart,Star Wars Animal Collection (Continued),left arm claws,Scratch;Cut,18,2,9.0,,SWLeftArmClawAttackTool,
Roggwart,Star Wars Animal Collection (Continued),right arm claws,Scratch;Cut,18,2,9.0,,SWRightArmClawAttackTool,
Roggwart,Star Wars Animal Collection (Continued),teeth,Bite,26,2,13.0,,Teeth,
Roggwart,Star Wars Animal Collection (Continued),trident-tipped tail,Blunt;Stab,18,2,9.0,,SWTailAttackTool,
Roggwart,Star Wars Animal Collection (Continued),cranial horns,Scratch;Stab,12,2,6.0,,SWHornAttackTool,
Ronto,Star Wars Animal Collection (Continued),,Bite,17,2.6,6.54,,Teeth,0.7
Ronto,Star Wars Animal Collection (Continued),left foot,Blunt,19,2,9.5,,FrontLeftLeg,
Ronto,Star Wars Animal Collection (Continued),right foot,Blunt,19,2,9.5,,FrontRightLeg,
Ronto,Star Wars Animal Collection (Continued),head,Blunt,28,2,14.0,,HeadAttackTool,0.2
Rycrit,Star Wars Animal Collection (Continued),,Bite,16.0,2,8.0,,Teeth,0.6
Rycrit,Star Wars Animal Collection (Continued),left claws,Scratch,6,2,3.0,,SWClaws,
Rycrit,Star Wars Animal Collection (Continued),right claws,Scratch,6,2,3.0,,SWClaws,
Rycrit,Star Wars Animal Collection (Continued),head,Blunt,10,2,5.0,,HeadAttackTool,0.2
Runyip,Star Wars Animal Collection (Continued),left hoof,Blunt;Poke,8,2,4.0,,FrontLeftLeg,
Runyip,Star Wars Animal Collection (Continued),right hoof,Blunt;Poke,8,2,4.0,,FrontRightLeg,
Runyip,Star Wars Animal Collection (Continued),horn,Scratch;Stab,8,2,4.0,,HornAttackTool,
Runyip,Star Wars Animal Collection (Continued),head,Blunt,16,2.9,5.52,,HeadAttackTool,
Scavrat,Star Wars Animal Collection (Continued),left claw,Scratch,5.5,2,2.75,,FrontLeftPaw,
Scavrat,Star Wars Animal Collection (Continued),right claw,Scratch,5.5,2,2.75,,FrontRightPaw,
Scavrat,Star Wars Animal Collection (Continued),,Bite,8,2,4.0,,Teeth,0.7
Scavrat,Star Wars Animal Collection (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Scurrier,Star Wars Animal Collection (Continued),left claw,Scratch,3,2,1.5,,SWClaws,
Scurrier,Star Wars Animal Collection (Continued),right claw,Scratch,3,2,1.5,,SWClaws,
Scurrier,Star Wars Animal Collection (Continued),,Bite,4,2,2.0,,Teeth,0.7
Scurrier,Star Wars Animal Collection (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Shaak,Star Wars Animal Collection (Continued),head,Blunt,12,2.9,4.14,,HeadAttackTool,
Shaak,Star Wars Animal Collection (Continued),left hoof,Blunt;Poke,6,2,3.0,,FrontLeftLeg,
Shaak,Star Wars Animal Collection (Continued),right hoof,Blunt;Poke,6,2,3.0,,FrontRightLeg,
Shaak,Star Wars Animal Collection (Continued),,Bite,4,2,2.0,,Teeth,0.5
Shiro,Star Wars Animal Collection (Continued),beak,Bite,9,2.5,3.6,,TurtleBeakAttackTool,
Shiro,Star Wars Animal Collection (Continued),head,Blunt,3,2.5,1.2,,HeadAttackTool,0.2
ShiroTrap,Star Wars Animal Collection (Continued),beak,Bite,12,2.5,4.8,,TurtleBeakAttackTool,
ShiroTrap,Star Wars Animal Collection (Continued),tooke-trap,Bite,8,2.5,3.2,,TurtleBeakAttackTool,0.2
ShiroTrap,Star Wars Animal Collection (Continued),head,Blunt,6,2.5,2.4,,HeadAttackTool,0.2
Shyrack,Star Wars Animal Collection (Continued),left scythe claw,Scratch;Cut,6,2,3.0,,SWLeftArmClawAttackTool,
Shyrack,Star Wars Animal Collection (Continued),right scythe claw,Scratch;Cut,6,2,3.0,,SWRightArmClawAttackTool,
Shyrack,Star Wars Animal Collection (Continued),,Bite,9,2,4.5,,Teeth,0.7
Shyrack,Star Wars Animal Collection (Continued),tail,Blunt,8,2,4.0,,SWTailAttackTool,
Silooth,Star Wars Animal Collection (Continued),mandibles,Blunt,25,2,12.5,,HeadClaw,
Silooth,Star Wars Animal Collection (Continued),,Bite,18,2,9.0,,Teeth,0.5
Silooth,Star Wars Animal Collection (Continued),head horn,Scratch;Stab,14,2,7.0,,HornAttackTool,0.1
Silooth,Star Wars Animal Collection (Continued),front left claw,Blunt;Stab,10,2,5.0,,Feet,
Silooth,Star Wars Animal Collection (Continued),front right claw,Blunt;Scratch,10,2,5.0,,Feet,
Skalder,Star Wars Animal Collection (Continued),tusk,Scratch;Stab,25,2.6,9.62,,TuskAttackTool,
Skalder,Star Wars Animal Collection (Continued),left foot,Blunt,16.9,2,8.45,,FrontLeftLeg,
Skalder,Star Wars Animal Collection (Continued),right foot,Blunt,16.9,2,8.45,,FrontRightLeg,
Skalder,Star Wars Animal Collection (Continued),head,Blunt,14,2,7.0,,HeadAttackTool,0.2
Sketto,Star Wars Animal Collection (Continued),left clawed paw,Scratch,8,1.5,5.33,,FrontLeftPaw,
Sketto,Star Wars Animal Collection (Continued),right clawed paw,Scratch,8,1.5,5.33,,FrontRightPaw,
Sketto,Star Wars Animal Collection (Continued),beak,Bite,12,2,6.0,,Teeth,
Sketto,Star Wars Animal Collection (Continued),head,Blunt,6,1.5,4.0,,HeadAttackTool,0.2
Snoruuk,Star Wars Animal Collection (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Squall,Star Wars Animal Collection (Continued),,Bite,4.0,2,2.0,,Teeth,0.6
Squall,Star Wars Animal Collection (Continued),left claws,Scratch,3,2,1.5,,FrontLeftPaw,
Squall,Star Wars Animal Collection (Continued),right claws,Scratch,3,2,1.5,,FrontRightPaw,
Squall,Star Wars Animal Collection (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Stintaril,Star Wars Animal Collection (Continued),left claw,Scratch,8,2,4.0,,FrontLeftClaws,0.5
Stintaril,Star Wars Animal Collection (Continued),right claw,Scratch,8,2,4.0,,FrontRightClaws,0.5
Stintaril,Star Wars Animal Collection (Continued),,Bite,12,2,6.0,,Teeth,0.9
Stintaril,Star Wars Animal Collection (Continued),head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Strill,Star Wars Animal Collection (Continued),left claw,Scratch,10.9,2,5.45,,FrontLeftPaw,0.5
Strill,Star Wars Animal Collection (Continued),right claw,Scratch,10.9,2,5.45,,FrontRightPaw,0.5
Strill,Star Wars Animal Collection (Continued),,Bite,18,2,9.0,,Teeth,0.9
Strill,Star Wars Animal Collection (Continued),head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Tach,Star Wars Animal Collection (Continued),left fist,Blunt;Scratch,6,1.5,4.0,,LeftHand,
Tach,Star Wars Animal Collection (Continued),right fist,Blunt;Scratch,6,1.5,4.0,,RightHand,
Tach,Star Wars Animal Collection (Continued),,Bite,8,2,4.0,,Teeth,0.7
Tach,Star Wars Animal Collection (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.2
TeeMuss,Star Wars Animal Collection (Continued),head,Blunt,12,2.9,4.14,,HeadAttackTool,
TeeMuss,Star Wars Animal Collection (Continued),left hoof,Blunt;Poke,6,2,3.0,,FrontLeftLeg,
TeeMuss,Star Wars Animal Collection (Continued),right hoof,Blunt;Poke,6,2,3.0,,FrontRightLeg,
TeeMuss,Star Wars Animal Collection (Continued),,Bite,12,2,6.0,,Teeth,0.5
TetnissCrab,Star Wars Animal Collection (Continued),,Scratch;Stab,5,2.0,2.5,,SWLeftLegClawAttackTool,
TetnissCrab,Star Wars Animal Collection (Continued),,Scratch;Stab,5,2.0,2.5,,SWRightLegClawAttackTool,
TetnissCrab,Star Wars Animal Collection (Continued),head,Blunt,3,2.4,1.25,,HeadAttackTool,0.2
Thranta,Star Wars Animal Collection (Continued),tail,Blunt,12,2,6.0,,SWTailAttackTool,
Thranta,Star Wars Animal Collection (Continued),head,Blunt,18,2,9.0,,HeadAttackTool,0.2
Tibidee,Star Wars Animal Collection (Continued),left claws,Cut;Stab,20,2.0,10.0,,Feet,
Tibidee,Star Wars Animal Collection (Continued),right claws,Cut;Stab,20,2.0,10.0,,Feet,
Tibidee,Star Wars Animal Collection (Continued),,Bite,16,2,8.0,,Teeth,0.6
Tibidee,Star Wars Animal Collection (Continued),head,Blunt,28,2,14.0,,HeadAttackTool,0.4
Tibidee,Star Wars Animal Collection (Continued),tail,Blunt,32,2.2,14.55,,SWTailAttackTool,0.2
Tooke,Star Wars Animal Collection (Continued),left claw,Scratch,4,2,2.0,,FrontLeftPaw,
Tooke,Star Wars Animal Collection (Continued),right claw,Scratch,4,2,2.0,,FrontRightPaw,
Tooke,Star Wars Animal Collection (Continued),,Bite,5,2,2.5,,Teeth,0.7
Tooke,Star Wars Animal Collection (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Torton,Star Wars Animal Collection (Continued),,Bite,28,2.6,10.77,,TurtleBeakAttackTool,0.7
Torton,Star Wars Animal Collection (Continued),horn,Scratch;Stab,24,2,12.0,,HornAttackTool,
Torton,Star Wars Animal Collection (Continued),left foot,Blunt,19,2,9.5,,FrontLeftPaw,
Torton,Star Wars Animal Collection (Continued),right foot,Blunt,19,2,9.5,,FrontRightPaw,
Torton,Star Wars Animal Collection (Continued),head,Blunt,17,2,8.5,,HeadAttackTool,0.2
Taozin,Star Wars Animal Collection (Continued),spiked-tail,Blunt;Stab,24,2.2,10.91,,SWTailAttackTool,
Taozin,Star Wars Animal Collection (Continued),left claws,Cut;Stab,20,2.0,10.0,,Feet,
Taozin,Star Wars Animal Collection (Continued),right claws,Cut;Stab,20,2.0,10.0,,Feet,
Taozin,Star Wars Animal Collection (Continued),insectoid maw,Bite,12,1.4,8.57,,Mouth,0.5
Taozin,Star Wars Animal Collection (Continued),head,Blunt,16,2.4,6.67,,HeadAttackTool,0.2
Tukata,Star Wars Animal Collection (Continued),left claw,Scratch;Cut,18,1.5,12.0,,FrontLeftPaw,
Tukata,Star Wars Animal Collection (Continued),right claw,Scratch;Cut,18,1.5,12.0,,FrontRightPaw,
Tukata,Star Wars Animal Collection (Continued),poisonous fangs,ToxicBite,26,2,13.0,,Teeth,0.9
Tukata,Star Wars Animal Collection (Continued),tail stinger,ScratchToxic,12,2,6.0,,SWToxicAppendage,
Tukata,Star Wars Animal Collection (Continued),head,Blunt;Scratch,8,2,4.0,,HeadAttackTool,0.2
TuskCat,Star Wars Animal Collection (Continued),left claw,Scratch;Cut,14,1.5,9.33,,FrontLeftPaw,0.2
TuskCat,Star Wars Animal Collection (Continued),right claw,Scratch;Cut,14,1.5,9.33,,FrontRightPaw,0.2
TuskCat,Star Wars Animal Collection (Continued),,Bite,16,2,8.0,,Teeth,0.7
TuskCat,Star Wars Animal Collection (Continued),head,Blunt,10,2,5.0,,HeadAttackTool,0.2
Urusai,Star Wars Animal Collection (Continued),claws,Scratch,8,1.5,5.33,,Feet,
Urusai,Star Wars Animal Collection (Continued),beak,Bite,10,2,5.0,,Beak,
Urusai,Star Wars Animal Collection (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Uvak,Star Wars Animal Collection (Continued),claws,Scratch,8,1.5,5.33,,FrontLeftPaw,
Uvak,Star Wars Animal Collection (Continued),claws,Scratch,8,1.5,5.33,,FrontRightPaw,
Uvak,Star Wars Animal Collection (Continued),beak,Bite,16,2,8.0,,Teeth,
Uvak,Star Wars Animal Collection (Continued),horns,Cut;Stab,8,2,4.0,,HeadAttackTool,0.2
Vapaad,Star Wars Animal Collection (Continued),left toxic tentacle,Blunt;ScratchToxic,12,1,12.0,,SWTentacleAttackTool,
Vapaad,Star Wars Animal Collection (Continued),right toxic tentacle,Poke;ScratchToxic,12,1,12.0,,SWTentacleAttackTool,
Vapaad,Star Wars Animal Collection (Continued),left toxic tentacle,Scratch;ScratchToxic,14,1.5,9.33,,SWTentacleAttackTool,
Vapaad,Star Wars Animal Collection (Continued),right toxic tentacle,Stab;ScratchToxic,14,1.5,9.33,,SWTentacleAttackTool,
Varactyl,Star Wars Animal Collection (Continued),claws,Scratch,8,1.5,5.33,,FrontLeftPaw,
Varactyl,Star Wars Animal Collection (Continued),claws,Scratch,8,1.5,5.33,,FrontRightPaw,
Varactyl,Star Wars Animal Collection (Continued),beak,Bite,14,2,7.0,,Teeth,
Varactyl,Star Wars Animal Collection (Continued),head,Blunt,16,2,8.0,,HeadAttackTool,0.2
Veermok,Star Wars Animal Collection (Continued),left fist,Blunt;Scratch,18,1.5,12.0,,LeftHand,
Veermok,Star Wars Animal Collection (Continued),right fist,Blunt;Scratch,18,1.5,12.0,,RightHand,
Veermok,Star Wars Animal Collection (Continued),,Bite,18,2,9.0,,Teeth,0.7
Veermok,Star Wars Animal Collection (Continued),head,Blunt,8,2,4.0,,HeadAttackTool,0.2
Voorpak,Star Wars Animal Collection (Continued),left claw,Scratch,4,1.5,2.67,,FrontLeftPaw,
Voorpak,Star Wars Animal Collection (Continued),right claw,Scratch,4,1.5,2.67,,FrontRightPaw,
Voorpak,Star Wars Animal Collection (Continued),,Bite,6,2,3.0,,Teeth,0.7
Voorpak,Star Wars Animal Collection (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Vornskyr,Star Wars Animal Collection (Continued),whip-like tail,ScratchToxic,8,2,4.0,,SWToxicAppendage,0.9
Vornskyr,Star Wars Animal Collection (Continued),left paw,Scratch,13,2,6.5,,FrontLeftClaws,0.2
Vornskyr,Star Wars Animal Collection (Continued),right paw,Scratch,13,2,6.5,,FrontRightClaws,0.2
Vornskyr,Star Wars Animal Collection (Continued),,Bite,20,2,10.0,,Teeth,0.9
Vornskyr,Star Wars Animal Collection (Continued),head,Blunt,8,2,4.0,,HeadAttackTool,0.2
Warbird,Star Wars Animal Collection (Continued),serrated beak,Bite,24,2,12.0,,Teeth,0.7
Warbird,Star Wars Animal Collection (Continued),left claws,Scratch,6,2,3.0,,SWLeftArmClawAttackTool,
Warbird,Star Wars Animal Collection (Continued),right claws,Scratch,6,2,3.0,,SWRightArmClawAttackTool,
Warbird,Star Wars Animal Collection (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
Warbird,Star Wars Animal Collection (Continued),tail,Blunt,16,2,8.0,,SWTailAttackTool,
WarWyrm,Star Wars Animal Collection (Continued),,ToxicBite,45,3.0,15.0,,Mouth,0.5
WarWyrm,Star Wars Animal Collection (Continued),head,Blunt,45,2.2,20.45,,HeadAttackTool,0.2
WarWyrm,Star Wars Animal Collection (Continued),serpentine tail,Blunt,45,2.4,18.75,,SWTailAttackTool,
Whisperbird,Star Wars Animal Collection (Continued),claws,Scratch,6,1.5,4.0,,Feet,
Whisperbird,Star Wars Animal Collection (Continued),beak,Bite,8,2,4.0,,Beak,
Whisperbird,Star Wars Animal Collection (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.2
WompRat,Star Wars Animal Collection (Continued),left claw,Scratch,8.5,2,4.25,,FrontLeftPaw,
WompRat,Star Wars Animal Collection (Continued),right claw,Scratch,8.5,2,4.25,,FrontRightPaw,
WompRat,Star Wars Animal Collection (Continued),,Bite,8,2,4.0,,Teeth,0.7
WompRat,Star Wars Animal Collection (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Woolamander,Star Wars Animal Collection (Continued),left fist,Blunt;Scratch,9,1.5,6.0,,LeftHand,
