defName,modName,index,def,minAge,soundWounded
Krykna,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.1,
Krykna,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Krykna_Wounded
Kreetle,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Kreetle,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.05,
Kreetle,Star Wars Animal Collection (Continued),2,AnimalAdult,0.1,Pawn_Kreetle_Wounded
KwazelMaw,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
KwazelMaw,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.25,
KwazelMaw,Star Wars Animal Collection (Continued),2,AnimalAdult,0.5,Pawn_KwazelMaw_Wounded
Kwi,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Kwi,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Kwi,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Kwi_Wounded
Kybuck,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Kybuck,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.1,
Kybuck,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Elk_Wounded
LavaFlea,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
LavaFlea,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
LavaFlea,Star Wars Animal Collection (Continued),2,AnimalAdult,1.0,Pawn_LavaFlea_Wounded
Leaftail,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Leaftail,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.1,
Leaftail,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Leaftail_Wounded
LongtailGorg,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,
LongtailGorg,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.1,
LongtailGorg,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Gorg_Wounded
Lothcat,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Lothcat,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.15,
Lothcat,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_Cat_Injured
LothWolf,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
LothWolf,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
LothWolf,Star Wars Animal Collection (Continued),2,AnimalAdult,0.75,Pawn_Dog_Injured
Lylek,Star Wars Animal Collection (Continued),0,AnimalBaby,0,Pawn_LylekBaby_Wounded
Lylek,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
Lylek,Star Wars Animal Collection (Continued),2,AnimalAdult,1.0,Pawn_Lylek_Wounded
Maalraas,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Maalraas,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Maalraas,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Maalraas_Wounded
Manka,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Manka,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Manka,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_Manka_Wounded
MarshHaunt,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
MarshHaunt,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.4,
MarshHaunt,Star Wars Animal Collection (Continued),2,AnimalAdult,0.8,Pawn_MarshHaunt_Wounded
Massiff,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Massiff,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Massiff,Star Wars Animal Collection (Continued),2,AnimalAdult,0.5,Pawn_Massiff_Wounded
MastiffPhalone,Star Wars Animal Collection (Continued),0,AnimalBaby,0,Pawn_Chick_Call
MastiffPhalone,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
MastiffPhalone,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_MastiffPhalone_Wounded
Mastmot,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Mastmot,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
Mastmot,Star Wars Animal Collection (Continued),2,AnimalAdult,1.0,Pawn_Mastmot_Wounded
Mawvorr,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Mawvorr,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Mawvorr,Star Wars Animal Collection (Continued),2,AnimalAdult,0.5,Pawn_Mawvorr_Wounded
Mott,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Mott,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Mott,Star Wars Animal Collection (Continued),2,AnimalAdult,0.3,Pawn_Mott_Wounded
Mudhorn,Star Wars Animal Collection (Continued),0,AnimalBaby,0,Pawn_Rhinoceros_Wounded
Mudhorn,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.4,
Mudhorn,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Mudhorn_Wounded
Mynock,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Mynock,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.05,
Mynock,Star Wars Animal Collection (Continued),2,AnimalAdult,0.1,Pawn_Mynock_Wounded
Narglatch,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Narglatch,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.25,
Narglatch,Star Wars Animal Collection (Continued),2,AnimalAdult,0.5,Pawn_Narglatch_Wounded
Neebray,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Neebray,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.05,
Neebray,Star Wars Animal Collection (Continued),2,AnimalAdult,0.1,Pawn_Neebray_Wounded
Nuna,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,Pawn_Chick_Call
Nuna,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.12,
Nuna,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Nuna_Wounded
Ollopom,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,
Ollopom,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.06,
Ollopom,Star Wars Animal Collection (Continued),2,AnimalAdult,0.12,Pawn_Rodent_Wounded
Orray,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Orray,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.25,
Orray,Star Wars Animal Collection (Continued),2,AnimalAdult,0.5,Pawn_Orray_Wounded
PaintedSpat,Star Wars Animal Collection (Continued),0,AnimalBaby,0,Pawn_Chick_Call
PaintedSpat,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.25,
PaintedSpat,Star Wars Animal Collection (Continued),2,AnimalAdult,0.5,Pawn_PaintedSpat_Wounded
PekoPeko,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,Pawn_Chick_Call
PekoPeko,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.12,
PekoPeko,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_PekoPeko_Wounded
Pikobis,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,
Pikobis,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.06,
Pikobis,Star Wars Animal Collection (Continued),2,AnimalAdult,0.12,Pawn_Pikobis_Wounded
Pufferpig,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,
Pufferpig,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Pufferpig,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_Wildboar_Wounded
Qormot,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Qormot,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Qormot,Star Wars Animal Collection (Continued),2,AnimalAdult,0.3,Pawn_Qormot_Wounded
Raxshir,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Raxshir,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
Raxshir,Star Wars Animal Collection (Continued),2,AnimalAdult,0.75,Pawn_Raxshir_Wounded
Rikknit,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Rikknit,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Rikknit,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_Tortoise_Wounded
Roggwart,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Roggwart,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Roggwart,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Roggwart_Wounded
Ronto,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Ronto,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
Ronto,Star Wars Animal Collection (Continued),2,AnimalAdult,1.0,Pawn_Ronto_Wounded
Rycrit,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Rycrit,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.05,
Rycrit,Star Wars Animal Collection (Continued),2,AnimalAdult,0.1,Pawn_Rycrit_Wounded
Runyip,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Runyip,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.20,
Runyip,Star Wars Animal Collection (Continued),2,AnimalAdult,0.30,Pawn_Runyip_Wounded
Scavrat,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Scavrat,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Scavrat,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_Rodent_Wounded
Scurrier,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Scurrier,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.06,
Scurrier,Star Wars Animal Collection (Continued),2,AnimalAdult,0.12,Pawn_Scurrier_Wounded
Shaak,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Shaak,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.1,
Shaak,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Shaak_Wounded
Shiro,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Shiro,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.15,
Shiro,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2222,Pawn_Shiro_Wounded
ShiroTrap,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
ShiroTrap,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.15,
ShiroTrap,Star Wars Animal Collection (Continued),2,AnimalAdult,0.3,Pawn_Shiro_Wounded
Shyrack,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Shyrack,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Shyrack,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_Shyrack_Wounded
Silooth,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Silooth,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
Silooth,Star Wars Animal Collection (Continued),2,AnimalAdult,1.0,Pawn_Silooth_Wounded
Skalder,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Skalder,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Skalder,Star Wars Animal Collection (Continued),2,AnimalAdult,0.7,Pawn_Skalder_Wounded
Sketto,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,
Sketto,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.12,
Sketto,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Sketto_Call
Snoruuk,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Snoruuk,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.025,
Snoruuk,Star Wars Animal Collection (Continued),2,AnimalAdult,0.05,Pawn_Snoruuk_Wounded
Squall,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Squall,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.1,
Squall,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Hare_Wounded
Stintaril,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Stintaril,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.15,
Stintaril,Star Wars Animal Collection (Continued),2,AnimalAdult,0.3,Pawn_Boomrat_Wounded
Strill,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Strill,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Strill,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Strill_Angry
Tach,Star Wars Animal Collection (Continued),0,AnimalBaby,0,Pawn_Monkey_Wounded
Tach,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.1,
Tach,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Tach_Wounded
TeeMuss,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
TeeMuss,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
TeeMuss,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_Dromedary_Wounded
TetnissCrab,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
TetnissCrab,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.1,
TetnissCrab,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Tortoise_Wounded
Thranta,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Thranta,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Thranta,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Thranta_Wounded
Tibidee,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Tibidee,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
Tibidee,Star Wars Animal Collection (Continued),2,AnimalAdult,1.0,Pawn_Tibidee_Wounded
Tooke,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Tooke,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.025,
Tooke,Star Wars Animal Collection (Continued),2,AnimalAdult,0.05,Pawn_Tooke_Wounded
Torton,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Torton,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
Torton,Star Wars Animal Collection (Continued),2,AnimalAdult,1.0,Pawn_Fambaa_Wounded
Taozin,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Taozin,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.5,
Taozin,Star Wars Animal Collection (Continued),2,AnimalAdult,1.0,Pawn_Taozin_Wounded
Tukata,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Tukata,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.4,
Tukata,Star Wars Animal Collection (Continued),2,AnimalAdult,0.8,Pawn_Tukata_Wounded
TuskCat,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
TuskCat,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.25,
TuskCat,Star Wars Animal Collection (Continued),2,AnimalAdult,0.5,Pawn_TuskCat_Wounded
Urusai,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,Pawn_Chick_Call
Urusai,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.12,
Urusai,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Urusai_Wounded
Uvak,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Uvak,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Uvak,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Uvak_Wounded
Vapaad,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Vapaad,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Vapaad,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Vapaad_Wounded
Varactyl,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Varactyl,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.4,
Varactyl,Star Wars Animal Collection (Continued),2,AnimalAdult,0.8,Pawn_Varactyl_Wounded
Veermok,Star Wars Animal Collection (Continued),0,AnimalBaby,0,Pawn_Monkey_Wounded
Veermok,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Veermok,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Veermok_Wounded
Voorpak,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Voorpak,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.1,
Voorpak,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Voorpak_Wounded
Vornskyr,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Vornskyr,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Vornskyr,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_Vornskyr_Wounded
Warbird,Star Wars Animal Collection (Continued),0,AnimalBaby,0,Pawn_Chick_Call
Warbird,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.4,
Warbird,Star Wars Animal Collection (Continued),2,AnimalAdult,0.8,Pawn_Warbird_Wounded
WarWyrm,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
WarWyrm,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.75,
WarWyrm,Star Wars Animal Collection (Continued),2,AnimalAdult,1.5,Pawn_WarWyrm_Wounded
Whisperbird,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,Pawn_Chick_Call
Whisperbird,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.12,
Whisperbird,Star Wars Animal Collection (Continued),2,AnimalAdult,0.2,Pawn_Whisperbird_Wounded
WompRat,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
WompRat,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
WompRat,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_WompRat_Wounded
Woolamander,Star Wars Animal Collection (Continued),0,AnimalBaby,0,Pawn_Monkey_Wounded
Woolamander,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Woolamander,Star Wars Animal Collection (Continued),2,AnimalAdult,0.3,Pawn_Woolamander_Wounded
Worrt,Star Wars Animal Collection (Continued),0,AnimalBabyTiny,0,
Worrt,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.15,
Worrt,Star Wars Animal Collection (Continued),2,AnimalAdult,0.3,Pawn_Worrt_Wounded
Wraid,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Wraid,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.4,
Wraid,Star Wars Animal Collection (Continued),2,AnimalAdult,0.8,Pawn_Wraid_Wounded
Wyyyschokk,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Wyyyschokk,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.2,
Wyyyschokk,Star Wars Animal Collection (Continued),2,AnimalAdult,0.4,Pawn_Wyyyschokk_Wounded
Yobshrimp,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Yobshrimp,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.05,
Yobshrimp,Star Wars Animal Collection (Continued),2,AnimalAdult,0.1,Pawn_Yobshrimp_Wounded
Zakkeg,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Zakkeg,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.4,
Zakkeg,Star Wars Animal Collection (Continued),2,AnimalAdult,0.8,Pawn_Boma_Wounded
Zeer,Star Wars Animal Collection (Continued),0,AnimalBaby,0,
Zeer,Star Wars Animal Collection (Continued),1,AnimalJuvenile,0.3,
Zeer,Star Wars Animal Collection (Continued),2,AnimalAdult,0.6,Pawn_Zeer_Wounded
GiantAnt_Race,They! (Giant Ants),0,AnimalAdult,0,Pawn_BigInsect_Pain
Titan,Titans,0,AnimalBaby,0,
Titan,Titans,1,AnimalJuvenile,2,
Titan,Titans,2,AnimalAdult,4,Pawn_Bear_Injured
AEXP_Coyote,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Coyote,Vanilla Animals Expanded,1,AnimalJuvenile,0.2,
AEXP_Coyote,Vanilla Animals Expanded,2,AnimalAdult,0.45,AEXP_Pawn_Coyote_Wounded
AEXP_Giraffe,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Giraffe,Vanilla Animals Expanded,1,AnimalJuvenile,0.2,
AEXP_Giraffe,Vanilla Animals Expanded,2,AnimalAdult,0.33,Pawn_Deer_Wounded
AEXP_Zebra,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Zebra,Vanilla Animals Expanded,1,AnimalJuvenile,0.25,
AEXP_Zebra,Vanilla Animals Expanded,2,AnimalAdult,0.3333,AEXP_Pawn_Zebra_Wounded
AEXP_Wildebeest,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Wildebeest,Vanilla Animals Expanded,1,AnimalJuvenile,0.2,
AEXP_Wildebeest,Vanilla Animals Expanded,2,AnimalAdult,0.3333,AEXP_Pawn_Wildebeest_Wounded
AEXP_Crocodile,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Crocodile,Vanilla Animals Expanded,1,AnimalJuvenile,0.09,
AEXP_Crocodile,Vanilla Animals Expanded,2,AnimalAdult,0.2,AEXP_Pawn_Crocodile_Wounded
AEXP_Cheetah,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Cheetah,Vanilla Animals Expanded,1,AnimalJuvenile,0.25,
AEXP_Cheetah,Vanilla Animals Expanded,2,AnimalAdult,0.5,Pawn_Cougar_Injured
AEXP_Boombat,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Boombat,Vanilla Animals Expanded,1,AnimalJuvenile,0.1,
AEXP_Boombat,Vanilla Animals Expanded,2,AnimalAdult,0.2222,Pawn_Boomrat_Wounded
AEXP_Kangaroo,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Kangaroo,Vanilla Animals Expanded,1,AnimalJuvenile,0.2,
AEXP_Kangaroo,Vanilla Animals Expanded,2,AnimalAdult,0.35,Pawn_Elk_Wounded
AEXP_Koala,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Koala,Vanilla Animals Expanded,1,AnimalJuvenile,0.1,
AEXP_Koala,Vanilla Animals Expanded,2,AnimalAdult,0.2222,Pawn_Alphabeaver_Wounded
AEXP_Platypus,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Platypus,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_Platypus,Vanilla Animals Expanded,2,AnimalAdult,0.3333,Pawn_Alphabeaver_Wounded
AEXP_ArcticCoyote,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_ArcticCoyote,Vanilla Animals Expanded,1,AnimalJuvenile,0.2,
AEXP_ArcticCoyote,Vanilla Animals Expanded,2,AnimalAdult,0.45,AEXP_Pawn_ArcticCoyote_Wounded
AEXP_BlackBear,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_BlackBear,Vanilla Animals Expanded,1,AnimalJuvenile,0.2,
AEXP_BlackBear,Vanilla Animals Expanded,2,AnimalAdult,0.5,Pawn_Bear_Injured
AEXP_CatAbyssinian,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatAbyssinian,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatAbyssinian,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_CatBengal,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatBengal,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatBengal,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_CatBritishShorthair,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatBritishShorthair,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatBritishShorthair,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_CatMaineCoon,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatMaineCoon,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatMaineCoon,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_CatMunchkin,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatMunchkin,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatMunchkin,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_CatNorwegianForest,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatNorwegianForest,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatNorwegianForest,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_CatPersian,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatPersian,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatPersian,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_CatSiamese,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatSiamese,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatSiamese,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_CatSomali,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatSomali,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatSomali,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_CatSphynx,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_CatSphynx,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_CatSphynx,Vanilla Animals Expanded,2,AnimalAdult,0.4,Pawn_Cat_Injured
AEXP_Hyena,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Hyena,Vanilla Animals Expanded,1,AnimalJuvenile,0.2,
AEXP_Hyena,Vanilla Animals Expanded,2,AnimalAdult,0.45,AEXP_Pawn_Hyena_Wounded
AEXP_DesertTortoise,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_DesertTortoise,Vanilla Animals Expanded,1,AnimalJuvenile,0.15,
AEXP_DesertTortoise,Vanilla Animals Expanded,2,AnimalAdult,0.3,Pawn_Tortoise_Wounded
AEXP_Lion,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Lion,Vanilla Animals Expanded,1,AnimalJuvenile,0.25,
AEXP_Lion,Vanilla Animals Expanded,2,AnimalAdult,0.5,AEXP_Pawn_Lion_Wounded
AEXP_GilaMonster,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_GilaMonster,Vanilla Animals Expanded,1,AnimalJuvenile,0.09,
AEXP_GilaMonster,Vanilla Animals Expanded,2,AnimalAdult,0.25,Pawn_Iguana_Wounded
AEXP_Beagle,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Beagle,Vanilla Animals Expanded,1,AnimalJuvenile,0.1,
AEXP_Beagle,Vanilla Animals Expanded,2,AnimalAdult,0.3,Pawn_DogSmall_Injured
AEXP_Chihuahua,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Chihuahua,Vanilla Animals Expanded,1,AnimalJuvenile,0.1,
AEXP_Chihuahua,Vanilla Animals Expanded,2,AnimalAdult,0.3,Pawn_DogSmall_Injured
AEXP_Corgi,Vanilla Animals Expanded,0,AnimalBaby,0,
AEXP_Corgi,Vanilla Animals Expanded,1,AnimalJuvenile,0.1,
AEXP_Corgi,Vanilla Animals Expanded,2,AnimalAdult,0.3,Pawn_DogSmall_Injured
AEXP_FrenchBulldog,Vanilla Animals Expanded,0,AnimalBaby,0,
