GL_Cliff	Geological Landforms			
GL_CliffAndCoast	Geological Landforms			
GL_CliffCorner	Geological Landforms			
GL_Coast	Geological Landforms			
GL_CoastalIsland	Geological Landforms			
GL_CoastCorner	Geological Landforms			
GL_Cove	Geological Landforms			
GL_CoveWithIsland	Geological Landforms			
GL_Crater	Geological Landforms			
GL_DesertPlateau	Geological Landforms			
GL_DryLake	Geological Landforms			
GL_Fjord	Geological Landforms			
GL_Glacier	Geological Landforms			
GL_Gorge	Geological Landforms			
GL_IceOasis	Geological Landforms			
GL_Island	Geological Landforms			
GL_Lake	Geological Landforms			
GL_LakeWithIsland	Geological Landforms			
GL_Landbridge	Geological Landforms			
GL_LoneMountain	Geological Landforms			
GL_Oasis	Geological Landforms			
GL_Peninsula	Geological Landforms			
GL_Rift	Geological Landforms			
GL_River	Geological Landforms			
GL_RiverConfluence	Geological Landforms			
GL_RiverDelta	Geological Landforms			
GL_RiverIsland	Geological Landforms			
GL_RiverSource	Geological Landforms			
GL_RiverTerrain	Geological Landforms			
GL_SecludedCove	Geological Landforms			
GL_SecludedValley	Geological Landforms			
GL_Sinkhole	Geological Landforms			
GL_Skerry	Geological Landforms			
GL_SurfaceCave	Geological Landforms			
GL_SwampHill	Geological Landforms			
GL_Tombolo	Geological Landforms			
GL_Valley	Geological Landforms			
ZMD_NoMutator	Map Designer	none	no added feature in this category	
sw_SarlaccLair	Star Wars Animal Collection (Continued)	sarlacc pit	This area hosts a juvenile sarlacc creature. These sessile creatures are known to have millenia long lifespans, the circular maws on the surface are supported by a massive undergorund body.	blac:SeaIce,IceSheet,GlacialPlain; maxHilliness=Mountainous
sw_DeadSarlaccCave	Star Wars Animal Collection (Continued)	a dead sarlacc	This area hosts a dead sarlacc creature. These sessile creatures are known to have millenia long lifespans, but are ultimately mortal. Whether from disease, starvation, burrowing insectoids or even old age they eventually die and leave a cavern where the bulk of their corpse has rotted away.	blac:SeaIce,IceSheet,GlacialPlain; maxHilliness=Mountainous
WildGalacticPlants	Star Wars Animal Collection (Continued)	wild plants	This area can grow a large number of {0}s.	poll=0..0.25; whit:AridShrubland,BorealForest,ColdBog,GlacialPlain,Grasslands,LavaField,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra; freeChance=0.03
WildRylothPlants	Star Wars Animal Collection (Continued)	wild plants	When enough spores have settled, this area can grow a large number of {0}s.	poll=0..0.25; whit:Glowforest; freeChance=0.03
WildTattooinePlants	Star Wars Animal Collection (Continued)	wild plants	When enough moisture condenses, this area can grow a large number of {0}s.	poll=0..0.25; whit:AridShrubland,Desert,ExtremeDesert; freeChance=0.03
WildNabooPlants	Star Wars Animal Collection (Continued)	wild plants	When enough spores have settled, this area can grow a large number of {0}s.	poll=0..0.25; whit:ColdBog,TemperateSwamp,TropicalSwamp; freeChance=0.03
WildDantooinePlants	Star Wars Animal Collection (Continued)	wild plants	When enough light is available, this area can grow a large number of {0}s.	poll=0..0.25; whit:AridShrubland,Grasslands,Tundra; freeChance=0.03
WildAlderaanPlants	Star Wars Animal Collection (Continued)	wild plants	This area can grow a large number of {0}s.	poll=0..0.25; whit:TemperateForest,TemperateSwamp,ColdBog,BorealForest,TropicalSwamp,TropicalRainforest; freeChance=0.01
WildFelucianPlants	Star Wars Animal Collection (Continued)	wild plants	This area can grow a large number of {0}s.	poll=0..0.25; whit:TropicalRainforest,TropicalSwamp; freeChance=0.01
VEE_AbundantPredators	Vanilla Landmarks Expanded	abundant predators	Animals considered predators appear in greater numbers here.	poll=0..0.25; freeChance=0.02
VEE_ReducedPredators	Vanilla Landmarks Expanded	reduced predators	Animals considered predators appear in lesser numbers here.	poll=0..0.25; freeChance=0.02
VEE_AbundantPrey	Vanilla Landmarks Expanded	abundant prey	Animals considered prey appear in greater numbers here.	poll=0..0.25; freeChance=0.02
VEE_ReducedPrey	Vanilla Landmarks Expanded	reduced prey	Animals considered prey appear in lesser numbers here.	poll=0..0.25; freeChance=0.02
VEE_NaturalAerie	Vanilla Landmarks Expanded	natural aerie	Flying animals appear in greater numbers here.	poll=0..0.25; freeChance=0.02
VEE_MarineSanctuary	Vanilla Landmarks Expanded	marine sanctuary	Coastal animals appear in greater numbers here.	poll=0..0.25; coast=1..5; freeChance=0.02
VEE_RodentPlagues	Vanilla Landmarks Expanded	rodent plagues	This area is infested with rats.	blac:SeaIce; freeChance=0.025
VEE_VenomousEcosystem	Vanilla Landmarks Expanded	venomous ecosystem	Venomous animals appear in greater numbers here.	poll=0..0.25; freeChance=0.02
VEE_ColossalFauna	Vanilla Landmarks Expanded	colossal fauna	All fauna in this area is much larger than usual.	cond:VEE_ColossalFauna; freeChance=0.02
VEE_Microfauna	Vanilla Landmarks Expanded	microfauna	All fauna in this area is much smaller than usual.	cond:VEE_Microfauna; freeChance=0.02
VEE_Alphabeavers	Vanilla Landmarks Expanded	alphabeavers	Alphabeavers have been spotted in this region.	blac:Tundra,AridShrubland; freeChance=0.02
VEE_MigratoryHerds	Vanilla Landmarks Expanded	migratory herds	Groups of herd animals will periodically cross this region.	blac:SeaIce,IceSheet,Tundra,Desert,ExtremeDesert; freeChance=0.02
VEE_FeralKinship	Vanilla Landmarks Expanded	feral kinship	All animals in this region have a decreased wildness.	freeChance=0.02
VEE_DistressedWildlife	Vanilla Landmarks Expanded	distressed wildlife	All animals in this region have increased wildness.	freeChance=0.02
VEE_AggressiveHerds	Vanilla Landmarks Expanded	aggressive herds	Animals in this region have increased manhunter on damage chances.	freeChance=0.02
VEE_DomesticatedEscapees	Vanilla Landmarks Expanded	domesticated escapees	Farm animals like chickens, pigs, and cows will appear in the wild in small herds, remnants of lost settlements or farms.	blac:SeaIce; freeChance=0.02
VEE_NobleSteeds	Vanilla Landmarks Expanded	noble steeds	Horses and Donkeys will appear in this area.	blac:SeaIce; freeChance=0.02
VEE_WanderingCompanions	Vanilla Landmarks Expanded	wandering companions	Animals are more used to humans in this region, making it easier for colonists to bond with them.	freeChance=0.02
VEE_WastelandFauna	Vanilla Landmarks Expanded	wasteland fauna	Wasteland animals appear in greater numbers here.	poll=0.5..1; freeChance=0.02
VEE_IncreasedInfestations	Vanilla Landmarks Expanded	increased infestations	Insectoid infestations are more common in this region.	freeChance=0.02
VEE_Megafauna	Vanilla Landmarks Expanded	abundant megafauna	This region has an abundance of megafauna, brought back to life by genetic engineering.	blac:SeaIce,ExtremeDesert; freeChance=0.01
VEE_NoDiseases	Vanilla Landmarks Expanded	no diseases	Diseases very rarely strike in this region, making them almost a nonexistent threat.	freeChance=0.001
VEE_ReducedDiseases	Vanilla Landmarks Expanded	reduced diseases	Diseases are 25% less common in this region.	freeChance=0.001
VEE_IncreasedDiseases	Vanilla Landmarks Expanded	increased diseases	Diseases are 25% more common in this region.	freeChance=0.001
VEE_SteamGeysers_Decreased	Vanilla Landmarks Expanded	no geothermal activity	Steam geysers are absent from this area.	blac:Grasslands,GlacialPlain; freeChance=0.01
VEE_RotstinkVents	Vanilla Landmarks Expanded	rotstink geysers	Foul geysers that intermittently belch clouds of corpse-born miasma, choking the air with the stench of decay.	blac:SeaIce,IceSheet,GlacialPlain; freeChance=0.025
VEE_ToxicVents	Vanilla Landmarks Expanded	toxic geysers	Volatile fissures that periodically spew noxious green gas, poisoning the air and sickening anything that breathes it.	blac:SeaIce,IceSheet,GlacialPlain; freeChance=0.025
VEE_SmokeVents	Vanilla Landmarks Expanded	smoke geysers	Smoldering fissures that intermittently exhale thick, acrid smoke, reducing visibility and choking the lungs.	blac:SeaIce,IceSheet,GlacialPlain; freeChance=0.025
VEE_DeadlifeVents	Vanilla Landmarks Expanded	deadlife geysers	Sinister geysers that exhale eerie, ash-like dust—capable of reawakening the dead under its haunting influence.	blac:SeaIce,IceSheet,GlacialPlain; freeChance=0.025
VEE_MineralDevoid	Vanilla Landmarks Expanded	mineral devoid		blac:IceSheet,SeaIce; freeChance=0.02
VEE_Fertility_Reduced	Vanilla Landmarks Expanded	decreased soil fertility	This area contains no fertile soils.	blac:IceSheet,SeaIce,ExtremeDesert,Desert,Scarlands,GlacialPlain; freeChance=0.02
VEE_VolcanicRichSoil	Vanilla Landmarks Expanded	rich volcanic soil	This area has patches of volcanic soil that have higher than average fertility.	freeChance=0.01
VEE_DeepOreRich	Vanilla Landmarks Expanded	deep ore rich	This area is rich in deep ores, increasing the yield of deep drills by 25%.	blac:IceSheet,SeaIce; freeChance=0.02
VEE_DeepOrePoor	Vanilla Landmarks Expanded	deep ore poor	This area is poor in deep ores, decreasing the yield of deep drills by 25%.	blac:IceSheet,SeaIce; freeChance=0.02
VEE_DeepOreDevoid	Vanilla Landmarks Expanded	no deep ores	This area is so poor in deep ores that they are almost non-existant.	freeChance=0.005
VEE_HardToTraverse	Vanilla Landmarks Expanded	hard to traverse	Certain geographical features in this region make it harder to traverse.	freeChance=0.005
VEE_EasyToTraverse	Vanilla Landmarks Expanded	easy to traverse	Certain geographical features in this region make it easier to traverse.	freeChance=0.005
VEE_Sinkholes	Vanilla Landmarks Expanded	sinkholes	This region contains several collapses in the ground forming deep, unstable pits, often exposing bare rock beneath the surface.	blac:IceSheet,SeaIce; freeChance=0.01
VEE_UndergroundGasDeposits	Vanilla Landmarks Expanded	underground gas deposits	This region is rich in deep Helixien gas deposits.	freeChance=0.01
VEE_StrongerTides	Vanilla Landmarks Expanded	stronger tides	Tides in this region are particularly strong, increasing output of tidal generators by 40%.	coast=1..6; freeChance=0.05
VEE_LargeRiverBanks	Vanilla Landmarks Expanded	large river banks	The river present in this region has larger banks.	freeChance=0.05
VEE_MineableComponentSpacer	Vanilla Landmarks Expanded	advanced component deposits	This area has deposits of advanced ancient machinery, which can be mined for advanced components.	freeChance=0.01
VEE_DeepSnow	Vanilla Landmarks Expanded	solid snow	This region is covered in heavy, compacted layers of snow that resist movement and muffle sound.	temp=-100..5; whit:IceSheet,SeaIce,Tundra,BiomeGRimonade,BiomeArcticOasis; freeChance=0.01
VEE_AbandonedFarmland	Vanilla Landmarks Expanded	abandoned farmland	This region contains ancient farms that were abandoned long ago due to the presence of droughts.	whit:Grasslands,BiomeGRuquoise,BiomeGRimerald; coast=0..2; noRiver; freeChance=0.01
VEE_MeteorCrater	Vanilla Landmarks Expanded	meteor crater	A vast impact site with jagged rocky edges and a debris-littered basin.	blac:SeaIce,IceSheet; maxHilliness=Flat; coast=0..0
VEE_ResurgentCaldera	Vanilla Landmarks Expanded	resurgent caldera	Ancient volcanic collapse zone with steep crater walls, a central rocky dome, and echoes of past eruptions.	blac:SeaIce,IceSheet; maxHilliness=Flat; coast=0..0
VEE_CraterLake	Vanilla Landmarks Expanded	crater lake	A vast ring of rocky walls encircles a serene, deep-blue lake.	blac:SeaIce,IceSheet; maxHilliness=Flat; coast=0..0
VEE_ToxicCrater	Vanilla Landmarks Expanded	toxic crater	A blasted ring of stone surrounds a stagnant, foul-smelling pool. The water glows faintly...	blac:SeaIce,IceSheet; maxHilliness=Flat; coast=0..0; noRiver
VEE_Volcano	Vanilla Landmarks Expanded	volcano	Charred stone ridges form the rim of an ancient caldera, its heart glowing with molten fury.	blac:SeaIce,IceSheet,LavaField; maxHilliness=Flat; coast=0..0; noRiver
VEE_CalmBasin	Vanilla Landmarks Expanded	calm basin	A wide, shallow crater filled with fine, undisturbed sand. Shielded from the wind by its sloped rim, the basin remains eerily still.	blac:SeaIce,IceSheet; maxHilliness=Flat; coast=0..0
VEE_LoneIsland	Vanilla Landmarks Expanded	detached coastal island	A large island separated from the shore.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; coast=3..5
VEE_DetachedIceberg	Vanilla Landmarks Expanded	detached iceberg	A floating mass of ice, detached from the larger ice sheet and quite distant from the shore.	temp=-100..0; whit:SeaIce,IceSheet,Tundra,ColdBog,BorealForest,BiomeGRimonade,BiomeArcticOasis; coast=3..5; noRiver
VEE_IceAndFire	Vanilla Landmarks Expanded	ice and fire	A floating mass of ice, with an active lava lake inside. It doesn't get more metal than this.	temp=-100..0; whit:SeaIce,IceSheet,Tundra,ColdBog,BorealForest,BiomeGRimonade,BiomeArcticOasis; coast=3..5; noRiver
VEE_LoneIslandWithLake	Vanilla Landmarks Expanded	central lake island	A large island separated from the shore with a freshwater lake inside it.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; coast=3..5
VEE_LoneIslandWithMountain	Vanilla Landmarks Expanded	resurgent island	A large island separated from the shore with a tall peak in its center.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; maxHilliness=Flat; coast=3..5
VEE_CoralReef	Vanilla Landmarks Expanded	coral reef	A large atoll separated from the shore with a ring of corals growing around it.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; maxHilliness=Flat; coast=3..5
VEE_SaltPlains	Vanilla Landmarks Expanded	salt plains	The dried surface of an inland ocean. Sterile and hard to traverse.	whit:Desert,ExtremeDesert,Tundra,AridShrubland,Grasslands,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimond,BiomeGRimworld,BiomeGRuquoise,BiomeToxlands,BiomeGrindland; coast=0..0; noRiver
VEE_RockRidge	Vanilla Landmarks Expanded	rock ridge	A rock ridge separating this region in two.	blac:SeaIce,IceSheet,LavaField; maxHilliness=Flat; coast=0..0
VEE_JaggedRocks	Vanilla Landmarks Expanded	jagged rocks	Thin rock ridges criss cross this region.	blac:SeaIce,IceSheet,LavaField; maxHilliness=Flat; coast=0..0
VEE_DryRiver	Vanilla Landmarks Expanded	dry river	A section of this river that has dried up, presumably due to absence of precipitation up-river.	whit:Desert,ExtremeDesert,Tundra,AridShrubland,Grasslands,TemperateForest,BorealForest,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland; coast=0..0
VEE_MangroveTerrain	Vanilla Landmarks Expanded	coastal wetland	Large interconnected backish water pools dominate the area.	whit:BorealForest,ColdBog,Glowforest,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimond,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist; maxHilliness=Flat; coast=1..6
VEE_SerpentineCanyons	Vanilla Landmarks Expanded	serpentine canyons	Geological movement has caused several deep fissures in this mountain.	minHilliness=Mountainous
VEE_DustBowl	Vanilla Landmarks Expanded	dust bowl	A sun-scorched wasteland choked with dust and dry winds. Vegetation is nearly gone, and relentless sandstorms make survival harsh and unforgiving.	coast=0..0; noRiver
VEE_SulfuricLake	Vanilla Landmarks Expanded	sulfuric lake	A stagnant volcanic lake with a strong, foul sulfuric odor. While the water is very mildly toxic, the surrounding soil is rich in nutrients, supporting hardy, sulfur-tolerant plant life.	noRiver
VEE_SulfuricRiver	Vanilla Landmarks Expanded	sulfuric river	A foul-smelling river carrying acidic, sulfur-laden waters, its banks scorched and inhospitable to most forms of life.	maxHilliness=Flat
VEE_BurnedForest	Vanilla Landmarks Expanded	burned forest	A forested area that has been recently affected by a severe wildfire.	whit:BorealForest,TemperateForest,TropicalRainforest,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimphire,BiomeGRuby,BiomeMist
VEE_FloodPlains	Vanilla Landmarks Expanded	flood plains	A low-lying stretch of land shaped by seasonal flooding, where nutrient-rich waters periodically spill over the banks and retreat, leaving fertile soil in their wake.	maxHilliness=Flat
VEE_ContaminatedReservoir	Vanilla Landmarks Expanded	contaminated reservoir	A stagnant body of water saturated with lingering radiation, its depths unsafe for drinking or fishing and its shores hostile to life.	noRiver
VEE_ContaminatedRiver	Vanilla Landmarks Expanded	contaminated river	A flowing waterway tainted by lingering radiation, spreading contamination downstream and rendering its waters unsafe for use.	maxHilliness=Flat
VEE_ContaminatedCoast	Vanilla Landmarks Expanded	contaminated coast	A stretch of shoreline where irradiated waters lap against the land, poisoning the shallows and disrupting all nearby life.	maxHilliness=Flat; coast=1..6; noRiver
VEE_QuicksandPits	Vanilla Landmarks Expanded	quicksand pits	This region contains pools of shallow quicksand that impede movement.	whit:Desert,AridShrubland,ExtremeDesert,BiomeAreeb,BiomeGRimberlands,BiomeGRimond,BiomeGRimworld,BiomeGrindland,BiomeMist; coast=0..0; noRiver; freeChance=0.01
VEE_DriftwoodShore	Vanilla Landmarks Expanded	driftwood	A stretch of coastline littered with bleached logs and broken timber, deposited by tides and storms from distant shores.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; blac:SeaIce,IceSheet; coast=1..6; noRiver
VEE_AlluvialFan	Vanilla Landmarks Expanded	aluvial fan	A broad, fan-shaped spread of rich sediment deposited where flowing water from a river slows and disperses across the land.	maxHilliness=Flat; coast=1..6
VEE_RelictDelta	Vanilla Landmarks Expanded	relict delta	A fan of dried channels and silt deposits, shaped by a river that once split and flowed here long ago.	whit:Desert,ExtremeDesert,AridShrubland,Grasslands,TemperateForest,BiomeAreeb,BiomeGRimberlands,BiomeGRimond,BiomeGRimworld,BiomeGrindland,BiomeCypreJungle,BiomeGRimerald,BiomeGRimethyst,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist; maxHilliness=Flat; coast=1..6
VEE_StagnantRivulet	Vanilla Landmarks Expanded	stagnant rivulet	A slow-moving river where water barely flows, its course clogged with silt and shallow pools.	maxHilliness=Flat
VEE_AnimaSoils	Vanilla Landmarks Expanded	anima soils	This area contains soil infused with latent anima energy, subtly influencing plants, animals, and minds.	whit:TemperateForest,BiomeGrindland,BiomeGRuquoise
VEE_AnimaSoils_Coast	Vanilla Landmarks Expanded	anima soils	This area contains soil infused with latent anima energy, subtly influencing plants, animals, and minds.	whit:TemperateForest,BiomeGrindland,BiomeGRuquoise; coast=1..6
VEE_JadeChunks	Vanilla Landmarks Expanded	jadeite chunks	This area contains small deposits of jadeite.	whit:TemperateForest,BiomeGrindland,BiomeToxlands,BiomeGRimphire
VEE_AnimaFlora	Vanilla Landmarks Expanded	anima flora	This region contains a dense forest with anima trees and lesser anima growths, quietly resonating with psychic energy. The air feels attentive, as if the land itself is listening.	whit:TemperateForest,BiomeGrindland,BiomeGRuquoise
VEE_AnimaFauna	Vanilla Landmarks Expanded	anima fauna	The placid environment of the anima forest attracts some anima-touched animals.	whit:TemperateForest
VEE_JadeiteMountains	Vanilla Landmarks Expanded	jadeite mountains	The stone found in this region is a jade rich mineral.	
VEE_StoneForest	Vanilla Landmarks Expanded	stone forest	A strange expanse of towering stone spires and jagged rock formations, rising like gigantic, petrified trees from the ground.	blac:SeaIce,IceSheet; maxHilliness=Flat; coast=0..0
VEE_GravelBeach	Vanilla Landmarks Expanded	gravel beach	A harsh shoreline of loose gravel and rounded stones, where waves grind rock against rock.	coast=1..6
VEE_Cenotes	Vanilla Landmarks Expanded	cenotes	A scattered network of deep, water-filled sinkholes formed by collapsed stone.	blac:Desert,ExtremeDesert,AridShrubland,Grasslands,LavaField,SeaIce,IceSheet,GlacialPlain
VEE_BasaltCape	Vanilla Landmarks Expanded	basalt cape	A jutting headland of dark basalt, fractured into sharp columns by ancient lava flows. Rich in volcanic rocks.	blac:LavaField,SeaIce,IceSheet; coast=3..5
VEE_ObsidianChunks	Vanilla Landmarks Expanded	obsidian chunks	This area contains small chunks of obsidian.	
VEE_RedDesert	Vanilla Landmarks Expanded	red desert	A vast desert of iron-rich sand, stained red by the slow grinding of ancient stone.	whit:Desert,ExtremeDesert,BiomeGRimberlands,BiomeGRimworld,BiomeGRuby
VEE_RedDesertPlants	Vanilla Landmarks Expanded	red desert cacti	This region contains some cacti adapted to the red sands.	whit:Desert,ExtremeDesert,BiomeGRimberlands,BiomeGRimworld,BiomeAreeb,BiomeGRimond,BiomeGRuby
VEE_VolcanicSandDesert	Vanilla Landmarks Expanded	volcanic sand desert	A barren desert of black volcanic sand, born from long-dead eruptions.	whit:Desert,ExtremeDesert,BiomeGRimberlands,BiomeGRimworld,BiomeGRimphire,BiomeGRimond
VEE_VolcanicSandDesertFlora	Vanilla Landmarks Expanded	volcanic sand flora	This region contains some cacti adapted to the volcanic sands, and an absence of grass.	whit:Desert,ExtremeDesert,BiomeGRimberlands,BiomeGRimworld,BiomeGRimphire,BiomeGRimond
VEE_PermafrostBasin	Vanilla Landmarks Expanded	permafrost basin	A shallow basin where the ground remains permanently frozen beneath a thin surface thaw.	temp=-100..5; whit:Tundra,BiomeGRimonade,BiomeArcticOasis; maxHilliness=Flat
VEE_QuicksandDunes	Vanilla Landmarks Expanded	quicksand dunes	A barren expanse of sand and shallow quicksand that impedes movement. This area is extremely inhospitable.	whit:ExtremeDesert,BiomeGRimworld; maxHilliness=Flat
VEE_PebbleDunes	Vanilla Landmarks Expanded	pebble dunes	Low dunes of rounded pebbles shaped by constant wind and shifting ground.	whit:ExtremeDesert,Desert,AridShrubland,Grasslands,BiomeAreeb,BiomeGRimberlands,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland; maxHilliness=Flat
VEE_LittoralDunes	Vanilla Landmarks Expanded	littoral dunes	A band of fertile, wind-shaped dunes running along the shoreline, built from sand pulled inland from the sea.	whit:ExtremeDesert,Desert,BiomeAreeb,BiomeGRimberlands,BiomeGRimond,BiomeGRimworld,BiomeGrindland; coast=1..5
VEE_RisingWaters	Vanilla Landmarks Expanded	rising waters	An extremely flat coastal plain where the tides push far inland. Large stretches of land are regularly submerged.	maxHilliness=Flat; coast=1..5; cond:VEE_TidalFlooding
VEE_FleshPits	Vanilla Landmarks Expanded	flesh pits	A scattered network of anomalous cave entrances, leading to a subterranean realm of pulsating flesh and grotesque abominations.	
VEE_IceSpires	Vanilla Landmarks Expanded	ice spires	Tall, narrow columns of ice rise from the frozen ground, shaped by wind and extreme cold.	whit:SeaIce,IceSheet,BiomeGRimonade,BiomeArcticOasis; maxHilliness=Flat; coast=0..0
