tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region
9114,-37.8571,4.6122,38.1,275.91,163,51.7,29,ExtremeDesert,0,0,The Dune Sea
9115,-36.9672,5.9953,37.38,277.9,159,52.2,18,ExtremeDesert,0,0,The Dune Sea
9116,-28.3967,-6.0122,28.97,259.04,12,58.3,18,ExtremeDesert,0,0,The Dune Sea
9117,-29.4469,-5.1321,29.85,261.0,12,58.0,18,ExtremeDesert,0,0,The Dune Sea
9118,-30.7127,-5.6873,31.18,260.53,12,57.1,18,ExtremeDesert,0,0,The Dune Sea
9119,-30.9741,-7.1735,31.71,258.25,12,56.8,18,ExtremeDesert,0,0,The Dune Sea
9120,-28.5997,-7.5303,29.49,256.48,12,58.1,19,ExtremeDesert,0,0,The Dune Sea
9121,-29.9105,-8.1369,30.9,256.18,12,57.3,19,ExtremeDesert,0,0,The Dune Sea
9122,30.7127,-5.6873,31.18,99.47,12,57.1,18,ZBiome_DesertOasis,0,0,The Dune Sea
9123,30.9741,-7.1735,31.71,101.75,12,56.8,18,ExtremeDesert,0,0,The Dune Sea
9124,29.9106,-8.1369,30.9,103.82,118,56.8,21,ExtremeDesert,0,0,The Dune Sea
9125,28.5997,-7.5303,29.49,103.52,168,57.3,21,ExtremeDesert,0,0,The Dune Sea
9126,28.3967,-6.0122,28.97,100.96,122,57.7,20,ExtremeDesert,0,0,The Dune Sea
9127,29.4469,-5.1321,29.85,99.0,12,58.0,18,ZBiome_DesertOasis,0,0,The Dune Sea
9128,25.6938,-1.5359,25.74,93.19,12,59.6,18,COMIGO_GreaterSwamp_Tropical,0,5209,The Dune Sea
9129,26.7938,-0.7585,26.8,91.5,62,58.9,18,AB_FeraliskInfestedJungle,0,0,The Dune Sea
9130,24.5325,-0.777,24.54,91.7,12,60.1,18,COMIGO_GreaterSwamp_Tropical,0,5208,The Dune Sea
9131,24.5325,0.777,24.54,88.3,12,60.1,18,COMIGO_GreaterSwamp_Tropical,0,5208,The Dune Sea
9132,25.6938,1.5359,25.74,86.81,225,58.5,18,COMIGO_GreaterSwamp_Tropical,0,0,The Dune Sea
9133,26.7938,0.7585,26.8,88.5,233,58.0,19,ZBiome_DesertOasis,0,0,The Dune Sea
9134,28.3967,6.0122,28.97,79.04,191,57.4,20,ExtremeDesert,0,0,The Dune Sea
9135,29.4469,5.1321,29.85,81.0,150,57.2,20,ExtremeDesert,0,0,The Dune Sea
9136,28.5997,7.5303,29.49,76.48,140,57.4,19,ExtremeDesert,0,0,The Dune Sea
9137,29.9105,8.1369,30.9,76.18,41,57.2,18,ExtremeDesert,0,0,The Dune Sea
9138,30.9741,7.1735,31.71,78.25,86,56.4,18,ExtremeDesert,0,0,The Dune Sea
9139,30.7127,5.6873,31.18,80.53,115,56.6,18,ExtremeDesert,0,0,The Dune Sea
9140,36.0591,-2.8958,36.16,93.97,12,53.8,18,ZBiome_DesertOasis,0,0,The Dune Sea
9141,37.3569,-3.0301,37.46,93.96,12,53.0,18,ZBiome_DesertOasis,0,0,The Dune Sea
9142,35.2261,-4.2093,35.44,95.93,12,54.3,18,ExtremeDesert,0,0,The Dune Sea
9143,35.6355,-5.7268,36.03,97.92,12,53.9,18,ExtremeDesert,0,0,The Dune Sea
9144,37.8571,-4.6122,38.1,95.91,12,52.5,18,ExtremeDesert,0,0,The Dune Sea
9145,36.9672,-5.9953,37.38,97.9,12,53.0,18,ExtremeDesert,0,0,The Dune Sea
9146,35.6355,5.7268,36.03,82.08,12,53.9,18,ZBiome_DesertOasis,0,0,The Dune Sea
9147,35.2261,4.2093,35.44,84.07,80,53.9,20,ZBiome_DesertOasis,0,0,The Dune Sea
9148,36.0591,2.8958,36.16,86.03,67,53.5,20,ZBiome_DesertOasis,0,0,The Dune Sea
9149,37.3569,3.0301,37.46,86.04,12,53.0,18,ZBiome_DesertOasis,0,5216,The Dune Sea
9150,36.9673,5.9953,37.38,82.1,12,53.0,18,ZBiome_DesertOasis,0,0,The Dune Sea
9151,37.8571,4.6122,38.1,84.09,12,52.5,18,ZBiome_DesertOasis,0,5216,The Dune Sea
9152,-2.3403,53.9023,53.94,357.1,186,41.0,48,ExtremeDesert,0,0,The Fall Line Barrens
9153,-2.4078,52.6004,52.64,356.97,192,41.9,36,ExtremeDesert,0,0,The Fall Line Barrens
9154,-3.6395,52.0487,52.14,355.39,521,40.4,69,ExtremeDesert,0,0,The Fall Line Barrens
9155,-4.7862,52.8776,53.03,354.01,568,39.5,101,ExtremeDesert,0,0,The Fall Line Barrens
9156,-4.6511,54.2249,54.36,354.27,425,39.4,78,ExtremeDesert,0,0,The Fall Line Barrens
9157,-3.437,54.6973,54.77,355.79,274,40.0,55,ExtremeDesert,0,0,The Fall Line Barrens
9158,-0.677,63.2016,63.2,359.24,2131,23.7,23,Desert,0,0,The Ashfall Range
9159,-1.3839,64.2956,64.3,358.46,1796,24.7,1668,Desert,0,0,The Ashfall Range
9160,-0.7068,65.4631,65.47,359.22,1366,26.1,1668,Desert,0,0,The Ashfall Range
9161,0.7068,65.4631,65.47,0.78,1262,26.7,1668,Desert,0,0,The Ashfall Range
9162,1.3839,64.2956,64.3,1.54,1089,28.6,322,Desert,0,0,The Ashfall Range
9163,0.677,63.2016,63.2,0.76,1551,26.9,86,Desert,0,0,The Ashfall Range
9164,5.286,61.4681,61.6,6.01,409,34.5,128,Desert,0,0,The Fall Line
9165,4.4671,60.4516,60.55,5.13,281,36.0,49,Desert,0,0,The Fall Line
9166,6.6063,61.1883,61.4,7.53,481,34.2,75,Desert,0,0,The Fall Line
9167,7.0463,59.8351,60.09,8.14,620,34.5,119,Desert,0,0,The Fall Line
9168,6.1455,58.8237,59.02,7.17,570,35.5,148,Desert,0,0,The Fall Line
9169,4.8869,59.16,59.28,5.69,394,36.3,148,Desert,0,0,The Fall Line
9170,-6.1455,58.8237,59.02,352.83,678,34.9,70,Desert,0,0,The Ashfall Range
9171,-4.8869,59.16,59.28,354.31,586,35.3,64,Desert,0,0,The Ashfall Range
9172,-4.4671,60.4516,60.55,354.87,1016,32.0,33,Desert,0,0,The Ashfall Range
9173,-5.286,61.4681,61.6,353.99,1091,30.7,423,Desert,0,0,The Ashfall Range
9174,-7.0463,59.8351,60.09,351.86,939,32.8,149,Desert,0,0,The Ashfall Range
9175,-6.6063,61.1883,61.4,352.47,934,31.7,58,Desert,0,0,The Ashfall Range
9176,4.6511,54.2249,54.36,5.73,577,38.6,183,Desert,0,0,The Fall Line
9177,3.437,54.6973,54.77,4.21,303,39.8,195,Desert,0,0,The Fall Line
9178,2.3403,53.9023,53.94,2.9,282,40.5,135,Desert,0,0,The Fall Line
9179,2.4078,52.6004,52.64,3.03,399,40.7,82,Desert,0,0,The Fall Line
9180,4.7862,52.8776,53.03,5.99,545,39.6,69,Desert,0,0,The Fall Line
9181,3.6395,52.0487,52.14,4.61,574,40.1,52,Desert,0,0,The Fall Line
9182,0.677,116.7984,116.8,0.76,301,-19.8,18,Wasteland,0,0,The Salt
9183,1.3839,115.7044,115.7,1.54,172,-17.8,18,Wasteland,0,0,The Gray Crags
9184,0.7068,114.5369,114.53,0.78,274,-16.9,18,Wasteland,0,0,The Gray Crags
9185,-0.7068,114.5369,114.53,359.22,295,-17.1,18,Wasteland,0,0,The Gray Crags
9186,-1.3839,115.7044,115.7,358.46,160,-17.7,18,Wasteland,0,0,The Gray Crags
9187,-0.677,116.7984,116.8,359.24,279,-19.7,18,Wasteland,0,0,The Sunreach
9188,2.3403,126.0977,126.06,2.9,449,-31.7,18,Wasteland,0,0,
9189,2.4078,127.3996,127.36,3.03,416,-33.1,18,Wasteland,0,0,
9190,3.6395,127.9514,127.86,4.61,359,-33.4,18,Wasteland,0,0,
9191,4.7862,127.1224,126.97,5.99,179,-31.4,18,Wasteland,0,0,
9192,4.6511,125.7751,125.64,5.73,434,-31.2,18,Wasteland,0,0,
9193,3.437,125.3027,125.23,4.21,177,-29.2,18,Wasteland,0,0,
9194,-3.437,125.3027,125.23,355.79,535,-31.2,18,Wasteland,0,0,
9195,-4.6511,125.7751,125.64,354.27,612,-32.1,18,Wasteland,0,0,
9196,-2.3403,126.0977,126.06,357.1,545,-32.3,18,Wasteland,0,0,
9197,-2.4078,127.3996,127.36,356.97,545,-33.8,18,Wasteland,0,0,
9198,-4.7862,127.1224,126.97,354.01,722,-34.3,18,Wasteland,0,0,
9199,-3.6395,127.9514,127.86,355.39,637,-34.9,18,Wasteland,0,0,
9200,6.1455,121.1763,120.98,7.17,548,-26.2,18,Wasteland,0,0,The Sunreach
9201,4.8869,120.84,120.72,5.69,484,-25.5,18,Wasteland,0,0,The Sunreach
9202,4.4671,119.5484,119.45,5.13,465,-23.9,18,Wasteland,0,0,The Sunreach
9203,5.286,118.532,118.4,6.01,431,-22.5,18,Wasteland,0,0,The Sunreach
9204,7.0463,120.1649,119.91,8.14,520,-24.8,18,Wasteland,0,0,The Sunreach
9205,6.6063,118.8117,118.6,7.53,445,-22.8,18,Wasteland,0,0,The Sunreach
9206,-5.286,118.532,118.4,353.99,137,-20.8,18,Wasteland,0,0,The Sunreach
9207,-4.4671,119.5484,119.45,354.87,411,-23.6,18,Wasteland,0,0,The Sunreach
9208,-4.8869,120.84,120.72,354.31,421,-25.2,18,Wasteland,0,0,The Sunreach
9209,-6.1455,121.1763,120.98,352.83,349,-25.1,18,Wasteland,0,0,The Sunreach
9210,-6.6063,118.8117,118.6,352.47,123,-21.0,18,Wasteland,0,0,The Sunreach
9211,-7.0463,120.1649,119.91,351.86,269,-23.4,18,Wasteland,0,0,The Sunreach
9212,0.677,-63.2016,63.2,179.24,825,30.9,111,ZBiome_DesertOasis,0,0,The Dew Horn
9213,1.3839,-64.2956,64.3,178.46,907,29.6,80,ZBiome_DesertOasis,0,0,The Dew Horn
9214,0.7068,-65.4631,65.47,179.22,1199,27.0,62,ZBiome_DesertOasis,0,0,The Dew Horn
9215,-0.7068,-65.4631,65.47,180.78,1420,25.8,336,Desert,0,0,The Dew Horn
9216,-1.3839,-64.2956,64.3,181.54,1067,28.7,1668,Desert,0,0,The Dew Horn
9217,-0.677,-63.2016,63.2,180.76,826,30.9,116,Desert,0,0,The Dew Horn
9218,-5.286,-61.4681,61.6,186.01,1111,30.6,1028,Desert,0,0,The Dew Horn
9219,-4.4671,-60.4516,60.55,185.13,828,33.0,886,Desert,0,0,The Dew Horn
9220,-6.6063,-61.1883,61.4,187.53,1184,30.4,1504,Desert,0,0,The Dew Horn
9221,-7.0463,-59.8351,60.09,188.14,1032,32.3,1668,Desert,0,0,The Dew Horn
9222,-6.1455,-58.8237,59.02,187.17,810,34.2,1668,Desert,0,0,The Dew Horn
9223,-4.8869,-59.16,59.28,185.69,602,35.2,1668,Desert,0,0,The Dew Horn
9224,-4.6511,-54.2249,54.36,185.73,709,37.9,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine
9225,-3.437,-54.6973,54.77,184.21,626,38.0,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine
9226,-4.7862,-52.8776,53.03,185.99,939,37.5,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine
9227,-3.6395,-52.0487,52.14,184.61,278,41.7,1668,AB_FeraliskInfestedJungle,0,1475,The Scald Spine
9228,-2.4078,-52.6004,52.64,183.03,218,41.7,1668,AB_FeraliskInfestedJungle,0,1495,The Scald Spine
9229,-2.3403,-53.9023,53.94,182.9,673,38.3,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine
9230,4.8869,-59.16,59.28,174.31,365,36.5,273,AridShrubland,0,0,The Dew Horn
9231,6.1455,-58.8237,59.02,172.83,263,37.2,265,AridShrubland,0,0,The Dew Horn
9232,4.4671,-60.4516,60.55,174.87,529,34.7,196,ZBiome_DesertOasis,0,0,The Dew Horn
9233,5.286,-61.4681,61.6,173.99,551,33.7,136,ZBiome_DesertOasis,0,0,The Dew Horn
9234,7.0463,-59.8351,60.09,171.86,288,36.3,181,AridShrubland,0,0,The Dew Horn
9235,6.6063,-61.1883,61.4,172.47,389,34.7,130,ZBiome_DesertOasis,0,0,The Dew Horn
9236,2.4078,-52.6004,52.64,176.97,355,41.0,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine
9237,2.3403,-53.9023,53.94,177.1,339,40.2,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine
9238,3.437,-54.6973,54.77,175.79,17,41.4,1538,AB_FeraliskInfestedJungle,0,4732,The Dew Belt
9239,4.6511,-54.2249,54.36,174.27,296,40.1,1668,AB_FeraliskInfestedJungle,0,0,The Dew Belt
9240,3.6395,-52.0487,52.14,175.39,27,43.1,1371,AB_FeraliskInfestedJungle,0,4711,The Scald Spine
9241,4.7862,-52.8776,53.03,174.01,323,40.9,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine
9242,-2.3403,-126.0977,126.06,182.9,525,-32.2,18,AB_MycoticJungle,0,0,
9243,-2.4078,-127.3996,127.36,183.03,504,-33.6,18,AB_MycoticJungle,0,0,
9244,-3.6395,-127.9514,127.86,184.61,581,-34.6,18,AB_MycoticJungle,0,0,
9245,-4.7862,-127.1224,126.97,185.99,684,-34.1,18,AB_MycoticJungle,0,0,
9246,-4.6511,-125.7751,125.64,185.73,638,-32.3,18,AB_MycoticJungle,0,0,
9247,-3.437,-125.3027,125.23,184.21,588,-31.5,18,AB_MycoticJungle,0,0,
9248,3.437,-125.3027,125.23,175.79,179,-29.3,18,AB_MycoticJungle,0,0,
9249,4.6511,-125.7751,125.64,174.27,266,-30.2,18,AB_MycoticJungle,0,0,
9250,2.3403,-126.0977,126.06,177.1,244,-30.6,18,AB_MycoticJungle,0,0,
9251,2.4078,-127.3996,127.36,176.97,210,-32.0,18,BMT_FungalForest,0,0,
9252,4.7862,-127.1224,126.97,174.01,183,-31.4,18,AB_MycoticJungle,0,0,
9253,3.6395,-127.9514,127.86,175.39,107,-32.0,18,BMT_FungalForest,0,0,
9254,-6.1455,-121.1763,120.98,187.17,635,-26.7,18,AB_MycoticJungle,0,0,The Nightspill
9255,-4.8869,-120.84,120.72,185.69,611,-26.2,18,BMT_FungalForest,0,0,The Nightspill
9256,-7.0463,-120.1649,119.91,188.14,634,-25.4,18,BMT_FungalForest,0,0,The Nightspill
9257,-6.6063,-118.8117,118.6,187.53,275,-21.8,18,BMT_FungalForest,0,0,The Nightspill
9258,-5.286,-118.532,118.4,186.01,264,-21.5,18,BMT_FungalForest,0,0,The Nightspill
9259,-4.4671,-119.5484,119.45,185.13,540,-24.3,18,BMT_FungalForest,0,0,The Nightspill
9260,4.4671,-119.5484,119.45,174.87,94,-21.9,18,AB_MycoticJungle,0,0,The Nightspill
9261,5.286,-118.532,118.4,173.99,77,-20.5,18,AB_MycoticJungle,0,0,The Nightspill
9262,4.8869,-120.84,120.72,174.31,247,-24.2,18,AB_MycoticJungle,0,0,The Nightspill
9263,6.1455,-121.1763,120.98,172.83,421,-25.5,18,AB_MycoticJungle,0,0,The Nightspill
9264,6.6063,-118.8117,118.6,172.47,183,-21.3,18,AB_MycoticJungle,0,0,The Nightspill
9265,7.0463,-120.1649,119.91,171.86,326,-23.7,18,AB_MycoticJungle,0,0,The Nightspill
9266,-1.3839,-115.7044,115.7,181.54,12,-16.9,18,AB_MycoticJungle,0,0,The Twilight Crags
9267,-0.677,-116.7984,116.8,180.76,-30,-18.2,90,Ocean,1,0,The Twilight Sea
9268,0.677,-116.7984,116.8,179.24,-30,-18.2,90,Ocean,1,0,The Twilight Sea
9269,1.3839,-115.7044,115.7,178.46,-30,-16.8,90,Ocean,1,0,The Twilight Sea
9270,-0.7068,-114.5369,114.53,180.78,-30,-15.4,90,Ocean,1,0,The Twilight Sea
9271,0.7068,-114.5369,114.53,179.22,-30,-15.4,90,Ocean,1,0,The Twilight Sea
9272,41.678,-132.861,120.53,129.47,611,-26.0,18,AB_RockyCrags,0,0,The Nightspill
9273,42.8394,-131.5823,119.12,128.89,617,-24.3,18,AB_RockyCrags,0,0,The Nightspill
9274,44.2786,-132.3435,118.83,127.16,571,-23.7,18,AB_RockyCrags,0,0,The Nightspill
9275,44.5408,-134.4363,119.93,125.96,540,-24.9,18,AB_RockyCrags,0,0,The Nightspill
9276,43.347,-135.688,121.36,126.5,621,-27.0,18,AB_RockyCrags,0,0,The Nightspill
9277,41.9236,-134.8766,121.67,128.28,677,-27.7,18,AB_RockyCrags,0,0,The Nightspill
9278,41.1851,-142.0513,126.4,125.1,779,-34.0,18,AB_RockyCrags,0,0,
9279,39.7975,-141.1621,126.76,126.97,730,-34.1,18,AB_RockyCrags,0,0,
9280,41.2751,-144.0369,127.47,123.78,848,-35.6,18,AB_RockyCrags,0,0,
9281,39.9707,-145.0585,128.92,124.34,870,-37.5,18,AB_RockyCrags,0,0,
9282,38.6024,-144.1416,129.3,126.27,856,-37.9,18,AB_RockyCrags,0,0,
9283,38.5194,-142.2283,128.2,127.58,805,-36.3,18,AB_RockyCrags,0,0,
9284,33.2548,-144.4132,132.85,131.59,537,-40.4,18,AB_RockyCrags,0,0,
9285,33.1862,-142.624,131.69,132.87,493,-38.7,18,AB_RockyCrags,0,0,
9286,31.9417,-145.3712,134.29,132.35,535,-42.1,18,AB_RockyCrags,0,0,
9287,30.5845,-144.5771,134.55,134.44,778,-43.7,18,AB_RockyCrags,0,0,
9288,30.5234,-142.8414,133.36,135.69,731,-42.0,18,AB_RockyCrags,0,0,
9289,31.812,-141.848,131.93,134.88,459,-38.8,18,AB_RockyCrags,0,0,
9290,27.5622,-137.9795,131.19,142.06,709,-39.3,18,AB_RockyCrags,0,0,
9291,28.7983,-136.9304,129.8,141.17,704,-37.6,18,AB_RockyCrags,0,0,
9292,26.1848,-137.326,131.28,144.04,760,-39.7,18,AB_RockyCrags,0,0,
9293,26.0302,-135.6447,129.98,145.06,720,-37.9,18,AB_RockyCrags,0,0,
9294,27.2387,-134.5743,128.61,144.15,725,-36.3,18,AB_RockyCrags,0,0,
9295,28.6292,-135.2053,128.53,142.23,727,-36.2,18,AB_RockyCrags,0,0,
9296,29.1145,-128.8855,123.26,144.42,381,-28.0,18,AB_RockyCrags,0,0,The Nightspill
9297,30.5272,-129.4602,123.19,142.63,512,-28.6,18,AB_RockyCrags,0,0,The Nightspill
9298,28.8251,-127.1548,121.95,145.38,385,-26.5,18,AB_RockyCrags,0,0,The Nightspill
9299,29.9268,-125.9571,120.59,144.58,621,-26.1,18,PoisonForest,0,0,The Nightspill
9300,31.3482,-126.4984,120.53,142.85,705,-26.5,18,PoisonForest,0,0,The Nightspill
9301,31.6593,-128.272,121.82,141.85,632,-27.7,18,PoisonForest,0,0,The Nightspill
9302,36.3942,-125.095,117.57,137.98,918,-24.1,18,PoisonForest,0,0,The Twilight Crags
9303,36.7508,-126.9654,118.8,136.94,876,-25.4,18,PoisonForest,0,0,The Twilight Crags
9304,38.1945,-127.5731,118.64,135.21,931,-25.5,18,PoisonForest,0,0,The Twilight Crags
9305,39.2906,-126.2636,117.24,134.58,1066,-24.6,18,PoisonForest,0,0,The Twilight Crags
9306,37.4578,-123.7792,116.19,137.33,1030,-23.1,18,PoisonForest,0,0,The Twilight Crags
9307,38.9101,-124.3385,116.04,135.65,1121,-23.4,18,PoisonForest,0,0,The Twilight Crags
9308,73.9598,-165.6831,105.53,94.07,241,-6.0,19,AB_RockyCrags,0,0,
9309,74.3271,-160.3575,104.74,95.39,139,-4.5,21,AB_RockyCrags,0,0,
9310,75.7822,-158.4073,103.2,95.33,12,-1.9,20,AB_RockyCrags,0,0,
9311,76.9404,-162.5672,102.45,93.98,12,-1.0,20,AB_RockyCrags,0,0,
9312,76.5042,-168.8133,103.23,92.67,125,-2.6,24,AB_RockyCrags,0,0,
9313,74.986,-169.8874,104.78,92.7,199,-4.8,19,AB_RockyCrags,0,0,
9314,76.5042,168.8133,103.23,87.33,238,-3.2,20,AB_RockyCrags,0,0,
9315,74.986,169.8874,104.78,87.3,346,-5.6,19,AB_RockyCrags,0,0,
9316,76.9404,162.5672,102.45,86.02,208,-2.1,20,AB_RockyCrags,0,0,
9317,75.7822,158.4073,103.2,84.67,331,-3.7,21,AB_RockyCrags,0,0,
9318,74.3271,160.3575,104.74,84.61,463,-6.2,21,AB_RockyCrags,0,0,
9319,73.9598,165.6831,105.53,85.93,445,-7.1,19,AB_RockyCrags,0,0,
9320,69.0611,157.3747,109.26,81.63,550,-12.1,19,AB_RockyCrags,0,0,
9321,68.7901,161.4766,110.06,82.97,487,-12.8,18,AB_RockyCrags,0,0,
9322,67.8314,154.8455,109.97,80.17,586,-13.2,18,AB_RockyCrags,0,0,
9323,66.421,156.282,111.48,80.04,578,-15.0,18,AB_RockyCrags,0,0,
9324,66.1861,159.9608,112.29,81.4,544,-15.7,18,AB_RockyCrags,0,0,
9325,67.3273,162.5953,111.58,82.88,447,-14.4,18,AB_RockyCrags,0,0,
9326,62.4912,168.3678,116.9,84.01,625,-21.7,18,AB_RockyCrags,0,0,
9327,63.4647,171.0056,116.18,85.54,611,-20.8,18,AB_RockyCrags,0,0,
9328,61.0174,168.8998,118.39,83.91,729,-24.1,18,AB_RockyCrags,0,0,
9329,60.4964,171.8188,119.17,85.4,676,-24.7,18,AB_RockyCrags,0,0,
9330,61.3935,174.4007,118.46,86.95,450,-22.6,18,AB_RockyCrags,0,0,
9331,62.8855,174.1269,116.96,87.0,569,-21.5,18,AB_RockyCrags,0,0,
9332,67.3273,-162.5953,111.58,97.12,200,-13.0,18,AB_RockyCrags,0,0,
9333,66.1861,-159.9608,112.29,98.6,348,-14.7,18,AB_RockyCrags,0,0,
9334,68.7901,-161.4766,110.06,97.03,290,-11.7,19,AB_RockyCrags,0,0,
9335,69.0611,-157.3747,109.26,98.37,179,-10.1,19,AB_RockyCrags,0,0,
9336,66.421,-156.282,111.48,99.96,240,-13.1,18,AB_RockyCrags,0,0,
9337,67.8314,-154.8455,109.97,99.83,101,-10.5,18,AB_RockyCrags,0,0,
9338,61.3935,-174.4007,118.46,93.05,516,-23.0,18,AB_RockyCrags,0,0,
9339,62.8855,-174.1269,116.96,93.0,394,-20.5,18,AB_RockyCrags,0,0,
9340,63.4647,-171.0056,116.18,94.46,243,-18.8,18,AB_RockyCrags,0,0,
9341,62.4912,-168.3678,116.9,95.99,284,-19.8,18,AB_RockyCrags,0,0,
9342,60.4964,-171.8188,119.17,94.6,537,-24.0,18,AB_RockyCrags,0,0,
9343,61.0174,-168.8998,118.39,96.09,468,-22.6,18,AB_RockyCrags,0,0,
9344,68.7901,-18.5234,69.94,97.03,82,29.6,146,AB_MycoticJungle,0,0,
9345,69.0611,-22.6253,70.74,98.37,136,28.7,243,AB_MycoticJungle,0,0,
9346,67.8314,-25.1545,70.03,99.83,148,29.2,104,ZBiome_DesertOasis,0,0,
9347,66.421,-23.718,68.52,99.96,192,30.1,133,Desert,0,0,
9348,66.1861,-20.0392,67.71,98.6,161,30.9,170,AridShrubland,0,0,
9349,67.3273,-17.4047,68.42,97.12,88,30.8,84,AridShrubland,0,0,
9350,62.4912,-11.6322,63.1,95.99,192,34.5,92,ZBiome_Badlands,0,0,
9351,63.4647,-8.9944,63.82,94.46,138,34.2,46,ZBiome_Badlands,0,0,
9352,61.0174,-11.1002,61.61,96.09,96,36.2,123,Desert,0,0,
9353,60.4964,-8.1812,60.83,94.6,98,36.8,39,Desert,0,0,
9354,61.3935,-5.5994,61.54,93.05,56,36.5,22,Desert,0,0,
9355,62.8855,-5.8731,63.04,93.0,47,35.3,37,ZBiome_Badlands,0,0,
9356,74.986,-10.1126,75.22,92.7,102,25.3,216,AridShrubland,0,0,
9357,76.5042,-11.1867,76.77,92.67,44,24.3,219,AridShrubland,0,0,
9358,73.9598,-14.3169,74.47,94.07,12,26.4,72,PoisonForest,0,0,
9359,74.3271,-19.6425,75.26,95.39,12,25.7,29,PoisonForest,0,0,
9360,76.9404,-17.4328,77.55,93.98,12,23.9,31,AridShrubland,0,0,
9361,75.7822,-21.5927,76.8,95.33,12,24.5,30,AridShrubland,0,0,
9362,73.9598,14.3169,74.47,85.93,146,25.6,114,AridShrubland,0,0,
9363,74.3271,19.6425,75.26,84.61,117,25.2,38,AridShrubland,0,0,
9364,74.986,10.1126,75.22,87.3,151,25.0,237,AridShrubland,0,0,
9365,76.5042,11.1867,76.77,87.33,56,24.3,198,AridShrubland,0,0,
9366,75.7822,21.5927,76.8,84.67,81,24.1,387,AridShrubland,0,0,
9367,76.9404,17.4328,77.55,86.02,12,23.9,82,AridShrubland,0,0,
9368,61.3935,5.5994,61.54,86.95,142,36.0,248,ZBiome_DesertOasis,0,0,
9369,62.8855,5.8731,63.04,87.0,14,35.5,31,ZBiome_DesertOasis,0,0,
9370,60.4964,8.1812,60.83,85.4,152,36.5,113,ZBiome_DesertOasis,0,0,
9371,61.0174,11.1002,61.61,83.91,12,36.6,34,ZBiome_DesertOasis,0,5590,
9372,62.4912,11.6322,63.1,84.01,67,35.1,118,ZBiome_DesertOasis,0,0,
9373,63.4647,8.9944,63.82,85.54,12,34.9,23,ZBiome_DesertOasis,0,5594,
9374,66.1861,20.0392,67.71,81.4,89,31.3,77,ZBiome_Badlands,0,0,
9375,67.3273,17.4047,68.42,82.88,111,30.7,91,ZBiome_Badlands,0,0,
9376,68.7901,18.5234,69.94,82.97,133,29.3,59,AridShrubland,0,0,
9377,69.0611,22.6253,70.74,81.63,107,28.8,26,AridShrubland,0,0,
9378,66.421,23.718,68.52,80.04,26,31.0,25,ZBiome_Badlands,0,0,
9379,67.8314,25.1545,70.03,80.17,82,29.5,26,ZBiome_Badlands,0,0,
9380,38.1945,-52.4269,61.36,135.21,12,36.8,22,Desert,0,0,
9381,39.2906,-53.7364,62.76,134.58,12,35.7,22,Desert,0,0,
9382,38.9101,-55.6615,63.96,135.65,12,34.8,23,Desert,0,0,
9383,37.4578,-56.2208,63.81,137.33,12,34.9,23,Desert,0,0,
9384,36.3942,-54.905,62.43,137.98,12,36.0,22,Desert,0,0,
9385,36.7508,-53.0346,61.2,136.94,12,37.0,22,Desert,0,0,
9386,31.3482,-53.5016,59.47,142.85,20,38.2,29,AB_MiasmicMangrove,0,0,The Dew Horn
9387,31.6593,-51.7281,58.18,141.85,90,38.7,115,AB_MiasmicMangrove,0,0,The Dew Horn
9388,29.9268,-54.0429,59.41,144.58,12,38.3,23,AB_MiasmicMangrove,0,0,The Dew Horn
9389,28.8251,-52.8452,58.05,145.38,244,38.0,930,ZBiome_Badlands,0,0,The Dew Horn
9390,29.1145,-51.1145,56.74,144.42,415,37.9,374,ZBiome_Badlands,0,0,The Dew Horn
9391,30.5272,-50.5398,56.81,142.63,367,38.1,1668,AB_FeraliskInfestedJungle,0,0,The Dew Horn
9392,41.9236,-45.1234,58.33,128.28,12,39.0,21,Desert,0,0,
9393,43.347,-44.312,58.64,126.5,12,38.8,21,Desert,0,0,
9394,41.678,-47.139,59.47,129.47,12,38.3,21,Desert,0,0,
9395,42.8394,-48.4177,60.88,128.89,12,37.2,22,Desert,0,0,
9396,44.5408,-45.5637,60.07,125.96,12,37.9,21,Desert,0,0,
9397,44.2786,-47.6566,61.17,127.16,12,37.0,22,Desert,0,0,
9398,38.5194,-37.7717,51.8,127.58,12,43.4,25,Desert,0,0,
9399,38.6024,-35.8584,50.7,126.27,78,43.8,43,Desert,0,0,
9400,39.7975,-38.8379,53.24,126.97,12,42.4,20,Desert,0,0,
9401,41.1851,-37.9488,53.6,125.1,12,42.2,27,Desert,0,0,
9402,39.9707,-34.9415,51.08,124.34,169,43.0,46,Desert,0,0,
9403,41.2751,-35.9631,52.53,123.78,124,42.3,122,Desert,0,0,
9404,27.2387,-45.4257,51.39,144.15,12,43.7,36,AB_FeraliskInfestedJungle,0,5693,
