tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region,hilliness,swampiness
10744,-15.0103,174.5003,164.04,289.67,944,-73.5,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10745,-16.2923,173.7033,162.56,290.57,1019,-72.8,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10746,-15.1554,171.3555,162.6,299.03,850,-71.9,18,AB_RockyCrags,0,0,The Umbra,3,0.0
10747,-16.3631,172.1278,161.89,295.01,979,-72.1,18,AB_RockyCrags,0,0,The Umbra,3,0.0
10748,-43.2979,169.3509,135.66,281.1,498,-43.5,18,AB_RockyCrags,0,0,,3,0.0
10749,-42.8665,171.2468,136.42,279.31,419,-44.0,18,AB_RockyCrags,0,0,,3,0.0
10750,-40.4805,170.0694,138.52,281.42,325,-46.0,18,AB_RockyCrags,0,0,,2,0.0
10751,-41.4664,171.5471,137.83,279.44,357,-45.4,18,AB_RockyCrags,0,0,,2,0.0
10752,-40.857,168.2667,137.78,283.23,414,-45.6,18,AB_RockyCrags,0,0,,3,0.0
10753,-42.2729,167.85,136.33,283.04,502,-44.4,18,AB_RockyCrags,0,0,,2,0.0
10754,-39.2296,161.9731,137.44,290.76,602,-46.2,18,AB_RockyCrags,0,0,,3,0.0
10755,-40.648,161.3607,135.97,290.42,669,-44.8,18,AB_RockyCrags,0,0,The South Crags,2,0.0
10756,-38.0306,160.7909,138.06,292.81,520,-46.5,18,AB_RockyCrags,0,0,,2,0.0
10757,-38.2139,159.0031,137.18,294.47,565,-45.7,18,AB_RockyCrags,0,0,,2,0.0
10758,-39.621,158.3149,135.71,294.05,648,-44.4,18,AB_RockyCrags,0,0,The South Crags,2,0.0
10759,-40.8566,159.4877,135.1,292.05,694,-43.9,18,AB_RockyCrags,0,0,The South Crags,3,0.0
10760,-50.5844,154.2395,124.88,289.66,640,-31.4,18,PoisonForest,0,0,The South Crags,3,0.35
10761,-50.6649,151.9491,124.01,291.08,612,-30.2,18,AridShrubland,0,0,,2,0.0
10762,-53.2908,152.464,122.01,289.02,576,-27.6,18,AridShrubland,0,0,,2,0.0
10763,-52.0062,151.0087,122.58,290.74,544,-28.1,18,AridShrubland,0,0,,1,0.0
10764,-53.1893,154.906,122.86,287.61,675,-29.1,18,AridShrubland,0,0,,2,0.0
10765,-51.8249,155.7348,124.3,287.91,634,-30.6,18,PoisonForest,0,0,The South Crags,2,0.35
10766,-42.6227,152.9891,130.96,296.27,1025,-40.8,18,PoisonForest,0,0,The South Crags,3,0.35
10767,-43.9186,154.1413,130.41,294.37,1072,-40.4,18,PoisonForest,0,0,The South Crags,3,0.35
10768,-45.2919,153.3111,128.94,293.97,981,-38.1,18,PoisonForest,0,0,The South Crags,4,0.35
10769,-45.3492,151.2514,128.04,295.41,721,-35.6,18,PoisonForest,0,0,The South Crags,3,0.35
10770,-44.0291,150.1105,128.56,297.27,844,-36.9,18,PoisonForest,0,0,The South Crags,4,0.35
10771,-42.6765,151.0148,130.02,297.73,1134,-40.3,18,PoisonForest,0,0,The South Crags,3,0.35
10772,-55.0306,163.4607,123.33,281.26,526,-28.9,18,AB_RockyCrags,0,0,The South Crags,2,0.0
10773,-53.6203,164.0288,124.77,281.46,609,-31.1,18,AB_RockyCrags,0,0,The South Crags,3,0.0
10774,-55.6675,168.0387,123.49,278.06,616,-29.6,18,AB_RockyCrags,0,0,The South Crags,3,0.0
10775,-56.088,165.4635,122.69,279.58,498,-28.0,18,AB_RockyCrags,0,0,The South Crags,2,0.0
10776,-54.2354,168.4602,124.93,278.2,734,-32.0,18,AB_RockyCrags,0,0,The South Crags,3,0.0
10777,-53.2443,166.4587,125.58,279.92,770,-32.9,18,AB_RockyCrags,0,0,The South Crags,4,0.0
10778,-50.3733,173.6823,129.34,275.21,999,-38.7,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10779,-49.4924,171.7463,130.0,276.99,941,-39.2,18,AB_RockyCrags,0,0,The South Crags,3,0.0
10780,-48.0706,172.025,131.43,277.1,767,-39.9,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10781,-47.5351,174.1022,132.19,275.37,615,-40.0,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10782,-49.7877,175.8444,130.09,273.51,938,-39.3,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10783,-48.3728,175.9846,131.5,273.56,683,-39.6,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10784,-48.0706,-172.025,131.43,262.9,555,-38.8,18,AB_MycoticJungle,0,0,,2,0.4
10785,-47.5351,-174.1022,132.19,264.63,458,-39.1,18,AB_MycoticJungle,0,0,,3,0.4
10786,-49.7877,-175.8444,130.09,266.49,657,-37.7,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10787,-48.3728,-175.9846,131.5,266.44,547,-38.8,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10788,-50.3733,-173.6823,129.34,264.79,677,-36.9,18,AB_MycoticJungle,0,0,The South Crags,2,0.4
10789,-49.4924,-171.7463,130.0,263.01,632,-37.5,18,AB_MycoticJungle,0,0,The South Crags,2,0.4
10790,-42.2729,-167.85,136.33,256.96,418,-43.9,18,AB_RockyCrags,0,0,,3,0.0
10791,-40.857,-168.2667,137.78,256.77,321,-45.1,18,AB_RockyCrags,0,0,,2,0.0
10792,-43.2979,-169.3509,135.66,258.9,380,-42.9,18,AB_RockyCrags,0,0,,2,0.0
10793,-42.8665,-171.2468,136.42,260.69,342,-43.6,18,AB_RockyCrags,0,0,,2,0.0
10794,-41.4664,-171.5471,137.83,260.56,341,-45.3,18,AB_RockyCrags,0,0,,2,0.0
10795,-40.4805,-170.0694,138.52,258.58,307,-45.9,18,AB_RockyCrags,0,0,,2,0.0
10796,-51.8249,-155.7348,124.3,252.09,1028,-32.8,18,AB_RockyCrags,0,0,The South Crags,2,0.0
10797,-53.1893,-154.906,122.86,252.39,1019,-31.0,18,AB_MycoticJungle,0,0,The South Crags,2,0.4
10798,-52.0062,-151.0087,122.58,249.26,1104,-31.2,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10799,-53.2908,-152.464,122.01,250.98,1107,-30.5,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10800,-50.6649,-151.9491,124.01,248.92,1032,-32.5,18,AB_RockyCrags,0,0,The South Crags,2,0.0
10801,-50.5844,-154.2395,124.88,250.34,1003,-33.4,18,AB_RockyCrags,0,0,The South Crags,2,0.0
10802,-54.2354,-168.4602,124.93,261.8,958,-33.2,18,AB_MycoticJungle,0,0,The South Crags,2,0.4
10803,-53.2443,-166.4587,125.58,260.08,874,-33.5,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10804,-53.6203,-164.0288,124.77,258.54,942,-32.9,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10805,-55.0306,-163.4607,123.33,258.74,1054,-31.8,18,AB_MycoticJungle,0,0,The South Crags,3,0.4
10806,-56.088,-165.4635,122.69,260.42,1126,-31.4,18,AB_MycoticJungle,0,0,The South Crags,2,0.4
10807,-55.6675,-168.0387,123.49,261.94,1055,-32.0,18,AB_MycoticJungle,0,0,The South Crags,2,0.4
10808,-45.3492,-151.2514,128.04,244.59,1150,-38.0,18,AB_RockyCrags,0,0,,2,0.0
10809,-45.2919,-153.3111,128.94,246.03,1185,-39.2,18,AB_RockyCrags,0,0,,2,0.0
10810,-42.6765,-151.0148,130.02,242.27,1076,-39.9,18,AB_RockyCrags,0,0,,2,0.0
10811,-44.0291,-150.1105,128.56,242.73,1108,-38.4,18,AB_RockyCrags,0,0,,3,0.0
10812,-42.6227,-152.9891,130.96,243.73,1109,-41.3,18,AB_RockyCrags,0,0,,2,0.0
10813,-43.9186,-154.1413,130.41,245.63,1126,-40.7,18,AB_RockyCrags,0,0,,3,0.0
10814,-39.621,-158.3149,135.71,245.95,554,-43.9,18,AB_RockyCrags,0,0,,3,0.0
10815,-40.8566,-159.4877,135.1,247.95,538,-43.1,18,AB_RockyCrags,0,0,,3,0.0
10816,-40.648,-161.3607,135.97,249.58,515,-44.0,18,AB_RockyCrags,0,0,,3,0.0
10817,-39.2296,-161.9731,137.44,249.24,447,-45.4,18,AB_RockyCrags,0,0,,2,0.0
10818,-38.2139,-159.0031,137.18,245.53,536,-45.6,18,AB_RockyCrags,0,0,,3,0.0
10819,-38.0306,-160.7909,138.06,247.19,464,-46.2,18,AB_RockyCrags,0,0,,3,0.0
10820,-20.59,164.9828,154.71,304.59,904,-66.4,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10821,-20.4808,166.5742,155.67,301.87,891,-67.1,18,AB_RockyCrags,0,0,The Umbra,3,0.0
10822,-17.9514,166.5815,157.72,305.61,755,-67.8,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10823,-19.1612,167.3619,157.18,302.2,801,-67.7,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10824,-18.0457,165.0013,156.7,308.46,765,-67.1,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10825,-19.3644,164.191,155.2,307.78,828,-66.4,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10826,-27.071,164.441,149.07,297.69,687,-60.7,18,AB_RockyCrags,0,0,,2,0.0
10827,-28.2771,165.3502,148.43,295.18,631,-59.6,18,AB_RockyCrags,0,0,,2,0.0
10828,-25.7123,165.1621,150.57,298.0,795,-62.8,18,AB_RockyCrags,0,0,,2,0.0
10829,-25.5611,166.762,151.42,295.58,844,-63.7,18,AB_RockyCrags,0,0,,3,0.0
10830,-26.742,167.6366,150.73,293.02,670,-62.2,18,AB_RockyCrags,0,0,,3,0.0
10831,-28.0989,166.9464,149.24,292.93,570,-60.2,18,AB_RockyCrags,0,0,,3,0.0
10832,-30.2207,158.0753,143.28,302.66,616,-53.3,18,AB_RockyCrags,0,0,,3,0.0
10833,-31.6131,157.348,141.81,302.03,521,-51.0,18,AB_RockyCrags,0,0,,3,0.0
10834,-30.0955,159.7275,144.25,300.87,556,-54.2,18,AB_RockyCrags,0,0,,3,0.0
10835,-31.3463,160.6781,143.7,298.51,482,-53.1,18,AB_RockyCrags,0,0,,2,0.0
10836,-32.7407,159.9842,142.22,298.03,458,-51.2,18,AB_RockyCrags,0,0,,2,0.0
10837,-32.8826,158.3051,141.29,299.76,456,-50.1,18,AB_RockyCrags,0,0,,2,0.0
10838,-26.5333,152.2343,142.34,313.02,591,-52.1,18,AB_RockyCrags,0,0,,2,0.0
10839,-26.5834,150.6151,141.19,314.44,569,-50.6,18,AB_RockyCrags,0,0,,2,0.0
10840,-27.8397,153.052,142.02,310.63,609,-51.8,18,AB_RockyCrags,0,0,,2,0.0
10841,-29.2126,152.2489,140.57,309.78,543,-49.7,18,AB_RockyCrags,0,0,,2,0.0
10842,-29.2616,150.5847,139.46,311.24,518,-48.2,18,AB_RockyCrags,0,0,,2,0.0
10843,-27.9385,149.77,139.76,313.51,538,-48.7,18,AB_RockyCrags,0,0,,2,0.0
10844,-15.713,160.3685,155.05,320.06,747,-65.8,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10845,-17.0355,159.5386,153.61,318.76,784,-65.0,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10846,-14.495,158.0808,153.92,325.3,600,-64.2,18,AB_RockyCrags,0,0,The Umbra,3,0.0
10847,-14.4454,159.6334,155.21,323.49,655,-65.4,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10848,-15.8228,157.2535,152.53,323.76,617,-63.3,18,AB_RockyCrags,0,0,The Umbra,3,0.0
10849,-17.0957,157.9756,152.38,320.64,675,-63.5,18,AB_RockyCrags,0,0,The Umbra,3,0.0
10850,-18.5699,152.4627,147.2,324.0,658,-58.3,18,AB_RockyCrags,0,0,,2,0.0
10851,-19.8617,153.1712,147.06,321.33,664,-58.1,18,AB_RockyCrags,0,0,,2,0.0
10852,-21.2047,152.335,145.66,320.12,683,-56.5,18,AB_RockyCrags,0,0,,2,0.0
10853,-21.2489,150.7748,144.43,321.46,666,-55.0,18,AB_RockyCrags,0,0,,2,0.0
10854,-18.6069,150.918,145.92,325.29,638,-56.6,18,AB_RockyCrags,0,0,,2,0.0
10855,-19.9428,150.0671,144.55,323.98,595,-54.7,18,AB_RockyCrags,0,0,,3,0.0
10856,-30.0955,-159.7275,144.25,239.13,377,-53.2,18,AB_RockyCrags,0,0,,2,0.0
10857,-31.3463,-160.6781,143.7,241.49,446,-52.9,18,AB_RockyCrags,0,0,,2,0.0
10858,-32.8826,-158.3051,141.29,240.24,472,-50.1,18,AB_RockyCrags,0,0,,2,0.0
10859,-32.7407,-159.9842,142.22,241.97,448,-51.1,18,AB_RockyCrags,0,0,,2,0.0
10860,-31.6131,-157.348,141.81,237.97,485,-50.8,18,AB_RockyCrags,0,0,,2,0.0
10861,-30.2207,-158.0753,143.28,237.34,440,-52.4,18,AB_RockyCrags,0,0,,2,0.0
10862,-25.7123,-165.1621,150.57,242.0,524,-61.3,18,BMT_CrystalCaverns,0,0,,1,0.0
10863,-25.5611,-166.762,151.42,244.42,583,-62.2,18,BMT_CrystalCaverns,0,0,,2,0.0
10864,-27.071,-164.441,149.07,242.31,517,-59.7,18,BMT_CrystalCaverns,0,0,,1,0.0
10865,-28.2771,-165.3502,148.43,244.82,517,-59.0,18,BMT_CrystalCaverns,0,0,,2,0.0
10866,-28.0989,-166.9464,149.24,247.07,391,-59.2,18,BMT_CrystalCaverns,0,0,,2,0.0
10867,-26.742,-167.6366,150.73,246.98,475,-61.1,18,BMT_CrystalCaverns,0,0,,3,0.0
10868,-19.3644,-164.191,155.2,232.22,781,-66.1,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10869,-18.0457,-165.0013,156.7,231.54,848,-67.6,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10870,-20.59,-164.9828,154.71,235.41,766,-65.7,18,BMT_CrystalCaverns,0,0,The Umbra,2,0.0
10871,-20.4808,-166.5742,155.67,238.13,762,-66.3,18,BMT_CrystalCaverns,0,0,The Umbra,2,0.0
10872,-19.1612,-167.3619,157.18,237.8,897,-68.2,18,BMT_CrystalCaverns,0,0,The Umbra,2,0.0
10873,-17.9514,-166.5815,157.72,234.39,896,-68.6,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10874,-17.0957,-157.9756,152.38,219.36,511,-62.6,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10875,-15.8228,-157.2535,152.53,216.24,566,-63.0,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10876,-17.0355,-159.5387,153.61,221.24,580,-63.8,18,AB_RockyCrags,0,0,The Umbra,3,0.0
10877,-15.713,-160.3685,155.05,219.94,714,-65.6,18,AB_RockyCrags,0,0,The Umbra,3,0.0
10878,-14.4454,-159.6334,155.21,216.51,709,-65.7,18,AB_RockyCrags,0,0,The Umbra,3,0.0
10879,-14.495,-158.0809,153.92,214.7,642,-64.4,18,AB_RockyCrags,0,0,The Umbra,2,0.0
10880,-29.2126,-152.2489,140.57,230.22,535,-49.6,18,AB_RockyCrags,0,0,,2,0.0
10881,-27.8397,-153.052,142.02,229.37,481,-51.1,18,AB_RockyCrags,0,0,,2,0.0
10882,-27.9385,-149.77,139.76,226.49,591,-49.0,18,AB_RockyCrags,0,0,,3,0.0
10883,-29.2616,-150.5847,139.46,228.76,544,-48.3,18,AB_RockyCrags,0,0,,3,0.0
10884,-26.5834,-150.6151,141.19,225.56,573,-50.6,18,AB_RockyCrags,0,0,,2,0.0
10885,-26.5333,-152.2343,142.34,226.98,519,-51.7,18,AB_RockyCrags,0,0,,3,0.0
10886,-21.2489,-150.7748,144.43,218.54,801,-55.7,18,AB_RockyCrags,0,0,,2,0.0
10887,-21.2047,-152.335,145.66,219.88,730,-56.8,18,AB_RockyCrags,0,0,,3,0.0
10888,-19.8617,-153.1712,147.06,218.67,609,-57.8,18,AB_RockyCrags,0,0,,3,0.0
10889,-18.5699,-152.4627,147.2,216.0,618,-58.0,18,AB_RockyCrags,0,0,,3,0.0
10890,-19.9428,-150.0671,144.55,216.02,737,-55.5,18,AB_RockyCrags,0,0,,2,0.0
10891,-18.6069,-150.918,145.92,214.71,659,-56.7,18,AB_RockyCrags,0,0,,3,0.0
10892,43.2979,-169.3509,135.66,101.1,1287,-47.9,18,AB_RockyCrags,0,0,,2,0.0
10893,42.8665,-171.2468,136.42,99.31,1308,-48.9,18,AB_RockyCrags,0,0,,2,0.0
10894,40.4805,-170.0694,138.52,101.42,1233,-51.0,18,AB_RockyCrags,0,0,,2,0.0
10895,41.4664,-171.5471,137.83,99.44,1256,-50.3,18,AB_RockyCrags,0,0,,2,0.0
10896,40.857,-168.2667,137.78,103.23,1238,-50.1,18,AB_RockyCrags,0,0,,2,0.0
10897,42.2729,-167.85,136.33,103.04,1251,-48.5,18,AB_RockyCrags,0,0,,2,0.0
10898,39.2296,-161.9731,137.44,110.76,1236,-49.7,18,AB_RockyCrags,0,0,,2,0.0
10899,40.648,-161.3607,135.97,110.42,1213,-47.8,18,AB_RockyCrags,0,0,,2,0.0
10900,38.0306,-160.7909,138.06,112.81,1191,-50.2,18,AB_RockyCrags,0,0,,3,0.0
10901,38.2139,-159.0031,137.18,114.47,1110,-48.7,18,AB_RockyCrags,0,0,,2,0.0
10902,39.621,-158.3149,135.71,114.05,1064,-46.7,18,AB_RockyCrags,0,0,,2,0.0
10903,40.8566,-159.4877,135.1,112.05,1118,-46.3,18,AB_RockyCrags,0,0,,2,0.0
10904,50.5844,-154.2395,124.88,109.66,890,-32.7,18,BMT_FungalForest,0,0,,1,0.25
10905,50.6649,-151.9491,124.01,111.08,862,-31.6,18,AB_MycoticJungle,0,0,,1,0.4
10906,53.2908,-152.464,122.01,109.02,807,-28.9,18,AB_MycoticJungle,0,0,,2,0.4
10907,52.0062,-151.0087,122.58,110.74,811,-29.6,18,AB_MycoticJungle,0,0,,2,0.4
10908,53.1893,-154.906,122.86,107.61,798,-29.8,18,BMT_FungalForest,0,0,,2,0.25
10909,51.8249,-155.7348,124.3,107.91,852,-31.8,18,BMT_FungalForest,0,0,,2,0.25
10910,42.6227,-152.9891,130.96,116.27,970,-40.5,18,AB_RockyCrags,0,0,,2,0.0
10911,43.9186,-154.1413,130.41,114.37,920,-39.5,18,AB_RockyCrags,0,0,,2,0.0
10912,45.2919,-153.3111,128.94,113.97,924,-37.8,18,AB_MycoticJungle,0,0,,1,0.4
10913,45.3492,-151.2514,128.04,115.41,878,-36.5,18,AB_MycoticJungle,0,0,,1,0.4
10914,44.0291,-150.1105,128.56,117.27,937,-37.4,18,AB_RockyCrags,0,0,,2,0.0
10915,42.6765,-151.0148,130.02,117.73,995,-39.5,18,AB_RockyCrags,0,0,,2,0.0
10916,55.0306,-163.4607,123.33,101.26,701,-29.8,18,BMT_FungalForest,0,0,,1,0.25
10917,53.6203,-164.0288,124.77,101.46,792,-32.1,18,BMT_FungalForest,0,0,,3,0.25
10918,55.6675,-168.0387,123.49,98.06,737,-30.2,18,AB_MycoticJungle,0,0,,1,0.4
10919,56.088,-165.4635,122.69,99.58,721,-29.2,18,AB_MycoticJungle,0,0,,1,0.4
10920,54.2354,-168.4602,124.93,98.2,773,-32.2,18,AB_MycoticJungle,0,0,,2,0.4
10921,53.2443,-166.4587,125.58,99.92,912,-33.7,18,BMT_FungalForest,0,0,,3,0.25
10922,50.3733,-173.6823,129.34,95.21,1106,-39.3,18,AB_MycoticJungle,0,0,,2,0.4
10923,49.4924,-171.7463,130.0,96.99,1154,-40.3,18,AB_MycoticJungle,0,0,,1,0.4
10924,48.0706,-172.025,131.43,97.1,1187,-42.2,18,AB_MycoticJungle,0,0,,1,0.4
10925,47.5351,-174.1022,132.19,95.37,1238,-43.4,18,AB_MycoticJungle,0,0,,1,0.4
10926,49.7877,-175.8444,130.09,93.51,1177,-40.6,18,AB_MycoticJungle,0,0,,2,0.4
10927,48.3728,-175.9846,131.5,93.56,1225,-42.5,18,AB_MycoticJungle,0,0,,2,0.4
10928,48.0706,172.025,131.43,82.9,1290,-42.8,18,BMT_FungalForest,0,0,,3,0.25
10929,47.5351,174.1022,132.19,84.63,1288,-43.7,18,BMT_FungalForest,0,0,,3,0.25
10930,49.7877,175.8444,130.09,86.49,1036,-39.8,18,AB_MycoticJungle,0,0,,3,0.4
10931,48.3728,175.9846,131.5,86.44,1215,-42.5,18,AB_MycoticJungle,0,0,,3,0.4
10932,50.3733,173.6823,129.34,84.79,1030,-38.9,18,BMT_FungalForest,0,0,,3,0.25
10933,49.4924,171.7463,130.0,83.01,1156,-40.4,18,BMT_FungalForest,0,0,,3,0.25
10934,42.2729,167.85,136.33,76.96,1574,-50.3,18,AB_RockyCrags,0,0,,2,0.0
10935,40.857,168.2667,137.78,76.77,1618,-52.2,18,AB_PropaneLakes,0,0,The Ammonia Flats,2,0.3
10936,43.2979,169.3509,135.66,78.9,1566,-49.4,18,AB_RockyCrags,0,0,,2,0.0
10937,42.8665,171.2468,136.42,80.69,1553,-50.2,18,AB_RockyCrags,0,0,,3,0.0
10938,41.4664,171.5471,137.83,80.56,1532,-51.8,18,AB_RockyCrags,0,0,,3,0.0
10939,40.4805,170.0694,138.52,78.58,1532,-52.7,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10940,51.8249,155.7348,124.3,72.09,1331,-34.5,18,AB_RockyCrags,0,0,,3,0.0
10941,53.1893,154.906,122.86,72.39,1282,-32.5,18,AB_RockyCrags,0,0,,2,0.0
10942,52.0062,151.0087,122.58,69.26,1303,-32.3,18,AB_RockyCrags,0,0,,3,0.0
10943,53.2908,152.464,122.01,70.98,1311,-31.6,18,AB_RockyCrags,0,0,,3,0.0
10944,50.6649,151.9491,124.01,68.92,1260,-33.7,18,AB_RockyCrags,0,0,,2,0.0
10945,50.5844,154.2395,124.88,70.34,1294,-35.0,18,AB_RockyCrags,0,0,,2,0.0
10946,54.2354,168.4602,124.93,81.8,817,-32.4,18,AB_MycoticJungle,0,0,,2,0.4
10947,53.2443,166.4587,125.58,80.08,892,-33.6,18,AB_MycoticJungle,0,0,,2,0.4
10948,53.6203,164.0288,124.77,78.54,933,-32.9,18,AB_MycoticJungle,0,0,,2,0.4
10949,55.0306,163.4607,123.33,78.74,978,-31.4,18,AB_MycoticJungle,0,0,,2,0.4
10950,56.088,165.4635,122.69,80.42,915,-30.3,18,AB_MycoticJungle,0,0,,3,0.4
10951,55.6675,168.0387,123.49,81.94,797,-30.6,18,AB_MycoticJungle,0,0,,2,0.4
10952,45.3492,151.2514,128.04,64.59,1375,-39.2,18,AB_RockyCrags,0,0,,2,0.0
10953,45.2919,153.3111,128.94,66.03,1374,-40.3,18,AB_RockyCrags,0,0,,2,0.0
10954,42.6765,151.0148,130.02,62.27,1506,-42.3,18,AB_RockyCrags,0,0,,2,0.0
10955,44.0291,150.1105,128.56,62.73,1420,-40.1,18,AB_MycoticJungle,0,0,,2,0.4
10956,42.6227,152.9891,130.96,63.73,1474,-43.3,18,AB_RockyCrags,0,0,,2,0.0
10957,43.9186,154.1413,130.41,65.63,1378,-42.1,18,AB_RockyCrags,0,0,,2,0.0
10958,39.621,158.3149,135.71,65.95,1402,-48.6,18,AB_RockyCrags,0,0,,2,0.0
10959,40.8566,159.4877,135.1,67.95,1437,-48.0,18,AB_RockyCrags,0,0,,2,0.0
10960,40.648,161.3607,135.97,69.58,1496,-49.4,18,AB_RockyCrags,0,0,,3,0.0
10961,39.2296,161.9731,137.44,69.24,1414,-50.7,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10962,38.2139,159.0031,137.18,65.53,1351,-50.1,18,AB_PropaneLakes,0,0,The Ammonia Flats,2,0.3
10963,38.0306,160.7909,138.06,67.19,1269,-50.6,18,AB_PropaneLakes,0,0,The Ammonia Flats,2,0.3
10964,30.0955,159.7275,144.25,59.13,949,-56.3,18,AB_PropaneLakes,0,0,The Ammonia Flats,2,0.3
10965,31.3463,160.6781,143.7,61.49,1043,-56.2,18,AB_PropaneLakes,0,0,The Ammonia Flats,2,0.3
10966,32.8826,158.3051,141.29,60.24,1193,-54.1,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10967,32.7407,159.9842,142.22,61.97,1147,-55.0,18,AB_PropaneLakes,0,0,The Ammonia Flats,2,0.3
10968,31.6131,157.348,141.81,57.97,987,-53.6,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10969,30.2207,158.0753,143.28,57.34,890,-54.8,18,AB_PropaneLakes,0,0,The Ammonia Flats,2,0.3
10970,25.7123,165.1621,150.57,62.0,216,-59.6,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10971,25.5611,166.762,151.42,64.42,231,-60.3,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10972,27.071,164.441,149.07,62.31,310,-58.6,18,AB_PropaneLakes,0,0,The Ammonia Flats,4,0.3
10973,28.2771,165.3502,148.43,64.82,484,-58.8,18,AB_PropaneLakes,0,0,The Ammonia Flats,4,0.3
10974,28.0989,166.9464,149.24,67.07,530,-60.0,18,AB_PropaneLakes,0,0,The Ammonia Flats,4,0.3
10975,26.742,167.6366,150.73,66.98,335,-60.4,18,AB_PropaneLakes,0,0,The Ammonia Flats,4,0.3
10976,29.2126,152.2489,140.57,50.22,965,-52.0,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10977,27.8397,153.052,142.02,49.37,816,-52.9,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10978,27.9385,149.77,139.76,46.49,941,-50.9,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10979,29.2616,150.5847,139.46,48.76,1032,-51.0,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10980,26.5834,150.6151,141.19,45.56,780,-51.7,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10981,26.5333,152.2343,142.34,46.98,733,-52.8,18,AB_PropaneLakes,0,0,The Ammonia Flats,2,0.3
10982,21.2489,150.7748,144.43,38.54,576,-54.5,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10983,21.2047,152.335,145.66,39.88,428,-55.1,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10984,19.9428,150.0671,144.55,36.02,617,-54.9,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10985,18.6069,150.918,145.92,34.71,414,-55.4,18,AB_PropaneLakes,0,0,The Ammonia Flats,4,0.3
10986,18.5699,152.4627,147.2,36.0,279,-56.2,18,AB_PropaneLakes,0,0,The Ammonia Flats,4,0.3
10987,19.8617,153.1712,147.06,38.67,325,-56.3,18,AB_PropaneLakes,0,0,The Ammonia Flats,3,0.3
10988,15.8228,157.2535,152.53,36.24,12,-59.9,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
10989,17.0957,157.9756,152.38,39.36,12,-59.8,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
10990,14.4454,159.6334,155.21,36.51,12,-61.9,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
10991,14.495,158.0809,153.92,34.7,12,-60.9,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
10992,15.713,160.3685,155.05,39.94,12,-61.8,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
10993,17.0355,159.5387,153.61,41.24,12,-60.7,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
10994,18.0457,165.0013,156.7,51.54,12,-63.0,18,AB_RockyCrags,0,0,The Ammonia Flats,2,0.0
10995,19.3644,164.191,155.2,52.22,12,-61.9,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
10996,20.59,164.9828,154.71,55.41,12,-61.5,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
