tile,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution,riverDist,feature,featureId,waterCovered,roadCount,riverCount,mutatorCount
8116,Wasteland,378.0,-28.6,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,0
8117,Wasteland,424.0,-30.2,0.0,SmallHills,0.0,0.0,0,Cinderdark,74,False,0,0,0
8118,Wasteland,377.0,-28.8,0.0,SmallHills,0.0,0.0,0,Sunreach,29,False,0,0,0
8119,Wasteland,472.0,-30.6,0.0,SmallHills,0.0,0.0,44,Cinderdark,74,False,0,0,0
8120,HorrorWastes,444.0,-32.3,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8121,HorrorWastes,477.0,-31.9,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8122,HorrorWastes,499.0,-30.4,0.0,SmallHills,0.0,0.916243255,0,Sunreach,29,False,0,0,0
8123,AB_RockyCrags,524.0,-29.4,0.0,SmallHills,0.0,1.0,0,Sunreach,29,False,0,0,0
8124,HorrorWastes,426.0,-31.1,0.0,SmallHills,0.0,0.0,0,Sunreach,29,False,0,0,0
8125,AB_RockyCrags,475.0,-29.7,0.0,SmallHills,0.0,0.0,0,Sunreach,29,False,0,0,0
8126,Wasteland,647.0,-15.4,10.0,Mountainous,0.0,0.0,0,Gray Crags,52,False,0,0,1
8127,Wasteland,472.0,-16.9,0.0,LargeHills,0.0,0.0,0,Gray Crags,52,False,0,0,0
8128,Wasteland,370.0,-17.6,0.0,SmallHills,0.0,0.0,0,Gray Crags,52,False,0,0,0
8129,Wasteland,340.0,-17.4,0.0,SmallHills,0.0,0.0,0,Gray Crags,52,False,0,0,0
8130,Wasteland,586.0,-15.1,10.0,Mountainous,0.0,0.822964847,0,Gray Crags,52,False,0,0,1
8131,Wasteland,339.0,-16.1,0.0,LargeHills,0.0,0.0,0,Gray Crags,52,False,0,0,0
8132,ZBiome_DesertOasis,1031.0,28.7,0.0,LargeHills,0.2,0.0,0,Dew Horn,66,False,0,0,1
8133,ZBiome_DesertOasis,823.0,29.1,507.0,Mountainous,0.2509804,0.0,0,Dew Horn,66,False,0,0,2
8134,ZBiome_DesertOasis,633.0,29.6,472.0,Mountainous,0.2509804,0.0,0,Dew Horn,66,False,0,0,2
8135,ZBiome_DesertOasis,733.0,28.8,353.0,Mountainous,0.258823544,0.0,0,Dew Horn,66,False,0,0,2
8136,ZBiome_DesertOasis,1001.0,28.1,528.0,Mountainous,0.2,0.0,0,Dew Horn,66,False,0,0,2
8137,ZBiome_DesertOasis,1126.0,28.3,0.0,LargeHills,0.2,0.0,0,Dew Horn,66,False,0,0,1
8138,ZBiome_Badlands,1201.0,25.2,0.0,LargeHills,0.0,0.9170062,0,Dew Horn,66,False,0,0,0
8139,ZBiome_Badlands,1384.0,25.0,178.0,Mountainous,0.0,0.0,0,Dew Horn,66,False,0,0,1
8140,ZBiome_Badlands,1206.0,25.3,0.0,LargeHills,0.0,0.0,0,Dew Horn,66,False,0,0,1
8141,ZBiome_Badlands,1405.0,25.1,226.0,Mountainous,0.0,0.0,14,Dew Horn,66,False,0,0,1
8142,ZBiome_Badlands,1597.0,24.9,254.0,Mountainous,0.0,0.0,13,Dew Horn,66,False,0,0,1
8143,ZBiome_Badlands,1596.0,24.7,304.0,Mountainous,0.0,0.0,12,Dew Horn,66,False,0,0,3
8144,ZBiome_Badlands,1029.0,35.6,310.0,Mountainous,0.0,0.0,0,Dew Horn,66,False,0,0,1
8145,ZBiome_Badlands,1033.0,35.1,262.0,Mountainous,0.0,0.0,4,Dew Horn,66,False,0,0,1
8146,ZBiome_DesertOasis,945.0,37.0,417.0,Mountainous,0.2,0.0,0,Dew Belt,30,False,0,0,2
8147,AB_FeraliskInfestedJungle,811.0,38.3,417.0,Mountainous,0.4509804,0.0,0,Scald Spine,67,False,0,0,1
8148,AB_FeraliskInfestedJungle,631.0,38.7,973.0,Mountainous,0.4509804,0.0,0,Scald Spine,67,False,0,0,1
8149,ZBiome_DesertOasis,990.0,35.9,354.0,Mountainous,0.2,0.81689173,3,Dew Belt,30,False,0,0,2
8150,BiomeCypreJungle,144.0,40.1,0.0,SmallHills,0.368627459,0.0,10,Dew Belt,30,False,2,2,1
8151,BiomeCypreJungle,46.0,40.6,0.0,SmallHills,0.368627459,0.0,9,Dew Belt,30,False,0,2,1
8152,ZBiome_DesertOasis,189.0,39.2,0.0,SmallHills,0.368627459,0.0,0,Dew Belt,30,False,0,0,0
8153,ZBiome_Grasslands,165.0,38.7,0.0,LargeHills,0.380392164,0.0,0,Dew Belt,30,False,0,0,0
8154,ZBiome_DesertOasis,1.0,40.1,0.0,Flat,0.380392164,0.0,0,Dew Belt,30,False,0,0,0
8155,ZBiome_Grasslands,37.0,39.3,0.0,SmallHills,0.380392164,0.0,0,Dew Belt,30,False,2,0,0
8156,Lake,-350.0,39.3,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
8157,Lake,-350.0,38.4,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
8158,Lake,-350.0,37.9,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
8159,Lake,-350.0,38.4,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
8160,Lake,-350.0,39.8,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
8161,Lake,-350.0,39.3,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
8162,HorrorWastes,343.0,-38.5,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8163,HorrorWastes,397.0,-40.3,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
8164,HorrorWastes,487.0,-41.6,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8165,HorrorWastes,531.0,-41.0,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
8166,HorrorWastes,575.0,-39.8,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
8167,HorrorWastes,448.0,-38.4,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
8168,AB_MycoticJungle,393.0,-25.0,0.0,SmallHills,0.470588237,0.0,0,Nightspill,31,False,0,0,0
8169,AB_MycoticJungle,377.0,-25.2,0.0,SmallHills,0.470588237,0.0,44,Nightspill,31,False,0,0,0
8170,AB_MycoticJungle,438.0,-28.7,0.0,Flat,0.478431374,0.0,0,Blindwood,75,False,0,0,0
8171,AB_MycoticJungle,428.0,-30.1,0.0,SmallHills,0.490196079,0.0,0,Blindwood,75,False,0,0,0
8172,AB_MycoticJungle,451.0,-29.5,0.0,Flat,0.478431374,0.0,45,Blindwood,75,False,0,0,0
8173,AB_MycoticJungle,413.0,-30.4,0.0,SmallHills,0.490196079,0.0,0,Blindwood,75,False,0,0,0
8174,AB_MycoticJungle,688.0,-33.0,0.0,SmallHills,0.458823532,0.0,0,Blindwood,75,False,0,0,0
8175,AB_MycoticJungle,706.0,-32.9,0.0,SmallHills,0.458823532,0.0,0,Blindwood,75,False,0,0,0
8176,AB_MycoticJungle,667.0,-31.4,0.0,Flat,0.4509804,0.0,0,Blindwood,75,False,0,0,0
8177,AB_MycoticJungle,677.0,-29.8,0.0,Flat,0.4392157,0.0,0,Nightspill,31,False,0,0,0
8178,AB_MycoticJungle,656.0,-29.6,0.0,Flat,0.4509804,0.0,0,Nightspill,31,False,0,0,0
8179,AB_MycoticJungle,691.0,-31.2,0.0,SmallHills,0.458823532,0.0,0,Blindwood,75,False,0,0,0
8180,SeaIce,-350.0,-5.2,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8181,AB_RockyCrags,78.0,-5.3,0.0,SmallHills,0.0,0.0,0,Twilight Crags,69,False,0,0,1
8182,SeaIce,-350.0,-5.3,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8183,SeaIce,-350.0,-5.3,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8184,AB_RockyCrags,133.0,-5.4,0.0,SmallHills,0.0,0.0,0,Twilight Crags,69,False,0,0,0
8185,SeaIce,-350.0,-5.2,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8186,AB_MycoticJungle,853.0,-16.1,0.0,LargeHills,0.4392157,0.0,0,Twilight Crags,69,False,0,0,0
8187,AB_MycoticJungle,806.0,-16.9,0.0,LargeHills,0.4392157,0.0,0,Twilight Crags,69,False,0,0,0
8188,AB_MycoticJungle,539.0,-14.5,12.0,Mountainous,0.4392157,0.0,0,Twilight Crags,69,False,0,0,1
8189,AB_MycoticJungle,445.0,-11.7,14.0,Mountainous,0.549019635,0.0,0,Twilight Crags,69,False,0,0,1
8190,AB_MycoticJungle,811.0,-14.5,10.0,Mountainous,0.458823532,0.0,0,Twilight Crags,69,False,0,0,1
8191,AB_MycoticJungle,578.0,-12.4,12.0,Mountainous,0.458823532,0.0,0,Twilight Crags,69,False,0,0,1
8192,PoisonForest,730.0,-18.1,0.0,LargeHills,0.349019617,0.0,0,Twilight Crags,69,False,0,0,0
8193,AB_RockyCrags,606.0,-15.9,0.0,LargeHills,0.0,0.0,0,Twilight Crags,69,False,0,0,1
8194,AB_RockyCrags,506.0,-16.3,0.0,LargeHills,0.0,0.0,0,Twilight Crags,69,False,0,0,1
8195,AB_RockyCrags,494.0,-15.0,0.0,LargeHills,0.0,0.0,0,Twilight Crags,69,False,0,0,1
8196,AB_RockyCrags,624.0,-18.4,0.0,LargeHills,0.0,0.0,0,Twilight Crags,69,False,0,0,1
8197,PoisonForest,766.0,-19.5,0.0,LargeHills,0.34117648,0.0,0,Twilight Crags,69,False,0,0,0
8198,AB_RockyCrags,708.0,-27.5,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,0,0,0
8199,AB_RockyCrags,726.0,-28.4,0.0,LargeHills,0.0,0.0,0,Rimewall,47,False,0,0,1
8200,AB_MycoticJungle,753.0,-29.0,0.0,SmallHills,0.368627459,0.8999313,0,Frostcaps,32,False,0,0,0
8201,AB_MycoticJungle,811.0,-31.4,0.0,Flat,0.3882353,0.869657457,0,Frostcaps,32,False,0,0,0
8202,HorrorWastes,828.0,-32.3,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,2,0,0
8203,HorrorWastes,778.0,-30.7,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,0,0,0
8204,HorrorWastes,916.0,-46.3,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8205,HorrorWastes,906.0,-45.1,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8206,HorrorWastes,924.0,-49.0,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8207,HorrorWastes,957.0,-48.5,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8208,HorrorWastes,871.0,-47.4,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8209,HorrorWastes,940.0,-45.9,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8210,AB_MycoticJungle,851.0,-50.0,0.0,SmallHills,0.4392157,0.0,0,Blindwood,75,False,0,0,0
8211,AB_MycoticJungle,832.0,-48.2,0.0,SmallHills,0.4509804,0.8371862,0,Blindwood,75,False,0,0,0
8212,AB_MycoticJungle,827.0,-49.7,0.0,Flat,0.4392157,0.8056916,0,Blindwood,75,False,0,0,0
8213,HorrorWastes,805.0,-47.7,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8214,HorrorWastes,738.0,-45.6,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8215,HorrorWastes,799.0,-46.1,0.0,SmallHills,0.0,0.942809165,0,Deadstone,25,False,0,0,0
8216,HorrorWastes,494.0,-32.5,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8217,HorrorWastes,503.0,-32.8,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8218,AB_RockyCrags,419.0,-29.2,0.0,SmallHills,0.0,0.0,0,Nightspill,31,False,0,0,0
8219,HorrorWastes,497.0,-31.0,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8220,AB_RockyCrags,482.0,-29.5,0.0,SmallHills,0.0,0.0,0,Nightspill,31,False,0,0,0
8221,HorrorWastes,539.0,-31.5,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
8222,PoisonForest,819.0,-19.5,0.0,Flat,0.349019617,0.0,0,Twilight Crags,69,False,0,0,0
8223,PoisonForest,824.0,-21.0,0.0,SmallHills,0.34117648,0.0,0,Twilight Crags,69,False,0,0,0
8224,PoisonForest,907.0,-21.5,0.0,SmallHills,0.34117648,0.0,0,Twilight Crags,69,False,0,0,0
8225,PoisonForest,957.0,-20.3,0.0,SmallHills,0.349019617,0.0,0,Twilight Crags,69,False,0,0,0
8226,AB_RockyCrags,838.0,-18.4,0.0,SmallHills,0.0,0.0,0,Twilight Crags,69,False,0,0,0
8227,PoisonForest,886.0,-18.6,0.0,SmallHills,0.349019617,0.0,0,Twilight Crags,69,False,0,0,0
8228,AB_RockyCrags,133.0,-3.4,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,0,0,0
8229,AB_RockyCrags,40.0,-1.9,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,0,0,0
8230,Desert,39.0,0.8,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,0,0,0
8231,AB_RockyCrags,41.0,0.0,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,0,0,0
8232,AB_RockyCrags,28.0,-0.3,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,2,0,0
8233,AB_RockyCrags,70.0,-2.3,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,2,0,0
8234,Desert,18.0,6.7,0.0,SmallHills,0.0,0.0,0,Knuckles,76,False,0,0,0
8235,Desert,19.0,4.9,0.0,SmallHills,0.0,0.0,0,Knuckles,76,False,0,0,0
8236,Desert,14.0,7.4,0.0,SmallHills,0.0,0.0,0,Knuckles,76,False,0,0,0
8237,Desert,12.0,6.4,0.0,SmallHills,0.0,0.0,0,Knuckles,76,False,0,0,0
8238,Desert,12.0,4.5,0.0,SmallHills,0.0,0.0,0,Knuckles,76,False,0,0,0
8239,Desert,16.0,3.8,0.0,SmallHills,0.0,0.0,0,Knuckles,76,False,0,0,0
8240,AB_MycoticJungle,368.0,-4.0,0.0,LargeHills,0.298039228,0.0,0,Mould Marches,77,False,0,0,0
8241,AB_MycoticJungle,432.0,-5.5,0.0,SmallHills,0.2901961,0.0,0,Mould Marches,77,False,0,0,0
8242,AB_MycoticJungle,471.0,-7.3,0.0,SmallHills,0.2901961,0.0,0,Mould Marches,77,False,0,0,0
8243,AB_MycoticJungle,407.0,-5.0,0.0,SmallHills,0.309803933,0.0,0,Mould Marches,77,False,0,0,0
8244,AB_MycoticJungle,506.0,-8.5,0.0,Flat,0.298039228,0.0,0,Mould Marches,77,False,0,0,0
8245,AB_RockyCrags,501.0,-7.6,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,0,0,0
8246,AB_RockyCrags,1071.0,-25.2,0.0,LargeHills,0.0,0.0,0,Rimewall,47,False,0,0,1
8247,AB_RockyCrags,957.0,-23.7,0.0,LargeHills,0.0,0.0,0,Rimewall,47,False,0,0,1
8248,AB_RockyCrags,1142.0,-27.3,0.0,LargeHills,0.0,0.0,0,Rimewall,47,False,0,0,1
8249,AB_RockyCrags,1089.0,-27.9,0.0,SmallHills,0.0,0.0,0,Rimewall,47,False,0,0,0
8250,AB_RockyCrags,1030.0,-26.6,0.0,LargeHills,0.0,0.0,0,Rimewall,47,False,0,0,1
8251,AB_RockyCrags,950.0,-24.4,0.0,LargeHills,0.0,0.0,0,Rimewall,47,False,0,0,1
8252,AB_MycoticJungle,384.0,-21.4,0.0,SmallHills,0.380392164,0.0,0,Frostcaps,32,False,0,0,0
8253,BMT_FungalForest,498.0,-22.8,0.0,LargeHills,0.23137255,0.0,0,Frostcaps,32,False,0,0,0
8254,AB_MycoticJungle,327.0,-19.3,0.0,SmallHills,0.360784322,0.0,0,Frostcaps,32,False,0,0,0
8255,AB_MycoticJungle,350.0,-18.2,0.0,Flat,0.34117648,0.0,0,Frostcaps,32,False,0,0,0
8256,AB_MycoticJungle,421.0,-19.3,0.0,SmallHills,0.321568638,0.0,0,Frostcaps,32,False,0,0,0
8257,BMT_FungalForest,534.0,-21.9,0.0,LargeHills,0.211764708,0.0,0,Frostcaps,32,False,0,0,0
8258,AB_MycoticJungle,764.0,-31.8,0.0,Flat,0.4117647,0.0,0,Stillwood,61,False,0,0,0
8259,AB_MycoticJungle,797.0,-30.3,0.0,SmallHills,0.419607848,0.0,0,Frostcaps,32,False,0,0,0
8260,AB_MycoticJungle,755.0,-29.1,0.0,SmallHills,0.419607848,0.0,0,Frostcaps,32,False,0,0,0
8261,AB_MycoticJungle,864.0,-30.4,0.0,SmallHills,0.4117647,0.0,0,Frostcaps,32,False,0,0,0
8262,AB_MycoticJungle,883.0,-32.2,0.0,Flat,0.4,0.0,0,Stillwood,61,False,0,0,0
8263,AB_MycoticJungle,859.0,-33.1,0.0,SmallHills,0.4,0.0,0,Stillwood,61,False,0,0,0
8264,ZBiome_Badlands,7.0,24.1,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8265,ZBiome_Badlands,10.0,23.7,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,2,0,0
8266,Desert,15.0,25.7,0.0,Flat,0.0,0.0,0,Combs,49,False,0,0,0
8267,ZBiome_Badlands,13.0,24.4,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8268,Desert,14.0,26.3,0.0,Flat,0.0,0.0,0,Combs,49,False,0,0,2
8269,ZBiome_Badlands,10.0,25.5,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8270,Desert,488.0,32.9,0.0,SmallHills,0.0,0.0,0,Combs,49,False,0,0,0
8271,Desert,419.0,32.8,0.0,SmallHills,0.0,0.857892752,0,Combs,49,False,0,0,0
8272,Desert,451.0,34.1,0.0,SmallHills,0.0,0.0,0,Combs,49,False,0,0,1
8273,Desert,338.0,35.3,0.0,SmallHills,0.0,0.0,0,Combs,49,False,0,0,0
8274,Desert,285.0,35.1,0.0,SmallHills,0.0,0.0,0,Combs,49,False,2,0,0
8275,Desert,332.0,33.8,0.0,SmallHills,0.0,0.0,0,Combs,49,False,0,0,0
8276,PoisonForest,1.0,18.4,0.0,Flat,0.4117647,0.0,0,Slough,48,False,0,0,0
8277,PoisonForest,1.0,17.4,0.0,Flat,0.4,0.0,0,Slough,48,False,0,0,0
8278,ZBiome_Badlands,1.0,18.8,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8279,ZBiome_Badlands,1.0,18.3,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8280,ZBiome_Badlands,1.0,17.3,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8281,PoisonForest,1.0,16.8,0.0,Flat,0.34117648,0.0,0,Slough,48,False,0,0,0
8282,Desert,34.0,25.0,0.0,Flat,0.0,0.0,0,Dry Marches,51,False,2,0,0
8283,Desert,90.0,24.0,0.0,SmallHills,0.0,0.0,0,Sunward Scrub,53,False,0,0,0
8284,Desert,99.0,23.9,0.0,Flat,0.0,0.0,0,Sunward Scrub,53,False,2,0,0
8285,Desert,140.0,22.4,0.0,Flat,0.0,0.0,0,Sunward Scrub,53,False,2,0,2
8286,Desert,159.0,21.7,0.0,SmallHills,0.0,0.0,0,Sunward Scrub,53,False,0,0,0
8287,Desert,167.0,22.3,0.0,SmallHills,0.0,0.0,0,Sunward Scrub,53,False,0,0,0
8288,Desert,1.0,39.8,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,0
8289,Desert,62.0,38.8,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,0
8290,Desert,1.0,39.7,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,2
8291,Desert,1.0,40.2,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,0
8292,Desert,1.0,39.0,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
8293,Desert,58.0,38.3,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
8294,ZBiome_Badlands,67.0,36.6,0.0,LargeHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8295,ZBiome_Badlands,9.0,36.2,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,2,0,0
8296,ZBiome_Badlands,32.0,34.9,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,2,0,0
8297,ZBiome_Badlands,11.0,34.5,0.0,SmallHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8298,ZBiome_Badlands,102.0,36.0,0.0,LargeHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8299,ZBiome_Badlands,47.0,35.0,0.0,LargeHills,0.0,0.0,0,Cracklands,33,False,0,0,0
8300,ExtremeDesert,13.0,33.0,0.0,Flat,0.0,0.0,0,Combs,49,False,0,0,1
8301,Desert,16.0,32.1,0.0,Flat,0.0,0.0,0,Combs,49,False,0,0,2
8302,ExtremeDesert,8.0,31.0,0.0,Flat,0.0,0.0,0,Combs,49,False,0,0,1
8303,ExtremeDesert,13.0,31.0,0.0,Flat,0.0,0.0,0,Combs,49,False,0,0,1
8304,ExtremeDesert,6.0,31.9,0.0,Flat,0.0,0.0,0,Combs,49,False,0,0,3
8305,ExtremeDesert,7.0,32.9,0.0,Flat,0.0,0.0,0,Combs,49,False,0,0,1
8306,AB_MiasmicMangrove,1.0,30.3,0.0,Flat,0.8901961,0.988632,0,Salt Gate,78,False,0,0,1
8307,AB_MiasmicMangrove,1.0,31.0,0.0,Flat,0.8901961,0.0,0,Salt Gate,78,False,3,0,0
8308,Ocean,-350.0,32.1,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8309,Ocean,-350.0,33.2,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8310,AB_MiasmicMangrove,1.0,32.2,0.0,Flat,0.921568632,0.0,0,Salt Gate,78,False,0,0,1
8311,AB_MiasmicMangrove,1.0,31.9,0.0,Flat,0.921568632,0.0,0,Salt Gate,78,False,3,0,0
8312,Desert,487.0,38.0,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
8313,Desert,462.0,37.8,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
8314,Desert,336.0,38.2,0.0,LargeHills,0.0,0.0,0,Glare,38,False,0,0,0
8315,Desert,247.0,37.7,0.0,LargeHills,0.0,0.0,0,Glare,38,False,0,0,0
8316,Desert,269.0,37.3,0.0,LargeHills,0.0,0.0,0,Glare,38,False,0,0,0
8317,Desert,376.0,37.3,0.0,LargeHills,0.0,0.0,0,Glare,38,False,0,0,0
8318,ExtremeDesert,130.0,49.5,0.0,SmallHills,0.0,0.0,0,Glare,38,False,2,0,0
8319,ExtremeDesert,71.0,50.5,0.0,SmallHills,0.0,0.0,0,Glare,38,False,2,0,0
8320,ExtremeDesert,186.0,48.1,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
8321,ExtremeDesert,280.0,47.1,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
8322,ExtremeDesert,302.0,47.7,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
8323,ExtremeDesert,155.0,49.6,0.0,LargeHills,0.0,0.0,0,Glare,38,False,0,0,0
8324,ZBiome_Badlands,143.0,39.3,0.0,LargeHills,0.0509803928,0.0,0,Dew Horn,66,False,0,0,0
8325,ZBiome_Badlands,226.0,39.1,36.0,Mountainous,0.0509803928,0.0,0,Dew Horn,66,False,0,0,1
8326,ZBiome_DesertOasis,1.0,41.8,0.0,Flat,0.4509804,0.0,0,Dew Horn,66,False,0,0,0
8327,ZBiome_Badlands,14.0,40.8,0.0,SmallHills,0.4509804,0.0,0,Dew Horn,66,False,0,0,0
8328,ZBiome_DesertOasis,1.0,42.1,0.0,Flat,0.4509804,0.0,0,Dew Horn,66,False,0,0,0
8329,ZBiome_Badlands,81.0,40.9,0.0,LargeHills,0.458823532,0.0,0,Dew Horn,66,False,0,0,0
8330,AB_MiasmicMangrove,10.0,49.8,0.0,Flat,0.9490196,0.0,0,Fever Wood,79,False,0,2,6
8331,AB_MiasmicMangrove,13.0,49.1,0.0,Flat,0.9490196,0.0,1,Fever Wood,79,False,0,1,6
8332,COMIGO_GreaterSwamp_Tropical,20.0,49.4,0.0,Flat,0.8509804,0.0,0,Fever Wood,79,False,0,0,4
8333,COMIGO_GreaterSwamp_Tropical,24.0,50.5,0.0,Flat,0.8509804,0.0,0,Fever Wood,79,False,0,0,4
8334,AB_MiasmicMangrove,15.0,51.0,0.0,Flat,0.9490196,0.0,2,Fever Wood,79,False,0,2,6
8335,COMIGO_GreaterSwamp_Tropical,21.0,51.2,0.0,Flat,0.8509804,0.0,0,Fever Wood,79,False,0,0,4
8336,AridShrubland,1.0,1.2,0.0,Flat,0.0,0.0,0,Twilight Sea,35,False,0,0,0
8337,SeaIce,-350.0,-0.4,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8338,SeaIce,-350.0,-3.0,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8339,SeaIce,-350.0,-2.8,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8340,SeaIce,-350.0,-0.4,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8341,AridShrubland,1.0,1.2,0.0,Flat,0.0,0.0,0,Twilight Sea,35,False,0,0,0
8342,Desert,1.0,15.1,0.0,Flat,0.0,0.0,0,Twilight Sea,35,False,0,0,1
8343,Desert,1.0,15.1,0.0,Flat,0.0,0.0,0,Twilight Sea,35,False,0,0,1
8344,Desert,1.0,14.0,0.0,Flat,0.0,0.0,0,Twilight Sea,35,False,0,0,1
8345,Desert,1.0,12.4,0.0,Flat,0.0,0.0,0,Twilight Sea,35,False,0,0,1
8346,Desert,1.0,12.4,0.0,Flat,0.0,0.0,0,Twilight Sea,35,False,0,0,1
8347,Desert,1.0,14.0,0.0,Flat,0.0,0.0,0,Twilight Sea,35,False,0,0,1
8348,Ocean,-350.0,23.6,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8349,Ocean,-350.0,24.6,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8350,Ocean,-350.0,22.5,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8351,Ocean,-350.0,22.5,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8352,Ocean,-350.0,23.6,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8353,Ocean,-350.0,24.7,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8354,Ocean,-350.0,22.3,0.0,Flat,0.0,0.8881056,4,Twilight Sea,35,True,0,0,0
8355,Ocean,-350.0,23.3,0.0,Flat,0.0,0.962508559,0,Twilight Sea,35,True,0,0,0
8356,Ocean,-350.0,22.3,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8357,Ocean,-350.0,23.4,0.0,Flat,0.0,0.0,2,Twilight Sea,35,True,0,0,0
8358,Ocean,-350.0,24.4,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8359,Ocean,-350.0,24.3,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
8360,Ocean,-350.0,-1.5,0.0,Flat,0.0,0.0,0,Twilight Sea,35,True,0,0,0
