tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution,tempMin,tempMax,seasonalShift,riverDist,feature,featureId,waterCovered,roadCount,riverCount,mutatorCount
9695,-69.0611,157.3747,Desert,839,-13.6,0,LargeHills,0,0,-39.8332,12.6386,-26.239,0,The Verge,40,0,0,0,0
9696,-66.421,156.282,AB_RockyCrags,631,-15.5,0,SmallHills,0,0.9239,-41.2679,10.2732,-25.7736,0,The Verge,40,0,0,0,0
9697,-67.8314,154.8455,Desert,692,-14,0,LargeHills,0,0.9864,-40.023,12.0284,-26.0287,0,The Verge,40,0,0,0,0
9698,-61.3935,174.4007,BMT_FungalForest,535,-22.4,0,Flat,0.251,0,-27.3479,-17.4511,-4.949,0,Hanging Wood,89,0,0,0,0
9699,-62.8855,174.1269,BMT_FungalForest,577,-20.9,0,SmallHills,0.251,0,-25.9128,-15.8862,-5.0139,0,Hanging Wood,89,0,0,0,0
9700,-63.4647,171.0056,AB_RockyCrags,603,-20.3,0,SmallHills,0,0,-45.4854,4.8906,-25.1909,0,The Verge,40,0,0,0,0
9701,-62.4912,168.3678,AB_RockyCrags,573,-21.1,0,SmallHills,0,0,-46.0796,3.8847,-24.9851,0,The Verge,40,0,0,0,0
9702,-60.4964,171.8188,AB_RockyCrags,539,-23.4,0,SmallHills,0,0,-47.9366,1.1416,-24.542,0,The Verge,40,0,0,0,0
9703,-61.0174,168.8998,AB_RockyCrags,527,-22.7,0,SmallHills,0,0,-47.355,1.9601,-24.6605,0,The Verge,40,0,0,0,0
9704,-74.986,10.1126,Wasteland,10,25.7,0,Flat,0,0.8511,-1.3837,52.7893,-27.0897,0,Blight,72,0,0,0,0
9705,-76.5042,11.1867,Wasteland,7,24.2,0,Flat,0,0,-3.0577,51.4633,-27.2637,0,Blight,72,0,0,0,2
9706,-76.9404,17.4328,Wasteland,105,22.8,0,LargeHills,0,0,-4.5043,50.1099,-27.3103,0,Blight,72,0,0,0,0
9707,-75.7822,21.5927,Wasteland,122,23.2,0,SmallHills,0,0.8515,-3.9772,50.3828,-27.1832,0,Blight,72,0,0,0,0
9708,-74.3271,19.6425,Desert,52,24.8,0,Flat,0,0,-2.2026,51.8082,-27.0085,0,Thornbelt,59,0,0,0,1
9709,-73.9598,14.3169,Desert,6,26.1,0,Flat,0,0.9538,-0.8559,53.0615,-26.9618,0,Thornbelt,59,0,2,0,0
9710,-73.9598,-14.3169,Desert,28,27.3,0,Flat,0,0,0.3441,54.2614,-26.9618,0,Long Sand,41,0,0,0,2
9711,-74.3271,-19.6425,Desert,30,26.7,0,Flat,0,0,-0.3026,53.7082,-27.0085,0,Long Sand,41,0,0,0,0
9712,-74.986,-10.1126,Wasteland,24,26.5,0,Flat,0,0,-0.5837,53.5893,-27.0897,0,Blight,72,0,0,0,0
9713,-76.5042,-11.1867,Wasteland,22,25.1,0,Flat,0,0,-2.1577,52.3633,-27.2637,0,Blight,72,0,2,0,2
9714,-75.7822,-21.5927,Wasteland,30,25.5,0,Flat,0,0,-1.6772,52.6828,-27.1832,0,Blight,72,0,0,0,0
9715,-76.9404,-17.4328,Wasteland,25,24.7,0,Flat,0,0,-2.6043,52.0099,-27.3103,0,Blight,72,0,2,0,0
9716,-69.0611,22.6253,Desert,100,27.8,0,SmallHills,0,0,1.5668,54.0386,-26.239,0,Long Sand,41,0,0,0,0
9717,-68.7901,18.5234,Desert,75,28.9,0,SmallHills,0,0,2.7121,55.0933,-26.1936,0,Thornbelt,59,0,0,0,0
9718,-67.8314,25.1545,Desert,172,27.9,0,LargeHills,0,0,1.877,53.9284,-26.0287,0,Long Sand,41,0,0,0,0
9719,-66.421,23.718,ZBiome_Badlands,277,28.8,0,LargeHills,0,0,3.0321,54.5732,-25.7736,0,Long Sand,41,0,0,0,0
9720,-66.1861,20.0392,ZBiome_Badlands,213,30,0,LargeHills,0,0,4.276,55.7293,-25.7297,0,Long Sand,41,0,0,0,0
9721,-67.3273,17.4047,Desert,109,30.1,0,SmallHills,0,0,4.1664,56.0389,-25.9393,0,Thornbelt,59,0,0,0,0
9722,-62.4912,11.6322,Desert,241,34,0,SmallHills,0,0,9.0204,58.9847,-24.9851,0,Long Sand,41,0,0,0,0
9723,-63.4647,8.9944,Desert,154,33.9,0,SmallHills,0,0,8.7146,59.0906,-25.1909,0,Long Sand,41,0,0,0,0
9724,-61.0174,11.1002,Desert,251,35,0,SmallHills,0,0,10.345,59.6601,-24.6605,0,Long Sand,41,0,0,0,0
9725,-60.4964,8.1812,Desert,217,35.7,0,SmallHills,0,0,11.1634,60.2417,-24.542,0,Long Sand,41,0,2,0,0
9726,-61.3935,5.5994,Desert,114,35.7,0,SmallHills,0,0,10.9607,60.4444,-24.7448,0,Long Sand,41,0,2,0,0
9727,-62.8855,5.8731,Desert,85,34.8,0,SmallHills,0,0,9.7362,59.8689,-25.0693,0,Long Sand,41,0,0,0,0
9728,-61.3935,-5.5994,ZBiome_Badlands,7,36.4,0,SmallHills,0,0,11.6607,61.1444,-24.7448,0,Long Sand,41,0,0,0,0
9729,-62.8855,-5.8731,ZBiome_Badlands,10,35.4,0,SmallHills,0,0,10.3362,60.4689,-25.0693,0,Long Sand,41,0,0,0,0
9730,-60.4964,-8.1812,ZBiome_Badlands,9,37.1,0,SmallHills,0,0,12.5634,61.6417,-24.542,0,Long Sand,41,0,2,0,0
9731,-61.0174,-11.1002,ZBiome_Badlands,15,36.8,0,SmallHills,0,0,12.145,61.4601,-24.6605,0,Long Sand,41,0,2,0,0
9732,-62.4912,-11.6322,Desert,17,35.8,0,Flat,0,0,10.8204,60.7847,-24.9851,0,Long Sand,41,0,0,0,2
9733,-63.4647,-8.9944,ZBiome_Badlands,16,35.1,0,SmallHills,0,0,9.9146,60.2906,-25.1909,0,Long Sand,41,0,0,0,0
9734,-66.1861,-20.0392,Desert,26,32.6,0,Flat,0,0,6.876,58.3293,-25.7297,0,Long Sand,41,0,0,0,0
9735,-67.3273,-17.4047,Desert,26,32,0,Flat,0,0,6.0664,57.9389,-25.9393,0,Long Sand,41,0,0,0,0
9736,-68.7901,-18.5234,Desert,27,30.9,0,Flat,0,0,4.7121,57.0933,-26.1936,0,Long Sand,41,0,0,0,2
9737,-69.0611,-22.6253,Desert,28,30.2,0,Flat,0,0,3.9668,56.4386,-26.239,0,Long Sand,41,0,0,0,0
9738,-66.421,-23.718,Desert,27,32,0,Flat,0,0,6.2321,57.7732,-25.7736,0,Long Sand,41,0,0,0,0
9739,-67.8314,-25.1545,Desert,28,30.8,0,Flat,0,0,4.777,56.8284,-26.0287,0,Long Sand,41,0,0,0,2
9740,-38.1945,52.4269,Desert,209,36.1,0,SmallHills,0,0,18.2817,53.922,-17.8222,0,Thornbelt,59,0,0,0,0
9741,-39.2906,53.7364,Desert,134,35.5,0,Flat,0,0,17.2839,53.7198,-18.2201,0,Thornbelt,59,0,0,0,0
9742,-38.9101,55.6615,Desert,143,34.4,0,SmallHills,0,0,16.3213,52.4824,-18.0827,0,Thornbelt,59,0,0,0,0
9743,-37.4578,56.2208,Desert,160,34.3,0,LargeHills,0,0,16.7525,51.8511,-17.5514,0,Thornbelt,59,0,0,0,0
9744,-36.3942,54.905,Desert,288,34.5,0,LargeHills,0,0,17.3481,51.6554,-17.1557,0,Thornbelt,59,0,0,0,0
9745,-36.7508,53.0346,Desert,339,35.2,0,LargeHills,0,0,17.9148,52.4887,-17.289,0,Thornbelt,59,0,0,0,0
9746,-31.3482,53.5016,Desert,708,34.3,0,SmallHills,0,0,19.097,49.5061,-15.2063,0,Kiln,42,0,0,0,0
9747,-31.6593,51.7281,Desert,732,35.2,0,Flat,0,0,19.8736,50.5296,-15.3298,0,Kiln,42,0,0,0,0
9748,-29.9268,54.0429,Desert,675,34.4,0,SmallHills,0,0,19.7661,49.037,-14.6372,0,Kiln,42,0,0,0,0
9749,-28.8251,52.8452,Desert,659,35.3,0,SmallHills,0,0,21.1128,49.4901,-14.1903,0,Kiln,42,0,0,0,0
9750,-29.1145,51.1145,Desert,626,36.5,0,SmallHills,0,0,22.195,50.808,-14.3082,0,Kiln,42,0,0,0,0
9751,-30.5272,50.5398,Desert,676,36.4,0,Flat,0,0,21.5247,51.2784,-14.8786,0,Kiln,42,0,0,0,2
9752,-41.9236,45.1234,Desert,115,39.3,0,SmallHills,0,0,20.1538,58.4501,-19.1504,0,Kiln,42,0,0,0,0
9753,-43.347,44.312,Desert,224,38.4,0,LargeHills,0,0,18.7666,58.0375,-19.6377,0,Kiln,42,0,0,0,0
9754,-41.678,47.139,Desert,121,38.3,0,SmallHills,0,0,19.239,57.3649,-19.0652,0,Kiln,42,0,0,0,0
9755,-42.8394,48.4177,Desert,120,37,0,LargeHills,0,0,17.539,56.465,-19.4652,0,Thornbelt,59,0,0,0,0
9756,-44.5408,45.5637,PoisonForest,313,36.7,0,SmallHills,0.3686,0,16.6666,56.7375,-20.0378,0,Kiln,42,0,0,0,0
9757,-44.2786,47.6566,Desert,262,35.9,0,LargeHills,0,0,15.9538,55.8503,-19.9506,0,Thornbelt,59,0,0,0,0
9758,-38.5194,37.7717,Desert,116,44.5,0,SmallHills,0,0.9376,26.5631,62.4405,-17.9408,0,Kiln,42,0,0,0,0
9759,-38.6024,35.8584,Desert,23,45.8,0,SmallHills,0,0.9724,27.8329,63.7708,-17.971,0,Kiln,42,0,0,0,0
9760,-39.7975,38.8379,Desert,40,44,0,Flat,0,0,25.602,62.4018,-18.402,0,Kiln,42,0,2,0,0
9761,-41.1851,37.9488,Desert,24,43.6,0,SmallHills,0,1,24.711,62.4929,-18.8932,0,Kiln,42,0,0,0,0
9762,-39.9707,34.9415,Desert,39,45.4,0,Flat,0,0.8546,26.9402,63.8636,-18.4639,0,Kiln,42,0,0,0,0
9763,-41.2751,35.9631,Desert,38,44.4,0,Flat,0,1,25.4795,63.3244,-18.9247,0,Kiln,42,0,0,0,2
9764,-27.2387,45.4257,Desert,747,39.3,0,SmallHills,0,0,25.7643,52.8385,-13.5386,0,Kiln,42,0,0,0,0
9765,-28.6292,44.7947,Desert,671,40.1,0,SmallHills,0,0,25.9927,54.2102,-14.1104,0,Kiln,42,0,0,0,0
9766,-26.0302,44.3554,Desert,644,40.5,0,LargeHills,0,0,27.467,53.5357,-13.0359,0,Kiln,42,0,0,0,0
9767,-26.1848,42.674,Desert,561,41.9,0,SmallHills,0,0,28.8024,55.0003,-13.1005,0,Kiln,42,0,0,0,0
9768,-27.5622,42.0205,Desert,539,42.4,0,SmallHills,0,0,28.7307,56.0721,-13.6723,0,Kiln,42,0,0,0,0
9769,-28.7983,43.0696,Desert,553,41.7,0,SmallHills,0,0,27.5237,55.8792,-14.1794,0,Kiln,42,0,0,0,0
9770,-30.5234,37.1587,ExtremeDesert,268,46.1,0,LargeHills,0,0,31.2262,60.9769,-14.8771,0,Kiln,42,0,0,0,0
9771,-31.812,38.152,ExtremeDesert,293,45,0,LargeHills,0,0,29.6132,60.39,-15.3902,0,Kiln,42,0,0,0,0
9772,-33.1862,37.376,Desert,226,45.4,0,LargeHills,0,0,29.4738,61.3294,-15.9297,0,Kiln,42,0,0,0,0
9773,-33.2548,35.5868,ExtremeDesert,128,46.9,0,LargeHills,0,0,30.9472,62.8561,-15.9563,0,Kiln,42,0,0,0,0
9774,-30.5845,35.4229,ExtremeDesert,124,47.8,0,LargeHills,0,0,32.9017,62.7014,-14.9016,0,Kiln,42,0,0,0,0
9775,-31.9417,34.6288,ExtremeDesert,53,48.1,0,SmallHills,0,0,32.6619,63.5413,-15.4415,0,Kiln,42,0,0,0,0
9776,-21.5632,97.117,AB_RockyCrags,522,5.7,0,Mountainous,0,0,-5.4316,16.8339,-11.134,0,Sunreach,29,0,0,0,1
9777,-22.2748,98.5937,AB_RockyCrags,446,4.5,0,Mountainous,0,0,-6.9388,15.9412,-11.4413,0,Sunreach,29,0,0,0,2
9778,-21.4666,99.95,ZBiome_Badlands,15,3,0,Flat,0,0,-8.0898,14.0921,-11.0922,0,Sunreach,29,0,0,0,1
9779,-19.9542,99.8178,Desert,10,2.8,0,Flat,0,0,-7.6316,13.2337,-10.4338,0,Sunreach,29,0,0,0,0
9780,-19.2425,98.3664,AB_RockyCrags,654,4.2,0,Mountainous,0,0,-5.9195,14.3216,-10.1218,0,Sunreach,29,0,0,0,1
9781,-20.0436,97.0221,AB_RockyCrags,897,5.5,0,Mountainous,0,0,-4.9706,15.9728,-10.4729,0,Sunreach,29,0,0,0,2
9782,-26.9441,92.9976,AridShrubland,335,10.5,0,Flat,0,0,-2.9136,23.9164,-13.4166,0,Damp,43,0,0,0,1
9783,-28.4416,93.0444,ZBiome_Badlands,145,10.6,0,Flat,0,0,-3.4306,24.6335,-14.0337,0,Damp,43,0,0,0,1
9784,-26.1674,94.4613,Lake,-71,9.1,0,SmallHills,0,0,-3.9903,22.193,-13.0932,0,Damp,43,1,0,0,1
9785,-26.8817,95.9908,AB_TarPits,12,7.8,0,Flat,0,0,-5.5877,21.1905,-13.3907,0,Damp,43,0,0,0,1
9786,-29.1588,94.6015,ZBiome_Badlands,115,9.2,0,Flat,0,0,-5.123,23.526,-14.3262,0,Damp,43,0,0,0,1
9787,-28.3751,96.0841,ZBiome_Badlands,28,7.8,0,SmallHills,0,0,-6.2034,21.8063,-14.0065,0,Damp,43,0,0,0,1
9788,-26.1674,85.5387,AridShrubland,1,16,0,Flat,0,0,2.9097,29.093,-13.0932,14,Damp,43,0,0,0,0
9789,-26.8817,84.0092,Desert,1,17.3,0,Flat,0,0,3.9123,30.6905,-13.3907,0,Thornbelt,59,0,0,0,0
9790,-26.9441,87.0024,AridShrubland,1,15.2,0,Flat,0,0,1.7864,28.6164,-13.4166,0,Damp,43,0,0,0,0
9791,-28.4416,86.9556,AridShrubland,1,15.5,0,Flat,0,0,1.4694,29.5335,-14.0337,0,Damp,43,0,0,0,0
9792,-28.3751,83.9159,Desert,1,17.6,0,Flat,0,0,3.5966,31.6063,-14.0065,0,Thornbelt,59,0,0,0,0
9793,-29.1588,85.3985,AridShrubland,3,16.6,0,Flat,0,0.864,2.277,30.926,-14.3262,0,Damp,43,0,0,0,0
9794,-20.0436,82.9779,AridShrubland,1,18.4,0,Flat,0,0,7.9294,28.8728,-10.4729,0,Thornbelt,59,0,0,0,2
9795,-19.2425,81.6336,AridShrubland,1,19.4,0,Flat,0,0,9.2805,29.5216,-10.1218,0,Thornbelt,59,0,0,0,0
9796,-21.5632,82.883,AridShrubland,1,18.3,0,Flat,0,0.9399,7.1684,29.4339,-11.134,0,Thornbelt,59,0,0,0,0
9797,-22.2748,81.4063,AridShrubland,1,19.7,0,Flat,0,1,8.2612,31.1412,-11.4413,0,Thornbelt,59,0,0,0,2
9798,-19.9542,80.1822,AridShrubland,1,20.3,0,Flat,0,0,9.8684,30.7337,-10.4338,0,Thornbelt,59,0,0,0,0
9799,-21.4666,80.05,AridShrubland,1,20.9,0,Flat,0,0.8532,9.8102,31.9921,-11.0922,0,Thornbelt,59,0,0,0,0
9800,-14.7153,95.3794,ZBiome_Badlands,47,7.3,0,Flat,0,0,-0.8053,15.407,-8.1071,0,Salt,85,0,0,0,0
9801,-15.5047,94.0604,AridShrubland,309,9,0,Flat,0,0,0.5401,17.4617,-8.4618,0,Salt,85,0,0,0,1
9802,-13.1752,95.3167,ZBiome_Badlands,54,6.2,0,Flat,0,0,-1.2098,13.6114,-7.4114,0,Salt,85,0,0,0,2
9803,-12.421,93.9662,AridShrubland,326,9.3,0,Flat,0,0,2.2324,16.369,-7.0691,0,Salt,85,0,0,0,1
9804,-13.2056,92.6601,Wasteland,240,10.9,0,Flat,0,0,3.4764,18.3251,-7.4252,0,Salt,85,0,0,0,1
9805,-14.7489,92.6915,AridShrubland,338,10.8,0,Flat,0,0,2.6796,18.9221,-8.1222,0,Salt,85,0,0,0,1
9806,-13.2056,87.3399,Wasteland,14,15.7,0,SmallHills,0,0,8.2764,23.1251,-7.4252,0,Salt,85,0,2,0,1
9807,-14.7489,87.3085,Wasteland,137,14.9,0,SmallHills,0,0,6.7796,23.0221,-8.1222,0,Salt,85,0,0,0,0
9808,-15.5047,85.9396,Wasteland,145,15.4,0,Flat,0,0,6.9401,23.8617,-8.4618,0,Salt,85,0,0,0,2
9809,-14.7153,84.6206,Wasteland,69,16.7,0,SmallHills,0,0,8.5947,24.807,-8.1071,0,Salt,85,0,2,0,0
9810,-12.4209,86.0338,Desert,1,17.1,0,Flat,0,0,10.0324,24.169,-7.0691,0,Grey Sea,46,0,0,0,1
9811,-13.1752,84.6833,Desert,1,18.1,0,Flat,0,0,10.6902,25.5113,-7.4114,0,Grey Sea,46,0,0,0,1
9812,2.6025,165.2337,AB_PropaneLakes,1,-70.6,0,Flat,0.2314,0,-74.054,-67.1467,3.4541,0,Ammonia Flats,26,0,0,0,0
9813,2.5894,166.7791,AB_PropaneLakes,1,-71.9,0,Flat,0.2196,0,-75.3517,-68.449,3.4518,0,Ammonia Flats,26,0,0,0,0
9814,3.8728,167.5487,AB_RockyCrags,255,-72,0,SmallHills,0.2196,0,-75.6754,-68.3254,3.6754,0,Ammonia Flats,26,0,0,0,0
9815,5.1757,166.7683,AB_RockyCrags,262,-70.8,0,SmallHills,0.2314,0,-74.7021,-66.8988,3.9021,0,Ammonia Flats,26,0,0,0,0
9816,5.2018,165.2207,AB_PropaneLakes,1,-69.5,0,Flat,0.2314,0,-73.4066,-65.5942,3.9066,0,Ammonia Flats,26,0,0,0,0
9817,3.9119,164.4563,AB_PropaneLakes,1,-69.4,0,Flat,0.2314,0,-73.0822,-65.7186,3.6822,0,Ammonia Flats,26,0,0,0,0
9818,-3.9119,164.4563,AB_PropaneLakes,408,-71.9,0,SmallHills,0,0,-75.5814,-68.2178,-3.6822,81,Umbra,37,0,0,0,0
9819,-5.2018,165.2207,AB_PropaneLakes,471,-72.5,0,SmallHills,0,0,-76.4058,-68.5934,-3.9066,0,Umbra,37,0,0,0,0
9820,-2.6025,165.2337,AB_PropaneLakes,422,-72.9,0,LargeHills,0,0,-76.3533,-69.446,-3.4541,82,Umbra,37,0,0,0,1
9821,-2.5894,166.7791,AB_PropaneLakes,302,-73.5,4,Mountainous,0,0,-76.951,-70.0483,-3.4518,0,Umbra,37,0,0,0,2
9822,-5.1757,166.7683,AB_PropaneLakes,532,-74.1,0,LargeHills,0,0,-78.0012,-70.198,-3.9021,0,Umbra,37,0,0,0,1
9823,-3.8728,167.5487,AB_PropaneLakes,518,-75,0,LargeHills,0,0,-78.6746,-71.3246,-3.6754,0,Umbra,37,0,0,0,1
9824,4.0027,153.7604,AB_PropaneLakes,701,-64.4,0,LargeHills,0.251,0,-68.098,-60.7028,3.698,0,Ammonia Flats,26,0,0,0,0
9825,5.3407,152.9881,AB_PropaneLakes,758,-63.8,0,LargeHills,0.251,0,-67.7307,-59.8701,3.9308,66,Ammonia Flats,26,0,0,0,0
9826,5.3501,151.4857,AB_PropaneLakes,761,-62.5,0,SmallHills,0,0,-66.4324,-58.5685,3.9324,65,Deadstone,25,0,0,0,0
9827,4.0167,150.7587,AB_PropaneLakes,645,-61.4,0,SmallHills,0,0,-65.1004,-57.7003,3.7005,0,Deadstone,25,0,0,0,0
9828,2.6763,151.5208,AB_PropaneLakes,626,-62.2,0,SmallHills,0,0,-65.6669,-58.7338,3.4669,0,Deadstone,25,0,0,0,0
9829,2.6716,153.0208,AB_PropaneLakes,622,-63.4,0,SmallHills,0,0,-66.8661,-59.9347,3.4661,0,Umbra,37,0,0,0,0
9830,7.8949,160.5636,AB_PropaneLakes,7,-65,0,Flat,0.2196,0,-69.9961,-60.0049,4.9962,0,Ammonia Flats,26,0,0,0,0
9831,6.594,159.8146,AB_PropaneLakes,18,-65.1,0,Flat,0.2314,0,-69.4955,-60.7054,4.3955,0,Ammonia Flats,26,0,0,0,0
9832,6.6157,158.2823,AB_PropaneLakes,95,-64.3,0,LargeHills,0.2314,0,-68.7055,-59.8954,4.4056,0,Ammonia Flats,26,0,0,0,0
9833,7.947,157.4946,AB_PropaneLakes,18,-62.7,0,SmallHills,0.2196,0,-67.7201,-57.6809,5.0202,0,Ammonia Flats,26,0,0,0,0
9834,9.2219,159.7706,AB_PropaneLakes,12,-63.8,0,Flat,0.2118,0,-69.4068,-58.1944,5.6069,0,Ammonia Flats,26,0,0,0,0
9835,9.2523,158.2334,AB_PropaneLakes,15,-62.6,0,Flat,0.2196,0,-68.2208,-56.9804,5.6208,0,Ammonia Flats,26,0,0,0,0
9836,-6.6157,158.2823,AB_RockyCrags,785,-66.5,0,SmallHills,0,0,-70.9046,-62.0945,-4.4056,0,Umbra,37,0,0,0,0
9837,-7.947,157.4946,AB_RockyCrags,875,-65.7,0,SmallHills,0,0,-70.7191,-60.6799,-5.0202,0,Umbra,37,0,0,0,1
9838,-6.594,159.8146,AB_RockyCrags,824,-68.1,0,SmallHills,0,0,-72.4946,-63.7045,-4.3955,0,Umbra,37,0,0,0,0
9839,-7.8949,160.5636,AB_RockyCrags,1031,-68.3,0,SmallHills,0,0,-73.2951,-63.3039,-4.9962,77,Umbra,37,0,0,0,0
9840,-9.2523,158.2334,AB_RockyCrags,806,-66.1,0,SmallHills,0,0,-71.7196,-60.4792,-5.6208,0,Umbra,37,0,0,0,0
9841,-9.2219,159.7706,AB_RockyCrags,858,-67.3,0,SmallHills,0,0,-72.9057,-61.6932,-5.6069,0,Umbra,37,0,0,0,0
9842,-2.6763,151.5208,AB_RockyCrags,1491,-61.8,0,Mountainous,0,0,-65.2662,-58.3331,-3.4669,0,Deadstone,25,0,0,0,0
9843,-2.6716,153.0208,AB_RockyCrags,904,-62.9,0,SmallHills,0,0,-66.3654,-59.4339,-3.4661,0,Umbra,37,0,0,0,0
9844,-4.0027,153.7604,AB_RockyCrags,940,-63.1,0,SmallHills,0,0,-66.7972,-59.402,-3.698,0,Umbra,37,0,0,0,0
9845,-5.3407,152.9881,AB_RockyCrags,1015,-62.8,0,SmallHills,0,1,-66.7299,-58.8693,-3.9308,0,Umbra,37,0,0,0,1
9846,-4.0167,150.7587,AB_PropaneLakes,581,-60.9,0,SmallHills,0,0,-64.5997,-57.1996,-3.7005,0,Deadstone,25,0,0,0,0
9847,-5.3501,151.4857,AB_RockyCrags,1009,-61.9,0,SmallHills,0,0.817,-65.8315,-57.9677,-3.9324,0,Deadstone,25,0,0,0,0
9848,-31.6593,-128.272,BMT_FungalForest,1152,-31,0,Flat,0.251,0,-34.0653,-27.9341,-3.066,0,Nightspill,31,0,0,0,0
9849,-31.3482,-126.4984,BMT_FungalForest,1085,-29.4,0,SmallHills,0.251,0,-32.4406,-26.3588,-3.0413,0,Nightspill,31,0,0,0,0
9850,-29.9268,-125.9571,BMT_FungalForest,957,-28.9,0,LargeHills,0.251,0,-31.8268,-25.9726,-2.9274,0,Nightspill,31,0,0,0,0
9851,-28.8251,-127.1548,BMT_FungalForest,1040,-30.8,0,LargeHills,0.251,0,-33.6374,-27.962,-2.8381,0,Nightspill,31,0,0,0,0
9852,-29.1145,-128.8855,BMT_FungalForest,1072,-32.3,0,Flat,0.251,0,-35.161,-29.4384,-2.8616,0,Nightspill,31,0,0,0,0
9853,-30.5272,-129.4602,BMT_FungalForest,1133,-32.4,0,Flat,0.251,0,-35.3751,-29.4243,-2.9757,0,Nightspill,31,0,0,0,0
9854,-38.1945,-127.5731,AB_MycoticJungle,1248,-28.1,0,SmallHills,0.3608,0,-45.9183,-10.278,-17.8222,0,Nightspill,31,0,0,0,0
9855,-39.2906,-126.2636,AB_MycoticJungle,1308,-26.9,0,SmallHills,0.349,0,-45.1161,-8.6802,-18.2201,0,Nightspill,31,0,0,0,0
9856,-36.7508,-126.9654,BMT_FungalForest,1183,-27.9,0,Flat,0.2314,0,-31.357,-24.4423,-3.4578,0,Nightspill,31,0,0,0,0
9857,-36.3942,-125.095,BMT_FungalForest,1250,-27,0,SmallHills,0.2196,0,-30.4304,-23.5689,-3.4311,0,Nightspill,31,0,0,0,0
9858,-38.9101,-124.3385,AB_MycoticJungle,1317,-25.6,0,SmallHills,0.3412,0,-43.6787,-7.5176,-18.0827,0,Nightspill,31,0,0,0,0
9859,-37.4578,-123.7792,AB_MycoticJungle,1309,-25.7,0,SmallHills,0.349,0,-43.2475,-8.1489,-17.5514,0,Nightspill,31,0,0,0,0
9860,-41.9236,-134.8766,AB_MycoticJungle,1178,-31.5,0,SmallHills,0.3686,0,-50.6462,-12.3499,-19.1504,0,Nightspill,31,0,0,0,0
9861,-43.347,-135.688,AB_MycoticJungle,1136,-30.9,0,LargeHills,0.3686,0,-50.5334,-11.2625,-19.6377,44,Nightspill,31,0,0,0,0
9862,-41.678,-132.861,AB_MycoticJungle,1215,-30.4,0,SmallHills,0.3804,0,-49.461,-11.3351,-19.0652,0,Nightspill,31,0,0,0,0
9863,-42.8394,-131.5823,AB_MycoticJungle,1280,-29.3,0,SmallHills,0.3804,0,-48.761,-9.835,-19.4652,0,Nightspill,31,0,0,0,0
9864,-44.5408,-134.4363,AB_MycoticJungle,1265,-30.1,0,LargeHills,0.3686,0,-50.1334,-10.0625,-20.0378,43,Nightspill,31,0,0,0,0
9865,-44.2786,-132.3435,AB_MycoticJungle,1313,-29.2,0,LargeHills,0.3686,0,-49.1462,-9.2497,-19.9506,42,Nightspill,31,0,0,0,0
9866,-38.5194,-142.2283,HorrorWastes,947,-37,0,SmallHills,0,0,-54.9369,-19.0595,-17.9408,0,Deadstone,25,0,0,0,0
9867,-38.6024,-144.1416,HorrorWastes,989,-38.3,0,SmallHills,0,0,-56.2671,-20.3292,-17.971,0,Deadstone,25,0,0,0,0
9868,-39.7975,-141.1621,HorrorWastes,1028,-35.9,0,SmallHills,0,0,-54.298,-17.4982,-18.402,0,Deadstone,25,0,0,0,0
9869,-41.1851,-142.0513,HorrorWastes,962,-34.9,0,SmallHills,0,0,-53.789,-16.0071,-18.8932,0,Deadstone,25,0,0,0,0
9870,-39.9707,-145.0585,HorrorWastes,1001,-37.7,0,SmallHills,0,0,-56.1598,-19.2364,-18.4639,0,Deadstone,25,0,0,0,0
9871,-41.2751,-144.0369,HorrorWastes,964,-35.9,0,SmallHills,0,0,-54.8205,-16.9756,-18.9247,0,Deadstone,25,0,0,0,0
9872,-31.812,-141.848,HorrorWastes,836,-41.1,0,SmallHills,0,0,-56.4868,-25.71,-15.3902,0,Deadstone,25,0,0,0,0
9873,-30.5234,-142.8414,AB_MycoticJungle,815,-42.7,0,SmallHills,0.3098,0,-57.5738,-27.8231,-14.8771,0,Ashwood,44,0,0,0,0
9874,-33.1862,-142.624,HorrorWastes,798,-40.5,0,SmallHills,0,0,-56.4262,-24.5706,-15.9297,0,Deadstone,25,0,0,0,0
9875,-33.2548,-144.4132,HorrorWastes,807,-42,0,SmallHills,0,0,-57.9528,-26.0439,-15.9563,0,Deadstone,25,0,0,0,0
9876,-30.5845,-144.5771,AB_MycoticJungle,874,-44.6,0,Flat,0.2902,0,-59.4983,-29.6987,-14.9016,0,Ashwood,44,0,0,0,0
9877,-31.9417,-145.3712,HorrorWastes,891,-44.2,0,SmallHills,0,0,-59.6381,-28.7587,-15.4415,0,Deadstone,25,0,0,0,0
9878,-27.2387,-134.5743,AB_MycoticJungle,887,-37.1,0,SmallHills,0.3804,0,-50.6357,-23.5615,-13.5386,0,Ashwood,44,0,0,0,0
9879,-28.6292,-135.2053,AB_MycoticJungle,929,-37.1,0,SmallHills,0.3804,0,-51.2073,-22.9898,-14.1104,0,Ashwood,44,0,0,0,0
9880,-28.7983,-136.9304,AB_MycoticJungle,909,-38.6,0,LargeHills,0.3608,0,-52.7763,-24.4208,-14.1794,0,Ashwood,44,0,0,0,0
