tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region,hilliness,swampiness,temp_min_c,temp_max_c,seasonal_shift_c,pollution,river_dist,road_count,river_count,mutator_count,feature_id
14181,49.0821,157.2677,127.2,71.48,1491,-38.5,0,AB_MycoticJungle,0,0,Stillwood,1,0.451,-59.9837,-17.0207,21.484,0,0,0,0,1,61
14182,49.2175,155.0697,126.3,70.02,1392,-37.2,0,HorrorWastes,0,0,Deadstone,3,0,-58.7249,-15.6795,21.5252,0,0,0,0,1,25
14183,47.9501,153.7161,126.9,68.23,1341,-37.8,0,HorrorWastes,0,0,Deadstone,2,0,-58.9347,-16.6697,21.135,0,0,0,0,0,25
14184,46.5803,154.5464,128.4,67.87,1375,-39.6,0,HorrorWastes,0,0,Deadstone,2,0,-60.3021,-18.9022,20.7024,0,0,0,0,0,25
14185,46.4677,156.6214,129.2,69.34,1418,-40.7,0,HorrorWastes,0,0,Deadstone,2,0,-61.366,-20.0382,20.6663,0,0,0,0,0,25
14186,51.1571,162.7383,126.8,76.56,1081,-35.8,0,AB_MycoticJungle,0,0,Stillwood,3,0.4902,-57.9029,-13.7017,22.1032,0,0,0,0,0,61
14187,50.0560,161.0297,127.4,74.77,1279,-37.5,0,AB_MycoticJungle,0,0,Stillwood,3,0.4784,-59.2776,-15.7269,21.7779,0,0,0,0,0,61
14188,50.2787,158.7870,126.6,73.27,1395,-37.3,0,AB_MycoticJungle,0,0,Stillwood,3,0.4588,-59.144,-15.4605,21.8443,0,0,0,0,0,61
14189,51.6537,158.0900,125.1,73.55,1307,-35.4,0,AB_MycoticJungle,0,0,Stillwood,3,0.4392,-57.647,-13.1575,22.2473,0,0,0,0,0,61
14190,52.5454,162.1729,125.4,76.80,1012,-33.9,0,AB_MycoticJungle,0,0,Stillwood,3,0.4706,-56.402,-11.4027,22.5023,0,0,0,0,0,61
14191,52.8156,159.7697,124.5,75.30,1139,-33.8,0,AB_MycoticJungle,0,0,Frostcaps,3,0.451,-56.3782,-11.2264,22.5785,0,0,0,0,0,32
14192,45.0768,157.3673,130.7,69.00,1393,-42.4,0,HorrorWastes,0,0,Deadstone,2,0,-62.6145,-22.1897,20.2148,0,0,0,0,0,25
14193,44.9100,159.3751,131.5,70.54,1473,-43.6,0,HorrorWastes,0,0,Deadstone,3,0,-63.7596,-23.4446,20.1599,0,0,0,0,1,25
14194,43.8154,156.1259,131.3,67.13,1345,-43.0,0,HorrorWastes,0,0,Deadstone,2,0,-62.7954,-23.2087,19.7957,0.8415,0,0,0,0,25
14195,42.4217,156.8794,132.8,66.75,1331,-44.6,0,HorrorWastes,0,0,Deadstone,2,0,-63.9219,-25.2821,19.3222,0,0,0,0,0,25
14196,42.2653,158.8069,133.6,68.31,1406,-45.9,0,HorrorWastes,0,0,Deadstone,3,0,-65.1681,-26.6359,19.2684,0,0,0,0,1,25
14197,43.4881,160.0652,133.0,70.23,1514,-45.5,0,HorrorWastes,0,0,Deadstone,3,0,-65.1852,-25.8189,19.6854,0,0,0,0,1,25
14198,43.2524,162.0315,133.9,71.85,1564,-46.5,0,HorrorWastes,0,0,Deadstone,2,0,-66.1054,-26.8986,19.6057,0,0,0,0,0,25
14199,44.4104,163.4074,133.2,73.75,1521,-45.4,0,HorrorWastes,0,0,Deadstone,2,0,-65.3942,-25.4099,19.9945,0,0,0,0,0,25
14200,44.0772,165.4214,134.0,75.43,1545,-46.3,0,AB_MycoticJungle,0,0,Stillwood,2,0.5216,-66.1831,-26.421,19.8834,0,0,0,0,0,61
14201,42.6378,165.9365,135.5,75.22,1562,-48.0,0,AB_MycoticJungle,0,0,Stillwood,1,0.5098,-67.396,-28.608,19.3963,0,0,0,0,0,61
14202,41.8213,162.6427,135.3,71.56,1584,-48.3,0,HorrorWastes,0,0,Deadstone,2,0,-67.4147,-29.1893,19.1149,0,0,0,0,0,25
14203,41.5345,164.5439,136.2,73.26,1603,-49.1,0,HorrorWastes,0,0,Deadstone,2,0,-68.1149,-30.089,19.0152,0,0,0,0,0,25
14204,26.2736,157.0221,145.6,51.66,723,-55.8,4,AB_PropaneLakes,0,0,Ammonia Flats,4,0.2392,-68.9374,-42.6654,13.1375,0,0,0,0,1,26
14205,27.5587,157.9018,145.2,54.21,911,-56.2,4,AB_PropaneLakes,0,0,Ammonia Flats,4,0.251,-69.8707,-42.5322,13.6709,0,0,0,0,1,26
14206,28.9471,157.1680,143.8,54.95,1686,-54.4,0,AB_RockyCrags,0,0,Ammonia Flats,4,0.251,-68.6399,-40.1631,14.2401,0,0,0,0,0,26
14207,29.0506,155.5338,142.7,53.29,866,-53.1,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.2314,-67.382,-38.821,14.2822,0,0,0,0,0,26
14208,27.7586,154.6709,143.1,50.89,1092,-53.6,0,AB_RockyCrags,0,0,Ammonia Flats,2,0.2196,-67.3531,-39.8498,13.7533,0,0,0,0,0,26
14209,26.3736,155.4310,144.6,50.02,840,-55.4,4,AB_PropaneLakes,0,0,Ammonia Flats,4,0.2196,-68.5791,-42.2236,13.1793,0,0,0,0,1,26
14210,26.0690,160.2574,147.7,55.38,398,-56.2,4,AB_PropaneLakes,0,0,Ammonia Flats,4,0.2784,-69.2519,-43.1508,13.0521,0,0,0,0,1,26
14211,25.9634,161.9008,148.7,57.46,205,-56.3,4,AB_PropaneLakes,0,0,Ammonia Flats,4,0.2902,-69.3077,-43.295,13.0079,0.8256,0,0,0,1,26
14212,27.4491,159.5302,146.2,56.05,1256,-56.9,4,AB_RockyCrags,0,0,Ammonia Flats,2,0.2706,-70.5254,-43.2774,13.6256,0,0,0,0,1,26
14213,28.7125,160.4477,145.7,58.58,1270,-56.7,4,AB_RockyCrags,0,0,Ammonia Flats,2,0.2784,-70.8442,-42.5587,14.1444,0,0,0,0,1,26
14214,27.2093,162.8099,148.2,60.11,357,-56.3,4,AB_PropaneLakes,0,0,Ammonia Flats,4,0.298,-69.8263,-42.7765,13.5264,0,0,0,0,1,26
14215,28.5812,162.0915,146.7,60.56,722,-56.4,4,AB_PropaneLakes,0,0,Ammonia Flats,4,0.298,-70.4906,-42.3123,14.0908,0,0,0,0,1,26
14216,25.0836,154.6140,144.9,47.51,1014,-54.6,4,AB_RockyCrags,0,0,Ammonia Flats,2,0.2118,-67.2382,-41.9644,12.6384,0,0,0,0,1,26
14217,23.7098,155.3909,146.3,46.52,334,-54.6,4,AB_PropaneLakes,0,0,Ammonia Flats,4,0.2196,-66.656,-42.5465,12.0561,0,0,0,0,1,26
14218,25.1626,153.0348,143.8,46.01,1220,-54.1,0,AB_RockyCrags,0,0,Ammonia Flats,2,0.2118,-66.7715,-41.4311,12.6717,0,0,0,0,0,26
14219,23.8605,152.2587,144.0,43.54,1200,-53.7,0,AB_RockyCrags,0,0,Ammonia Flats,3,0.2118,-65.8201,-41.5824,12.1203,0,0,0,0,0,26
14220,22.5021,153.0749,145.5,42.45,736,-53.9,0,AB_RockyCrags,0,0,Ammonia Flats,2,0.2196,-65.439,-42.3634,11.5391,0,0,0,0,0,26
14221,22.4334,154.6355,146.6,43.94,293,-54.5,0,AB_PropaneLakes,0,0,Ammonia Flats,3,0.2196,-66.0094,-42.993,11.5096,0,0,0,0,0,26
14222,21.0844,155.4546,148.1,42.87,138,-55.2,0,AB_PropaneLakes,0,0,Ammonia Flats,3,0.2314,-66.1263,-44.2759,10.9265,0,0,0,0,0,26
14223,21.0075,157.0098,149.2,44.51,32,-56.1,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.2314,-66.9929,-45.2093,10.8931,0,0,0,0,0,26
14224,19.8099,154.7309,148.3,40.16,143,-55.4,0,AB_PropaneLakes,0,0,Ammonia Flats,3,0.2314,-65.7705,-45.0316,10.3707,0,0,0,0,0,26
14225,18.4769,155.5719,149.7,38.94,21,-56.6,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.2314,-66.3844,-46.8176,9.7846,0,0,0,0,0,26
14226,18.4197,157.1325,151.0,40.60,31,-57.7,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.2314,-67.4592,-47.9428,9.7594,0,0,0,0,0,26
14227,19.6794,157.8525,150.7,43.49,30,-57.5,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.2314,-67.8134,-47.1887,10.3135,0,0,0,0,0,26
14228,19.6087,159.4278,151.9,45.39,321,-58.5,0,AB_RockyCrags,0,0,Ammonia Flats,2,0.2392,-68.7824,-48.2197,10.2825,0,0,0,0,0,26
14229,20.8546,160.1745,151.5,48.32,26,-58.4,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.251,-69.2264,-47.5758,10.8266,0,0,0,0,0,26
14230,18.2889,160.2701,153.3,44.39,369,-59.6,0,AB_RockyCrags,0,0,Ammonia Flats,2,0.2314,-69.3014,-49.9006,9.7016,0,0,0,0,0,26
14231,18.2149,161.8462,154.5,46.56,26,-60.6,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.2314,-70.2687,-50.9333,9.6689,0,0,0,0,0,26
14232,19.4547,162.6053,154.1,49.76,23,-60.4,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.251,-70.6149,-50.1873,10.215,0,0,0,0,0,26
14233,20.7775,161.7833,152.6,50.51,24,-59.3,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.2588,-70.0929,-48.5093,10.7931,0,0,0,0,0,26
14234,22.0190,162.5845,152.2,53.50,24,-59.0,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.2706,-70.3309,-47.6714,11.3311,0,0,0,0,0,26
14235,23.3537,161.7845,150.7,54.10,28,-57.7,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.2706,-69.604,-45.7984,11.9042,0,0,0,0,0,26
14236,24.6048,162.6508,150.2,56.93,16,-57.1,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.2784,-69.536,-44.6666,12.4362,0,0,0,0,0,26
14237,24.4915,164.2817,151.2,59.26,54,-58.2,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.2784,-70.5881,-45.8145,12.3882,0,0,0,0,0,26
14238,21.9215,164.1991,153.2,55.92,22,-59.8,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.2588,-71.0888,-48.5135,11.2889,0,0,0,0,0,26
14239,23.1465,165.0359,152.7,58.87,24,-59.3,0,AB_PropaneLakes,0,0,Ammonia Flats,1,0.2706,-71.1154,-47.487,11.8156,0,0,0,0,0,26
14240,23.3537,-161.7845,150.7,125.90,1256,-66.9,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-69.2808,-64.5197,2.3808,0,0,0,0,0,25
14241,24.6048,-162.6508,150.2,123.07,1195,-66.1,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-68.5872,-63.6133,2.4872,0,0,0,0,1,25
14242,24.4915,-164.2817,151.2,120.74,1110,-66.4,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-68.8776,-63.9229,2.4776,0,0,0,0,0,25
14243,23.1465,-165.0359,152.7,121.13,1155,-67.9,0,BMT_CrystalCaverns,0,0,Umbra,2,0,-70.2631,-65.5374,2.3631,0,0,0,0,0,37
14244,21.9215,-164.1991,153.2,124.08,1218,-68.8,0,BMT_CrystalCaverns,0,0,Umbra,2,0,-71.0578,-66.5427,2.2578,0,0,0,0,0,37
14245,22.0190,-162.5845,152.2,126.50,1273,-68.2,0,BMT_CrystalCaverns,0,0,Umbra,2,0,-70.4662,-65.9343,2.2662,0,0,0,0,0,37
14246,20.7775,-161.7833,152.6,129.49,1229,-68.2,0,BMT_CrystalCaverns,0,0,Umbra,3,0,-70.3586,-66.0419,2.1586,0,0,0,0,1,37
14247,20.8546,-160.1745,151.5,131.68,1288,-67.5,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-69.6653,-65.3352,2.1653,0,0,0,0,1,25
14248,19.4547,-162.6053,154.1,130.24,1075,-68.5,0,BMT_CrystalCaverns,0,0,Umbra,3,0,-70.543,-66.4575,2.043,0,0,0,0,1,37
14249,18.2149,-161.8462,154.5,133.44,1053,-68.5,0,BMT_CrystalCaverns,0,0,Umbra,3,0,-70.4338,-66.5667,1.9338,0,0,0,0,1,37
14250,18.2889,-160.2701,153.3,135.61,1112,-67.7,0,BMT_CrystalCaverns,0,0,Umbra,3,0,-69.6403,-65.7601,1.9403,0,0,0,0,1,37
14251,19.6087,-159.4278,151.9,134.61,1201,-67.1,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-69.1565,-65.044,2.0565,0,0,0,0,1,25
14252,26.0690,-160.2574,147.7,124.62,1231,-63.4,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-66.0104,-60.7902,2.6104,0,0,0,0,1,25
14253,27.4491,-159.5302,146.2,123.95,1157,-61.5,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-64.2251,-58.7755,2.7251,0,0,0,0,0,25
14254,25.9634,-161.9007,148.7,122.54,1203,-64.4,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-67.0016,-61.799,2.6016,0,0,0,0,1,25
14255,27.2093,-162.8099,148.2,119.89,1112,-63.2,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-65.9053,-60.4953,2.7053,0,0,2,0,0,25
14256,28.7125,-160.4477,145.7,121.42,1108,-60.7,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-63.5288,-57.8717,2.8289,0,0,0,0,0,25
14257,28.5812,-162.0915,146.7,119.44,1055,-61.3,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-64.1181,-58.4825,2.8181,0,0,2,0,0,25
14258,26.2736,-157.0221,145.6,128.34,1195,-61.0,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-63.6275,-58.3731,2.6275,0.857,0,0,0,0,25
14259,26.3736,-155.4310,144.6,129.98,1126,-59.5,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-62.1358,-56.8647,2.6359,0,0,0,0,1,25
14260,27.5587,-157.9018,145.2,125.79,1143,-60.3,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-63.0341,-57.5664,2.7342,0,0,0,0,1,25
14261,28.9471,-157.1680,143.8,125.05,1059,-58.2,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-61.048,-55.3526,2.848,0,0,0,0,0,25
14262,27.7586,-154.6709,143.1,129.11,1003,-57.2,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-59.9506,-54.45,2.7506,0,0,0,0,1,25
14263,29.0506,-155.5338,142.7,126.71,1013,-56.7,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-59.5564,-53.8442,2.8564,0.8599,0,0,0,1,25
14264,19.6794,-157.8525,150.7,136.51,1225,-66.1,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-68.1627,-64.0377,2.0627,0,0,0,0,1,25
14265,21.0075,-157.0098,149.2,135.49,1251,-65.0,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-67.1786,-62.8219,2.1786,0,0,0,0,1,25
14266,18.4197,-157.1325,151.0,139.40,1166,-65.7,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-67.6518,-63.7486,1.9519,0,0,0,0,1,25
14267,18.4769,-155.5719,149.7,141.06,1154,-64.4,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-66.3569,-62.4435,1.9569,0,0,0,0,0,25
14268,19.8099,-154.7309,148.3,139.84,1175,-63.0,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-65.0741,-60.9263,2.0741,0,0,0,0,0,25
14269,21.0844,-155.4545,148.1,137.14,1176,-63.1,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-65.2853,-60.9152,2.1853,0,0,0,0,0,25
14270,22.4334,-154.6355,146.6,136.06,1181,-61.7,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-64.0019,-59.3986,2.3019,0,0,0,0,0,25
14271,23.7098,-155.3909,146.3,133.48,1181,-61.6,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-64.0112,-59.1893,2.4112,0.9803,0,0,0,0,25
14272,25.0836,-154.6140,144.9,132.49,1104,-59.8,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-62.3277,-57.2729,2.5277,0,0,0,0,0,25
14273,25.1626,-153.0348,143.8,133.99,1053,-58.0,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-60.5343,-55.4662,2.5343,0,0,0,0,1,25
14274,22.5021,-153.0749,145.5,137.55,1099,-59.7,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-62.0078,-57.3927,2.3078,0,0,0,0,0,25
14275,23.8605,-152.2587,144.0,136.46,1033,-57.9,0,BMT_CrystalCaverns,0,0,Deadstone,3,0,-60.324,-55.4765,2.4241,0,0,0,0,1,25
14276,11.1423,176.8704,168.4,74.51,1,-73.4,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-79.8865,-66.9149,6.4866,0,0,0,0,0,26
14277,12.4358,176.0833,167.0,72.79,1,-72.0,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-79.0758,-64.9257,7.0759,0,0,0,0,0,26
14278,12.5050,174.5162,166.4,66.69,1,-71.4,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-78.5072,-64.2942,7.1073,0,0,0,0,0,26
14279,11.2899,173.7399,167.1,61.36,1,-71.8,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-78.3539,-65.2475,6.554,0,0,0,0,0,26
14280,10.0070,174.5277,168.6,61.61,1,-73.2,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-79.1671,-67.2342,5.9671,0,0,0,0,0,26
14281,9.9354,176.0914,169.3,68.74,1,-74.0,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-79.9343,-68.067,5.9343,0,0,0,0,0,26
14282,13.6216,178.4312,166.3,83.55,62,-71.9,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-79.5134,-64.2881,7.6135,0,0,0,0,0,26
14283,14.8926,179.2143,165.1,87.05,139,-71.1,0,AB_PropaneLakes,0,0,Ammonia Flats,3,0,-79.2868,-62.9149,8.1869,0,0,0,0,1,26
14284,13.6694,176.8623,166.0,77.32,63,-71.5,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-79.1351,-63.8665,7.6352,0,0,0,0,0,26
14285,14.9595,176.0717,164.5,75.62,673,-70.5,0,AB_RockyCrags,0,0,Ammonia Flats,3,0,-78.7169,-62.2848,8.217,0,0,0,0,0,26
14286,16.1717,178.4259,163.8,84.59,216,-70.3,0,BMT_CrystalCaverns,0,0,Ammonia Flats,2,0,-72.0521,-68.5483,1.7521,0,0,0,0,0,26
14287,16.1977,176.8519,163.5,79.29,1157,-69.9,0,AB_RockyCrags,0,0,Ammonia Flats,4,0,-78.672,-61.1299,8.7721,0,0,0,0,0,26
14288,13.6216,-178.4312,166.3,96.45,551,-72.9,0,AB_RockyCrags,0,0,Ammonia Flats,2,0,-80.5134,-65.2881,7.6135,0,0,0,0,1,26
14289,13.6694,-176.8623,166.0,102.68,1037,-73.4,4,AB_RockyCrags,0,0,Ammonia Flats,3,0,-81.0351,-65.7665,7.6352,0,0,0,0,2,26
14290,14.8926,-179.2143,165.1,92.95,748,-71.8,0,AB_RockyCrags,0,0,Ammonia Flats,3,0,-79.9868,-63.6149,8.1869,0,0,0,0,1,26
14291,16.1717,-178.4259,163.8,95.41,588,-71.0,0,AB_RockyCrags,0,0,Ammonia Flats,2,0,-79.7604,-62.2415,8.7605,0,0,0,0,1,26
14292,14.9595,-176.0717,164.5,104.38,935,-73.1,0,AB_RockyCrags,0,0,Ammonia Flats,2,0,-81.3169,-64.8848,8.217,0,0,0,0,1,26
14293,16.1977,-176.8519,163.5,100.71,751,-71.8,0,AB_RockyCrags,0,0,Ammonia Flats,2,0,-80.572,-63.0299,8.7721,0,0,0,0,1,26
14294,11.1423,-176.8704,168.4,105.49,415,-74.2,0,AB_RockyCrags,0,0,Ammonia Flats,2,0,-80.6865,-67.7149,6.4866,0,0,0,0,1,26
14295,9.9354,-176.0914,169.3,111.26,562,-74.6,0,AB_RockyCrags,0,0,Ammonia Flats,2,0,-80.5343,-68.667,5.9343,0,0,2,0,1,26
14296,12.4358,-176.0833,167.0,107.21,1135,-73.7,0,AB_RockyCrags,0,0,Ammonia Flats,4,0,-80.7758,-66.6257,7.0759,0,0,0,0,1,26
14297,12.5050,-174.5162,166.4,113.31,1021,-73.7,0,AB_RockyCrags,0,0,Ammonia Flats,3,0,-80.8072,-66.5942,7.1073,0,0,2,0,1,26
14298,10.0070,-174.5277,168.6,118.39,708,-74.2,0,AB_RockyCrags,0,0,Ammonia Flats,3,0,-80.1671,-68.2342,5.9671,0,0,0,0,1,26
14299,11.2899,-173.7399,167.1,118.64,850,-73.4,0,AB_RockyCrags,0,0,Ammonia Flats,3,0,-79.9539,-66.8475,6.554,0,0,0,0,1,26
14300,8.6173,-178.4376,171.2,100.20,1,-75.5,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-80.8288,-70.1723,5.3289,0,0,0,0,0,26
14301,7.3872,-179.2191,172.6,96.00,1,-76.4,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-81.1619,-71.6391,4.762,0,0,0,0,0,26
14302,8.6675,-176.8752,170.8,109.68,330,-75.1,0,AB_RockyCrags,0,0,Ammonia Flats,2,0,-80.4519,-69.7492,5.352,0,0,2,0,0,26
14303,7.4612,-176.0962,171.6,117.47,560,-75.7,0,AB_RockyCrags,0,0,Ammonia Flats,3,0,-80.4961,-70.9049,4.7961,0,0,0,0,0,26
14304,6.1690,-178.4390,173.6,104.15,1,-77.2,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-81.3989,-73.002,4.199,0,0,2,0,0,26
14305,6.1997,-176.8783,173.1,116.63,298,-76.9,0,AB_RockyCrags,0,0,Ammonia Flats,2,0,-81.1131,-72.6877,4.2132,0,0,0,0,0,26
14306,8.6675,176.8752,170.8,70.32,1,-75.2,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-80.5519,-69.8492,5.352,0,0,0,0,0,26
14307,8.6173,178.4376,171.2,79.80,317,-75.5,0,AB_RockyCrags,0,0,Ammonia Flats,2,0,-80.8288,-70.1723,5.3289,0,0,0,0,0,26
14308,7.3872,179.2191,172.6,84.00,816,-76.4,0,AB_RockyCrags,0,0,Ammonia Flats,4,0,-81.1619,-71.6391,4.762,0,0,0,0,0,26
14309,6.1690,178.4390,173.6,75.85,529,-77.1,0,AB_RockyCrags,0,0,Ammonia Flats,3,0,-81.2989,-72.902,4.199,0,0,0,0,0,26
14310,7.4612,176.0962,171.6,62.53,1,-75.6,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-80.3961,-70.8049,4.7961,0,0,0,0,0,26
14311,6.1997,176.8783,173.1,63.37,1,-76.6,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0,-80.8131,-72.3877,4.2132,0,0,0,0,0,26
14312,-23.3537,-18.2155,29.3,234.10,16,57.3,0,ZBiome_DesertOasis,0,0,Dune Sea,1,0.1608,45.3984,69.204,-11.9042,0,0,0,0,1,27
14313,-24.6048,-17.3492,29.8,236.93,1,56.9,0,AB_FeraliskInfestedJungle,0,0,Dune Sea,1,0.3608,44.4666,69.336,-12.4362,0,0,0,0,0,27
14314,-24.4915,-15.7183,28.8,239.26,1,57.4,0,ZBiome_DesertOasis,0,0,Dune Sea,1,0.1686,45.0145,69.7881,-12.3882,0,0,2,0,1,27
14315,-23.1465,-14.9642,27.3,238.87,1,58.3,0,ZBiome_Grasslands,0,0,Dune Sea,2,0.051,46.487,70.1154,-11.8156,0,0,0,0,0,27
14316,-21.9215,-15.8009,26.8,235.92,2,58.6,0,ZBiome_Grasslands,0,0,Dune Sea,2,0.051,47.3135,69.8888,-11.2889,0,0,0,0,0,27
14317,-22.0190,-17.4155,27.8,233.50,1,58.1,0,ZBiome_DesertOasis,0,0,Dune Sea,1,0.1686,46.7714,69.4309,-11.3311,0,0,2,0,1,27
14318,-20.7775,-18.2167,27.4,230.51,101,57.8,0,AB_FeraliskInfestedJungle,0,0,Dune Sea,3,0.3804,47.0093,68.5929,-10.7931,0,0,0,0,0,27
14319,-20.8546,-19.8255,28.5,228.32,84,57.4,0,BiomeCypreJungle,0,73,Dune Sea,2,0.3804,46.5758,68.2264,-10.8266,0,0,0,2,3,27
14320,-19.4547,-17.3947,25.9,229.76,263,57.5,417,ZBiome_DesertOasis,0,0,Dune Sea,4,0.1686,47.2873,67.7148,-10.215,0,0,2,0,2,27
14321,-18.2149,-18.1538,25.5,226.56,430,56.6,0,AB_FeraliskInfestedJungle,0,0,Dune Sea,3,0.3882,46.9333,66.2687,-9.6689,0,0,0,0,0,27
14322,-18.2889,-19.7299,26.7,224.39,267,57.0,417,BiomeCypreJungle,0,45,Dune Sea,4,0.4,47.3006,66.7014,-9.7016,0,2,0,2,3,27
14323,-19.6087,-20.5722,28.1,225.39,162,57.0,0,BiomeCypreJungle,0,79,Dune Sea,2,0.3882,46.7197,67.2824,-10.2825,0,1,0,3,2,27
14324,-19.6794,-22.1475,29.3,223.49,183,56.2,0,BiomeCypreJungle,0,55,Dune Sea,2,0.3882,45.8887,66.5134,-10.3135,0,2,0,2,2,27
14325,-21.0075,-22.9902,30.8,224.51,148,55.6,0,BiomeCypreJungle,0,50,Dune Sea,2,0.3686,44.7093,66.4929,-10.8931,0,1,0,2,2,27
14326,-18.4197,-22.8675,29.0,220.60,313,55.0,973,BiomeCypreJungle,0,59,Dune Sea,4,0.3882,45.2428,64.7592,-9.7594,0,3,0,2,3,27
14327,-18.4769,-24.4281,30.3,218.94,516,53.3,973,BiomeCypreJungle,0,56,Dune Sea,4,0.3686,43.5176,63.0844,-9.7846,0,3,0,2,3,27
14328,-19.8099,-25.2691,31.7,220.16,423,52.7,973,BiomeCypreJungle,0,54,Dune Sea,4,0.3608,42.3316,63.0705,-10.3707,0,3,0,2,2,27
14329,-21.0844,-24.5455,31.9,222.86,196,54.4,0,BiomeCypreJungle,0,51,Dune Sea,3,0.3686,43.4759,65.3263,-10.9265,0,2,0,2,2,27
14330,-22.4334,-25.3645,33.4,223.94,114,54.0,0,BiomeCypreJungle,0,109,Dune Sea,3,0.3804,42.493,65.5094,-11.5096,0,1,0,3,2,27
14331,-23.7098,-24.6092,33.7,226.52,29,54.5,0,BiomeCypreJungle,0,102,Dune Sea,2,0.3804,42.4465,66.556,-12.0561,0,0,0,2,2,27
14332,-22.5021,-26.9251,34.5,222.45,158,53.2,0,BiomeCypreJungle,0,63,Dune Sea,3,0.3804,41.6634,64.739,-11.5391,0,2,0,2,2,27
14333,-23.8605,-27.7413,36.0,223.54,101,52.9,0,BiomeCypreJungle,0,10648,Dune Sea,3,0.3882,40.7824,65.0201,-12.1203,0.843,2,0,4,2,27
14334,-25.1626,-26.9652,36.2,226.01,190,52.3,0,AB_FeraliskInfestedJungle,0,0,Dune Sea,3,0.4,39.6311,64.9715,-12.6717,0.9758,0,0,0,0,27
14335,-25.0836,-25.3860,35.1,227.51,1,53.8,0,BiomeCypreJungle,0,10595,Dune Sea,2,0.4,41.1644,66.4383,-12.6384,0,0,0,2,3,27
14336,-26.3736,-24.5690,35.4,230.02,142,52.9,0,AB_FeraliskInfestedJungle,0,0,Dune Sea,2,0.4,39.7236,66.0791,-13.1793,0,0,0,0,0,27
14337,-26.2736,-22.9779,34.4,231.66,55,53.9,0,BiomeCypreJungle,0,10145,Dune Sea,2,0.3804,40.7654,67.0374,-13.1375,0,2,0,2,2,27
14338,-27.7586,-25.3291,36.9,230.89,177,51.7,0,ZBiome_DesertOasis,0,0,Dune Sea,2,0.1882,37.9498,65.4531,-13.7533,0,0,0,0,1,27
