tile,mutator,landmark,coastalByAdjacency
11652,VEE_DeepOreDevoid,,
11657,VEE_MineralDevoid,,
11657,VEE_DeepOreDevoid,,
11690,AncientChemfuelRefinery,AncientChemfuelRefinery,
11704,VEE_MineralDevoid,,
11704,VEE_DeepOreDevoid,,
11714,Mountain,,
11715,Mountain,,
11716,Mountain,,
11717,Mountain,,
11718,Mountain,,
11719,Mountain,,
11726,Caves,,
11727,Caves,,
11728,Caves,,
11729,Caves,,
11730,Caves,,
11739,Caves,,
11742,Caves,,
11743,Caves,,
11745,Caves,,
11746,Caves,,
11747,Caves,,
11748,Caves,,
11751,Caves,,
11762,Mountain,,
11763,Mountain,,
11764,Mountain,,
11765,Mountain,,
11766,Mountain,,
11767,Mountain,,
11778,VEE_GravelBeach,VEE_GravelBeach,
11779,Coast,,
11794,VEE_DustBowl,VEE_DustBowl,
11794,VEE_PlantLife_Decimated,VEE_DustBowl,
11794,VEE_Fertility_Reduced,VEE_DustBowl,
11794,VEE_DustStorms,VEE_DustBowl,
11798,Mountain,,
11800,Mountain,,
11801,Mountain,,
11802,Mountain,,
11803,Mountain,,
11810,Mountain,,
11811,Mountain,,
11812,Mountain,,
11813,Mountain,,
11813,Coast,,
11814,Mountain,,
11814,Coast,,
11815,Mountain,,
11828,Mountain,,
11828,Coast,,
11829,Mountain,,
11830,VEE_MineralDevoid,Peninsula,
11830,VEE_DeepOreDevoid,Peninsula,
11830,Peninsula,Peninsula,
11831,Coast,,
11834,Mountain,Oasis,
11834,Oasis,Oasis,
11835,Mountain,,
11835,Oasis,,
11836,Mountain,,
11837,Mountain,,
11838,Mountain,,
11839,Mountain,,
11839,Oasis,,
11842,VEE_SaltPlains,,
11843,VEE_SaltPlains,,
11844,VEE_SaltPlains,,
11845,VEE_SaltPlains,,
11846,VEE_SaltPlains,,
11847,VEE_SaltPlains,,
11848,VEE_SaltPlains,,
11849,VEE_SaltPlains,,
11851,Oasis,Peninsula,
11851,Peninsula,Peninsula,
11858,Oasis,,
11859,Oasis,,
11860,Oasis,,
11861,Oasis,,
11862,Oasis,,
11863,Oasis,,
11871,Mountain,,
11872,Mountain,,
11875,Mountain,,
11876,Dunes,,
11877,Oasis,Oasis,
11878,Dunes,,
11885,VEE_MineralDevoid,,
11885,VEE_DeepOreDevoid,,
11888,Mountain,,
11889,Mountain,,
11890,Mountain,,
11890,MineralRich,,
11890,VEE_DeepOreRich,,
11891,Mountain,,
11891,MineralRich,,
11892,Mountain,,
11892,MineralRich,,
11892,VEE_DeepOreRich,,
11893,Mountain,,
11893,MineralRich,,
11895,VEE_DryRiver,VEE_DryRiver,
11897,Mountain,,
11898,Mountain,,
11899,Mountain,,
11900,Mountain,,
11901,Mountain,,
11902,Mountain,,
11902,Oasis,,
11903,Mountain,HotSprings,
11903,HotSprings,HotSprings,
11904,Mountain,,
11905,Mountain,,
11905,Oasis,,
11912,River,,
11913,River,,
11914,VEE_SaltPlains,,
11914,VEE_StagnantRivulet,,
11914,River,,
11915,VEE_SaltPlains,,
11915,VEE_StagnantRivulet,,
11915,River,,
11916,VEE_StagnantRivulet,,
11916,River,,
11917,VEE_StagnantRivulet,,
11917,River,,
11918,Oasis,,
11918,AB_FeraliskNest,,
11918,Pond,,
11918,AB_LocustPlagues,,
11918,VEE_StagnantRivulet,,
11919,Muddy,,
11919,VEE_RottenStench,,
11919,Oasis,,
11919,AB_BumbledroneNests,,
11920,Oasis,,
11920,VEE_IncreasedInfestations,,
11920,Pond,,
11920,InsectMegahive,,
11920,VEE_RotstinkVents,,
11921,Marshy,,
11921,AB_FeraliskNest,,
11921,Oasis,,
11921,AB_BumbledroneNests,,
11922,VEE_IncreasedInfestations,,
11922,Oasis,,
11922,InsectMegahive,,
11922,Pond,,
11923,Marshy,,
11923,Oasis,,
11923,VEE_IncreasedInfestations,,
11923,InsectMegahive,,
11923,VEE_StagnantRivulet,,
11923,VEE_RotstinkVents,,
11924,Mountain,,
11924,River,,
11925,Mountain,,
11926,Mountain,,
11926,VEE_StagnantRivulet,,
11926,River,,
11927,River,,
11936,Cavern,Cavern,
11936,River,Cavern,
11937,Mountain,,
11937,River,,
11938,Mountain,,
11938,River,,
11939,Mountain,,
11939,River,,
11940,River,,
11941,Mountain,,
11941,River,,
11944,Cliffs,,
11944,MineralRich,,
11944,VEE_DeepOreRich,,
11945,Valley,Valley,
11945,VEE_StagnantRivulet,Valley,
11946,Mountain,,
11946,VEE_StagnantRivulet,,
11947,Cliffs,,
11947,MineralRich,,
11947,VEE_DeepOreRich,,
11960,Mountain,,
11960,MineralRich,,
11961,Mountain,,
11961,MineralRich,,
11961,River,,
11964,Cliffs,,
11964,MineralRich,,
11965,Mountain,,
11965,MineralRich,,
11965,River,,
11966,Mountain,,
11966,River,,
11967,Mountain,,
11967,River,,
11968,Mountain,,
11968,River,,
11969,Mountain,,
11969,River,,
11970,Mountain,,
11970,River,,
11971,River,,
11976,Caves,,
11977,Caves,,
11984,Caves,,
11986,Caves,,
11987,Caves,,
11989,Caves,,
11996,Caves,,
11997,Caves,,
11998,Caves,,
11999,Caves,,
12000,Caves,,
12001,Caves,,
12020,Caves,,
12022,Caves,,
12026,Caves,,
12031,Caves,,
12033,Mountain,,
12035,VEE_MineralDevoid,,
12035,VEE_DeepOreDevoid,,
12037,Mountain,AbandonedColonyTribal,
12037,AbandonedColonyTribal,AbandonedColonyTribal,
12037,AbandonedColonyTribal,AbandonedColonyTribal,
12046,Caves,,
12047,Caves,,
12050,Caves,,
12051,Caves,,
12056,Caves,,
12057,Caves,,
12058,Caves,,
12059,Caves,,
12068,Caves,,
12069,Caves,,
12070,Caves,,
12071,Caves,,
12073,Caves,,
12075,Caves,,
12076,Caves,,
12077,Caves,,
12078,Caves,,
12079,Caves,,
12084,Caves,,
12086,Mountain,,
12086,Caves,,
12087,Chasm,Chasm,
12087,Caves,Chasm,
12088,Mountain,,
12088,Caves,,
12089,Caves,,
12090,Caves,,
12091,Mountain,,
12091,Caves,,
12104,VEE_SaltPlains,,
12105,VEE_SaltPlains,,
12106,VEE_SaltPlains,,
12107,VEE_SaltPlains,,
12108,VEE_SaltPlains,,
12109,VEE_SaltPlains,,
12111,Caves,,
12115,VEE_JaggedRocks,VEE_JaggedRocks,
12118,Caves,,
12128,Cliffs,Cliffs,
12128,Caves,Cliffs,
12129,Caves,,
12130,Mountain,,
12130,Caves,,
12131,Mountain,,
12131,Caves,,
12132,Caves,,
12133,Caves,,
12136,Caves,,
12137,Mountain,,
12137,Caves,,
12138,Mountain,,
12138,Caves,,
12139,Mountain,,
12139,Caves,,
12143,Caves,,
12153,VEE_MineralDevoid,,
12153,VEE_DeepOreDevoid,,
12156,VEE_MineralDevoid,,
12156,VEE_DeepOreDevoid,,
12159,VEE_MineralDevoid,,
12159,VEE_DeepOreDevoid,,
12162,VEE_MineralDevoid,,
12162,VEE_DeepOreDevoid,,
12165,VEE_MineralDevoid,,
12165,VEE_DeepOreDevoid,,
12168,VEE_MineralDevoid,,
12168,VEE_DeepOreDevoid,,
12171,VEE_MineralDevoid,,
12171,VEE_DeepOreDevoid,,
12176,VEE_MineralDevoid,,
12176,VEE_DeepOreDevoid,,
12179,VEE_MineralDevoid,,
12179,VEE_DeepOreDevoid,,
12185,Caves,,
12243,AncientHeatVent,,
12246,VEE_SaltPlains,,
12246,DryGround,,
12247,DryGround,,
12247,AncientHeatVent,,
12248,Mountain,,
12249,DryGround,,
12250,Cliffs,,
12250,VEE_RotstinkVents,,
12251,Mountain,,
12252,DryGround,,
12253,Mountain,,
12260,Cliffs,,
12260,VEE_RotstinkVents,,
12261,Chasm,,
12262,DryGround,,
12264,Chasm,,
12266,DryGround,,
12267,DryGround,,
12268,Mountain,,
12269,DryGround,,
12269,ToxicLake,,
12271,VEE_SulfuricLake,,
12291,Caves,,
12292,Caves,,
12293,Caves,,
12300,Caves,,
12304,AncientWarehouse,AncientWarehouse,
12311,Mountain,,
12312,Valley,Valley,
12321,Caves,,
12327,Caves,,
12328,Caves,,
12329,Caves,,
12332,Dunes,,
12333,VEE_MineralDevoid,,
12333,VEE_DeepOreDevoid,,
12333,Dunes,,
12334,Dunes,,
12335,Dunes,,
12336,VEE_MineralDevoid,,
12336,VEE_DeepOreDevoid,,
12336,Dunes,,
12337,Dunes,,
12338,Dunes,,
12339,VEE_MineralDevoid,,
12339,VEE_DeepOreDevoid,,
12339,Dunes,,
12340,Dunes,,
12341,Dunes,,
12342,VEE_MineralDevoid,,
12342,VEE_DeepOreDevoid,,
12342,Dunes,,
12343,Dunes,,
12344,Dunes,,
12345,VEE_MineralDevoid,,
12345,VEE_DeepOreDevoid,,
12345,Dunes,,
12346,Dunes,,
12347,Dunes,,
12348,VEE_MineralDevoid,,
12348,VEE_DeepOreDevoid,,
12348,Dunes,,
12349,Dunes,,
12350,Dunes,,
12351,VEE_MineralDevoid,,
12351,VEE_DeepOreDevoid,,
12351,Dunes,,
12352,Dunes,,
12353,Dunes,,
12354,VEE_MineralDevoid,,
12354,VEE_DeepOreDevoid,,
12354,Dunes,,
12355,Dunes,,
12356,Dunes,,
12357,VEE_MineralDevoid,,
12357,VEE_DeepOreDevoid,,
12357,Dunes,,
12358,Dunes,,
12359,Dunes,,
12360,VEE_MineralDevoid,,
12360,VEE_DeepOreDevoid,,
12360,Dunes,,
12361,Dunes,,
12366,VEE_StagnantRivulet,,
12366,River,,
12369,Dunes,,
12373,VEE_MineralDevoid,,
12373,VEE_DeepOreDevoid,,
12373,Dunes,,
12374,Dunes,,
12376,Dunes,,
12379,VEE_MineralDevoid,VEE_QuicksandDunes,
12379,VEE_DeepOreDevoid,VEE_QuicksandDunes,
12379,VEE_QuicksandDunes,VEE_QuicksandDunes,
12379,VEE_QuicksandDunes,VEE_QuicksandDunes,
12380,Dunes,,
12381,Dunes,,
12383,VEE_MineralDevoid,,
12383,VEE_DeepOreDevoid,,
12383,Dunes,,
12384,Dunes,,
12385,Dunes,,
12388,VEE_MineralDevoid,,
12388,VEE_DeepOreDevoid,,
12388,Dunes,,
12389,Dunes,,
12391,Dunes,,
12393,VEE_MineralDevoid,,
12393,VEE_DeepOreDevoid,,
12393,Dunes,,
12396,Cavern,AncientQuarry,
12396,AncientQuarry,AncientQuarry,
12396,AncientQuarry,AncientQuarry,
12396,MineralRich,AncientQuarry,
12397,MineralRich,,
12398,MineralRich,,
12399,Mountain,,
12399,MineralRich,,
12400,Cliffs,,
12400,MineralRich,,
12401,Mountain,,
12401,MineralRich,,
12402,MineralRich,,
12405,Dunes,,
12409,Dunes,,
12410,Mountain,,
12410,MineralRich,,
12411,Cavern,AncientQuarry,
12411,AncientQuarry,AncientQuarry,
12411,AncientQuarry,AncientQuarry,
12411,MineralRich,AncientQuarry,
12412,Mountain,,
12412,MineralRich,,
12413,Cliffs,,
12413,VEE_DeepOreRich,,
12413,MineralRich,,
12414,Mountain,,
12414,MineralRich,,
12415,Cliffs,,
12415,VEE_DeepOreRich,,
12415,MineralRich,,
12416,VEE_MineralDevoid,,
12416,VEE_DeepOreDevoid,,
12416,Dunes,,
12417,AbandonedColonyOutlander,AbandonedColonyOutlander,
12417,AbandonedColonyOutlander,AbandonedColonyOutlander,
12423,VEE_MineralDevoid,,
12423,VEE_DeepOreDevoid,,
12427,VEE_MineralDevoid,,
12427,VEE_DeepOreDevoid,,
12430,VEE_MineralDevoid,,
12430,VEE_DeepOreDevoid,,
12434,VEE_MineralDevoid,,
12434,VEE_DeepOreDevoid,,
12438,VEE_MineralDevoid,,
12438,VEE_DeepOreDevoid,,
12441,VEE_MineralDevoid,,
12441,VEE_DeepOreDevoid,,
12444,ToxicLake,ToxicLake,
12446,VEE_MineralDevoid,,
12446,VEE_DeepOreDevoid,,
12447,AncientChemfuelRefinery,AncientChemfuelRefinery,
12450,VEE_MineralDevoid,,
12450,VEE_DeepOreDevoid,,
12455,Mountain,,
12456,Mountain,,
12457,VEE_DustBowl,VEE_DustBowl,
12457,VEE_PlantLife_Decimated,VEE_DustBowl,
12457,VEE_Fertility_Reduced,VEE_DustBowl,
12457,VEE_DustStorms,VEE_DustBowl,
12459,Oasis,,
12461,Oasis,,
12464,River,,
12465,River,,
12467,Oasis,,
12469,River,,
12473,Mountain,,
12474,Oasis,,
12475,Oasis,,
12477,Oasis,,
12480,River,,
12508,Peninsula,Peninsula,
12515,Caves,,
12516,Caves,,
12517,Caves,,
12519,Caves,,
12524,Caves,,
12542,Caves,,
12543,Caves,,
12545,Caves,,
12546,Caves,,
12547,Caves,,
12550,Caves,,
12558,Caves,,
12598,VEE_MineralDevoid,,
12598,VEE_DeepOreDevoid,,
12601,VEE_MineralDevoid,,
12601,VEE_DeepOreDevoid,,
12620,Marshy,,
12620,VEE_RottenStench,,
12620,AB_FeraliskNest,,
12623,Marshy,,
12623,VEE_RottenStench,,
12623,InsectMegahive,,
12623,VEE_StagnantRivulet,,
12623,AB_BumbledroneNests,,
12624,River,,
12625,VEE_IncreasedInfestations,,
12625,VEE_StagnantRivulet,,
12625,VEE_IncreasedDiseases,,
12625,River,,
12626,Muddy,,
12626,InsectMegahive,,
12626,VEE_StagnantRivulet,,
12626,VEE_IncreasedDiseases,,
12626,River,,
12627,Marshy,,
12627,InsectMegahive,,
12627,AB_BumbledroneNests,,
12627,VEE_RotstinkVents,,
12628,Mountain,,
12630,Muddy,VEE_StagnantRivulet,
12630,AB_FeraliskNest,VEE_StagnantRivulet,
12630,VEE_StagnantRivulet,VEE_StagnantRivulet,
12630,InsectMegahive,VEE_StagnantRivulet,
12630,ToxicLake,VEE_StagnantRivulet,
12631,Muddy,,
12631,VEE_StagnantRivulet,,
12631,ToxicLake,,
12631,AB_BumbledroneNests,,
12638,VEE_MineralDevoid,,
12638,VEE_DeepOreDevoid,,
12641,VEE_MineralDevoid,,
12641,VEE_DeepOreDevoid,,
12644,Marshy,,
12644,AB_FeraliskNest,,
12644,AB_BumbledroneNests,,
12644,VEE_IncreasedDiseases,,
12646,Marshy,,
12646,AB_FeraliskNest,,
12646,AB_BumbledroneNests,,
12646,VEE_RotstinkVents,,
12650,VEE_MineralDevoid,,
12650,VEE_DeepOreDevoid,,
12650,Dunes,,
12651,Dunes,,
12652,Dunes,,
12653,VEE_MineralDevoid,,
12653,VEE_DeepOreDevoid,,
12653,Dunes,,
12654,Dunes,,
12655,Dunes,,
12677,CoastalIsland,,
12679,CoastalIsland,,
12687,CoastalIsland,,
12738,Caves,,
12739,Caves,,
12740,Caves,,
12741,Caves,,
12742,Caves,,
12743,Caves,,
12750,Caves,,
12752,Caves,,
12753,Caves,,
12754,Caves,,
12758,Caves,,
12759,Caves,,
12760,Caves,,
12762,Caves,,
12767,VEE_MineralDevoid,,
12767,VEE_DeepOreDevoid,,
12773,VEE_MineralDevoid,,
12773,VEE_DeepOreDevoid,,
12795,AncientGarrison,AncientGarrison,
12801,Mountain,,
12804,Mountain,,
12805,Mountain,,
12806,Mountain,,
12808,Mountain,,
12809,Mountain,,
12818,Cliffs,,
12819,Mountain,,
12822,Cliffs,Bay,
12822,Bay,Bay,
12825,Cliffs,,
12828,Cliffs,,
12828,MineralRich,,
12829,Cliffs,,
12829,River,,
12830,Mountain,,
12831,Mountain,,
12832,Mountain,,
12833,MineralRich,Ruins,
12833,AncientRuins,Ruins,
12833,AncientRuins,Ruins,
12834,Mountain,,
12834,MineralRich,,
12834,VEE_DeepOreRich,,
12835,Mountain,,
12835,MineralRich,,
12835,VEE_DeepOreRich,,
12846,DryLake,DryLake,
12856,VEE_MineralDevoid,,
12856,VEE_DeepOreDevoid,,
12856,Dunes,,
12857,VEE_PebbleDunes,VEE_PebbleDunes,
12857,VEE_PebbleDunes,VEE_PebbleDunes,
12872,Mountain,,
12876,Mountain,,
12877,Mountain,,
12899,Cliffs,Cliffs,
12900,Mountain,,
12901,Mountain,,
12905,VEE_MineralDevoid,,
12905,VEE_DeepOreDevoid,,
12911,VEE_MeteorCrater,VEE_MeteorCrater,
12936,VEE_DustBowl,VEE_DustBowl,
12936,VEE_PlantLife_Decimated,VEE_DustBowl,
12936,VEE_Fertility_Reduced,VEE_DustBowl,
12936,VEE_DustStorms,VEE_DustBowl,
12944,VEE_MineralDevoid,,
12944,VEE_DeepOreDevoid,,
12947,VEE_MineralDevoid,,
12947,VEE_DeepOreDevoid,,
12950,VEE_MineralDevoid,,
12950,VEE_DeepOreDevoid,,
12953,VEE_MineralDevoid,,
12953,VEE_DeepOreDevoid,,
12956,VEE_MineralDevoid,,
12956,VEE_DeepOreDevoid,,
12962,VEE_MineralDevoid,,
12962,VEE_DeepOreDevoid,,
12965,VEE_MineralDevoid,,
12965,VEE_DeepOreDevoid,,
12972,VEE_MineralDevoid,,
12972,VEE_DeepOreDevoid,,
12975,VEE_MineralDevoid,,
12975,VEE_DeepOreDevoid,,
12978,VEE_MineralDevoid,,
12978,VEE_DeepOreDevoid,,
12988,VEE_MineralDevoid,,
12988,VEE_DeepOreDevoid,,
13002,VEE_MineralDevoid,,
13002,VEE_DeepOreDevoid,,
13016,VEE_SaltPlains,,
13018,DryGround,,
13020,DryGround,,
13021,VEE_SaltPlains,,
13022,VEE_SaltPlains,,
13023,Plateau,,
13023,VEE_SaltPlains,,
13024,VEE_SaltPlains,,
13024,DryGround,,
13025,VEE_SaltPlains,,
13026,VEE_SaltPlains,,
13026,AB_TarLakes,,
13027,DryGround,,
13027,AB_TarLakes,,
13028,DryGround,,
13030,VEE_SaltPlains,,
13031,VEE_SaltPlains,,
13036,DryGround,,
13039,VEE_MineralDevoid,,
13039,VEE_DeepOreDevoid,,
13040,VEE_SaltPlains,,
13042,DryGround,,
13046,DryGround,,
13058,Mountain,,
13059,AncientRuins_Frozen,FrozenRuins,
13059,AncientRuins_Frozen,FrozenRuins,
13065,Caves,,
13069,Caves,,
13072,Mountain,,
13082,Caves,,
13086,Caves,,
13113,Caves,,
13116,Caves,,
13119,VEE_Cenotes,VEE_Cenotes,
13119,VEE_Cenotes,VEE_Cenotes,
13120,Caves,,
13121,Caves,,
13124,VEE_MineralDevoid,,
13124,VEE_DeepOreDevoid,,
13124,Dunes,,
13125,Dunes,,
13126,Dunes,,
13127,VEE_MineralDevoid,,
13127,VEE_DeepOreDevoid,,
13127,Dunes,,
13128,Dunes,,
13130,Dunes,,
13132,VEE_MineralDevoid,,
13132,VEE_DeepOreDevoid,,
13132,Dunes,,
13142,VEE_PebbleDunes,VEE_PebbleDunes,
13142,VEE_PebbleDunes,VEE_PebbleDunes,
13144,VEE_MineralDevoid,,
13144,VEE_DeepOreDevoid,,
13147,VEE_MineralDevoid,,
13147,VEE_DeepOreDevoid,,
13148,Dunes,,
13149,DryLake,DryLake,
13160,VEE_MineralDevoid,,
13160,VEE_DeepOreDevoid,,
13160,Dunes,,
13161,Mountain,,
13162,Mountain,,
13168,Hollow,Hollow,
13169,Mountain,,
13171,Mountain,,
13175,Dunes,,
13191,Dunes,,
13194,VEE_MineralDevoid,,
13194,VEE_DeepOreDevoid,,
13194,Dunes,,
13195,Dunes,,
13203,Archipelago,Archipelago,
13205,VEE_MineralDevoid,,
13205,VEE_DeepOreDevoid,,
13223,VEE_MineralDevoid,,
13223,VEE_DeepOreDevoid,,
13223,Coast,,
13238,VEE_MineralDevoid,,
13238,VEE_DeepOreDevoid,,
13256,VEE_SaltPlains,,
13257,VEE_SaltPlains,,
13258,VEE_SaltPlains,,
13259,VEE_SaltPlains,,
13260,VEE_SaltPlains,,
13287,Caves,,
13291,Caves,,
13299,Caves,,
13300,Caves,,
13301,Caves,,
13303,Caves,,
13306,VEE_MineralDevoid,,
13306,VEE_DeepOreDevoid,,
13317,VEE_MineralDevoid,,
13317,VEE_DeepOreDevoid,,
13320,VEE_MineralDevoid,,
13320,VEE_DeepOreDevoid,,
13323,VEE_MineralDevoid,,
13323,VEE_DeepOreDevoid,,
13326,VEE_MineralDevoid,,
13326,VEE_DeepOreDevoid,,
13337,VEE_MineralDevoid,,
13337,VEE_DeepOreDevoid,,
13341,VEE_MineralDevoid,,
13341,VEE_DeepOreDevoid,,
13344,VEE_MineralDevoid,,
13344,VEE_DeepOreDevoid,,
13347,VEE_MineralDevoid,,
13347,VEE_DeepOreDevoid,,
13348,Oasis,Oasis,
13350,VEE_MineralDevoid,,
13350,VEE_DeepOreDevoid,,
13353,VEE_MineralDevoid,,
13353,VEE_DeepOreDevoid,,
13356,VEE_MineralDevoid,,
13356,VEE_DeepOreDevoid,,
13359,VEE_MineralDevoid,,
13359,VEE_DeepOreDevoid,,
13362,VEE_MineralDevoid,,
13362,VEE_DeepOreDevoid,,
13365,VEE_MineralDevoid,,
13365,VEE_DeepOreDevoid,,
13371,VEE_MineralDevoid,,
13371,VEE_DeepOreDevoid,,
13376,Coast,,
13379,VEE_SaltPlains,,
13382,Dunes,,
13383,Dunes,,
13384,VEE_MineralDevoid,,
13384,VEE_DeepOreDevoid,,
13384,Dunes,,
13386,Dunes,,
13387,VEE_MineralDevoid,,
13387,VEE_DeepOreDevoid,,
13387,Dunes,,
13388,Dunes,,
13389,Dunes,,
13390,VEE_MineralDevoid,,
13390,VEE_DeepOreDevoid,,
13390,Dunes,,
13391,Dunes,,
13392,Dunes,,
13393,VEE_MineralDevoid,,
13393,VEE_DeepOreDevoid,,
13393,Dunes,,
13394,Dunes,,
13395,Dunes,,
13396,VEE_MineralDevoid,,
13396,VEE_DeepOreDevoid,,
13396,Dunes,,
13397,Dunes,,
13398,Dunes,,
13399,VEE_MineralDevoid,,
13399,VEE_DeepOreDevoid,,
13399,Dunes,,
13408,Coast,,
13409,VEE_GravelBeach,VEE_GravelBeach,
13411,VEE_SaltPlains,,
13411,Coast,,
13415,Caves,,
13439,VEE_MineralDevoid,,
13439,VEE_DeepOreDevoid,,
13443,VEE_MineralDevoid,,
13443,VEE_DeepOreDevoid,,
13449,Oasis,Oasis,
13455,VEE_MineralDevoid,,
13455,VEE_DeepOreDevoid,,
13459,VEE_MineralDevoid,,
13459,VEE_DeepOreDevoid,,
13466,VEE_MineralDevoid,,
13466,VEE_DeepOreDevoid,,
13473,VEE_MineralDevoid,,
13473,VEE_DeepOreDevoid,,
13483,VEE_MineralDevoid,,
13483,VEE_DeepOreDevoid,,
13490,Mountain,,
13492,Mountain,,
13494,Mountain,,
13495,Mountain,,
13508,Mountain,,
13509,Mountain,,
13510,Mountain,,
13511,Mountain,,
13512,Mountain,,
13513,Mountain,Ruins,
13513,AncientRuins,Ruins,
13513,AncientRuins,Ruins,
13514,Mountain,,
13515,Mountain,,
13516,Mountain,,
13517,Mountain,,
13518,Mountain,,
13519,Mountain,,
13557,Coast,,
13562,Caves,,
13563,Caves,,
13568,Caves,,
13570,Caves,,
13575,Caves,,
13578,Caves,,
13579,Caves,,
13580,Caves,,
13581,Caves,,
13585,Caves,,
13587,Caves,,
13588,Caves,,
13589,Caves,,
13590,Caves,,
13591,Caves,,
13602,AncientGarrison,AncientGarrison,
13618,VEE_Cenotes,VEE_Cenotes,
13618,VEE_Cenotes,VEE_Cenotes,
13644,TerraformingScar,TerraformingScar,
13649,VEE_MineralDevoid,,
13649,VEE_DeepOreDevoid,,
13664,VEE_MineralDevoid,,
13664,VEE_DeepOreDevoid,,
13667,VEE_MineralDevoid,,
13667,VEE_DeepOreDevoid,,
13670,VEE_MineralDevoid,,
13670,VEE_DeepOreDevoid,,
13673,VEE_MineralDevoid,,
13673,VEE_DeepOreDevoid,,
13676,VEE_MineralDevoid,,
13676,VEE_DeepOreDevoid,,
13679,VEE_MineralDevoid,,
13679,VEE_DeepOreDevoid,,
13682,VEE_MineralDevoid,,
13682,VEE_DeepOreDevoid,,
13682,Dunes,,
13683,Dunes,,
13684,Dunes,,
13685,VEE_MineralDevoid,,
13685,VEE_DeepOreDevoid,,
13685,Dunes,,
13686,Dunes,,
13687,Dunes,,
13688,VEE_MineralDevoid,,
13688,VEE_DeepOreDevoid,,
13688,Dunes,,
13690,Dunes,,
13691,VEE_MineralDevoid,,
13691,VEE_DeepOreDevoid,,
13691,Dunes,,
13692,Dunes,,
13693,Dunes,,
13694,VEE_MineralDevoid,,
13694,VEE_DeepOreDevoid,,
13697,VEE_MineralDevoid,,
13697,VEE_DeepOreDevoid,,
13698,Dunes,,
13710,Caves,,
13711,Caves,,
13712,AncientRuins,Ruins,
13712,AncientRuins,Ruins,
13713,Caves,,
13715,Caves,,
13716,Caves,,
13718,Caves,,
13719,Caves,,
13720,Caves,,
13721,Caves,,
13722,Caves,,
13745,VEE_MineralDevoid,,
13745,VEE_DeepOreDevoid,,
13773,VEE_MineralDevoid,,
13773,VEE_DeepOreDevoid,,
13776,VEE_MineralDevoid,,
13776,VEE_DeepOreDevoid,,
13779,VEE_MineralDevoid,,
13779,VEE_DeepOreDevoid,,
13782,VEE_MineralDevoid,,
13782,VEE_DeepOreDevoid,,
13785,VEE_MineralDevoid,,
13785,VEE_DeepOreDevoid,,
13788,VEE_MineralDevoid,,
13788,VEE_DeepOreDevoid,,
13791,VEE_MineralDevoid,,
13791,VEE_DeepOreDevoid,,
13793,DryGround,,
13794,VEE_MineralDevoid,,
13794,VEE_DeepOreDevoid,,
13796,DryGround,,
13797,VEE_MineralDevoid,,
13797,VEE_DeepOreDevoid,,
13798,Chasm,,
13799,Mountain,,
13803,VEE_MineralDevoid,,
13803,VEE_DeepOreDevoid,,
13809,VEE_MineralDevoid,,
13809,VEE_DeepOreDevoid,,
13820,VEE_MineralDevoid,,
13820,VEE_DeepOreDevoid,,
13823,VEE_MineralDevoid,,
13823,VEE_DeepOreDevoid,,
13826,VEE_MineralDevoid,,
13826,VEE_DeepOreDevoid,,
13829,VEE_MineralDevoid,,
13829,VEE_DeepOreDevoid,,
13838,VEE_MineralDevoid,,
13838,VEE_DeepOreDevoid,,
13841,VEE_MineralDevoid,,
13841,VEE_DeepOreDevoid,,
13846,VEE_MineralDevoid,,
13846,VEE_DeepOreDevoid,,
13850,VEE_MineralDevoid,,
13850,VEE_DeepOreDevoid,,
13856,VEE_MineralDevoid,,
13856,VEE_DeepOreDevoid,,
13878,VEE_MineralDevoid,,
13878,VEE_DeepOreDevoid,,
13883,VEE_MineralDevoid,,
13883,VEE_DeepOreDevoid,,
13894,VEE_MineralDevoid,,
13894,VEE_DeepOreDevoid,,
13897,VEE_MineralDevoid,,
13897,VEE_DeepOreDevoid,,
13906,VEE_MineralDevoid,,
13906,VEE_DeepOreDevoid,,
13909,VEE_MineralDevoid,,
13909,VEE_DeepOreDevoid,,
13914,VEE_MineralDevoid,,
13914,VEE_DeepOreDevoid,,
13917,VEE_Cenotes,,
13918,VEE_MineralDevoid,,
13918,VEE_DeepOreDevoid,,
13918,VEE_Cenotes,,
13921,VEE_MineralDevoid,,
13921,VEE_DeepOreDevoid,,
13925,VEE_Cenotes,,
13927,DryGround,,
13931,DryGround,,
13933,VEE_MineralDevoid,,
13933,VEE_DeepOreDevoid,,
13936,VEE_MineralDevoid,,
13936,VEE_DeepOreDevoid,,
13939,VEE_MineralDevoid,,
13939,VEE_DeepOreDevoid,,
13942,VEE_MineralDevoid,,
13942,VEE_DeepOreDevoid,,
13945,VEE_MineralDevoid,,
13945,VEE_DeepOreDevoid,,
13948,VEE_MineralDevoid,,
13948,VEE_DeepOreDevoid,,
13951,VEE_MineralDevoid,,
13951,VEE_DeepOreDevoid,,
13959,Caves,,
13960,Caves,,
13961,Caves,,
13962,Caves,,
13973,Caves,,
13974,Caves,,
13988,Caves,,
13989,Caves,,
13990,Caves,,
13991,Caves,,
13992,Caves,,
13993,Caves,,
13994,Caves,,
13996,Caves,,
14010,Mountain,,
14012,Caves,,
14014,Caves,,
14016,Caves,,
14017,Caves,,
14018,Caves,,
14019,Caves,,
14020,Caves,,
14022,Caves,,
